3500.50453	3.98222084
3501.50448	5.65725
3502.50443	8.34634498
3503.50439	11.87779861
3504.50434	15.3596716
3505.50429	18.82874944
3506.50424	21.95191332
3507.5042	24.76871541
3508.50415	28.11334086
3509.5041	31.77818529
3510.50406	35.36248353
3511.50401	36.85149612
3512.50396	37.84758008
3513.50392	36.3453331
3514.50387	33.69807894
3515.50382	31.12276608
3516.50378	28.568218
3517.50373	26.2905612
3518.50368	24.09001696
3519.50364	20.5871703
3520.50359	16.5523856
3521.50354	12.55201535
3522.5035	9.5266193
3523.50345	6.9308246
3524.5034	6.09549876
3525.50336	5.60584099
3526.50331	5.12794975
3527.50326	4.64584648
3528.50322	4.16786755
3529.50317	3.69401296
3530.50312	3.9161734
3531.50308	4.3117596
3532.50303	4.69769508
3533.50298	4.95427275
3534.50294	5.12697669
3535.50289	4.70576762
3536.50284	4.27747391
3537.5028	3.85899307
3538.50275	3.43764608
3539.5027	3.02485416
3540.50266	2.61046668
3541.50261	3.3993603
3542.50256	4.31263928
3543.50252	5.21169375
3544.50247	6.1599748
3545.50242	7.40995209
3546.50237	10.3663938
3547.50233	13.3153944
3548.50228	16.21857623
3549.50223	19.12400061
3550.50219	22.01006388
3551.50214	24.81968142
3552.50209	25.46525608
3553.50205	26.10600692
3554.502	26.69737609
3555.50195	27.32728695
3556.50191	27.13984805
3557.50186	24.79356127
3558.50181	22.4244781
3559.50177	20.11241064
3560.50172	18.0197637
3561.50167	15.9860072
3562.50163	14.32400358
3563.50158	15.5767236
3564.50153	16.8204647
3565.50149	18.023881
3566.50144	19.51204239
3567.50139	22.49451645
3568.50135	26.37133489
3569.5013	30.22035156
3570.50125	34.0304472
3571.50121	37.66578096
3572.50116	41.27442495
3573.50111	43.8853012
3574.50107	42.8729584
3575.50102	41.866758
3576.50097	40.86670553
3577.50093	39.684122
3578.50088	36.90141381
3579.50083	33.99690072
3580.50079	31.04587668
3581.50074	27.9905136
3582.50069	24.69368802
3583.50065	21.4204284
3584.5006	18.8813521
3585.50055	17.90819952
3586.50051	16.9735063
3587.50046	16.01215681
3588.50041	15.05657934
3589.50036	13.92935821
3590.50032	12.78900412
3591.50027	11.6569005
3592.50022	10.94380638
3593.50018	10.54110645
3594.50013	10.14117696
3595.50008	9.87298873
3596.50004	9.78689005
3597.49999	9.70117371
3598.49994	9.63464192
3599.4999	9.5495613
3600.49985	11.2827562
3601.4998	13.27985362
3602.49976	15.26082264
3603.49971	16.56305828
3604.49966	17.71353
3605.49962	18.85427502
