[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Sr (all spectra): 1069 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 29000
Query NIST Bibliographic Databases for
Sr (new window)
Sr Energy Levels
Sr Line Wavelengths and Classification
Sr Transition Probabilities
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |               Observed  |                   Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek         |              Lower level               |              Upper level               |  gi   gk  |   Type|         TP  |    Line  |
          |              Wavelength |                Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)       |----------------------------------------|----------------------------------------|           |       |        Ref. |    Ref.  |
          |               Air (nm)  |                 Air (nm)  |   (?)  |           |      |                                | Conf.                | Term     | J    | Conf.                | Term     | J    |           |       |             |          |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             382.6373    |               382.6372    |     10 |           |      | 361194.32     -  387321.32     | 4s2.4p4.(3P<1>).6p   | 2[1]*    | 1/2  | 4s2.4p4.(3P<0>).6d   | 2[2]     | 3/2  |   2 - 4   |       |             |   L4311  |
Sr IV     |             382.7187    |               382.7187    |     14 |           |      | 370570.27     -  396691.71     | 4s2.4p4.(1D<2>).6p   | 2[3]*    | 5/2  | 4s2.4p4.(1D<2>).6d   | 2[4]     | 7/2  |   6 - 8   |       |             |   L4311  |
Sr IV     |             382.8506    |               382.8512    |     10 |           |      | 250046.76     -  276159.16     | 4s2.4p4.(1D<2>).5s   | 2[2]     | 5/2  | 4s2.4p4.(3P<2>).5p   | 2[2]*    | 3/2  |   6 - 4   |       |             |   L3647  |
Sr IV     |             383.2341    |               383.2353    |     16 |           |      | 350211.08     -  376297.31     | 4s2.4p4.(3P<2>).6p   | 2[1]*    | 3/2  | 4s2.4p4.(3P<2>).6d   | 2[2]     | 5/2  |   4 - 6   |       |             |   L4311  |
Sr III    |             383.8874    |               383.8877    |     24 |           |      | 280180.56     -  306222.46     | 4p5.(2P*<3/2>).4f    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).5g    | 2[7/2]*  | 3    |   5 - 7   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             384.3325    |               384.3325    |    220 |           |      |  18159.040    -   44170.80     | 5s.4d                | 3D       | 1    | 5s.8f                | 3F*      | 2    |   3 - 5   |       |             |   L4447  |
Sr IV     |             385.0580    |               385.0576    |     20 |           |      | 359228.65     -  385191.43     | 4s2.4p4.(3P<1>).6p   | 2[2]*    | 3/2  | 4s2.4p4.(3P<1>).6d   | 2[3]     | 5/2  |   4 - 6   |       |             |   L4311  |
Sr IV     |             385.1681    |               385.1660    |     20 |           |      | 360770.07     -  386725.54     | 4s2.4p4.(3P<0>).6p   | 2[1]*    | 3/2  | 4s2.4p4.(3P<0>).6d   | 2[2]     | 5/2  |   4 - 6   |       |             |   L4311  |
Sr I      |             385.2144    |               385.2145    |    280 |           |      |  18218.784    -   44170.99     | 5s.4d                | 3D       | 2    | 5s.8f                | 3F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr III    |             385.5882    |               385.5873    |     40 |           |      | 199916.00     -  225843.11     | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 3    | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 3    |   7 - 7   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             385.9136    |               385.9136    |     30 |           |      | 351443.45     -  377348.64     | 4s2.4p4.(3P<2>).6p   | 2[3]*    | 5/2  | 4s2.4p4.(3P<2>).6d   | 2[4]     | 7/2  |   6 - 8   |       |             |   L4311  |
Sr I      |             386.5451    |               386.5457    |    240 |           |      |  14898.545    -   40761.372    | 5s.5p                | 3P*      | 2    | 5s.8s                | 3S       | 1    |   5 - 3   |       |             |   L7362  |
Sr I      |             386.7067    |               386.7068    |    290 |           |      |  18319.261    -   44171.32     | 5s.4d                | 3D       | 3    | 5s.8f                | 3F*      | 4    |   7 - 9   |       |             |   L4447  |
Sr III    |             387.4261    |               387.4256    |     60 |           |      | 280180.56     -  305984.65     | 4p5.(2P*<3/2>).4f    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).5g    | 2[5/2]*  | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             387.4750    |               387.4755    |     24 |           |      | 280180.56     -  305981.33     | 4p5.(2P*<3/2>).4f    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).5g    | 2[5/2]*  | 2    |   5 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             387.7627    |               387.7636    |      8 |           |      | 353899.14     -  379680.74     | 4s2.4p4.(3P<2>).6p   | 2[2]*    | 3/2  | 4s2.4p4.(3P<2>).7s   | 2[2]     | 3/2  |   4 - 4   |       |             |   L4311  |
Sr IV     |             387.9275    |               387.9272    |      1 |           |      | 359420.70     -  385191.43     | 4s2.4p4.(3P<1>).6p   | 2[2]*    | 5/2  | 4s2.4p4.(3P<1>).6d   | 2[3]     | 5/2  |   6 - 6   |       |             |   L4311  |
Sr IV     |             388.9738    |               388.9733    |      4 |           |      | 328733.88     -  354435.30     | 4s2.4p4.(3P<2>).5d   | 2[1]     | 1/2  | 4s.4d.(3D).4p5.(2P*) | 4F*      | 3/2  |   2 - 4   |       |             |   L4311  |
Sr IV     |             389.1159    |               389.1155    |      2 |           |      | 252385.97     -  278078.00     | 4s2.4p4.(3P).4d      | 2P       | 3/2  | 4s2.4p4.(3P<1>).5p   | 2[2]*    | 3/2  |   4 - 4   |       |             |   L3647  |
Sr IV     |             389.6699    |               389.6694    |      2 |           |      | 250503.65     -  276159.16     | 4s2.4p4.(1D<2>).5s   | 2[2]     | 3/2  | 4s2.4p4.(3P<2>).5p   | 2[2]*    | 3/2  |   4 - 4   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             389.8500    |               389.8506    |     20 |           |      | 280662.31     -  306305.90     | 4p5.(2P*<3/2>).4f    | 2[9/2]   | 5    | 4p5.(2P*<3/2>).5g    | 2[9/2]*  | 5    |  11 - 11  |       |             |   L1771  |
Sr IV     |             390.6112    |               390.6114    |      2 |           |      | 245734.92     -  271328.56     | 4s2.4p4.(1S).4d      | 2D       | 5/2  | 4s2.4p4.(3P<2>).5p   | 2[3]*    | 5/2  |   6 - 6   |       |             |   L3647  |
Sr IV     |             390.8438    |               390.8439    |     24 |           |      | 359420.70     -  384999.12     | 4s2.4p4.(3P<1>).6p   | 2[2]*    | 5/2  | 4s2.4p4.(3P<1>).6d   | 2[3]     | 7/2  |   6 - 8   |       |             |   L4311  |
Sr IV     |             391.1452    |               391.1451    |     24 |           |      | 371246.97     -  396805.69     | 4s2.4p4.(1D<2>).6p   | 2[3]*    | 7/2  | 4s2.4p4.(1D<2>).6d   | 2[4]     | 9/2  |   8 - 10  |       |             |   L4311  |
Sr IV     |             391.2620    |               391.2631    |     10 |           |      | 250503.65     -  276054.66     | 4s2.4p4.(1D<2>).5s   | 2[2]     | 3/2  | 4s2.4p4.(3P<1>).5p   | 2[0]*    | 1/2  |   4 - 2   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             391.4282    |               391.4281    |     36 |           |      | 351462.05     -  377002.29     | 4s2.4p4.(3P<2>).6p   | 2[3]*    | 7/2  | 4s2.4p4.(3P<2>).6d   | 2[4]     | 9/2  |   8 - 10  |       |             |   L4311  |
Sr IV     |             391.6160    |               391.6178    |      2 |           |      | 252385.97     -  277913.84     | 4s2.4p4.(3P).4d      | 2P       | 3/2  | 4s2.4p4.(3P<0>).5p   | 2[1]*    | 1/2  |   4 - 2   |       |             |   L3647  |
Sr I      |             391.9566    |               391.9566    |    250 |           |      |  20149.685    -   45655.49     | 5s.4d                | 1D       | 2    | 5s.20f               | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr III    |             392.0681    |               392.0686    |     30 |           |      | 280806.83     -  306305.35     | 4p5.(2P*<3/2>).4f    | 2[9/2]   | 4    | 4p5.(2P*<3/2>).5g    | 2[9/2]*  | 4    |   9 - 9   |       |             |   L1771  |
Sr IV     |             392.1194    |               392.1193    |      2 |           |      | 372804.73     -  398299.95     | 4s2.4p4.(1D<2>).6p   | 2[2]*    | 3/2  | 4s2.4p4.(1D<2>).6d   | 2[2]     | 3/2  |   4 - 4   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             392.4184    |               392.4183    |    280 |           |      |  20149.685    -   45625.48     | 5s.4d                | 1D       | 2    | 5s.19f               | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr II     |             392.500     |               392.500     |        |           |      |  55769.7      -   81240.2      | 4p6.6p               | 2P*      | 1/2  | 4p6.9d               | 2D       | 3/2  |   2 - 4   |       |             |   L3450  |
Sr IV     |             392.5613    |               392.5591    |      1 |           |      | 359228.65     -  384695.31     | 4s2.4p4.(3P<1>).6p   | 2[2]*    | 3/2  | 4s2.4p4.(3P<1>).6d   | 2[1]     | 1/2  |   4 - 2   |       |             |   L4311  |
Sr I      |             392.5872    |               392.5869    |    280 |           |      |  18159.040    -   43623.896    | 5s.4d                | 3D       | 1    | 5s.7f                | 3F*      | 2    |   3 - 5   |       |             |   L4447  |
Sr I      |             392.9607    |               392.9607    |    280 |           |      |  20149.685    -   45590.32     | 5s.4d                | 1D       | 2    | 5s.18f               | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             393.3523    |               393.3522    |    140 |           |      |  20149.685    -   45565.00     | 5s.4d                | 1D       | 2    | 5s.20p               | 1P*      | 1    |   5 - 3   |       |             |   L4447  |
Sr I      |             393.5056    |               393.5054    |    290 |           |      |  18218.784    -   43624.205    | 5s.4d                | 3D       | 2    | 5s.7f                | 3F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr I      |             393.5099    |               393.5102    |    110 |           |      |  18218.784    -   43623.896    | 5s.4d                | 3D       | 2    | 5s.7f                | 3F*      | 2    |   5 - 5   |       |             |   L4447  |
Sr I      |             393.6037    |               393.6037    |    260 |           |      |  20149.685    -   45548.76     | 5s.4d                | 1D       | 2    | 5s.17f               | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr III    |             393.6398    |               393.640     |     60 |           |      | 280662.31     -  306059.06     | 4p5.(2P*<3/2>).4f    | 2[9/2]   | 5    | 4p5.(2P*<3/2>).5g    | 2[11/2]* | 6    |  11 - 13  |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             393.6722    |               393.6720    |     60 |           |      | 199916.00     -  225310.67     | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 3    | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 2    |   7 - 5   |       |             |   L1771  |
Sr I      |             394.0711    |               394.0710    |    170 |           |      |  20149.685    -   45518.64     | 5s.4d                | 1D       | 2    | 5s.19p               | 1P*      | 1    |   5 - 3   |       |             |   L4447  |
Sr I      |             394.0800    |               394.0808    |    500 |           |      |  14317.507    -   39685.830    | 5s.5p                | 3P*      | 0    | 5s.6d                | 3D       | 1    |   1 - 3   |       |             |   L7362  |
Sr I      |             394.3747    |               394.3746    |    230 |           |      |  20149.685    -   45499.11     | 5s.4d                | 1D       | 2    | 5s.16f               | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr IV     |             394.4896    |               394.4905    |     20 |           |      | 360403.00     -  385744.98     | 4s2.4p4.(3P<1>).6p   | 2[1]*    | 3/2  | 4s2.4p4.(3P<1>).6d   | 2[2]     | 5/2  |   4 - 6   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             394.9374    |               394.9369    |    150 |           |      |  20149.685    -   45463.02     | 5s.4d                | 1D       | 2    | 5s.18p               | 1P*      | 1    |   5 - 3   |       |             |   L4447  |
Sr I      |             395.0636    |               395.06361   |    210 |           |      |  18319.261    -   43624.479    | 5s.4d                | 3D       | 3    | 5s.7f                | 3F*      | 4    |   7 - 9   |       |             |   L7362  |
Sr I      |             395.0670    |               395.0679    |    150 |           |      |  18319.261    -   43624.205    | 5s.4d                | 3D       | 3    | 5s.7f                | 3F*      | 3    |   7 - 7   |       |             |   L4447  |
Sr III    |             395.1521    |               395.1521    |     50 |           |      | 280920.71     -  306220.26     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).5g    | 2[7/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr IV     |             395.2218    |               395.2232    |      4 |           |      | 351735.29     -  377030.29     | 4s2.4p4.(3P<2>).6p   | 2[1]*    | 1/2  | 4s2.4p4.(3P<2>).6d   | 2[1]     | 1/2  |   2 - 2   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             395.3095    |               395.3095    |    240 |           |      |  20149.685    -   45439.16     | 5s.4d                | 1D       | 2    | 5s.15f               | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr IV     |             395.6310    |               395.6314    |      8 |           |      | 372804.73     -  398073.63     | 4s2.4p4.(1D<2>).6p   | 2[2]*    | 3/2  | 4s2.4p4.(1D<2>).6d   | 2[3]     | 5/2  |   4 - 6   |       |             |   L4311  |
Sr III    |             395.8748    |               395.875     |     60 |           |      | 280806.83     -  306060.19     | 4p5.(2P*<3/2>).4f    | 2[9/2]   | 4    | 4p5.(2P*<3/2>).5g    | 2[11/2]* | 5    |   9 - 11  |       |             |   L1771  |
Sr I      |             395.9961    |               395.9957    |    150 |           |      |  20149.685    -   45395.34     | 5s.4d                | 1D       | 2    | 5s.17p               | 1P*      | 1    |   5 - 3   |       |             |   L4447  |
Sr I      |             396.2611    |               396.26133   |        |           |      |  14504.334    -   39733.067    | 5s.5p                | 3P*      | 1    | 5s.6d                | 1D       | 2    |   3 - 5   |       |             |   L7362  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             396.4581    |               396.4581    |    220 |           |      |  20149.685    -   45365.90     | 5s.4d                | 1D       | 2    | 5s.14f               | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr III    |             396.7603    |               396.7598    |     50 |           |      | 203342.00     -  228539.04     | 4p5.(2P*<1/2>).5s    | 2[1/2]*  | 1    | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 2    |   3 - 5   |       |             |   L1771  |
Sr I      |             396.9261    |               396.92631   |    700 |           |      |  14504.334    -   39690.802    | 5s.5p                | 3P*      | 1    | 5s.6d                | 3D       | 2    |   3 - 5   |       |             |   L7362  |
Sr I      |             397.0043    |               397.0047    |    500 |           |      |  14504.334    -   39685.830    | 5s.5p                | 3P*      | 1    | 5s.6d                | 3D       | 1    |   3 - 3   |       |             |   L7362  |
Sr I      |             397.3072    |               397.3075    |    190 |           |      |  20149.685    -   45311.99     | 5s.4d                | 1D       | 2    | 5s.16p               | 1P*      | 1    |   5 - 3   |       |             |   L4447  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             397.5331    |               397.5332    |     10 |           |      | 290733.53     -  315881.55     | 4p5.(2P*<1/2>).4f    | 2[5/2]   | 3    | 4p5.(2P*<1/2>).5g    | 2[7/2]*  | 3    |   7 - 7   |       |             |   L1771  |
Sr III    |             397.6043    |               397.6051    |     50 |           |      | 290733.53     -  315877.00     | 4p5.(2P*<1/2>).4f    | 2[5/2]   | 3    | 4p5.(2P*<1/2>).5g    | 2[7/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr III    |             397.6692    |               397.6706    |      8 |           |      | 290733.53     -  315872.86     | 4p5.(2P*<1/2>).4f    | 2[5/2]   | 3    | 4p5.(2P*<1/2>).5g    | 2[9/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr IV     |             397.7111    |               397.7120    |      6 |           |      | 327296.31     -  352433.02     | 4s2.4p4.(3P<2>).5d   | 2[2]     | 5/2  | 4s.4d.(3D).4p5.(2P*) | 4F*      | 5/2  |   6 - 6   |       |             |   L4311  |
Sr I      |             397.8929    |               397.8929    |    260 |           |      |  20149.685    -   45274.97     | 5s.4d                | 1D       | 2    | 5s.13f               | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             398.3644    |               398.3648    |      6 |           |      | 257344.99     -  282440.51     | 4s2.4p4.(1D).4d      | 2S       | 1/2  | 4s2.4p4.(3P<1>).5p   | 2[1]*    | 1/2  |   2 - 2   |       |             |   L3647  |
Sr IV     |             398.7285    |               398.7300    |      2 |           |      | 336333.74     -  361406.28     | 4s2.4p4.(3P<1>).5d   | 2[1]     | 1/2  | 4s.4d.(3D).4p5.(2P*) | 4D*      | 3/2  |   2 - 4   |       |             |   L4311  |
Sr III    |             398.8667    |               398.8668    |     20 |           |      | 280920.71     -  305984.65     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).5g    | 2[5/2]*  | 3    |   7 - 7   |       |             |   L1771  |
Sr I      |             398.9593    |               398.9590    |    260 |           |      |  20149.685    -   45207.83     | 5s.4d                | 1D       | 2    | 5s.15p               | 1P*      | 1    |   5 - 3   |       |             |   L4447  |
Sr IV     |             398.9994    |               399.0005    |     12 |           |      | 373036.14     -  398091.68     | 4s2.4p4.(1D<2>).6p   | 2[2]*    | 5/2  | 4s2.4p4.(1D<2>).6d   | 2[3]     | 7/2  |   6 - 8   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             399.1592    |               399.1587    |     10 |           |      | 290831.39     -  315877.00     | 4p5.(2P*<1/2>).4f    | 2[7/2]   | 3    | 4p5.(2P*<1/2>).5g    | 2[7/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr III    |             399.2250    |               399.2247    |     50 |           |      | 290831.39     -  315872.86     | 4p5.(2P*<1/2>).4f    | 2[7/2]   | 3    | 4p5.(2P*<1/2>).5g    | 2[9/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr IV     |             399.6315    |               399.6339    |     12 |           |      | 353899.14     -  378914.97     | 4s2.4p4.(3P<2>).6p   | 2[2]*    | 3/2  | 4s2.4p4.(3P<2>).6d   | 2[1]     | 3/2  |   4 - 4   |       |             |   L4311  |
Sr I      |             399.7174    |               399.7174    |    300 |           |      |  20149.685    -   45160.29     | 5s.4d                | 1D       | 2    | 5s.12f               | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr IV     |             399.9906    |               399.9917    |     20 |           |      | 353899.14     -  378892.59     | 4s2.4p4.(3P<2>).6p   | 2[2]*    | 3/2  | 4s2.4p4.(3P<2>).6d   | 2[3]     | 5/2  |   4 - 6   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             400.6827    |               400.6817    |      8 |           |      | 290926.59     -  315877.00     | 4p5.(2P*<1/2>).4f    | 2[7/2]   | 4    | 4p5.(2P*<1/2>).5g    | 2[7/2]*  | 4    |   9 - 9   |       |             |   L1771  |
Sr III    |             400.7339    |               400.734     |     50 |           |      | 290926.59     -  315873.75     | 4p5.(2P*<1/2>).4f    | 2[7/2]   | 4    | 4p5.(2P*<1/2>).5g    | 2[9/2]*  | 5    |   9 - 11  |       |             |   L1771  |
Sr II     |             400.975     |               400.976     |        |           |      |  55769.7      -   80701.8      | 4p6.6p               | 2P*      | 1/2  | 4p6.10s              | 2S       | 1/2  |   2 - 2   |       |             |   L3450  |
Sr I      |             401.0806    |               401.0805    |    350 |           |      |  20149.685    -   45075.29     | 5s.4d                | 1D       | 2    | 5s.14p               | 1P*      | 1    |   5 - 3   |       |             |   L4447  |
Sr III    |             401.2192    |               401.221     |      4 |           |      | 299825.06     -  324741.95     | 4p5.(2P*<3/2>).6d    | 2[7/2]*  | 4    | 4p5.(2P*<3/2>).7f    | 2[9/2]   | 5    |   9 - 11  |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             402.0882    |               402.0883    |    360 |           |      |  20149.685    -   45012.82     | 5s.4d                | 1D       | 2    | 5s.11f               | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr IV     |             402.3643    |               402.3622    |      2 |           |      | 253231.79     -  278078.00     | 4s2.4p4.(3P).4d      | 2P       | 1/2  | 4s2.4p4.(3P<1>).5p   | 2[2]*    | 3/2  |   2 - 4   |       |             |   L3647  |
Sr I      |             403.0377    |               403.03772   |   1000 |           |      |  14898.545    -   39703.109    | 5s.5p                | 3P*      | 2    | 5s.6d                | 3D       | 3    |   5 - 7   |       |             |   L7362  |
Sr I      |             403.2379    |               403.23780   |    500 |           |      |  14898.545    -   39690.802    | 5s.5p                | 3P*      | 2    | 5s.6d                | 3D       | 2    |   5 - 5   |       |             |   L7362  |
Sr IV     |             403.2979    |               403.3001    |      2 |           |      | 360403.00     -  385191.43     | 4s2.4p4.(3P<1>).6p   | 2[1]*    | 3/2  | 4s2.4p4.(3P<1>).6d   | 2[3]     | 5/2  |   4 - 6   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             403.3191    |               403.3187    |    160 |           |      |  14898.545    -   39685.830    | 5s.5p                | 3P*      | 2    | 5s.6d                | 3D       | 1    |   5 - 3   |       |             |   L7362  |
Sr IV     |             403.6378    |               403.6365    |      6 |           |      | 351735.29     -  376503.06     | 4s2.4p4.(3P<2>).6p   | 2[1]*    | 1/2  | 4s2.4p4.(3P<2>).6d   | 2[2]     | 3/2  |   2 - 4   |       |             |   L4311  |
Sr IV     |             403.6467    |               403.6443    |      6 |           |      | 351443.45     -  376210.74     | 4s2.4p4.(3P<2>).6p   | 2[3]*    | 5/2  | 4s2.4p4.(3P<2>).6d   | 2[3]     | 7/2  |   6 - 8   |       |             |   L4311  |
Sr III    |             403.7516    |               403.7525    |     30 |           |      | 281459.61     -  306220.26     | 4p5.(2P*<3/2>).6p    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).5g    | 2[7/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr IV     |             403.8385    |               403.8432    |      4 |           |      | 360403.00     -  385158.09     | 4s2.4p4.(3P<1>).6p   | 2[1]*    | 3/2  | 4s2.4p4.(3P<1>).6d   | 2[1]     | 3/2  |   4 - 4   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             403.8642    |               403.8640    |    370 |           |      |  20149.685    -   44903.50     | 5s.4d                | 1D       | 2    | 5s.13p               | 1P*      | 1    |   5 - 3   |       |             |   L4447  |
Sr IV     |             403.9482    |               403.9477    |     16 |           |      | 351462.05     -  376210.74     | 4s2.4p4.(3P<2>).6p   | 2[3]*    | 7/2  | 4s2.4p4.(3P<2>).6d   | 2[3]     | 7/2  |   8 - 8   |       |             |   L4311  |
Sr III    |             404.1386    |               404.139     |      4 |           |      | 300047.16     -  324784.13     | 4p5.(2P*<3/2>).6d    | 2[7/2]*  | 3    | 4p5.(2P*<3/2>).7f    | 2[9/2]   | 4    |   7 - 9   |       |             |   L1771  |
Sr III    |             405.2416    |               405.2416    |     36 |           |      | 291211.88     -  315881.55     | 4p5.(2P*<1/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<1/2>).5g    | 2[7/2]*  | 3    |   5 - 7   |       |             |   L1771  |
Sr I      |             405.2512    |               405.2512    |    420 |           |      |  20149.685    -   44818.77     | 5s.4d                | 1D       | 2    | 5s.10f               | 1F*      | 3    |   5 - 7   |       |             |   L4447  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr II     |             405.667     |               405.665     |        |           |      |  56057.9      -   80701.8      | 4p6.6p               | 2P*      | 3/2  | 4p6.10s              | 2S       | 1/2  |   4 - 2   |       |             |   L3450  |
Sr I      |             406.0923    |               406.0924    |    390 |           |      |  18159.040    -   42777.023    | 5s.4d                | 3D       | 1    | 5s.6f                | 3F*      | 2    |   3 - 5   |       |             |   L4447  |
Sr IV     |             406.4618    |               406.4618    |      6 |           |      | 373036.14     -  397631.75     | 4s2.4p4.(1D<2>).6p   | 2[2]*    | 5/2  | 4s2.4p4.(1D<2>).6d   | 2[2]     | 5/2  |   6 - 6   |       |             |   L4311  |
Sr III    |             406.8951    |               406.8949    |     24 |           |      | 197225.97     -  221795.40     | 4p5.(2P*<3/2>).4d    | 2[3/2]*  | 1    | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 1    |   3 - 3   |       |             |   L1771  |
Sr IV     |             406.9279    |               406.9330    |      6 |           |      | 327865.89     -  352433.02     | 4s2.4p4.(3P<2>).5d   | 2[2]     | 3/2  | 4s.4d.(3D).4p5.(2P*) | 4F*      | 5/2  |   4 - 6   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             407.0718    |               407.0717    |    440 |           |      |  18218.784    -   42777.547    | 5s.4d                | 3D       | 2    | 5s.6f                | 3F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr I      |             407.0805    |               407.0804    |    360 |           |      |  18218.784    -   42777.023    | 5s.4d                | 3D       | 2    | 5s.6f                | 3F*      | 2    |   5 - 5   |       |             |   L4447  |
Sr I      |             407.6147    |               407.6146    |    410 |           |      |  20149.685    -   44675.737    | 5s.4d                | 1D       | 2    | 5s.12p               | 1P*      | 1    |   5 - 3   |       |             |   L4447  |
Sr II     |             407.7714    |               407.77094   |   400r | 1.41e+08  | AA   |      0.00     -   24516.65     | 4p6.5s               | 2S       | 1/2  | 4p6.5p               | 2P*      | 3/2  |   2 - 4   |       | T6398,T1181 |   L7362  |
Sr I      |             408.7344    |               408.73442   |   340r |           |      |  18319.261    -   42778.121    | 5s.4d                | 3D       | 3    | 5s.6f                | 3F*      | 4    |   7 - 9   |       |             |   L7362  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             408.7442    |               408.7440    |    290 |           |      |  18319.261    -   42777.547    | 5s.4d                | 3D       | 3    | 5s.6f                | 3F*      | 3    |   7 - 7   |       |             |   L4447  |
Sr IV     |             409.2019    |               409.2029    |      2 |           |      | 337047.44     -  361478.30     | 4s2.4p4.(3P<0>).5d   | 2[2]     | 3/2  | 4s.4d.(3D).4p5.(2P*) | 4D*      | 5/2  |   4 - 6   |       |             |   L4311  |
Sr IV     |             409.3680    |               409.3621    |      1 |           |      | 360770.07     -  385191.43     | 4s2.4p4.(3P<0>).6p   | 2[1]*    | 3/2  | 4s2.4p4.(3P<1>).6d   | 2[3]     | 5/2  |   4 - 6   |       |             |   L4311  |
