[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Sr (all spectra): 1069 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 29000
Query NIST Bibliographic Databases for
Sr (new window)
Sr Energy Levels
Sr Line Wavelengths and Classification
Sr Transition Probabilities
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |               Observed  |                   Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek         |              Lower level               |              Upper level               |  gi   gk  |   Type|         TP  |    Line  |
          |              Wavelength |                Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)       |----------------------------------------|----------------------------------------|           |       |        Ref. |    Ref.  |
          |               Air (nm)  |                 Air (nm)  |   (?)  |           |      |                                | Conf.                | Term     | J    | Conf.                | Term     | J    |           |       |             |          |
Sr III    |             247.3169    |               247.3157    |     30 |           |      | 228539.04     -  268960.97     | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).5d    | 2[1/2]*  | 1    |   5 - 3   |       |             |   L1771  |
Sr IV     |             247.6950    |               247.6946    |     36 |           |      | 257344.99     -  297705.09     | 4s2.4p4.(1D).4d      | 2S       | 1/2  | 4s2.4p4.(1D<2>).5p   | 2[1]*    | 1/2  |   2 - 2   |       |             |   L3647  |
Sr III    |             247.7196    |               247.7196    |     20 |           |      | 234753.44     -  275109.48     | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 1    | 4p5.(2P*<3/2>).5d    | 2[3/2]*  | 1    |   3 - 3   |       |             |   L1771  |
Sr III    |             247.7783    |               247.7789    |     50 |           |      | 196290.12     -  236636.50     | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 2    | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 2    |   5 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             247.8060    |               247.8059    |     30 |           |      | 194411.46     -  234753.44     | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 1    | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 1    |   3 - 3   |       |             |   L1771  |
Sr IV     |             248.0786    |               248.0777    |     36 |           |      | 254820.96     -  295118.74     | 4s2.4p4.(3P).4d      | 2D       | 5/2  | 4s2.4p4.(1D<2>).5p   | 2[2]*    | 5/2  |   6 - 6   |       |             |   L3647  |
Sr IV     |             248.2574    |               248.2554    |    20p |           |      | 242171.57     -  282440.51     | 4s2.4p4.(1S).4d      | 2D       | 3/2  | 4s2.4p4.(3P<1>).5p   | 2[1]*    | 1/2  |   4 - 2   |       |             |   L3647  |
Sr IV     |             248.2793    |               248.2789    |     60 |           |      | 250046.76     -  290311.89     | 4s2.4p4.(1D<2>).5s   | 2[2]     | 5/2  | 4s2.4p4.(1D<2>).5p   | 2[3]*    | 7/2  |   6 - 8   |       |             |   L3647  |
Sr IV     |             248.3565    |               248.3557    |     50 |           |      | 242092.84     -  282345.52     | 4s2.4p4.(3P<1>).5s   | 2[1]     | 1/2  | 4s2.4p4.(3P<1>).5p   | 2[1]*    | 3/2  |   2 - 4   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             248.6520    |               248.6515    |    200 |           |      | 185105.87     -  225310.67     | 4p5.(2P*<3/2>).4d    | 2[7/2]*  | 3    | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 2    |   7 - 5   |       |             |   L1771  |
Sr IV     |             248.8446    |               248.8424    |      4 |           |      | 242171.57     -  282345.52     | 4s2.4p4.(1S).4d      | 2D       | 3/2  | 4s2.4p4.(3P<1>).5p   | 2[1]*    | 3/2  |   4 - 4   |       |             |   L3647  |
Sr III    |             249.1690    |               249.1686    |     40 |           |      | 228539.04     -  268660.40     | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 2    |   5 - 5   |       |             |   L1771  |
Sr IV     |             249.4964    |               249.4961    |     30 |           |      | 252385.97     -  292454.67     | 4s2.4p4.(3P).4d      | 2P       | 3/2  | 4s2.4p4.(1D<2>).5p   | 2[1]*    | 3/2  |   4 - 4   |       |             |   L3647  |
Sr IV     |             249.6338    |               249.6334    |     16 |           |      | 254820.96     -  294867.62     | 4s2.4p4.(3P).4d      | 2D       | 5/2  | 4s2.4p4.(1D<2>).5p   | 2[2]*    | 3/2  |   6 - 4   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             250.0568    |               250.0569    |     36 |           |      | 274687.97     -  314666.82     | 4s2.4p4.(1S<0>).5s   | 2[0]     | 1/2  | 4s2.4p4.(1S<0>).5p   | 2[1]*    | 1/2  |   2 - 2   |       |             |   L3647  |
Sr III    |             250.3594    |               250.3586    |    100 |           |      | 187564.70     -  227495.38     | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 2    | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 1    |   5 - 3   |       |             |   L1771  |
Sr IV     |             250.8024    |               250.8024    |     40 |           |      | 238217.98     -  278078.00     | 4s2.4p4.(3P<1>).5s   | 2[1]     | 3/2  | 4s2.4p4.(3P<1>).5p   | 2[2]*    | 3/2  |   4 - 4   |       |             |   L3647  |
Sr III    |             252.2609    |               252.2606    |     36 |           |      | 197225.97     -  236855.60     | 4p5.(2P*<3/2>).4d    | 2[3/2]*  | 1    | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 1    |   3 - 3   |       |             |   L1771  |
Sr IV     |             253.4033    |               253.4027    |     40 |           |      | 242092.84     -  281543.86     | 4s2.4p4.(3P<1>).5s   | 2[1]     | 1/2  | 4s2.4p4.(3P<0>).5p   | 2[1]*    | 3/2  |   2 - 4   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             253.4763    |               253.4762    |     10 |           |      | 228097.73     -  267537.32     | 4s2.4p4.(1D).4d      | 2F       | 7/2  | 4s2.4p4.(3P<2>).5p   | 2[2]*    | 5/2  |   8 - 6   |       |             |   L3647  |
Sr III    |             253.6628    |               253.6631    |    12p |           |      | 197225.97     -  236636.50     | 4p5.(2P*<3/2>).4d    | 2[3/2]*  | 1    | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 2    |   3 - 5   |       |             |   L1771  |
Sr IV     |             253.9099    |               253.9095    |      2 |           |      | 242171.57     -  281543.86     | 4s2.4p4.(1S).4d      | 2D       | 3/2  | 4s2.4p4.(3P<0>).5p   | 2[1]*    | 3/2  |   4 - 4   |       |             |   L3647  |
Sr IV     |             254.8016    |               254.8012    |     36 |           |      | 236924.66     -  276159.16     | 4s2.4p4.(3P<0>).5s   | 2[0]     | 1/2  | 4s2.4p4.(3P<2>).5p   | 2[2]*    | 3/2  |   2 - 4   |       |             |   L3647  |
Sr IV     |             254.8760    |               254.8767    |     24 |           |      | 253231.79     -  292454.67     | 4s2.4p4.(3P).4d      | 2P       | 1/2  | 4s2.4p4.(1D<2>).5p   | 2[1]*    | 3/2  |   2 - 4   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             255.5601    |               255.5593    |     80 |           |      | 232210.43     -  271328.56     | 4s2.4p4.(3P<2>).5s   | 2[2]     | 3/2  | 4s2.4p4.(3P<2>).5p   | 2[3]*    | 5/2  |   4 - 6   |       |             |   L3647  |
Sr III    |             256.0706    |               256.0698    |      2 |           |      | 275109.48     -  314149.62     | 4p5.(2P*<3/2>).5d    | 2[3/2]*  | 1    | 4p5.(2P*<1/2>).5f    | 2[5/2]   | 2    |   3 - 5   |       |             |   L1771  |
Sr I      |             256.9469    |               256.94711   |     40 | 5.3e+06   | B    |      0.000    -   38906.858    | 5s2                  | 1S       | 0    | 5s.7p                | 1P*      | 1    |   1 - 3   |       |       T3039 |   L7362  |
Sr IV     |             257.1042    |               257.1038    |     80 |           |      | 228654.17     -  267537.32     | 4s2.4p4.(3P<2>).5s   | 2[2]     | 5/2  | 4s2.4p4.(3P<2>).5p   | 2[2]*    | 5/2  |   6 - 6   |       |             |   L3647  |
Sr IV     |             257.1580    |               257.1571    |     50 |           |      | 228654.17     -  267529.26     | 4s2.4p4.(3P<2>).5s   | 2[2]     | 5/2  | 4s2.4p4.(3P<2>).5p   | 2[1]*    | 3/2  |   6 - 4   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             258.9340    |               258.9337    |     30 |           |      | 250046.76     -  288655.13     | 4s2.4p4.(1D<2>).5s   | 2[2]     | 5/2  | 4s2.4p4.(1D<2>).5p   | 2[3]*    | 5/2  |   6 - 6   |       |             |   L3647  |
Sr III    |             259.9103    |               259.9103    |     60 |           |      | 196290.12     -  234753.44     | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 2    | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 1    |   5 - 3   |       |             |   L1771  |
Sr III    |             260.5131    |               260.513     |     10 |           |      | 279824.21     -  318198.53     | 4p5.(2P*<3/2>).4f    | 2[3/2]   | 1    | 4p5.(2P*<3/2>).6g    | 2[5/2]*  | 2    |   3 - 5   |       |             |   L1771  |
Sr III    |             261.1667    |               261.1659    |     30 |           |      | 187564.70     -  225843.11     | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 2    | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 3    |   5 - 7   |       |             |   L1771  |
Sr XXIII  |             261.3       |               261.3       |      j | 1.39e+02  |      |[104670]       - [142930]       | 3p4                  | 3P       | 1    | 3p4                  | 1D       | 2    |   3 - 5   | M1    |       T5014 |  L10543  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             261.3336    |               261.3334    |     20 |           |      | 236855.60     -  275109.48     | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 1    | 4p5.(2P*<3/2>).5d    | 2[3/2]*  | 1    |   3 - 3   |       |             |   L1771  |
Sr IV     |             262.0351    |               262.0348    |     50 |           |      | 250503.65     -  288655.13     | 4s2.4p4.(1D<2>).5s   | 2[2]     | 3/2  | 4s2.4p4.(1D<2>).5p   | 2[3]*    | 5/2  |   4 - 6   |       |             |   L3647  |
Sr IV     |             262.1157    |               262.1146    |     40 |           |      | 232210.43     -  270350.30     | 4s2.4p4.(3P<2>).5s   | 2[2]     | 3/2  | 4s2.4p4.(3P<2>).5p   | 2[1]*    | 1/2  |   4 - 2   |       |             |   L3647  |
Sr III    |             262.2686    |               262.2687    |     70 |           |      | 198738.14     -  236855.60     | 4p5.(2P*<1/2>).4d    | 2[3/2]*  | 2    | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 1    |   5 - 3   |       |             |   L1771  |
Sr III    |             262.9286    |               262.929     |    12h |           |      | 280180.56     -  318202.36     | 4p5.(2P*<3/2>).4f    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).6g    | 2[5/2]*  | 3    |   5 - 7   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             263.4877    |               263.4873    |     10 |           |      | 238217.98     -  276159.16     | 4s2.4p4.(3P<1>).5s   | 2[1]     | 3/2  | 4s2.4p4.(3P<2>).5p   | 2[2]*    | 3/2  |   4 - 4   |       |             |   L3647  |
Sr III    |             263.7865    |               263.7851    |     40 |           |      | 198738.14     -  236636.50     | 4p5.(2P*<1/2>).4d    | 2[3/2]*  | 2    | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 2    |   5 - 5   |       |             |   L1771  |
Sr IV     |             264.2155    |               264.2151    |     40 |           |      | 238217.98     -  276054.66     | 4s2.4p4.(3P<1>).5s   | 2[1]     | 3/2  | 4s2.4p4.(3P<1>).5p   | 2[0]*    | 1/2  |   4 - 2   |       |             |   L3647  |
Sr III    |             264.2959    |               264.2957    |     60 |           |      | 194411.46     -  232236.60     | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 1    | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 0    |   3 - 1   |       |             |   L1771  |
Sr III    |             264.8507    |               264.8501    |     60 |           |      | 187564.70     -  225310.67     | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 2    | 4p5.(2P*<3/2>).5p    | 2[5/2]   | 2    |   5 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             265.1333    |               265.1333    |     36 |           |      | 241000.51     -  278706.16     | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 0    | 4p5.(2P*<1/2>).6s    | 2[1/2]*  | 1    |   1 - 3   |       |             |   L1771  |
Sr III    |             265.4657    |               265.4652    |     70 |           |      | 203342.00     -  241000.51     | 4p5.(2P*<1/2>).5s    | 2[1/2]*  | 1    | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 0    |   3 - 1   |       |             |   L1771  |
Sr IV     |             265.6408    |               265.6402    |     14 |           |      | 254820.96     -  292454.67     | 4s2.4p4.(3P).4d      | 2D       | 5/2  | 4s2.4p4.(1D<2>).5p   | 2[1]*    | 3/2  |   6 - 4   |       |             |   L3647  |
Sr III    |             266.0187    |               266.019     |    24h |           |      | 280662.31     -  318242.47     | 4p5.(2P*<3/2>).4f    | 2[9/2]   | 5    | 4p5.(2P*<3/2>).6g    | 2[11/2]* | 6    |  11 - 13  |       |             |   L1771  |
Sr III    |             266.3935    |               266.3922    |     40 |           |      | 197225.97     -  234753.44     | 4p5.(2P*<3/2>).4d    | 2[3/2]*  | 1    | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 1    |   3 - 3   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             266.4266    |               266.4266    |      2 |           |      | 257344.99     -  294867.62     | 4s2.4p4.(1D).4d      | 2S       | 1/2  | 4s2.4p4.(1D<2>).5p   | 2[2]*    | 3/2  |   2 - 4   |       |             |   L3647  |
Sr III    |             267.0372    |               267.037     |  20h,l |           |      | 280806.83     -  318243.67     | 4p5.(2P*<3/2>).4f    | 2[9/2]   | 4    | 4p5.(2P*<3/2>).6g    | 2[11/2]* | 5    |   9 - 11  |       |             |   L1771  |
Sr III    |             267.1484    |               267.1482    |    12h |           |      | 280920.71     -  318341.99     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).6g    | 2[7/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr III    |             268.0792    |               268.079     |     8h |           |      | 290733.53     -  328024.86     | 4p5.(2P*<1/2>).4f    | 2[5/2]   | 3    | 4p5.(2P*<1/2>).6g    | 2[7/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr III    |             268.8100    |               268.810     |     8h |           |      | 290831.39     -  328021.35     | 4p5.(2P*<1/2>).4f    | 2[7/2]   | 3    | 4p5.(2P*<1/2>).6g    | 2[9/2]*  | 4    |   7 - 9   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             269.0871    |               269.0865    |     36 |           |      | 232236.60     -  269388.34     | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 0    | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 1    |   1 - 3   |       |             |   L1771  |
Sr III    |             269.4937    |               269.494     |  12h,l |           |      | 290926.59     -  328022.20     | 4p5.(2P*<1/2>).4f    | 2[7/2]   | 4    | 4p5.(2P*<1/2>).6g    | 2[9/2]*  | 5    |   9 - 11  |       |             |   L1771  |
Sr III    |             271.0516    |               271.0518    |     6h |           |      | 281459.61     -  318341.99     | 4p5.(2P*<3/2>).6p    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).6g    | 2[7/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr III    |             271.5464    |               271.546     |   6h,l |           |      | 291211.88     -  328027.09     | 4p5.(2P*<1/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<1/2>).6g    | 2[7/2]*  | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             272.2474    |               272.2468    |     80 |           |      | 199916.00     -  236636.50     | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 3    | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 2    |   7 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             273.7204    |               273.720     |   8h,l |           |      | 281821.37     -  318344.19     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).6g    | 2[7/2]*  | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             273.8780    |               273.878     |  12h,l |           |      | 281886.39     -  318388.20     | 4p5.(2P*<3/2>).4f    | 2[7/2]   | 3    | 4p5.(2P*<3/2>).6g    | 2[9/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr III    |             274.3972    |               274.397     |  14h,l |           |      | 281955.93     -  318388.67     | 4p5.(2P*<3/2>).4f    | 2[7/2]   | 4    | 4p5.(2P*<3/2>).6g    | 2[9/2]*  | 5    |   9 - 11  |       |             |   L1771  |
Sr III    |             274.5583    |               274.5571    |      1 |           |      | 234753.44     -  271164.97     | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 1    | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 2    |   3 - 5   |       |             |   L1771  |
Sr III    |             277.5787    |               277.5778    |     10 |           |      | 198738.14     -  234753.44     | 4p5.(2P*<1/2>).4d    | 2[3/2]*  | 2    | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 1    |   5 - 3   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             277.8099    |               277.8103    |      2 |           |      | 242092.84     -  278078.00     | 4s2.4p4.(3P<1>).5s   | 2[1]     | 1/2  | 4s2.4p4.(3P<1>).5p   | 2[2]*    | 3/2  |   2 - 4   |       |             |   L3647  |
Sr III    |             278.6003    |               278.5999    |    100 |           |      | 192655.86     -  228539.04     | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 2    |   5 - 5   |       |             |   L1771  |
Sr IV     |             281.6784    |               281.6792    |      2 |           |      | 254820.96     -  290311.89     | 4s2.4p4.(3P).4d      | 2D       | 5/2  | 4s2.4p4.(1D<2>).5p   | 2[3]*    | 7/2  |   6 - 8   |       |             |   L3647  |
Sr III    |             282.1420    |               282.1416    |    100 |           |      | 193106.27     -  228539.04     | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 3    | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 2    |   7 - 5   |       |             |   L1771  |
Sr IV     |             283.0527    |               283.0518    |     30 |           |      | 232210.43     -  267529.26     | 4s2.4p4.(3P<2>).5s   | 2[2]     | 3/2  | 4s2.4p4.(3P<2>).5p   | 2[1]*    | 3/2  |   4 - 4   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             283.5403    |               283.5395    |     14 |           |      | 234753.44     -  270011.52     | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 1    | 4p5.(2P*<3/2>).5d    | 2[3/2]*  | 2    |   3 - 5   |       |             |   L1771  |
Sr III    |             285.4203    |               285.4197    |     16 |           |      | 268448.63     -  303474.46     | 4p5.(2P*<3/2>).5d    | 2[1/2]*  | 0    | 4p5.(2P*<3/2>).5f    | 2[3/2]   | 1    |   1 - 3   |       |             |   L1771  |
Sr III    |             285.5465    |               285.5437    |     50 |           |      | 197225.97     -  232236.60     | 4p5.(2P*<3/2>).4d    | 2[3/2]*  | 1    | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 0    |   3 - 1   |       |             |   L1771  |
Sr III    |             286.9482    |               286.9461    |     50 |           |      | 192655.86     -  227495.38     | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 1    |   5 - 3   |       |             |   L1771  |
Sr III    |             287.2490    |               287.2496    |     20 |           |      | 268960.97     -  303763.69     | 4p5.(2P*<3/2>).5d    | 2[1/2]*  | 1    | 4p5.(2P*<3/2>).5f    | 2[3/2]   | 2    |   3 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             287.4863    |               287.4847    |     60 |           |      | 202081.34     -  236855.60     | 4p5.(2P*<1/2>).5s    | 2[1/2]*  | 0    | 4p5.(2P*<1/2>).5p    | 2[1/2]   | 1    |   1 - 3   |       |             |   L1771  |
Sr III    |             288.6425    |               288.6415    |     12 |           |      | 234753.44     -  269388.34     | 4p5.(2P*<1/2>).5p    | 2[3/2]   | 1    | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 1    |   3 - 3   |       |             |   L1771  |
Sr III    |             289.6570    |               289.6569    |     14 |           |      | 268960.97     -  303474.46     | 4p5.(2P*<3/2>).5d    | 2[1/2]*  | 1    | 4p5.(2P*<3/2>).5f    | 2[3/2]   | 1    |   3 - 3   |       |             |   L1771  |
Sr III    |             290.3842    |               290.3828    |    14* |           |      | 270340.60     -  304767.81     | 4p5.(2P*<3/2>).5d    | 2[7/2]*  | 3    | 4p5.(2P*<3/2>).5f    | 2[5/2]   | 2    |   7 - 5   |       |             |   L1771  |
Sr III    |             290.3842    |               290.3838    |    14* |           |      | 270340.60     -  304767.70     | 4p5.(2P*<3/2>).5d    | 2[7/2]*  | 3    | 4p5.(2P*<3/2>).5f    | 2[7/2]   | 3    |   7 - 7   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr XXIV   |             290.6       |               289         |      j | 5.83e+02  |      | [96817]       - [131405]       | 3p3                  | 2D*      | 3/2  | 3p3                  | 2D*      | 5/2  |   4 - 6   | M1    |       T5211 |  L10627  |
Sr III    |             290.6554    |               290.6551    |      6 |           |      | 269810.66     -  304205.62     | 4p5.(2P*<3/2>).5d    | 2[7/2]*  | 4    | 4p5.(2P*<3/2>).5f    | 2[9/2]   | 4    |   9 - 9   |       |             |   L1771  |
Sr III    |             290.9931    |               290.9929    |      1 |           |      | 279794.58     -  314149.62     | 4p5.(2P*<1/2>).5d    | 2[5/2]*  | 2    | 4p5.(2P*<1/2>).5f    | 2[5/2]   | 2    |   5 - 5   |       |             |   L1771  |
Sr III    |             291.5339    |               291.5338    |     40 |           |      | 269810.66     -  304101.96     | 4p5.(2P*<3/2>).5d    | 2[7/2]*  | 4    | 4p5.(2P*<3/2>).5f    | 2[9/2]   | 5    |   9 - 11  |       |             |   L1771  |
Sr III    |             291.7539    |               291.7536    |     30 |           |      | 270011.52     -  304276.99     | 4p5.(2P*<3/2>).5d    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).5f    | 2[5/2]   | 3    |   5 - 7   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             292.0502    |               292.0499    |     24 |           |      | 187564.70     -  221795.40     | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 2    | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 1    |   5 - 3   |       |             |   L1771  |
Sr III    |             292.1580    |               292.159     |     24 |           |      | 279794.58     -  314012.50     | 4p5.(2P*<1/2>).5d    | 2[5/2]*  | 2    | 4p5.(2P*<1/2>).5f    | 2[7/2]   | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             292.9339    |               292.9324    |     60 |           |      | 194411.46     -  228539.04     | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 1    | 4p5.(2P*<3/2>).5p    | 2[3/2]   | 2    |   3 - 5   |       |             |   L1771  |
Sr I      |             293.1830    |               293.18309   |    130 | 1.9e+06   | C+   |      0.000    -   34098.404    | 5s2                  | 1S       | 0    | 5s.6p                | 1P*      | 1    |   1 - 3   |       |       T3039 |   L7362  |
Sr IV     |             293.4603    |               293.4592    |     18 |           |      | 242092.84     -  276159.16     | 4s2.4p4.(3P<1>).5s   | 2[1]     | 1/2  | 4s2.4p4.(3P<2>).5p   | 2[2]*    | 3/2  |   2 - 4   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             294.3619    |               294.3622    |      4 |           |      | 242092.84     -  276054.66     | 4s2.4p4.(3P<1>).5s   | 2[1]     | 1/2  | 4s2.4p4.(3P<1>).5p   | 2[0]*    | 1/2  |   2 - 2   |       |             |   L3647  |
Sr III    |             294.5818    |               294.5828    |      8 |           |      | 270340.60     -  304276.99     | 4p5.(2P*<3/2>).5d    | 2[7/2]*  | 3    | 4p5.(2P*<3/2>).5f    | 2[5/2]   | 3    |   7 - 7   |       |             |   L1771  |
Sr III    |             295.2045    |               295.2037    |     36 |           |      | 270340.60     -  304205.62     | 4p5.(2P*<3/2>).5d    | 2[7/2]*  | 3    | 4p5.(2P*<3/2>).5f    | 2[9/2]   | 4    |   7 - 9   |       |             |   L1771  |
Sr IV     |             295.4730    |               295.4729    |      2 |           |      | 254820.96     -  288655.13     | 4s2.4p4.(3P).4d      | 2D       | 5/2  | 4s2.4p4.(1D<2>).5p   | 2[3]*    | 5/2  |   6 - 6   |       |             |   L3647  |
Sr III    |             296.1905    |               296.1907    |     16 |           |      | 270011.52     -  303763.69     | 4p5.(2P*<3/2>).5d    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).5f    | 2[3/2]   | 2    |   5 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             297.5074    |               297.5071    |    30* |           |      | 271164.97     -  304767.81     | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 2    | 4p5.(2P*<3/2>).5f    | 2[5/2]   | 2    |   5 - 5   |       |             |   L1771  |
Sr III    |             297.5074    |               297.508     |    30* |           |      | 271164.97     -  304767.70     | 4p5.(2P*<3/2>).5d    | 2[5/2]*  | 2    | 4p5.(2P*<3/2>).5f    | 2[7/2]   | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             297.7879    |               297.788     |     24 |           |      | 280523.88     -  314095.05     | 4p5.(2P*<1/2>).5d    | 2[5/2]*  | 3    | 4p5.(2P*<1/2>).5f    | 2[7/2]   | 4    |   7 - 9   |       |             |   L1771  |
Sr III    |             297.9462    |               297.9463    |     20 |           |      | 280126.39     -  313679.69     | 4p5.(2P*<1/2>).5d    | 2[3/2]*  | 2    | 4p5.(2P*<1/2>).5f    | 2[5/2]   | 3    |   5 - 7   |       |             |   L1771  |
Sr IV     |             298.2100    |               298.2110    |     10 |           |      | 264181.57     -  297705.09     | 4s2.4p4.(3P).4d      | 2D       | 3/2  | 4s2.4p4.(1D<2>).5p   | 2[1]*    | 1/2  |   4 - 2   |       |             |   L3647  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
