[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
C (all spectra): 961 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 1000
Query NIST Bibliographic Databases for
C (new window)
C Energy Levels
C Line Wavelengths and Classification
C Transition Probabilities
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |               Observed  |                   Ritz    |  Rel. |    Aki    | Acc. |          Ei           Ek          |         Lower level          |             Upper level              |  gi   gk  |Type|               TP  |   Line  |
          |              Wavelength |                Wavelength |  Int. |    s^-1   |      |        (cm-1)       (cm-1)        |------------------------------|--------------------------------------|           |    |              Ref. |   Ref.  |
          |               Air (nm)  |                 Air (nm)  |  (?)  |           |      |                                   | Conf.           | Term | J   | Conf.                | Term   | J    |           |    |                   |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                268.8872   |       | 5.19e+03  | D    |  308317.29      -   345496.57     | 1s2.2p.(2P*).3s | 3P*  | 2   | 1s2.2s.5d            | 3D     | 1    |   5 - 3   |    |           T5633LS |         |
C III     |                         |                269.375    |       | 1.14e+06  | B    |  333387.01      -   370499        | 1s2.2p.(2P*).3d | 3F*  | 2   | 1s2.2s.8d            | 3D     | 1    |   5 - 3   |    |           T5633LS |         |
C III     |                         |                269.375    |       | 1.26e+05  | C+   |  333387.01      -   370499        | 1s2.2p.(2P*).3d | 3F*  | 2   | 1s2.2s.8d            | 3D     | 2    |   5 - 5   |    |           T5633LS |         |
C III     |                         |                269.375    |       | 2.55e+03  | D    |  333387.01      -   370499        | 1s2.2p.(2P*).3d | 3F*  | 2   | 1s2.2s.8d            | 3D     | 3    |   5 - 7   |    |           T5633LS |         |
C III     |                         |                269.553    |       | 1.01e+06  | B    |  333411.55      -   370499        | 1s2.2p.(2P*).3d | 3F*  | 3   | 1s2.2s.8d            | 3D     | 2    |   7 - 5   |    |           T5633LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                269.553    |       | 9.02e+04  | C+   |  333411.55      -   370499        | 1s2.2p.(2P*).3d | 3F*  | 3   | 1s2.2s.8d            | 3D     | 3    |   7 - 7   |    |           T5633LS |         |
C III     |                         |                269.7252   |       | 1.02e+07  | B    |  317794.26      -   354858.03     | 1s2.2s.4p       | 3P*  | 0   | 1s2.2s.6s            | 3S     | 1    |   1 - 3   |    |           T5633LS |         |
C III     |                         |                269.7416   |       | 3.06e+07  | B    |  317796.51      -   354858.03     | 1s2.2s.4p       | 3P*  | 1   | 1s2.2s.6s            | 3S     | 1    |   3 - 3   |    |           T5633LS |         |
C IV      |                         |                269.772    |       | 1.17e+08  | A    |  408311.1       -   445368.5      | 1s2.4p          | 2P*  | 1/2 | 1s2.5s               | 2S     | 1/2  |   2 - 2   |    |           T5118LS |         |
C III     |              269.775    |                269.7765   |   150 | 5.09e+07  | B    |  317801.30      -   354858.03     | 1s2.2s.4p       | 3P*  | 2   | 1s2.2s.6s            | 3S     | 1    |   5 - 3   |    |           T5633LS |  L1113  |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                269.813    |       | 1.04e+06  | B    |  333447.24      -   370499        | 1s2.2p.(2P*).3d | 3F*  | 4   | 1s2.2s.8d            | 3D     | 3    |   9 - 7   |    |           T5633LS |         |
C IV      |                         |                269.867    |       | 2.34e+08  | A    |  408324.2       -   445368.5      | 1s2.4p          | 2P*  | 3/2 | 1s2.5s               | 2S     | 1/2  |   4 - 2   |    |           T5118LS |         |
C III     |                         |                271.601    |       | 1.07e+07  | B    |  333118.21      -   369926        | 1s2.2p.(2P*).3p | 1D   | 2   | 1s2.2s.8p            | 1P*    | 1    |   5 - 3   |    |             T5633 |         |
C III     |              272.485    |                           |  110l |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |  L1113  |
C III     |              272.530    |                           |  150l |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |  L1113  |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |              272.590    |                           |  150l |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |  L1113  |
C II      |                         |                272.7306   |       | 6.63e+06  | B    |  177774.59      -   214429.95     | 2s.2p.(3P*).3s  | 2P*  | 1/2 | 2s.2p.(3P*).4p       | 2P     | 3/2  |   2 - 4   |    |           T5109LS |         |
C III     |                         |                272.7555   |       | 2.82e+08  | B    |  310006.32      -   346658.34     | 1s2.2p.(2P*).3s | 1P*  | 1   | 1s2.2s.5d            | 1D     | 2    |   3 - 5   |    |             T5633 |         |
C III     |                         |                272.8171   |       | 4.39e+01  | B    |  145876.13      -   182519.88     | 1s2.2p2         | 1D   | 2   | 1s2.2p2              | 1S     | 0    |   5 - 1   | E2 |       T4586,T3474 |         |
C II      |                         |                272.8717   |       | 3.31e+07  | B    |  177793.54      -   214429.95     | 2s.2p.(3P*).3s  | 2P*  | 3/2 | 2s.2p.(3P*).4p       | 2P     | 3/2  |   4 - 4   |    |           T5109LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C II      |                         |                272.9214   |       | 2.65e+07  | B    |  177774.59      -   214404.33     | 2s.2p.(3P*).3s  | 2P*  | 1/2 | 2s.2p.(3P*).4p       | 2P     | 1/2  |   2 - 2   |    |           T5109LS |         |
C II      |                         |                273.0627   |       | 1.32e+07  | B    |  177793.54      -   214404.33     | 2s.2p.(3P*).3s  | 2P*  | 3/2 | 2s.2p.(3P*).4p       | 2P     | 1/2  |   4 - 2   |    |           T5109LS |         |
C II      |              274.128    |                           |  350l |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |  L1113  |
C II      |              274.649    |                274.6488   |   250 | 4.36e+07  | B    |  131724.37      -   168123.74     | 2s2.3p          | 2P*  | 1/2 | 2s2.4d               | 2D     | 3/2  |   2 - 4   |    |           T5109LS |  L1113  |
C II      |                         |                274.7276   |       | 5.23e+07  | B    |  131735.52      -   168124.45     | 2s2.3p          | 2P*  | 3/2 | 2s2.4d               | 2D     | 5/2  |   4 - 6   |    |           T5109LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C II      |                         |                274.7330   |       | 8.71e+06  | B    |  131735.52      -   168123.74     | 2s2.3p          | 2P*  | 3/2 | 2s2.4d               | 2D     | 3/2  |   4 - 4   |    |           T5109LS |         |
C III     |                         |                275.1829   |       | 4.71e+05  | B    |  322404.20      -   358732.93     | 1s2.2s.4p       | 1P*  | 1   | 1s2.2s.6d            | 1D     | 2    |   3 - 5   |    |             T5633 |         |
C II      |                         |                276.5122   |       | 2.14e+07  | B    |  184690.98      -   220845.07     | 2s.2p.(3P*).3p  | 4S   | 3/2 | 2s.2p.(3P*).4d       | 4P*    | 1/2  |   4 - 2   |    |           T5109LS |         |
C II      |                         |                276.6111   |       | 2.14e+07  | B    |  184690.98      -   220832.15     | 2s.2p.(3P*).3p  | 4S   | 3/2 | 2s.2p.(3P*).4d       | 4P*    | 3/2  |   4 - 4   |    |           T5109LS |         |
C II      |                         |                276.7677   |       | 2.14e+07  | B    |  184690.98      -   220811.69     | 2s.2p.(3P*).3p  | 4S   | 3/2 | 2s.2p.(3P*).4d       | 4P*    | 5/2  |   4 - 6   |    |           T5109LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                277.4576   |       | 9.00e+05  | B    |  322702.02      -   358732.93     | 1s2.2s.4f       | 1F*  | 3   | 1s2.2s.6d            | 1D     | 2    |   7 - 5   |    |             T5633 |         |
C III     |                         |                279.4569   |       | 3.72e+07  | C+   |  323076.88      -   358850.02     | 1s2.2p.(2P*).3p | 3D   | 1   | 1s2.2s.6f            | 3F*    | 2    |   3 - 5   |    |           T5633LS |         |
C III     |                         |                279.6460   |       | 3.93e+07  | C+   |  323101.36      -   358850.32     | 1s2.2p.(2P*).3p | 3D   | 2   | 1s2.2s.6f            | 3F*    | 3    |   5 - 7   |    |           T5633LS |         |
C III     |                         |                279.6483   |       | 6.90e+06  | C+   |  323101.36      -   358850.02     | 1s2.2p.(2P*).3p | 3D   | 2   | 1s2.2s.6f            | 3F*    | 2    |   5 - 5   |    |           T5633LS |         |
C III     |                         |                279.9479   |       | 4.41e+07  | C+   |  323140.33      -   358850.74     | 1s2.2p.(2P*).3p | 3D   | 3   | 1s2.2s.6f            | 3F*    | 4    |   7 - 9   |    |           T5633LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                279.9512   |       | 4.91e+06  | C+   |  323140.33      -   358850.32     | 1s2.2p.(2P*).3p | 3D   | 3   | 1s2.2s.6f            | 3F*    | 3    |   7 - 7   |    |           T5633LS |         |
C III     |                         |                279.9535   |       | 1.94e+05  | C    |  323140.33      -   358850.02     | 1s2.2p.(2P*).3p | 3D   | 3   | 1s2.2s.6f            | 3F*    | 2    |   7 - 5   |    |           T5633LS |         |
C III     |                         |                280.5016   |       | 1.90e+05  | B    |  321411.31      -   357051.23     | 1s2.2s.4d       | 3D   | 1   | 1s2.2s.6p            | 3P*    | 2    |   3 - 5   |    |           T5633LS |         |
C III     |                         |                280.5099   |       | 4.74e+06  | B    |  321411.31      -   357050.17     | 1s2.2s.4d       | 3D   | 1   | 1s2.2s.6p            | 3P*    | 1    |   3 - 3   |    |           T5633LS |         |
C III     |                         |                280.5162   |       | 1.89e+07  | B    |  321411.31      -   357049.38     | 1s2.2s.4d       | 3D   | 1   | 1s2.2s.6p            | 3P*    | 0    |   3 - 1   |    |           T5633LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                280.6231   |       | 2.84e+06  | B    |  321426.74      -   357051.23     | 1s2.2s.4d       | 3D   | 2   | 1s2.2s.6p            | 3P*    | 2    |   5 - 5   |    |           T5633LS |         |
C III     |                         |                280.6314   |       | 1.42e+07  | B    |  321426.74      -   357050.17     | 1s2.2s.4d       | 3D   | 2   | 1s2.2s.6p            | 3P*    | 1    |   5 - 3   |    |           T5633LS |         |
C III     |                         |                280.8068   |       | 1.59e+07  | B    |  321450.05      -   357051.23     | 1s2.2s.4d       | 3D   | 3   | 1s2.2s.6p            | 3P*    | 2    |   7 - 5   |    |           T5633LS |         |
C II      |              283.671    |                283.6707   |  1000 | 3.30e+07  | B+   |   96493.74      -   131735.52     | 2s.2p2          | 2S   | 1/2 | 2s2.3p               | 2P*    | 3/2  |   2 - 4   |    |             T7194 |  L1113  |
C II      |              283.760    |                283.7605   |   800 | 3.29e+07  | B+   |   96493.74      -   131724.37     | 2s.2p2          | 2S   | 1/2 | 2s2.3p               | 2P*    | 1/2  |   2 - 2   |    |             T7194 |  L1113  |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                284.4117   |       | 1.22e+03  | B    |  102352.04      -   137502.01     | 1s2.2s.2p       | 1P*  | 1   | 1s2.2p2              | 3P     | 2    |   3 - 5   |    |               u24 |         |
C III     |                         |                284.4117   |       | 5.34e-04  | B    |  102352.04      -   137502.01     | 1s2.2s.2p       | 1P*  | 1   | 1s2.2p2              | 3P     | 2    |   3 - 5   | M2 |             T4308 |         |
C III     |                         |                284.7974   |       | 1.38e+01  | B    |  102352.04      -   137454.40     | 1s2.2s.2p       | 1P*  | 1   | 1s2.2p2              | 3P     | 1    |   3 - 3   |    |               u24 |         |
C III     |                         |                284.7974   |       | 2.94e-04  | B    |  102352.04      -   137454.40     | 1s2.2s.2p       | 1P*  | 1   | 1s2.2p2              | 3P     | 1    |   3 - 3   | M2 |             T4308 |         |
C III     |                         |                284.9050   |       | 1.95e+07  | B    |  310006.32      -   345095.43     | 1s2.2p.(2P*).3s | 1P*  | 1   | 1s2.2p.(2P*).3p      | 1S     | 0    |   3 - 1   |    |             T5633 |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                285.0305   |       | 2.67e+02  | B    |  102352.04      -   137425.70     | 1s2.2s.2p       | 1P*  | 1   | 1s2.2p2              | 3P     | 0    |   3 - 1   |    |               u24 |         |
C III     |                         |                285.7021   |       | 3.77e+06  | B    |  311721.51      -   346712.73     | 1s2.2s.4s       | 1S   | 0   | 1s2.2p.(2P*).3d      | 1P*    | 1    |   1 - 3   |    |             T5633 |         |
C III     |                         |                286.3712   |       | 1.05e+08  | B    |  324212.49      -   359121.95     | 1s2.2s.4d       | 1D   | 2   | 1s2.2s.6f            | 1F*    | 3    |   5 - 7   |    |             T5633 |         |
C III     |                         |                287.4247   |       | 1.19e+07  | B    |  309457.17      -   344238.68     | 1s2.2s.4s       | 3S   | 1   | 1s2.2s.5p            | 3P*    | 0    |   3 - 1   |    |           T5633LS |         |
C III     |                         |                287.4445   |       | 1.19e+07  | B    |  309457.17      -   344236.29     | 1s2.2s.4s       | 3S   | 1   | 1s2.2s.5p            | 3P*    | 1    |   3 - 3   |    |           T5633LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                287.4718   |       | 1.19e+07  | B    |  309457.17      -   344232.98     | 1s2.2s.4s       | 3S   | 1   | 1s2.2s.5p            | 3P*    | 2    |   3 - 5   |    |           T5633LS |         |
C I       |                         |                290.223    |       | 4.32e+05  | D    |   71352.51      -   105798.7      | 2s2.2p.3p       | 3P   | 0   | 2s.2p3               | 3S*    | 1    |   1 - 3   |    |           T5520LS |         |
C I       |                         |                290.327    |       | 1.29e+06  | D    |   71364.90      -   105798.7      | 2s2.2p.3p       | 3P   | 1   | 2s.2p3               | 3S*    | 1    |   3 - 3   |    |           T5520LS |         |
C II      |                         |                290.4629   |       | 4.27e+06  | B    |  186427.35      -   220845.07     | 2s.2p.(3P*).3p  | 4P   | 1/2 | 2s.2p.(3P*).4d       | 4P*    | 1/2  |   2 - 2   |    |           T5109LS |         |
C I       |                         |                290.500    |       | 2.15e+06  | D    |   71385.38      -   105798.7      | 2s2.2p.3p       | 3P   | 2   | 2s.2p3               | 3S*    | 1    |   5 - 3   |    |           T5520LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C II      |                         |                290.5720   |       | 1.07e+07  | B    |  186427.35      -   220832.15     | 2s.2p.(3P*).3p  | 4P   | 1/2 | 2s.2p.(3P*).4d       | 4P*    | 3/2  |   2 - 4   |    |           T5109LS |         |
C II      |                         |                290.6009   |       | 2.13e+07  | B    |  186443.69      -   220845.07     | 2s.2p.(3P*).3p  | 4P   | 3/2 | 2s.2p.(3P*).4d       | 4P*    | 1/2  |   4 - 2   |    |           T5109LS |         |
C III     |                         |                290.674    |       | 1.30e+07  | B    |  346712.73      -   381105.4      | 1s2.2p.(2P*).3d | 1P*  | 1   | 1s2.2p.(2P*).4p      | 1P     | 1    |   3 - 3   |    |             T5633 |         |
C II      |                         |                290.7101   |       | 3.41e+06  | B    |  186443.69      -   220832.15     | 2s.2p.(3P*).3p  | 4P   | 3/2 | 2s.2p.(3P*).4d       | 4P*    | 3/2  |   4 - 4   |    |           T5109LS |         |
C II      |                         |                290.8831   |       | 7.66e+06  | B    |  186443.69      -   220811.69     | 2s.2p.(3P*).3p  | 4P   | 3/2 | 2s.2p.(3P*).4d       | 4P*    | 5/2  |   4 - 6   |    |           T5109LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C II      |                         |                290.8990   |       | 1.15e+07  | B    |  186466.02      -   220832.15     | 2s.2p.(3P*).3p  | 4P   | 5/2 | 2s.2p.(3P*).4d       | 4P*    | 3/2  |   6 - 4   |    |           T5109LS |         |
C II      |                         |                291.0723   |       | 1.78e+07  | B    |  186466.02      -   220811.69     | 2s.2p.(3P*).3p  | 4P   | 5/2 | 2s.2p.(3P*).4d       | 4P*    | 5/2  |   6 - 6   |    |           T5109LS |         |
C IV      |                         |                293.491    |       | 1.81e+06  | B+   |  449888.2       -  [483950.8]     | 1s2.5d          | 2D   | 3/2 | 1s2.7p               | 2P*    | 3/2  |   4 - 4   |    |           T5118LS |         |
C IV      |                         |                293.506    |       | 1.62e+07  | B+   |  449889.9       -  [483950.8]     | 1s2.5d          | 2D   | 5/2 | 1s2.7p               | 2P*    | 3/2  |   6 - 4   |    |           T5118LS |         |
C IV      |                         |                293.512    |       | 1.81e+07  | B+   |  449888.2       -  [483948.4]     | 1s2.5d          | 2D   | 3/2 | 1s2.7p               | 2P*    | 1/2  |   4 - 2   |    |           T5118LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                294.2537   |       | 1.85e+04  | C    |  323076.88      -   357051.23     | 1s2.2p.(2P*).3p | 3D   | 1   | 1s2.2s.6p            | 3P*    | 2    |   3 - 5   |    |           T5633LS |         |
C III     |                         |                294.2628   |       | 4.61e+05  | B    |  323076.88      -   357050.17     | 1s2.2p.(2P*).3p | 3D   | 1   | 1s2.2s.6p            | 3P*    | 1    |   3 - 3   |    |           T5633LS |         |
C III     |                         |                294.2697   |       | 1.85e+06  | B    |  323076.88      -   357049.38     | 1s2.2p.(2P*).3p | 3D   | 1   | 1s2.2s.6p            | 3P*    | 0    |   3 - 1   |    |           T5633LS |         |
C III     |                         |                294.4659   |       | 2.76e+05  | B    |  323101.36      -   357051.23     | 1s2.2p.(2P*).3p | 3D   | 2   | 1s2.2s.6p            | 3P*    | 2    |   5 - 5   |    |           T5633LS |         |
C III     |                         |                294.4750   |       | 1.38e+06  | B    |  323101.36      -   357050.17     | 1s2.2p.(2P*).3p | 3D   | 2   | 1s2.2s.6p            | 3P*    | 1    |   5 - 3   |    |           T5633LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                294.8043   |       | 1.54e+06  | B    |  323140.33      -   357051.23     | 1s2.2p.(2P*).3p | 3D   | 3   | 1s2.2s.6p            | 3P*    | 2    |   7 - 5   |    |           T5633LS |         |
C IV      |                         |                295.333    |       | 2.58e+07  | A    |  448855.8       -   482706.0      | 1s2.5p          | 2P*  | 1/2 | 1s2.7s               | 2S     | 1/2  |   2 - 2   |    |           T5118LS |         |
C IV      |                         |                295.395    |       | 5.17e+07  | A    |  448862.9       -   482706.0      | 1s2.5p          | 2P*  | 3/2 | 1s2.7s               | 2S     | 1/2  |   4 - 2   |    |           T5118LS |         |
C V       |                         |                296.040    |       | 5.541e+07 | AA   |[3052669.4]      -  3086439        | 1s.5d           | 1D   | 2   | 1s.6p                | 1P*    | 1    |   5 - 3   |    |             T5997 |         |
C I       |                         |                296.484    |       | 8.6e+00   | D    |      16.40      -    33735.20     | 2s2.2p2         | 3P   | 1   | 2s.2p3               | 5S*    | 2    |   3 - 5   |    |             T7851 |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C II      |                         |                296.6184   |       | 2.65e+07  | B    |  186427.35      -   220130.86     | 2s.2p.(3P*).3p  | 4P   | 1/2 | 2s.2p.(3P*).4d       | 4D*    | 3/2  |   2 - 4   |    |           T5109LS |         |
C II      |                         |                296.6655   |       | 5.29e+07  | B    |  186427.35      -   220125.51     | 2s.2p.(3P*).3p  | 4P   | 1/2 | 2s.2p.(3P*).4d       | 4D*    | 1/2  |   2 - 2   |    |           T5109LS |         |
C II      |                         |                296.6870   |       | 4.44e+07  | B    |  186443.69      -   220139.41     | 2s.2p.(3P*).3p  | 4P   | 3/2 | 2s.2p.(3P*).4d       | 4D*    | 5/2  |   4 - 6   |    |           T5109LS |         |
C I       |                         |                296.721    |       | 2.1e+01   | D    |      43.40      -    33735.20     | 2s2.2p2         | 3P   | 2   | 2s.2p3               | 5S*    | 2    |   5 - 5   |    |             T7851 |         |
C II      |                         |                296.7623   |       | 3.38e+07  | B    |  186443.69      -   220130.86     | 2s.2p.(3P*).3p  | 4P   | 3/2 | 2s.2p.(3P*).4d       | 4D*    | 3/2  |   4 - 4   |    |           T5109LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C II      |                         |                296.7860   |       | 6.34e+07  | B    |  186466.02      -   220150.49     | 2s.2p.(3P*).3p  | 4P   | 5/2 | 2s.2p.(3P*).4d       | 4D*    | 7/2  |   6 - 8   |    |           T5109LS |         |
C II      |                         |                296.8094   |       | 1.06e+07  | B    |  186443.69      -   220125.51     | 2s.2p.(3P*).3p  | 4P   | 3/2 | 2s.2p.(3P*).4d       | 4D*    | 1/2  |   4 - 2   |    |           T5109LS |         |
C II      |                         |                296.8837   |       | 1.90e+07  | B    |  186466.02      -   220139.41     | 2s.2p.(3P*).3p  | 4P   | 5/2 | 2s.2p.(3P*).4d       | 4D*    | 5/2  |   6 - 6   |    |           T5109LS |         |
C II      |                         |                296.9591   |       | 3.17e+06  | B    |  186466.02      -   220130.86     | 2s.2p.(3P*).3p  | 4P   | 5/2 | 2s.2p.(3P*).4d       | 4D*    | 3/2  |   6 - 4   |    |           T5109LS |         |
C III     |              298.211    |                298.2115   |   200 | 1.52e+07  | B    |  276482.86      -   310006.32     | 1s2.2s.3d       | 1D   | 2   | 1s2.2p.(2P*).3s      | 1P*    | 1    |   5 - 3   |    |             T5633 |  L1113  |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C II      |              299.262    |                           |  800w |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |  L1113  |
C V       |                         |                302.107    |       | 7.472e+07 | AA   | 3086439         - [3119530]       | 1s.6p           | 1P*  | 1   | 1s.8d                | 1D     | 2    |   3 - 5   |    |             T5997 |         |
C III     |                         |                303.8889   |       | 1.99e+07  | B    |  324212.49      -   357109.68     | 1s2.2s.4d       | 1D   | 2   | 1s2.2s.6p            | 1P*    | 1    |   5 - 3   |    |             T5633 |         |
C II      |                         |                307.7817   |       | 5.51e+04  | C+   |  195765.85      -   228246.97     | 2s.2p.(3P*).3d  | 4F*  | 5/2 | 2s.2p.(3P*).5p       | 4D     | 7/2  |   6 - 8   |    |           T5109LS |         |
C II      |                         |                307.9703   |       | 1.08e+06  | B    |  195785.74      -   228246.97     | 2s.2p.(3P*).3d  | 4F*  | 7/2 | 2s.2p.(3P*).5p       | 4D     | 7/2  |   8 - 8   |    |           T5109LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C II      |                         |                307.989    |       | 1.01e+05  | C+   |  195752.58      -   228211.8      | 2s.2p.(3P*).3d  | 4F*  | 3/2 | 2s.2p.(3P*).5p       | 4D     | 5/2  |   4 - 6   |    |           T5109LS |         |
C II      |                         |                308.115    |       | 1.84e+06  | B    |  195765.85      -   228211.8      | 2s.2p.(3P*).3d  | 4F*  | 5/2 | 2s.2p.(3P*).5p       | 4D     | 5/2  |   6 - 6   |    |           T5109LS |         |
C II      |                         |                308.178    |       | 2.12e+06  | B    |  195752.58      -   228191.9      | 2s.2p.(3P*).3d  | 4F*  | 3/2 | 2s.2p.(3P*).5p       | 4D     | 3/2  |   4 - 4   |    |           T5109LS |         |
C II      |                         |                308.2355   |       | 9.46e+06  | B    |  195813.66      -   228246.97     | 2s.2p.(3P*).3d  | 4F*  | 9/2 | 2s.2p.(3P*).5p       | 4D     | 7/2  |  10 - 8   |    |           T5109LS |         |
C II      |                         |                308.304    |       | 8.51e+06  | B    |  195765.85      -   228191.9      | 2s.2p.(3P*).3d  | 4F*  | 5/2 | 2s.2p.(3P*).5p       | 4D     | 3/2  |   6 - 4   |    |           T5109LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C II      |                         |                308.304    |       | 8.65e+06  | B    |  195785.74      -   228211.8      | 2s.2p.(3P*).3d  | 4F*  | 7/2 | 2s.2p.(3P*).5p       | 4D     | 5/2  |   8 - 6   |    |           T5109LS |         |
C II      |                         |                308.305    |       | 1.06e+07  | B    |  195752.58      -   228178.6      | 2s.2p.(3P*).3d  | 4F*  | 3/2 | 2s.2p.(3P*).5p       | 4D     | 1/2  |   4 - 2   |    |           T5109LS |         |
C III     |                         |                309.978    |       | 1.77e+06  | B    |  333387.01      -   365638        | 1s2.2p.(2P*).3d | 3F*  | 2   | 1s2.2s.7d            | 3D     | 1    |   5 - 3   |    |           T5633LS |         |
C III     |                         |                309.978    |       | 1.97e+05  | B    |  333387.01      -   365638        | 1s2.2p.(2P*).3d | 3F*  | 2   | 1s2.2s.7d            | 3D     | 2    |   5 - 5   |    |           T5633LS |         |
C III     |                         |                309.978    |       | 3.96e+03  | D    |  333387.01      -   365638        | 1s2.2p.(2P*).3d | 3F*  | 2   | 1s2.2s.7d            | 3D     | 3    |   5 - 7   |    |           T5633LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C III     |                         |                310.214    |       | 1.40e+05  | B    |  333411.55      -   365638        | 1s2.2p.(2P*).3d | 3F*  | 3   | 1s2.2s.7d            | 3D     | 3    |   7 - 7   |    |           T5633LS |         |
C III     |                         |                310.214    |       | 1.57e+06  | B    |  333411.55      -   365638        | 1s2.2p.(2P*).3d | 3F*  | 3   | 1s2.2s.7d            | 3D     | 2    |   7 - 5   |    |           T5633LS |         |
C III     |                         |                310.558    |       | 1.61e+06  | B    |  333447.24      -   365638        | 1s2.2p.(2P*).3d | 3F*  | 4   | 1s2.2s.7d            | 3D     | 3    |   9 - 7   |    |           T5633LS |         |
C II      |                         |                312.0850   |       | 9.63e+05  | B    |  188581.25      -   220614.51     | 2s.2p.(3P*).3p  | 2D   | 3/2 | 2s.2p.(3P*).4d       | 2D*    | 5/2  |   4 - 6   |    |           T5109LS |         |
C II      |                         |                312.2116   |       | 1.30e+07  | B    |  188581.25      -   220601.53     | 2s.2p.(3P*).3p  | 2D   | 3/2 | 2s.2p.(3P*).4d       | 2D*    | 3/2  |   4 - 4   |    |           T5109LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
C II      |                         |                312.4149   |       | 1.34e+07  | B    |  188615.07      -   220614.51     | 2s.2p.(3P*).3p  | 2D   | 5/2 | 2s.2p.(3P*).4d       | 2D*    | 5/2  |   6 - 6   |    |           T5109LS |         |
C II      |                         |                312.5417   |       | 1.44e+06  | B    |  188615.07      -   220601.53     | 2s.2p.(3P*).3p  | 2D   | 5/2 | 2s.2p.(3P*).4d       | 2D*    | 3/2  |   6 - 4   |    |           T5109LS |         |
C III     |                         |                314.594    |       | 8.62e+06  | B    |  333118.21      -   364896        | 1s2.2p.(2P*).3p | 1D   | 2   | 1s2.2s.7p            | 1P*    | 1    |   5 - 3   |    |             T5633 |         |
C III     |                         |                315.1857   |       | 9.58e+05  | B    |  308216.58      -   339934.72     | 1s2.2p.(2P*).3s | 3P*  | 0   | 1s2.2s.5s            | 3S     | 1    |   1 - 3   |    |           T5633LS |         |
C III     |                         |                315.5073   |       | 2.87e+06  | B    |  308248.91      -   339934.72     | 1s2.2p.(2P*).3s | 3P*  | 1   | 1s2.2s.5s            | 3S     | 1    |   3 - 3   |    |           T5633LS |         |
          |                         |                           |       |           |      |                                   |                 |      |     |                      |        |      |           |    |                   |         |
