[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Ca (all spectra): 529 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 14000
Query NIST Bibliographic Databases for
Ca (new window)
Ca Energy Levels
Ca Line Wavelengths and Classification
Ca Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |               Observed  |                  Ritz    |       Rel. |    Aki    | Acc. |         Ei           Ek         |              Lower level              |              Upper level               |  gi   gk  |   Type|             TP  |      Line  |
          |              Wavelength |               Wavelength |       Int. |    s^-1   |      |       (cm-1)       (cm-1)       |---------------------------------------|----------------------------------------|           |       |            Ref. |      Ref.  |
          |               Air (nm)  |                Air (nm)  |       (?)  |           |      |                                 | Conf.                 | Term    | J   | Conf.                 | Term     | J   |           |       |                 |            |
Ca III    |              227.6012   |               227.6020   |         33 | 1.3e+07   | C    | 323003.56      -  366926.33     | 3s2.3p5.(2P*<3/2>).4d | 2[1/2]* | 1   | 3s.3p6.3d             | 3D       | 2   |   3 - 5   |       |             u33 |     L2911  |
Ca III    |              227.6512   |               227.6513   |       1300 | 2.19e+08  | B    | 279741.80      -  323655.06     | 3s2.3p5.4p            | 1D      | 2   | 3s2.3p5.(2P*<3/2>).4d | 2[3/2]*  | 2   |   5 - 5   |       |             u33 |      L262  |
Ca V      |                         |               228.050    |            | 1.6e-01   | D    |      0.0       -   43836.5      | 3s2.3p4               | 3P      | 2   | 3s2.3p4               | 1S       | 0   |   5 - 1   | E2    |            T969 |            |
Ca III    |              228.1468   |               228.1471   |         39 | 1.98e+07  | B    | 323655.06      -  367472.91     | 3s2.3p5.(2P*<3/2>).4d | 2[3/2]* | 2   | 3s.3p6.3d             | 3D       | 3   |   5 - 7   |       |             u33 |     L2911  |
Ca III    |              228.3683   |               228.3689   |         26 | 1.3e+07   | C    | 323003.56      -  366778.85     | 3s2.3p5.(2P*<3/2>).4d | 2[1/2]* | 1   | 3s.3p6.3d             | 3D       | 1   |   3 - 3   |       |             u33 |     L2911  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              229.3639   |               229.3638   |        150 |           |      | 281882.24      -  325467.67     | 3s2.3p5.4p            | 3P      | 2   | 3s2.3p5.(2P*<3/2>).4d | 2[5/2]*  | 2   |   5 - 5   |       |                 |      L262  |
Ca III    |              229.8335   |               229.8335   |        70h | 4.6e+07   | B    | 346896.26      -  390392.62     | 3s2.3p5.(2P*<3/2>).4f | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).7g | 2[5/2]*  | 3   |   5 - 7   |       |             u33 |     L1405  |
Ca III    |              230.4948   |               230.4947   |         19 |           |      | 323655.06      -  367026.65     | 3s2.3p5.(2P*<3/2>).4d | 2[3/2]* | 2   | 3s2.3p5.(2P*<3/2>).6p | 2[5/2]   | 3   |   5 - 7   |       |                 |     L2911  |
Ca III    |              230.5413   |               230.5422   |         30 | 9.3e+06   | C    | 324110.24      -  367472.91     | 3s2.3p5.(2P*<3/2>).4d | 2[7/2]* | 4   | 3s.3p6.3d             | 3D       | 3   |   9 - 7   |       |             u33 |     L2911  |
Ca III    |              231.0294   |               231.0292   |         30 | 9.0e+06   | C    | 323655.06      -  366926.33     | 3s2.3p5.(2P*<3/2>).4d | 2[3/2]* | 2   | 3s.3p6.3d             | 3D       | 2   |   5 - 5   |       |             u33 |     L2911  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              231.0796   |               231.0800   |        700 | 9.0e+07   | B    | 279741.80      -  323003.56     | 3s2.3p5.4p            | 1D      | 2   | 3s2.3p5.(2P*<3/2>).4d | 2[1/2]*  | 1   |   5 - 3   |       |             u33 |      L262  |
Ca III    |              231.2076   |               231.2074   |       2700 | 5.2e+08   | B    | 247696.39      -  290934.30     | 3s2.3p5.4s            | 1P*     | 1   | 3s2.3p5.4p            | 1S       | 0   |   3 - 1   |       |           T7942 |      L262  |
Ca III    |              232.1239   |               232.1239   |       180h | 6.1e+07   | B    | 347344.37      -  390411.58     | 3s2.3p5.(2P*<3/2>).4f | 2[9/2]  | 5   | 3s2.3p5.(2P*<3/2>).7g | 2[11/2]* | 6   |  11 - 13  |       |             u33 |     L1405  |
Ca III    |              232.3329   |               232.3329   |       150h | 6.0e+07   | B    | 347383.51      -  390411.99     | 3s2.3p5.(2P*<3/2>).4f | 2[9/2]  | 4   | 3s2.3p5.(2P*<3/2>).7g | 2[11/2]* | 5   |   9 - 11  |       |             u33 |     L1405  |
Ca III    |              232.9387   |               232.9396   |         32 | 1.15e+07  | C    | 324110.24      -  367026.65     | 3s2.3p5.(2P*<3/2>).4d | 2[7/2]* | 4   | 3s2.3p5.(2P*<3/2>).6p | 2[5/2]   | 3   |   9 - 7   |       |             u33 |     L2911  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              233.5126   |               233.5126   |        70h | 5.4e+07   | B    | 350741.19      -  393552.31     | 3s2.3p5.(2P*<1/2>).4f | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).7g | 2[7/2]*  | 4   |   7 - 9   |       |             u33 |     L1405  |
Ca III    |              233.7255   |               233.7255   |        70h |           |      | 350779.47      -  393551.59     | 3s2.3p5.(2P*<1/2>).4f | 2[7/2]  | 3   | 3s2.3p5.(2P*<1/2>).7g | 2[9/2]*  | 4   |   7 - 9   |       |                 |     L1405  |
Ca III    |              233.8654   |               233.8654   |       110h | 5.9e+07   | B    | 350805.32      -  393551.86     | 3s2.3p5.(2P*<1/2>).4f | 2[7/2]  | 4   | 3s2.3p5.(2P*<1/2>).7g | 2[9/2]*  | 5   |   9 - 11  |       |             u33 |     L1405  |
Ca III    |              234.1546   |               234.1544   |        22h | 4.4e+07   | B    | 347758.22      -  390452.0      | 3s2.3p5.(2P*<3/2>).4f | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).7g | 2[7/2]*  | 3   |   5 - 7   |       |             u33 |     L1405  |
Ca III    |              234.3796   |               234.3796   |        22h | 5.3e+07   | B    | 350900.04      -  393552.8      | 3s2.3p5.(2P*<1/2>).4f | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).7g | 2[7/2]*  | 3   |   5 - 7   |       |             u33 |     L1405  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              235.1353   |               235.1363   |        700 | 2.48e+07  | B    | 281139.55      -  323655.06     | 3s2.3p5.4p            | 1P      | 1   | 3s2.3p5.(2P*<3/2>).4d | 2[3/2]*  | 2   |   3 - 5   |       |             u33 |      L262  |
Ca III    |              235.5344   |               235.5344   |        70h | 5.2e+07   | B    | 348028.13      -  390471.79     | 3s2.3p5.(2P*<3/2>).4f | 2[7/2]  | 3   | 3s2.3p5.(2P*<3/2>).7g | 2[9/2]*  | 4   |   7 - 9   |       |             u33 |     L1405  |
Ca III    |              235.6632   |               235.6632   |       140h | 5.4e+07   | B    | 348051.86      -  390472.32     | 3s2.3p5.(2P*<3/2>).4f | 2[7/2]  | 4   | 3s2.3p5.(2P*<3/2>).7g | 2[9/2]*  | 5   |   9 - 11  |       |             u33 |     L1405  |
Ca III    |              235.9679   |               235.9652   |          5 | 1.9e+06   | C    | 324660.47      -  367026.65     | 3s2.3p5.(2P*<3/2>).4d | 2[7/2]* | 3   | 3s2.3p5.(2P*<3/2>).6p | 2[5/2]   | 3   |   7 - 7   |       |             u33 |     L2911  |
Ca III    |              235.9825   |               235.9828   |          6 | 2.2e+06   | C    | 328090.99      -  370454.0      | 3s2.3p5.(2P*<1/2>).4d | 2[5/2]* | 2   | 3s2.3p5.(2P*<1/2>).6p | 2[3/2]   | 2   |   5 - 5   |       |             u33 |     L2911  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |                         |               238.7889   | m(Ca III?) | 1.4e+07   | C    | 328588.76      -  370454.0      | 3s2.3p5.(2P*<1/2>).4d | 2[5/2]* | 3   | 3s2.3p5.(2P*<1/2>).6p | 2[3/2]   | 2   |   7 - 5   |       |             u33 |     L2911  |
Ca III    |              238.7950   |               238.7959   |        500 | 2.2e+07   | C    | 281139.55      -  323003.56     | 3s2.3p5.4p            | 1P      | 1   | 3s2.3p5.(2P*<3/2>).4d | 2[1/2]*  | 1   |   3 - 3   |       |             u33 |      L262  |
Ca III    |              239.3164   |               239.3172   |        900 | 1.28e+08  | B    | 281882.24      -  323655.06     | 3s2.3p5.4p            | 3P      | 2   | 3s2.3p5.(2P*<3/2>).4d | 2[3/2]*  | 2   |   5 - 5   |       |             u33 |      L262  |
Ca I      |              239.856    |               239.8559   |          8 | 1.67e+07  | C+   |      0.000     -   41679.008    | 3p6.4s2               | 1S      | 0   | 3p6.4s.6p             | 1P*      | 1   |   1 - 3   |       |     T134n,T654n |     L6097  |
Ca III    |              240.7527   |               240.7529   |        400 | 3.9e+07   | C    | 281139.55      -  322663.28     | 3s2.3p5.4p            | 1P      | 1   | 3s2.3p5.(2P*<3/2>).4d | 2[1/2]*  | 0   |   3 - 1   |       |             u33 |      L262  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca V      |                         |               241.287    |            | 2.4e+01   | C    |   2404.7       -   43836.5      | 3s2.3p4               | 3P      | 1   | 3s2.3p4               | 1S       | 0   |   3 - 1   | M1    |            T969 |            |
Ca III    |              243.1082   |               243.1091   |        700 | 4.9e+07   | B    | 281882.24      -  323003.56     | 3s2.3p5.4p            | 3P      | 2   | 3s2.3p5.(2P*<3/2>).4d | 2[1/2]*  | 1   |   5 - 3   |       |             u33 |      L262  |
Ca III    |              243.3325   |               243.3321   |        500 |           |      | 282571.43      -  323655.06     | 3s2.3p5.4p            | 3P      | 1   | 3s2.3p5.(2P*<3/2>).4d | 2[3/2]*  | 2   |   3 - 5   |       |                 |      L262  |
Ca III    |              244.2551   |               244.2550   |        900 | 5.3e+07   | B    | 282075.15      -  323003.56     | 3s2.3p5.4p            | 3P      | 0   | 3s2.3p5.(2P*<3/2>).4d | 2[1/2]*  | 1   |   1 - 3   |       |             u33 |     L1405  |
Ca III    |              247.0292   |               247.0287   |        800 | 9.0e+07   | B    | 290934.30      -  331403.20     | 3s2.3p5.4p            | 1S      | 0   | 3s2.3p5.(2P*<1/2>).5s | 2[1/2]*  | 1   |   1 - 3   |       |             u33 |     L1405  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              247.2541   |               247.2533   |        900 | 4.3e+07   | B    | 282571.43      -  323003.56     | 3s2.3p5.4p            | 3P      | 1   | 3s2.3p5.(2P*<3/2>).4d | 2[1/2]*  | 1   |   3 - 3   |       |             u33 |     L1405  |
Ca III    |              249.3517   |               249.3520   |        800 | 1.26e+08  | B    | 282571.43      -  322663.28     | 3s2.3p5.4p            | 3P      | 1   | 3s2.3p5.(2P*<3/2>).4d | 2[1/2]*  | 0   |   3 - 1   |       |             u33 |     L1405  |
Ca III    |              249.7736   |               249.77328  |       1500 | 6.9e+07   | B    | 242547.19      -  282571.43     | 3s2.3p5.4s            | 3P*     | 2   | 3s2.3p5.4p            | 3P       | 1   |   5 - 3   |       |           T7942 |     L1405  |
Ca I      |                         |               254.1481   |            | 1.7e+04   | D    |      0.000     -   39335.322    | 3p6.4s2               | 1S      | 0   | 3p6.3d.4p             | 3P*      | 1   |   1 - 3   |       |            T654 |            |
Ca III    |              254.1498   |               254.1499   |       3200 | 7.4e+07   | B    | 242547.19      -  281882.24     | 3s2.3p5.4s            | 3P*     | 2   | 3s2.3p5.4p            | 3P       | 2   |   5 - 5   |       |           T7942 |     L1405  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              258.7153   |               258.7151   |       1000 | 2.0e+07   | D+   | 243930.44      -  282571.43     | 3s2.3p5.4s            | 3P*     | 1   | 3s2.3p5.4p            | 3P       | 1   |   3 - 3   |       |           T7942 |     L1405  |
Ca III    |              259.0411   |               259.04116  |        800 | 1.2e+07   | C    | 242547.19      -  281139.55     | 3s2.3p5.4s            | 3P*     | 2   | 3s2.3p5.4p            | 1P       | 1   |   5 - 3   |       |           T7942 |     L1405  |
Ca I      |                         |               261.7541   |            | 1.6e+04   | D    |      0.000     -   38192.392    | 3p6.4s2               | 1S      | 0   | 3p6.3d.4p             | 3D*      | 1   |   1 - 3   |       |            T654 |            |
Ca III    |              262.0817   |               262.0813   |       2500 | 3.1e+08   | B    | 243930.44      -  282075.15     | 3s2.3p5.4s            | 3P*     | 1   | 3s2.3p5.4p            | 3P       | 0   |   3 - 1   |       |           T7942 |     L1405  |
Ca III    |              263.4139   |               263.4136   |       2500 | 7.4e+07   | B    | 243930.44      -  281882.24     | 3s2.3p5.4s            | 3P*     | 1   | 3s2.3p5.4p            | 3P       | 2   |   3 - 5   |       |           T7942 |     L1405  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              265.5382   |               265.5383   |        380 | 4.5e+07   | B    | 290934.30      -  328582.45     | 3s2.3p5.4p            | 1S      | 0   | 3s2.3p5.(2P*<3/2>).5s | 2[3/2]*  | 1   |   1 - 3   |       |             u33 |     L1405  |
Ca III    |              268.6722   |               268.6716   |        800 | 1.3e+07   | D+   | 243930.44      -  281139.55     | 3s2.3p5.4s            | 3P*     | 1   | 3s2.3p5.4p            | 1P       | 1   |   3 - 3   |       |           T7942 |     L1405  |
Ca III    |              268.7764   |               268.7764   |       3500 | 1.42e+08  | B    | 242547.19      -  279741.80     | 3s2.3p5.4s            | 3P*     | 2   | 3s2.3p5.4p            | 1D       | 2   |   5 - 5   |       |           T7942 |     L1405  |
Ca III    |              270.4859   |               270.4858   |       2500 | 1.05e+08  | B    | 245611.88      -  282571.43     | 3s2.3p5.4s            | 3P*     | 0   | 3s2.3p5.4p            | 3P       | 1   |   1 - 3   |       |           T7942 |     L1405  |
Ca I      |              272.165    |               272.1644   |          7 | 2.7e+05   | D    |      0.000     -   36731.615    | 3p6.4s2               | 1S      | 0   | 3p6.4s.5p             | 1P*      | 1   |   1 - 3   |       |           T134n |     L6097  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              275.1798   |               275.1798   |       150h | 1.03e+08  | B    | 346732.19      -  383061.33     | 3s2.3p5.(2P*<3/2>).4f | 2[3/2]  | 1   | 3s2.3p5.(2P*<3/2>).6g | 2[5/2]*  | 2   |   3 - 5   |       |             u33 |  L1405c98  |
Ca III    |              276.4095   |               276.4095   |       180h | 9.7e+07   | B    | 346896.26      -  383063.78     | 3s2.3p5.(2P*<3/2>).4f | 2[3/2]  | 2   | 3s2.3p5.(2P*<3/2>).6g | 2[5/2]*  | 3   |   5 - 7   |       |             u33 |     L1405  |
Ca III    |              277.1277   |               277.1275   |       1600 | 2.9e+07   | B    | 242547.19      -  278621.01     | 3s2.3p5.4s            | 3P*     | 2   | 3s2.3p5.4p            | 3D       | 1   |   5 - 3   |       |           T7942 |     L1405  |
Ca XV     |                         |               278.29     |            | 6.0e-03   | C    |      0         -   35923        | 2s2.2p2               | 3P      | 0   | 2s2.2p2               | 3P       | 2   |   1 - 5   | E2    |           T1073 |            |
Ca III    |              279.1590   |               279.1587   |       2100 | 3.5e+07   | B    | 243930.44      -  279741.80     | 3s2.3p5.4s            | 3P*     | 1   | 3s2.3p5.4p            | 1D       | 2   |   3 - 5   |       |           T7942 |     L1405  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              279.6346   |               279.6346   |       450h | 1.28e+08  | B    | 347344.37      -  383094.79     | 3s2.3p5.(2P*<3/2>).4f | 2[9/2]  | 5   | 3s2.3p5.(2P*<3/2>).6g | 2[11/2]* | 6   |  11 - 13  |       |             u33 |     L1405  |
Ca III    |              279.7203   |               279.7203   |       280h | 1.04e+08  | B    | 347417.05      -  383156.51     | 3s2.3p5.(2P*<3/2>).4f | 2[5/2]  | 3   | 3s2.3p5.(2P*<3/2>).6g | 2[7/2]*  | 4   |   7 - 9   |       |             u33 |     L1405  |
Ca III    |              279.9386   |               279.9386   |       350h | 1.25e+08  | B    | 347383.51      -  383095.10     | 3s2.3p5.(2P*<3/2>).4f | 2[9/2]  | 4   | 3s2.3p5.(2P*<3/2>).6g | 2[11/2]* | 5   |   9 - 11  |       |             u33 |     L1405  |
Ca III    |              281.3877   |               281.3879   |       3300 | 9.5e+07   | B    | 245611.88      -  281139.55     | 3s2.3p5.4s            | 3P*     | 0   | 3s2.3p5.4p            | 1P       | 1   |   1 - 3   |       |           T7942 |     L1405  |
Ca III    |              281.5391   |               281.5391   |       290h | 1.14e+08  | B    | 350741.19      -  386249.78     | 3s2.3p5.(2P*<1/2>).4f | 2[5/2]  | 3   | 3s2.3p5.(2P*<1/2>).6g | 2[7/2]*  | 4   |   7 - 9   |       |             u33 |     L1405  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              281.8540   |               281.8540   |       290h | 1.19e+08  | B    | 350779.47      -  386248.39     | 3s2.3p5.(2P*<1/2>).4f | 2[7/2]  | 3   | 3s2.3p5.(2P*<1/2>).6g | 2[9/2]*  | 4   |   7 - 9   |       |             u33 |     L1405  |
Ca III    |              282.0573   |               282.0573   |       360h | 1.23e+08  | B    | 350805.32      -  386248.68     | 3s2.3p5.(2P*<1/2>).4f | 2[7/2]  | 4   | 3s2.3p5.(2P*<1/2>).6g | 2[9/2]*  | 5   |   9 - 11  |       |             u33 |     L1405  |
Ca III    |              282.4116   |               282.4116   |       240h | 9.1e+07   | B    | 347758.22      -  383157.11     | 3s2.3p5.(2P*<3/2>).4f | 2[5/2]  | 2   | 3s2.3p5.(2P*<3/2>).6g | 2[7/2]*  | 3   |   5 - 7   |       |             u33 |     L1405  |
Ca III    |              282.8001   |               282.8001   |       240h | 1.10e+08  | B    | 350900.04      -  386250.31     | 3s2.3p5.(2P*<1/2>).4f | 2[5/2]  | 2   | 3s2.3p5.(2P*<1/2>).6g | 2[7/2]*  | 3   |   5 - 7   |       |             u33 |     L1405  |
Ca III    |              284.3169   |               284.3169   |       300h | 1.07e+08  | B    | 348028.13      -  383189.82     | 3s2.3p5.(2P*<3/2>).4f | 2[7/2]  | 3   | 3s2.3p5.(2P*<3/2>).6g | 2[9/2]*  | 4   |   7 - 9   |       |             u33 |     L1405  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              284.5058   |               284.5058   |       370h | 1.10e+08  | B    | 348051.86      -  383190.20     | 3s2.3p5.(2P*<3/2>).4f | 2[7/2]  | 4   | 3s2.3p5.(2P*<3/2>).6g | 2[9/2]*  | 5   |   9 - 11  |       |             u33 |     L1405  |
Ca III    |              286.6538   |               286.6539   |       3500 | 1.02e+08  | B    | 247696.39      -  282571.43     | 3s2.3p5.4s            | 1P*     | 1   | 3s2.3p5.4p            | 3P       | 1   |   3 - 3   |       |           T7942 |     L1405  |
Ca III    |              286.9945   |               286.9943   |       5000 | 8.5e+07   | B    | 242547.19      -  277380.86     | 3s2.3p5.4s            | 3P*     | 2   | 3s2.3p5.4p            | 3D       | 2   |   5 - 5   |       |           T7942 |     L1405  |
Ca III    |              288.1782   |               288.1782   |       6000 | 1.67e+08  | B    | 243930.44      -  278621.01     | 3s2.3p5.4s            | 3P*     | 1   | 3s2.3p5.4p            | 3D       | 1   |   3 - 3   |       |           T7942 |     L1405  |
Ca III    |              289.9785   |               289.9785   |      14000 | 2.5e+08   | B    | 242547.19      -  277022.40     | 3s2.3p5.4s            | 3P*     | 2   | 3s2.3p5.4p            | 3D       | 3   |   5 - 7   |       |           T7942 |     L1405  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca III    |              290.7918   |               290.7921   |       1200 | 1.7e+07   | C    | 247696.39      -  282075.15     | 3s2.3p5.4s            | 1P*     | 1   | 3s2.3p5.4p            | 3P       | 0   |   3 - 1   |       |           T7942 |     L1405  |
Ca III    |              292.4326   |               292.4331   |       7000 | 1.39e+08  | B    | 247696.39      -  281882.24     | 3s2.3p5.4s            | 1P*     | 1   | 3s2.3p5.4p            | 3P       | 2   |   3 - 5   |       |           T7942 |     L1405  |
Ca III    |              298.8630   |               298.8627   |       6000 | 1.50e+08  | B    | 243930.44      -  277380.86     | 3s2.3p5.4s            | 3P*     | 1   | 3s2.3p5.4p            | 3D       | 2   |   3 - 5   |       |           T7942 |     L1405  |
Ca III    |              298.9274   |               298.9276   |       4200 | 1.24e+08  | B    | 247696.39      -  281139.55     | 3s2.3p5.4s            | 1P*     | 1   | 3s2.3p5.4p            | 1P       | 1   |   3 - 3   |       |           T7942 |     L1405  |
Ca I      |              299.496    |               299.4957   |          9 | 3.67e+07  | C    |  15157.901     -   48537.623    | 3p6.4s.4p             | 3P*     | 0   | 3p6.3d2               | 3P       | 1   |   1 - 3   |       |        T539n,LS |     L6097  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca I      |              299.731    |               299.7316   |          8 | 2.41e+07  | C    |  15210.063     -   48563.522    | 3p6.4s.4p             | 3P*     | 1   | 3p6.3d2               | 3P       | 2   |   3 - 5   |       |        T539n,LS |     L6097  |
Ca I      |              299.964    |               299.9645   |          8 | 2.79e+07  | C    |  15210.063     -   48537.623    | 3p6.4s.4p             | 3P*     | 1   | 3p6.3d2               | 3P       | 1   |   3 - 3   |       |        T539n,LS |     L6097  |
Ca I      |              300.086    |               300.0863   |          9 | 1.58e+08  | C    |  15210.063     -   48524.093    | 3p6.4s.4p             | 3P*     | 1   | 3p6.3d2               | 3P       | 0   |   3 - 1   |       |        T539n,LS |     L6097  |
Ca I      |              300.686    |               300.6861   |         10 | 7.5e+07   | C    |  15315.943     -   48563.522    | 3p6.4s.4p             | 3P*     | 2   | 3p6.3d2               | 3P       | 2   |   5 - 5   |       |        T539n,LS |     L6097  |
Ca I      |              300.921    |               300.9206   |          9 | 4.30e+07  | C    |  15315.943     -   48537.623    | 3p6.4s.4p             | 3P*     | 2   | 3p6.3d2               | 3P       | 1   |   5 - 3   |       |        T539n,LS |     L6097  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca I      |              302.494    |                          |          2 |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |     L6097  |
Ca III    |              302.8586   |               302.8583   |       3000 | 5.2e+07   | B    | 245611.88      -  278621.01     | 3s2.3p5.4s            | 3P*     | 0   | 3s2.3p5.4p            | 3D       | 1   |   1 - 3   |       |           T7942 |     L1405  |
Ca I      |              303.454    |                          |          2 |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |     L6097  |
Ca I      |              304.574    |                          |          2 |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |     L6097  |
Ca I      |              305.532    |                          |          3 |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |     L6097  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca I      |              307.157    |                          |          2 |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |     L6097  |
Ca I      |              307.695    |                          |          2 |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |     L6097  |
Ca I      |              308.079    |                          |          2 |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |     L6097  |
Ca I      |              309.930    |                          |          2 |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |     L6097  |
Ca I      |                         |               310.2363   |            | 6.2e+05   | D    |  15157.901     -   47382.048    | 3p6.4s.4p             | 3P*     | 0   | 3p6.4s.10s            | 3S       | 1   |   1 - 3   |       |           T539n |            |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca I      |                         |               310.7393   |            | 1.0e+06   | D    |  15210.063     -   47382.048    | 3p6.4s.4p             | 3P*     | 1   | 3p6.4s.10s            | 3S       | 1   |   3 - 3   |       |           T539n |            |
Ca I      |                         |               311.7654   |            | 1.7e+06   | D    |  15315.943     -   47382.048    | 3p6.4s.4p             | 3P*     | 2   | 3p6.4s.10s            | 3S       | 1   |   5 - 3   |       |           T539n |            |
Ca III    |              311.9665   |               311.9667   |       7000 | 8.6e+07   | B    | 247696.39      -  279741.80     | 3s2.3p5.4s            | 1P*     | 1   | 3s2.3p5.4p            | 1D       | 2   |   3 - 5   |       |           T7942 |     L1405  |
Ca II     |              312.518    |                          |         10 |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |     L6097  |
Ca I      |              313.602    |               313.6019   |          5 | 4.1e+06   | D    |  15157.901     -   47036.225    | 3p6.4s.4p             | 3P*     | 0   | 3p6.4s.8d             | 3D       | 1   |   1 - 3   |       |           T539n |     L6097  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca I      |              314.079    |               314.0786   |          6 | 4.9e+06   | D    |  15210.063     -   47040.007    | 3p6.4s.4p             | 3P*     | 1   | 3p6.4s.8d             | 3D       | 2   |   3 - 5   |       |           T539n |     L6097  |
Ca I      |                         |               314.1159   |            | 3.0e+06   | D    |  15210.063     -   47036.225    | 3p6.4s.4p             | 3P*     | 1   | 3p6.4s.8d             | 3D       | 1   |   3 - 3   |       |           T539n |            |
Ca I      |              315.075    |               315.0749   |          7 | 8.6e+06   | D    |  15315.943     -   47045.241    | 3p6.4s.4p             | 3P*     | 2   | 3p6.4s.8d             | 3D       | 3   |   5 - 7   |       |           T539n |     L6097  |
Ca I      |                         |               315.1269   |            | 1.8e+06   | D    |  15315.943     -   47040.007    | 3p6.4s.4p             | 3P*     | 2   | 3p6.4s.8d             | 3D       | 2   |   5 - 5   |       |           T539n |            |
Ca I      |                         |               315.1644   |            | 2.2e+05   | E    |  15315.943     -   47036.225    | 3p6.4s.4p             | 3P*     | 2   | 3p6.4s.8d             | 3D       | 1   |   5 - 3   |       |        T539n,LS |            |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
Ca II     |              315.887    |               315.8869   |        170 | 3.1e+08   | C    |  25191.51      -   56839.25     | 3p6.4p                | 2P*     | 1/2 | 3p6.4d                | 2D       | 3/2 |   2 - 4   |       |           T8043 |     L7323  |
Ca I      |                         |               316.4605   |            | 5.3e+05   | D    |  15157.901     -   46748.283    | 3p6.4s.4p             | 3P*     | 0   | 3p6.4s.9s             | 3S       | 1   |   1 - 3   |       |           T539n |            |
Ca I      |                         |               316.9839   |            | 2.0e+06   | D    |  15210.063     -   46748.283    | 3p6.4s.4p             | 3P*     | 1   | 3p6.4s.9s             | 3S       | 1   |   3 - 3   |       |           T539n |            |
Ca II     |              317.933    |               317.9331   |        180 | 3.6e+08   | C    |  25414.40      -   56858.46     | 3p6.4p                | 2P*     | 3/2 | 3p6.4d                | 2D       | 5/2 |   4 - 6   |       |           u7,LS |     L7323  |
Ca I      |              318.052    |               318.0517   |          5 | 2.9e+06   | D    |  15315.943     -   46748.283    | 3p6.4s.4p             | 3P*     | 2   | 3p6.4s.9s             | 3S       | 1   |   5 - 3   |       |           T539n |     L6097  |
          |                         |                          |            |           |      |                                 |                       |         |     |                       |          |     |           |       |                 |            |
