[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Cr (all spectra): 7174 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 10000
Query NIST Bibliographic Databases for
Cr (new window)
Cr Energy Levels
Cr Line Wavelengths and Classification
Cr Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                   Observed  |                     Ritz    |         Rel. |    Aki    | Acc. |           Ei           Ek           |             Lower level              |              Upper level              |  gi   gk  |Type|                     TP  |        Line  |
          |                  Wavelength |                  Wavelength |         Int. |    s^-1   |      |         (cm-1)       (cm-1)         |--------------------------------------|---------------------------------------|           |    |                    Ref. |        Ref.  |
          |                   Air (nm)  |                   Air (nm)  |         (?)  |           |      |                                     | Conf.                 | Term  | J    | Conf.                  | Term  | J    |           |    |                         |              |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 261.52822   |                 261.528324  |           7* |           |      |    65617.9458    -    103843.3108   | 3d4.(3H).4p           | z 4I* | 13/2 | 3d4.(3H).4d            | f 4I  | 11/2 |  14 - 12  |    |                         |      L18847  |
Cr II     |                 261.53117   |                 261.53124   |            2 |           |      |    67379.2950    -    105604.234    | 3d4.(a 3F).4p         | z 2D* | 3/2  | 3d4.(a 3P).4d          | 2D    | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |                 261.56344   |                 261.563391  |            7 |           |      |    67875.3689    -    106095.6095   | 3d4.(a 3F).4p         | x 4D* | 7/2  | 3d4.(5D).6s            | 4D    | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |                 261.578386  |                 261.578385  |           62 |           |      |    69498.2137    -    107716.2636   | 3d4.(3G).4p           | 4F*   | 9/2  | 3d4.(5D).5d            | 4D    | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr II     |                 261.615270  |                 261.615266  |          360 |           |      |    49645.8058    -     87858.4683   | 3d4.(5D).4p           | z 6D* | 7/2  | 3d4.(5D).4d            | e 6F  | 7/2  |   8 - 8   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr I      |                 261.646     |                 261.64911   |           3w |           |      |    20517.4222    -     58725.142    | 3d5.(4G).4s           | a 5G  | 2    | 3d5.(4F).4p            | u 3D* | 1    |   5 - 3   |    |                         |        L808  |
Cr III    |                 261.650     |                             |           80 |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |       L7485  |
Cr II     |                 261.65354   |                 261.65344   |            6 |           |      |    66649.3915    -    104856.479    | 3d4.(a 3P).4p         | z 2P* | 3/2  | 3d4.(3H).4d            | 4F    | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |                 261.68104   |                 261.680989  |            4 |           |      |    69498.2137    -    107701.2794   | 3d4.(3G).4p           | 4F*   | 9/2  | 3d4.(5D).5d            | 6F    | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr II     |                 261.69881   |                 261.698833  |           13 |           |      |    48491.0569    -     86691.5178   | 3d4.(5D).4p           | z 6P* | 5/2  | 3d4.(5D).4d            | e 6P  | 5/2  |   6 - 6   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 261.73926   |                 261.739280  |           19 |           |      |    49564.5038    -     87759.0619   | 3d4.(5D).4p           | z 6D* | 3/2  | 3d4.(5D).4d            | e 6F  | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |                 261.79633   |                 261.796329  |            7 |           |      |    68737.7714    -    106924.0069   | 3d4.(3H).4p           | z 2H* | 11/2 | 3d4.(a 3F).4d          | i 2G  | 9/2  |  12 - 10  |    |                         |      L18847  |
Cr II     |                 261.803317  |                 261.80332   |           24 |           |      |    66726.7823    -    104911.998    | 3d4.(a 3P).4p         | y 4P* | 5/2  | 3d4.(a 3P).4d          | 4P    | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr I      |                 261.82689   |                 261.826874  |           65 | 9.5e+06   | E    |     7927.4410    -     46109.2219   | 3d4.4s2               | a 5D  | 2    | 3d5.(4P).4p            | y 3D* | 2    |   5 - 5   |    |                   T3196 |      L14866  |
Cr II     |                 261.85017   |                 261.850007  |            6 |           |      |    30298.4679    -     68476.8759   | 3d4.(3H).4s           | a 4H  | 11/2 | 3d4.(3H).4p            | z 2H* | 9/2  |  12 - 10  |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 261.861982  |                 261.861990  |          220 |           |      |    48491.0569    -     86667.7179   | 3d4.(5D).4p           | z 6P* | 5/2  | 3d4.(5D).4d            | e 6P  | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr II     |                 261.87199   |                 261.87205   |            8 |           |      |    67379.2950    -    105554.490    | 3d4.(a 3F).4p         | z 2D* | 3/2  | 3d4.(a 3F).4d          | 4D    | 1/2  |   4 - 2   |    |                         |      L18847  |
Cr II     |                 261.87760   |                 261.87760   |           21 |           |      |    55626.093     -     93800.478    | 3d4.(a 3P).4s         | c 4P  | 1/2  | 3d4.(b 3F).4p          | t 4D* | 1/2  |   2 - 2   |    |                         |      L18847  |
Cr II     |                 261.88375   |                 261.883707  |            9 |           |      |    49492.7111    -     87666.2064   | 3d4.(5D).4p           | z 6D* | 1/2  | 3d4.(5D).4d            | e 6F  | 3/2  |   2 - 4   |    |                         |      L18847  |
Cr II     |                 261.9156    |                 261.91556   |            3 |           |      |    52320.978     -     90489.831    | 3d5                   | d 2G  | 9/2  | 3d4.(b 3F).4p          | v 4F* | 7/2  |  10 - 8   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 261.91750   |                 261.917528  |            5 |           |      |    69348.1427    -    107516.7091   | 3d4.(a 3P).4p         | 2D*   | 3/2  | 3d4.(5D).5d            | 4F    | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |                 261.947441  |                 261.947442  |           36 |           |      |    68759.7991    -    106924.0069   | 3d4.(a 3F).4p         | z 2F* | 7/2  | 3d4.(a 3F).4d          | i 2G  | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr I      |                 261.9504    |                 261.9503    |            8 |           |      |    23511.9739    -     61675.76     | 3d4.4s2               | a 3P  | 1    | 3d4.(1D1).4s.4p.(3P*)  | t 3P* | 2    |   3 - 5   |    |                         |        L808  |
Cr II     |                 261.956017  |                 261.956019  |          870 |           |      |    49838.3799    -     88001.3383   | 3d4.(5D).4p           | z 6D* | 9/2  | 3d4.(5D).4d            | e 6F  | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr II     |                 262.02982   |                 262.029839  |           31 |           |      |    49706.2607    -     87858.4683   | 3d4.(5D).4p           | z 4P* | 5/2  | 3d4.(5D).4d            | e 6F  | 7/2  |   6 - 8   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.045073  |                 262.045071  |          370 |           |      |    48632.0590    -     86782.0490   | 3d4.(5D).4p           | z 6P* | 7/2  | 3d4.(5D).4d            | e 6P  | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr I      |                 262.04777   |                 262.047760  |           80 | 1.9e+07   | E    |     7927.4410    -     46077.0395   | 3d4.4s2               | a 5D  | 2    | 3d5.(4P).4p            | y 3D* | 1    |   5 - 3   |    |                   T3196 |      L14866  |
Cr I      |                 262.08451   |                 262.084528  |           12 |           |      |    25038.4981    -     63182.745    | 3d5.(4G).4s           | a 3G  | 5    |                        | q 3H* | 6    |  11 - 13  |    |                         |      L14866  |
Cr II     |                 262.08700   |                 262.08703   |           26 |           |      |    55626.093     -     93769.976    | 3d4.(a 3P).4s         | c 4P  | 1/2  | 3d4.(b 3F).4p          | t 4D* | 3/2  |   2 - 4   |    |                         |      L18847  |
Cr II     |                 262.09316   |                 262.093141  |           14 |           |      |    51669.4060    -     89812.3994   | 3d4.(5D).4p           | z 4F* | 5/2  | 3d4.(5D).4d            | f 4D  | 5/2  |   6 - 6   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr I      |                 262.106     |                 262.106025  |            1 |           |      |     7593.1484    -     45734.2670   | 3d5.(6S).4s           | a 5S  | 2    | 3d5.(4P).4p            | y 3P* | 2    |   5 - 5   |    |                         |        L808  |
Cr II     |                 262.11210   |                 262.11212   |           10 |           |      |    66256.4419    -    104396.674    | 3d4.(a 3P).4p         | y 4P* | 1/2  | 3d4.(a 3P).4d          | 2P    | 3/2  |   2 - 4   |    |                         |      L18847  |
Cr II     |                 262.11312   |                 262.113203  |            5 |           |      |    51584.1004    -     89724.1745   | 3d4.(5D).4p           | z 4F* | 3/2  | 3d4.(5D).4d            | f 4D  | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |                 262.15515   |                 262.154895  |            3 |           |      |    69498.2137    -    107632.2226   | 3d4.(3G).4p           | 4F*   | 9/2  | 3d4.(3G).4d            | 4G    | 9/2  |  10 - 10  |    |                         |  L18847c153  |
Cr II     |                 262.18455   |                 262.18454   |           14 |           |      |    66726.7823    -    104856.479    | 3d4.(a 3P).4p         | y 4P* | 5/2  | 3d4.(3H).4d            | 4F    | 5/2  |   6 - 6   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.208896  |                 262.208885  |           39 |           |      |    69506.0652    -    107632.2226   | 3d4.(3G).4p           | 4F*   | 7/2  | 3d4.(3G).4d            | 4G    | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr I      |                 262.210     |                 262.209497  |            1 |           |      |     7593.1484    -     45719.2168   | 3d5.(6S).4s           | a 5S  | 2    | 3d5.(4P).4p            | y 3P* | 1    |   5 - 3   |    |                         |        L808  |
Cr II     |                 262.24517   |                 262.245122  |            7 |           |      |    67859.5593    -    105980.4488   | 3d4.(a 3F).4p         | x 4D* | 1/2  | 3d4.(5D).6s            | 4D    | 3/2  |   2 - 4   |    |                         |      L18847  |
Cr II     |                 262.247368  |                 262.247342  |           59 |           |      |    77078.8563    -    115199.423    | 3d4.(1I).4p           | w 2H* | 11/2 | 3d4.(1I).4d            | 2I    | 11/2 |  12 - 12  |    |                         |      L18847  |
Cr II     |                 262.25333   |                 262.253256  |            8 |           |      |    69477.9002    -    107597.6073   | 3d4.(3G).4p           | 4F*   | 5/2  | 3d4.(5D).5d            | 4D    | 5/2  |   6 - 6   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.259432  |                 262.259441  |           34 |           |      |    49351.7336    -     87470.5419   | 3d4.(5D).4p           | z 6D* | 5/2  | 3d4.(5D).4d            | f 6D  | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr II     |                 262.26374   |                 262.26366   |           13 |           |      |    74743.186     -    112861.381    | 3d4.(1I).4p           | 2I*   | 13/2 | 3d4.(1I).4d            | 2K    | 13/2 |  14 - 14  |    |                         |      L18847  |
Cr I      |                 262.28671   |                 262.286699  |          250 | 1.3e+07   | D    |     8307.5753    -     46422.4223   | 3d4.4s2               | a 5D  | 4    | 3d4.(3F1).4s.4p.(3P*)  | w 5D* | 4    |   9 - 9   |    |                   T3196 |      L14866  |
Cr II     |                 262.297657  |                 262.297648  |          160 |           |      |    49645.8058    -     87759.0619   | 3d4.(5D).4p           | z 6D* | 7/2  | 3d4.(5D).4d            | e 6F  | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |                 262.318994  |                 262.319004  |          470 |           |      |    49838.3799    -     87948.5333   | 3d4.(5D).4p           | z 6D* | 9/2  | 3d4.(5D).4d            | e 6F  | 9/2  |  10 - 10  |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.337837  |                 262.337854  |          24* |           |      |    74421.7319    -    112529.147    | 3d4.(1I).4p           | 2I*   | 11/2 | 3d4.(a 1G).4d          | 2H    | 11/2 |  12 - 12  |    |                         |  L18847c153  |
Cr II     |                 262.337837  |                 262.337859  |          24* |           |      |    31531.1762    -     69638.5906   | 3d5                   | a 2D  | 3/2  | 3d4.(3G).4p            | 4F*   | 3/2  |   4 - 4   |    |                         |  L18847c153  |
Cr II     |                 262.35469   |                 262.35471   |           20 |           |      |    68759.7991    -    106864.766    | 3d4.(a 3F).4p         | z 2F* | 7/2  | 3d4.(a 3F).4d          | i 2G  | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr II     |                 262.37612   |                 262.376143  |           36 |           |      |    49492.7111    -     87594.5655   | 3d4.(5D).4p           | z 6D* | 1/2  | 3d4.(5D).4d            | e 6F  | 1/2  |   2 - 2   |    |                         |      L18847  |
Cr II     |                 262.37716   |                 262.377189  |           68 |           |      |    49564.5038    -     87666.2064   | 3d4.(5D).4p           | z 6D* | 3/2  | 3d4.(5D).4d            | e 6F  | 3/2  |   4 - 4   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.41514   |                 262.415128  |           16 |           |      |    51788.8149    -     89885.0091   | 3d4.(5D).4p           | z 4F* | 7/2  | 3d4.(5D).4d            | f 4D  | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr II     |                 262.447174  |                 262.447179  |           78 |           |      |    69506.0652    -    107597.6073   | 3d4.(3G).4p           | 4F*   | 7/2  | 3d4.(5D).5d            | 4D    | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr IV     |                             |                 262.456     |              | 9.4e+00   | E    |    15053.6       -     53143.8      | 3d3                   | 2G    | 7/2  | 3d3                    | 2D1   | 3/2  |   8 - 4   | E2 |                   T233n |              |
Cr II     |                 262.461705  |                 262.461703  |           43 |           |      |    70679.0907    -    108768.525    | 3d4.(3G).4p           | x 4G* | 9/2  | 3d4.(3G).4d            | 2I    | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr II     |                 262.47017   |                 262.470319  |            4 |           |      |    69638.5906    -    107726.7747   | 3d4.(3G).4p           | 4F*   | 3/2  | 3d4.(5D).5d            | 4F    | 5/2  |   4 - 6   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.490328  |                 262.490328  |           57 |           |      |    67875.3689    -    105960.6498   | 3d4.(a 3F).4p         | x 4D* | 7/2  | 3d4.(a 3F).4d          | 4F    | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr II     |                 262.50518   |                 262.50517   |            9 |           |      |    74455.8028    -    112538.931    | 3d4.(a 1G).4p         | x 2H* | 9/2  | 3d4.(a 1G).4d          | 2H    | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr I      |                 262.53224   |                 262.532219  |           87 | 9.1e+06   | E    |     8095.1842    -     46174.3884   | 3d4.4s2               | a 5D  | 3    | 3d5.(4P).4p            | y 3D* | 3    |   7 - 7   |    |                   T3196 |      L14866  |
Cr II     |                 262.59520   |                 262.595184  |           12 |           |      |    67353.2671    -    105423.3412   | 3d4.(3H).4p           | y 4G* | 9/2  | 3d4.(3H).4d            | g 4G  | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr III    |                 262.608     |                             |          100 |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |       L7485  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.61273   |                 262.612799  |            8 |           |      |    51584.1004    -     89651.621    | 3d4.(5D).4p           | z 4F* | 3/2  | 3d4.(5D).4d            | f 4D  | 1/2  |   4 - 2   |    |                         |      L18847  |
Cr II     |                 262.628225  |                 262.628224  |           44 |           |      |    67369.0687    -    105434.3536   | 3d4.(3H).4p           | y 4G* | 11/2 | 3d4.(a 3F).4d          | g 4H  | 13/2 |  12 - 14  |    |                         |      L18847  |
Cr I      |                 262.65992   |                 262.659903  |          110 | 9.3e+06   | E    |     8307.5753    -     46368.2695   | 3d4.4s2               | a 5D  | 4    | 3d4.(3F1).4s.4p.(3P*)  | w 5D* | 3    |   9 - 7   |    |                   T3196 |      L14866  |
Cr II     |                 262.668432  |                 262.668430  |          230 |           |      |    48632.0590    -     86691.5178   | 3d4.(5D).4p           | z 6P* | 7/2  | 3d4.(5D).4d            | e 6P  | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |                 262.67732   |                 262.677359  |           23 |           |      |    39877.0347    -     77935.1998   | 3d5                   | c 2F  | 7/2  | 3d4.(3D).4p            | x 2D* | 5/2  |   8 - 6   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.69467   |                 262.69450   |           6* |           |      |    67379.2950    -    105434.977    | 3d4.(a 3F).4p         | z 2D* | 3/2  | 3d4.(a 3P).4d          | 2D    | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |                 262.69467   |                 262.694696  |           6* |           |      |    67867.7867    -    105923.4402   | 3d4.(a 3F).4p         | x 4D* | 5/2  | 3d4.(a 3F).4d          | 4G    | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |                 262.70080   |                 262.700806  |            7 |           |      |    51669.4060    -     89724.1745   | 3d4.(5D).4p           | z 4F* | 5/2  | 3d4.(5D).4d            | f 4D  | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr II     |                 262.70425   |                 262.704230  |           12 |           |      |    67369.0687    -    105423.3412   | 3d4.(3H).4p           | y 4G* | 11/2 | 3d4.(3H).4d            | g 4G  | 11/2 |  12 - 12  |    |                         |      L18847  |
Cr II     |                 262.71138   |                 262.71142   |          15* |           |      |    67870.2106    -    105923.441    | 3d4.(a 3F).4p         | x 4D* | 3/2  | 3d4.(5D).6s            | 4D    | 1/2  |   4 - 2   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.71138   |                 262.711430  |          15* |           |      |    67870.2106    -    105923.4402   | 3d4.(a 3F).4p         | x 4D* | 3/2  | 3d4.(a 3F).4d          | 4G    | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |                 262.714381  |                 262.714388  |           68 |           |      |    49706.2607    -     87759.0619   | 3d4.(5D).4p           | z 4P* | 5/2  | 3d4.(5D).4d            | e 6F  | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |                 262.71546   |                 262.715520  |           16 |           |      |    69348.1427    -    107400.7800   | 3d4.(a 3P).4p         | 2D*   | 3/2  | 3d4.(3G).4d            | 4G    | 5/2  |   4 - 6   |    |                         |  L18847c153  |
Cr II     |                 262.74469   |                 262.74467   |           23 |           |      |    70879.7225    -    108928.139    | 3d4.(3G).4p           | x 4G* | 11/2 | 3d4.(1I).5s            | 2I    | 13/2 |  12 - 14  |    |                         |      L18847  |
Cr I      |                 262.7847    |                 262.7843    |            4 |           |      |    23933.8561    -     61976.53     | 3d4.4s2               | a 3H  | 4    | 3d5.(4F).4p            | 3G*   | 4    |   9 - 9   |    |                         |        L808  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.791030  |                 262.791034  |          530 |           |      |    49645.8058    -     87687.5091   | 3d4.(5D).4p           | z 6D* | 7/2  | 3d4.(5D).4d            | f 6D  | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr II     |                 262.811038  |                 262.811031  |           48 |           |      |    69477.9002    -    107516.7091   | 3d4.(3G).4p           | 4F*   | 5/2  | 3d4.(5D).5d            | 4F    | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr II     |                 262.84288   |                 262.84291   |           10 |           |      |    69954.0517    -    107988.247    | 3d4.(a 3P).4p         | 2D*   | 5/2  | 3d4.(a 3F).4d          | 2D    | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |                 262.86000   |                 262.859979  |           14 |           |      |    67333.7774    -    105365.5034   | 3d4.(3H).4p           | y 4G* | 7/2  | 3d4.(3H).4d            | g 4G  | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr II     |                 262.871480  |                 262.871483  |           47 |           |      |    49564.5038    -     87594.5655   | 3d4.(5D).4p           | z 6D* | 3/2  | 3d4.(5D).4d            | e 6F  | 1/2  |   4 - 2   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.88885   |                 262.888790  |           14 |           |      |    65709.4418    -    103737.0000   | 3d4.(a 3F).4p         | z 4G* | 11/2 | 3d4.(3G).5s            | f 4G  | 11/2 |  12 - 12  |    |                         |      L18847  |
Cr II     |                 262.90318   |                 262.903209  |            6 |           |      |    32854.2497    -     70879.7225   | 3d5                   | b 4F  | 9/2  | 3d4.(3G).4p            | x 4G* | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr II     |                 262.91624   |                 262.916266  |            7 |           |      |    51788.8149    -     89812.3994   | 3d4.(5D).4p           | z 4F* | 7/2  | 3d4.(5D).4d            | f 4D  | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |                 262.924154  |                 262.924146  |           29 |           |      |    69477.9002    -    107500.3451   | 3d4.(3G).4p           | 4F*   | 5/2  | 3d4.(3G).4d            | 4G    | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |                 262.940454  |                 262.940443  |           90 |           |      |    49838.3799    -     87858.4683   | 3d4.(5D).4p           | z 6D* | 9/2  | 3d4.(5D).4d            | e 6F  | 7/2  |  10 - 8   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.94816   |                 262.948159  |            5 |           |      |    69903.4828    -    107922.4556   | 3d4.(a 3F).4p         | y 2G* | 7/2  | 3d4.(3G).4d            | h 4H  | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr II     |                 262.957601  |                 262.957587  |           37 |           |      |    34630.9154    -     72648.5252   | 3d4.(3H).4s           | a 2H  | 9/2  | 3d4.(3G).4p            | x 2G* | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr II     |                 262.96222   |                 262.96219   |            6 |           |      |    66649.3915    -    104666.336    | 3d4.(a 3P).4p         | z 2P* | 3/2  | 3d4.(a 3P).4d          | 2P    | 1/2  |   4 - 2   |    |                         |      L18847  |
Cr II     |                 262.97956   |                 262.979569  |           41 |           |      |    77270.2178    -    115284.650    | 3d4.(1I).4p           | w 2H* | 9/2  | 3d4.(1I).4d            | 2H    | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr I      |                 262.98232   |                 262.982298  |           74 | 1.0e+07   | E    |     8095.1842    -     46109.2219   | 3d4.4s2               | a 5D  | 3    | 3d5.(4P).4p            | y 3D* | 2    |   7 - 5   |    |                   T3196 |      L14866  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 262.99480   |                 262.994761  |            9 |           |      |    67353.2671    -    105365.5034   | 3d4.(3H).4p           | y 4G* | 9/2  | 3d4.(3H).4d            | g 4G  | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr II     |                 263.05552   |                 263.05554   |            7 |           |      |    67333.7774    -    105337.232    | 3d4.(3H).4p           | y 4G* | 7/2  | 3d4.(3H).4d            | 2H    | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr II     |                 263.089060  |                 263.089059  |           42 |           |      |    67867.7867    -    105866.3993   | 3d4.(a 3F).4p         | x 4D* | 5/2  | 3d4.(a 3F).4d          | 4F    | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |                 263.092027  |                 263.092023  |           78 |           |      |    30307.3672    -     68305.5518   | 3d4.(a 3P).4s         | b 4P  | 3/2  | 3d4.(a 3P).4p          | z 4S* | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |                 263.09832   |                 263.098362  |           16 |           |      |    31350.8736    -     69348.1427   | 3d5                   | a 2D  | 5/2  | 3d4.(a 3P).4p          | 2D*   | 3/2  |   6 - 4   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 263.10423   |                 263.104140  |            9 |           |      |    67369.0687    -    105365.5034   | 3d4.(3H).4p           | y 4G* | 11/2 | 3d4.(3H).4d            | g 4G  | 9/2  |  12 - 10  |    |                         |      L18847  |
Cr II     |                 263.11907   |                 263.119062  |            7 |           |      |    69506.0652    -    107500.3451   | 3d4.(3G).4p           | 4F*   | 7/2  | 3d4.(3G).4d            | 4G    | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr XI     |                             |                 263.18      |              | 6.9e+00   | D    |    36994         -     74980        | 3s2.3p2               | 1D    | 2    | 3s2.3p2                | 1S    | 0    |   5 - 1   | E2 |                T4830c21 |              |
Cr II     |                 263.18582   |                 263.185796  |           19 |           |      |    67353.2671    -    105337.9137   | 3d4.(3H).4p           | y 4G* | 9/2  | 3d4.(a 3F).4d          | g 4H  | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr I      |                 263.20774   |                 263.207846  |            2 |           |      |    24056.0404    -     62037.505    | 3d4.4s2               | a 3H  | 5    | 3d5.(4F).4p            | q 3G* | 5    |  11 - 11  |    |                         |      L14866  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 263.2109    |                 263.210759  |            3 |           |      |    32603.3491    -     70584.3934   | 3d5                   | a 2F  | 5/2  | 3d4.(3G).4p            | y 2F* | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |                 263.22378   |                 263.22379   |            4 |           |      |    67070.4394    -    105049.604    | 3d4.(a 3F).4p         | y 4F* | 3/2  | 3d4.(a 3P).4d          | 4P    | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |                 263.233030  |                 263.233032  |          110 |           |      |    49492.7111    -     87470.5419   | 3d4.(5D).4p           | z 6D* | 1/2  | 3d4.(5D).4d            | f 6D  | 3/2  |   2 - 4   |    |                         |      L18847  |
Cr II     |                 263.25063   |                 263.250624  |           46 |           |      |    66354.7570    -    104330.050    | 3d4.(a 3P).4p         | y 4P* | 3/2  | 3d4.(a 3P).4d          | 4D    | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |                 263.254044  |                 263.254037  |           59 |           |      |    67448.5405    -    105423.3412   | 3d4.(a 3F).4p         | y 4F* | 9/2  | 3d4.(3H).4d            | g 4G  | 11/2 |  10 - 12  |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 263.273076  |                 263.273082  |           37 |           |      |    67393.4495    -    105365.5034   | 3d4.(a 3F).4p         | y 4F* | 7/2  | 3d4.(3H).4d            | g 4G  | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr I      |                 263.29811   |                 263.297932  |            5 |           |      |     7750.7465    -     45719.2168   | 3d4.4s2               | a 5D  | 0    | 3d5.(4P).4p            | y 3P* | 1    |   1 - 3   |    |                         |      L14866  |
Cr I      |                 263.309     |                 263.309501  |            2 |           |      |    25177.3539    -     63144.156    | 3d4.4s2               | a 3F  | 4    |                        | q 3H* | 5    |   9 - 11  |    |                         |        L808  |
