[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Ni (all spectra): 972 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 8200
Query NIST Bibliographic Databases for
Ni (new window)
Ni Energy Levels
Ni Line Wavelengths and Classification
Ni Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                Observed  |                   Ritz    |  Rel. |    Aki    | Acc. |           Ei           Ek           |            Lower level             |              Upper level              |  gi   gk  |Type|         TP  |    Line  |
          |               Wavelength |                Wavelength |  Int. |    s^-1   |      |         (cm-1)       (cm-1)         |------------------------------------|---------------------------------------|           |    |        Ref. |    Ref.  |
          |                Air (nm)  |                 Air (nm)  |  (?)  |           |      |                                     | Conf.                | Term | J    | Conf.                | Term    | J    |           |    |             |          |
Ni II     |                237.542   |                 237.5420  |  1000 | 6.6e+07   | B    |    14995.57      -     57080.55     | 3p6.3d8.(3F).4s      | 2F   | 5/2  | 3p6.3d8.(3F).4p      | 2F*     | 7/2  |   6 - 8   |    |      T1024n |    L897  |
Ni V      |                          |                 238.476   |       | 1.2e+00   | D    |        0.0       -     41920.2      | 3d6                  | 5D   | 4    | 3d6                  | 3D      | 3    |   9 - 7   | M1 |       T3047 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni I      |                238.658   |                           |   240 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |   L3475  |
Ni II     |                          |                 238.7763  |       | 1.59e+07  | B    |    13550.39      -     55417.83     | 3p6.3d8.(3F).4s      | 2F   | 7/2  | 3p6.3d8.(3F).4p      | 4F*     | 7/2  |   8 - 8   |    |      T1024n |          |
Ni IV     |                          |                 239.069   |       | 1.2e-01   | D    |     2042.5       -     43858.6      | 3p6.3d7              | 4F   | 5/2  | 3p6.3d7              | 2F      | 7/2  |   6 - 8   | M1 |       T4605 |          |
Ni IV     |                          |                 239.069   |       | 2.2e-03   | E    |     2042.5       -     43858.6      | 3p6.3d7              | 4F   | 5/2  | 3p6.3d7              | 2F      | 7/2  |   6 - 8   | E2 |       T4605 |          |
Ni II     |                239.452   |                 239.4523  |  1000 | 1.70e+08  | B    |    13550.39      -     55299.65     | 3p6.3d8.(3F).4s      | 2F   | 7/2  | 3p6.3d8.(3F).4p      | 2G*     | 9/2  |   8 - 10  |    |      T1024n |    L897  |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni XVII   |                          |                 240.1     |       | 1.3e-01   | E    |   627914         -    669535        | 3p2                  | 3P   | 0    | 3p2                  | 3P      | 2    |   1 - 5   | E2 |       T3808 |          |
Ni II     |                          |                 241.0746  |       | 1.0e+06   | D    |    13550.39      -     55018.71     | 3p6.3d8.(3F).4s      | 2F   | 7/2  | 3p6.3d8.(3F).4p      | 4G*     | 5/2  |   8 - 6   |    |      T1024n |          |
Ni II     |                          |                 241.2266  |       | 2.4e+05   | C    |    10115.66      -     51557.85     | 3p6.3d8.(3F).4s      | 4F   | 5/2  | 3p6.3d8.(3F).4p      | 4D*     | 7/2  |   6 - 8   |    |      T1024n |          |
Ni II     |                          |                 241.3039  |       | 8.3e+06   | B    |    14995.57      -     56424.49     | 3p6.3d8.(3F).4s      | 2F   | 5/2  | 3p6.3d8.(3F).4p      | 4F*     | 3/2  |   6 - 4   |    |      T1024n |          |
Ni IV     |                          |                 241.502   |       | 5.5e-02   | D    |     2042.5       -     43437.5      | 3p6.3d7              | 4F   | 5/2  | 3p6.3d7              | 2F      | 5/2  |   6 - 6   | M1 |       T4605 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni IV     |                          |                 241.502   |       | 1.3e-03   | E    |     2042.5       -     43437.5      | 3p6.3d7              | 4F   | 5/2  | 3p6.3d7              | 2F      | 5/2  |   6 - 6   | E2 |       T4605 |          |
Ni II     |                241.613   |                 241.6135  |  2000 | 2.1e+08   | C    |    14995.57      -     56371.41     | 3p6.3d8.(3F).4s      | 2F   | 5/2  | 3p6.3d8.(3F).4p      | 2G*     | 7/2  |   6 - 8   |    |      T1024n |    L897  |
Ni I      |                241.931   |                 241.9313  |   240 | 2.0e+07   | E    |     1332.164     -     42653.661    | 3d8.(3F).4s2         | 3F   | 3    | 3d8.(1D).4s.4p.(3P*) | 3D*     | 2    |   7 - 5   |    |       T3861 |   L3475  |
Ni I      |                242.123   |                           |    85 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |   L3475  |
Ni I      |                242.333   |                           |    70 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |   L3475  |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni I      |                242.366   |                           |    70 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |   L3475  |
Ni I      |                242.403   |                           |    70 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |   L3475  |
Ni IV     |                          |                 242.424   |       | 4.9e-04   | E    |     2621.1       -     43858.6      | 3p6.3d7              | 4F   | 3/2  | 3p6.3d7              | 2F      | 7/2  |   4 - 8   | E2 |       T4605 |          |
Ni II     |                          |                 243.3555  |       | 7.3e+06   | B    |    14995.57      -     56075.26     | 3p6.3d8.(3F).4s      | 2F   | 5/2  | 3p6.3d8.(3F).4p      | 4F*     | 5/2  |   6 - 6   |    |      T1024n |          |
Ni V      |                          |                 243.647   |       | 3.4e-01   | D    |      889.7       -     41920.2      | 3d6                  | 5D   | 3    | 3d6                  | 3D      | 3    |   7 - 7   | M1 |       T3047 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni II     |                243.789   |                 243.7889  |   500 | 5.4e+07   | C    |    13550.39      -     54557.05     | 3p6.3d8.(3F).4s      | 2F   | 7/2  | 3p6.3d8.(3F).4p      | 4F*     | 9/2  |   8 - 10  |    |      T1024n |    L897  |
Ni IV     |                          |                 244.465   |       | 9.9e-03   | D    |    27096.5       -     67989.8      | 3p6.3d7              | 2D2  | 5/2  | 3p6.3d7              | 2D1     | 5/2  |   6 - 6   | M1 |       T4605 |          |
Ni IV     |                          |                 244.465   |       | 5.4e-01   | E    |    27096.5       -     67989.8      | 3p6.3d7              | 2D2  | 5/2  | 3p6.3d7              | 2D1     | 5/2  |   6 - 6   | E2 |       T4605 |          |
Ni IV     |                          |                 244.925   |       | 2.8e-01   | D    |     2621.1       -     43437.5      | 3p6.3d7              | 4F   | 3/2  | 3p6.3d7              | 2F      | 5/2  |   4 - 6   | M1 |       T4605 |          |
Ni IV     |                          |                 244.925   |       | 4.9e-03   | E    |     2621.1       -     43437.5      | 3p6.3d7              | 4F   | 3/2  | 3p6.3d7              | 2F      | 5/2  |   4 - 6   | E2 |       T4605 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni I      |                245.399   |                           |    85 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |   L3475  |
Ni V      |                          |                 245.402   |       | 1.2e-01   | D    |      889.7       -     41626.9      | 3d6                  | 5D   | 3    | 3d6                  | 3D      | 2    |   7 - 5   | M1 |       T3047 |          |
Ni XXV    |                          |                 246.66    |       | 1.160e+03 | C+   |   378190         -    418720        | 1s2.2s.2p            | 3P*  | 0    | 1s2.2s.2p            | 3P*     | 1    |   1 - 3   | M1 |       T3826 |          |
Ni I      |                247.206   |                           |   160 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |   L3475  |
Ni V      |                          |                 247.265   |       | 2.2e-01   | D    |     1489.9       -     41920.2      | 3d6                  | 5D   | 2    | 3d6                  | 3D      | 3    |   5 - 7   | M1 |       T3047 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni I      |                247.687   |                 247.6876  |    85 | 2.6e+06   | C    |        0.000     -     40361.249    | 3d8.(3F).4s2         | 3F   | 4    | 3d8.(3P).4s.4p.(3P*) | 5P*     | 3    |   9 - 7   |    |       T3861 |   L3475  |
Ni IV     |                          |                 247.989   |       | 1.5e-01   | E    |    27677.6       -     67989.8      | 3p6.3d7              | 2H   | 9/2  | 3p6.3d7              | 2D1     | 5/2  |  10 - 6   | E2 |       T4605 |          |
Ni IV     |                          |                 248.289   |       | 1.2e+00   | D    |    27096.5       -     67360.0      | 3p6.3d7              | 2D2  | 5/2  | 3p6.3d7              | 2D1     | 3/2  |   6 - 4   | M1 |       T4605 |          |
Ni IV     |                          |                 248.289   |       | 1.4e-01   | E    |    27096.5       -     67360.0      | 3p6.3d7              | 2D2  | 5/2  | 3p6.3d7              | 2D1     | 3/2  |   6 - 4   | E2 |       T4605 |          |
Ni V      |                          |                 248.612   |       | 1.8e-02   | D    |     1489.9       -     41701.1      | 3d6                  | 5D   | 2    | 3d6                  | 3D      | 1    |   5 - 3   | M1 |       T3047 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni V      |                          |                 249.072   |       | 5.7e-01   | D    |     1489.9       -     41626.9      | 3d6                  | 5D   | 2    | 3d6                  | 3D      | 2    |   5 - 5   | M1 |       T3047 |          |
Ni V      |                          |                 250.994   |       | 7.6e-01   | D    |     1871.5       -     41701.1      | 3d6                  | 5D   | 1    | 3d6                  | 3D      | 1    |   3 - 3   | M1 |       T3047 |          |
Ni II     |                251.087   |                 251.0874  |   500 | 5.8e+07   | B    |    13550.39      -     53365.17     | 3p6.3d8.(3F).4s      | 2F   | 7/2  | 3p6.3d8.(3F).4p      | 4G*     | 9/2  |   8 - 10  |    |      T1024n |    L897  |
Ni XXVII  |                          |                 251.2     |       | 2.2e+07   | D    |[77931400]        - [77971200]       | 1s.4s                | 1S   | 0    | 1s.4p                | 1P*     | 1    |   1 - 3   |    |       T5298 |  L11926  |
Ni V      |                          |                 251.462   |       | 4.4e-01   | D    |     1871.5       -     41626.9      | 3d6                  | 5D   | 1    | 3d6                  | 3D      | 2    |   3 - 5   | M1 |       T3047 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni V      |                          |                 252.172   |       | 6.2e-01   | D    |     2057.6       -     41701.1      | 3d6                  | 5D   | 0    | 3d6                  | 3D      | 1    |   1 - 3   | M1 |       T3047 |          |
Ni XXVII  |                          |                 253.7     |       |           |      |[77930200]        - [77969600]       | 1s.4p                | 3P*  | 0    | 1s.4d                | 3D      | 1    |   1 - 3   |    |             |  L11926  |
Ni XIV    |                          |                 253.996   |       | 1.4e+00   | D    |    45767.8       -     85126.7      | 3s2.3p3              | 2D*  | 3/2  | 3s2.3p3              | 2P*     | 1/2  |   4 - 2   | E2 |       T4634 |          |
Ni XIV    |                          |                 253.996   |       | 1.60e+02  | C    |    45767.8       -     85126.7      | 3s2.3p3              | 2D*  | 3/2  | 3s2.3p3              | 2P*     | 1/2  |   4 - 2   | M1 |       T4634 |          |
Ni I      |                          |                 254.0022  |       | 2.6e+06   | D    |     3409.937     -     42767.853    | 3d9.(2D).4s          | 1D   | 2    | 3d8.(1D).4s.4p.(3P*) | 3F*     | 3    |   5 - 7   |    |       T3861 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni II     |                          |                 254.5899  |       | 1.56e+07  | B    |    14995.57      -     54262.63     | 3p6.3d8.(3F).4s      | 2F   | 5/2  | 3p6.3d8.(3F).4p      | 4G*     | 7/2  |   6 - 8   |    |      T1024n |          |
Ni IV     |                          |                 254.947   |       | 5.9e-01   | D    |    28777.7       -     67989.8      | 3p6.3d7              | 2D2  | 3/2  | 3p6.3d7              | 2D1     | 5/2  |   4 - 6   | M1 |       T4605 |          |
Ni IV     |                          |                 254.947   |       | 3.6e-03   | E    |    28777.7       -     67989.8      | 3p6.3d7              | 2D2  | 3/2  | 3p6.3d7              | 2D1     | 5/2  |   4 - 6   | E2 |       T4605 |          |
Ni I      |                          |                 255.3379  |       | 6.0e+05   | D    |     1332.164     -     40484.212    | 3d8.(3F).4s2         | 3F   | 3    | 3d8.(3P).4s.4p.(3P*) | 5P*     | 2    |   7 - 5   |    |       T3861 |          |
Ni I      |                          |                 256.1424  |       | 3.7e+05   | D    |     1332.164     -     40361.249    | 3d8.(3F).4s2         | 3F   | 3    | 3d8.(3P).4s.4p.(3P*) | 5P*     | 3    |   7 - 7   |    |       T3861 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni II     |                256.592   |                           |   500 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |    L897  |
Ni IV     |                          |                 259.109   |       | 7.5e-01   | E    |    28777.7       -     67360.0      | 3p6.3d7              | 2D2  | 3/2  | 3p6.3d7              | 2D1     | 3/2  |   4 - 4   | E2 |       T4605 |          |
Ni IV     |                          |                 259.109   |       | 1.2e-03   | D    |    28777.7       -     67360.0      | 3p6.3d7              | 2D2  | 3/2  | 3p6.3d7              | 2D1     | 3/2  |   4 - 4   | M1 |       T4605 |          |
Ni III    |                          |                 259.660   |       | 1.0e+01   | E    |    14031.6       -     52532.0      | 3p6.3d8              | 1D   | 2    | 3p6.3d8              | 1S      | 0    |   5 - 1   | E2 |       T493n |          |
Ni II     |                260.626   |                           |   500 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |    L897  |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni II     |                260.994   |                           |   500 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |    L897  |
Ni II     |                261.506   |                           |   500 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |    L897  |
Ni II     |                          |                 263.0278  |       | 6.8e+05   | C    |    13550.39      -     51557.85     | 3p6.3d8.(3F).4s      | 2F   | 7/2  | 3p6.3d8.(3F).4p      | 4D*     | 7/2  |   8 - 8   |    |      T1024n |          |
Ni I      |                          |                 263.5240  |       | 9.4e+00   | E    |    13521.347     -     51457.250    | 3d8.(1D).4s2         | 1D   | 2    | 3d9.(2D<3/2>).4d     | 2[1/2]  | 0    |   5 - 1   | E2 |       T848n |          |
Ni VII    |                          |                 267.62    |       | 7.e-02    | E    |      804         -     38160        | 3d4                  | 5D   | 2    | 3d4                  | 3G      | 3    |   5 - 7   | M1 |       T2729 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni VII    |                          |                 268.55    |       | 6.e-02    | E    |     1520         -     38746        | 3d4                  | 5D   | 3    | 3d4                  | 3G      | 4    |   7 - 9   | M1 |       T2729 |          |
Ni XXVII  |                          |                 269.5     |       |           |      |[77932500]        - [77969600]       | 1s.4p                | 3P*  | 1    | 1s.4d                | 3D      | 1    |   3 - 3   |    |             |  L11926  |
Ni I      |                269.649   |                 269.6488  |    45 | 1.4e+06   | D    |     3409.937     -     40484.212    | 3d9.(2D).4s          | 1D   | 2    | 3d8.(3P).4s.4p.(3P*) | 5P*     | 2    |   5 - 5   |    |       T3861 |   L3475  |
Ni VII    |                          |                 271.25    |       | 4.e-03    | E    |     2392         -     39247        | 3d4                  | 5D   | 4    | 3d4                  | 3G      | 5    |   9 - 11  | M1 |       T2729 |          |
Ni XXVII  |                          |                 272.4     |       |           |      |[77932500]        - [77969200]       | 1s.4p                | 3P*  | 1    | 1s.4d                | 3D      | 2    |   3 - 5   |    |             |  L11926  |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni VII    |                          |                 272.84    |       | 1.6e-01   | E    |     1520         -     38160        | 3d4                  | 5D   | 3    | 3d4                  | 3G      | 3    |   7 - 7   | M1 |       T2729 |          |
Ni I      |                          |                 274.6742  |       | 1.7e+06   | C    |      204.787     -     36600.791    | 3d9.(2D).4s          | 3D   | 3    | 3d8.(3F).4s.4p.(3P*) | 1D*     | 2    |   7 - 5   |    | T3861,T4812 |          |
Ni VII    |                          |                 274.99    |       | 2.0e-01   | E    |     2392         -     38746        | 3d4                  | 5D   | 4    | 3d4                  | 3G      | 4    |   9 - 9   | M1 |       T2729 |          |
Ni III    |                          |                 278.699   |       | 1.9e+00   | E    |    16661.6       -     52532.0      | 3p6.3d8              | 3P   | 2    | 3p6.3d8              | 1S      | 0    |   5 - 1   | E2 |       T493n |          |
Ni I      |                          |                 278.8780  |       | 2.9e+00   | E    |    15609.844     -     51457.250    | 3d8.(3P).4s2         | 3P   | 2    | 3d9.(2D<3/2>).4d     | 2[1/2]  | 0    |   5 - 1   | E2 |       T848n |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni VII    |                          |                 279.50    |       | 2.e-02    | E    |     2392         -     38160        | 3d4                  | 5D   | 4    | 3d4                  | 3G      | 3    |   9 - 7   | M1 |       T2729 |          |
Ni I      |                          |                 279.8473  |       | 5.3e+00   | D    |    15734.001     -     51457.250    | 3d8.(3P).4s2         | 3P   | 1    | 3d9.(2D<3/2>).4d     | 2[1/2]  | 0    |   3 - 1   | M1 |       T848n |          |
Ni I      |                279.865   |                 279.8651  |   150 | 5.8e+06   | C    |      879.816     -     36600.791    | 3d9.(2D).4s          | 3D   | 2    | 3d8.(3F).4s.4p.(3P*) | 1D*     | 2    |   5 - 5   |    | T3861,T4812 |   L3475  |
Ni I      |                          |                 280.5079  |       | 8.8e+05   | C    |        0.000     -     35639.122    | 3d8.(3F).4s2         | 3F   | 4    | 3d8.(3F).4s.4p.(3P*) | 1F*     | 3    |   9 - 7   |    |       T4812 |          |
Ni III    |                          |                 281.178   |       | 2.9e+00   | E    |    16977.8       -     52532.0      | 3p6.3d8              | 3P   | 1    | 3p6.3d8              | 1S      | 0    |   3 - 1   | M1 |       T493n |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni XV     |                          |                 281.801   |       | 2.00e+02  | E    |    27376.5       -     62852.1      | 3s2.3p2              | 3P   | 2    | 3s2.3p2              | 1D      | 2    |   5 - 5   | M1 |       T4830 |          |
Ni XV     |                          |                 281.801   |       | 1.7e-01   | E    |    27376.5       -     62852.1      | 3s2.3p2              | 3P   | 2    | 3s2.3p2              | 1D      | 2    |   5 - 5   | E2 |       T4830 |          |
Ni XXI    |                281.852   |                 281.9*    |       | 5.6e+02   | D    |    92821         -    128290        | 2s2.2p4              | 3P   | 0    | 2s2.2p4              | 3P      | 1    |   1 - 3   | M1 |       T3941 |  L11926  |
Ni I      |                282.129   |                 282.1291  |   250 | 4.9e+06   | C    |      204.787     -     35639.122    | 3d9.(2D).4s          | 3D   | 3    | 3d8.(3F).4s.4p.(3P*) | 1F*     | 3    |   7 - 7   |    | T3861,T4812 |   L3475  |
Ni I      |                          |                 283.4547  |       | 6.6e+05   | D+   |     1332.164     -     36600.791    | 3d8.(3F).4s2         | 3F   | 3    | 3d8.(3F).4s.4p.(3P*) | 1D*     | 2    |   7 - 5   |    |       T4812 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni II     |                286.402   |                           |   500 |           |      |                                     |                      |      |      |                      |         |      |           |    |             |    L897  |
Ni I      |                286.550   |                 286.5498  |    50 | 1.8e+06   | C    |     1713.087     -     36600.791    | 3d9.(2D).4s          | 3D   | 1    | 3d8.(3F).4s.4p.(3P*) | 1D*     | 2    |   3 - 5   |    |       T4812 |   L3475  |
Ni V      |                          |                 290.474   |       | 7.0e-03   | E    |        0.0       -     34416.4      | 3d6                  | 5D   | 4    | 3d6                  | 3G      | 3    |   9 - 7   | M1 |       T3047 |          |
Ni I      |                290.746   |                 290.7457  |    60 | 2.0e+06   | D+   |     2216.550     -     36600.791    | 3d8.(3F).4s2         | 3F   | 2    | 3d8.(3F).4s.4p.(3P*) | 1D*     | 2    |   5 - 5   |    |       T4812 |   L3475  |
Ni I      |                291.401   |                 291.4007  |    25 | 5.8e+05   | C    |     1332.164     -     35639.122    | 3d8.(3F).4s2         | 3F   | 3    | 3d8.(3F).4s.4p.(3P*) | 1F*     | 3    |   7 - 7   |    |       T4812 |   L3475  |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni VII    |                          |                 291.66    |       | 1.1e-01   | E    |      279         -     34555        | 3d4                  | 5D   | 1    | 3d4                  | 3P2     | 2    |   3 - 5   | M1 |       T2729 |          |
Ni V      |                          |                 293.499   |       | 1.0e-01   | E    |        0.0       -     34061.7      | 3d6                  | 5D   | 4    | 3d6                  | 3G      | 4    |   9 - 9   | M1 |       T3047 |          |
Ni VII    |                          |                 294.31    |       | 4.8e-01   | E    |      279         -     34247        | 3d4                  | 5D   | 1    | 3d4                  | 3F2     | 2    |   3 - 5   | M1 |       T2729 |          |
Ni I      |                294.391   |                 294.3912  |   500 | 1.1e+07   | C    |      204.787     -     34163.264    | 3d9.(2D).4s          | 3D   | 3    | 3d8.(3F).4s.4p.(3P*) | 3F*     | 2    |   7 - 5   |    |       T3861 |   L3475  |
Ni VII    |                          |                 296.20    |       | 5.e-03    | E    |      804         -     34555        | 3d4                  | 5D   | 2    | 3d4                  | 3P2     | 2    |   5 - 5   | M1 |       T2729 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni I      |                298.165   |                 298.1646  |   570 | 2.8e+07   | C    |      879.816     -     34408.555    | 3d9.(2D).4s          | 3D   | 2    | 3d8.(3F).4s.4p.(3P*) | 3D*     | 1    |   5 - 3   |    |       T4812 |   L3475  |
Ni V      |                          |                 298.183   |       | 4.6e-02   | E    |      889.7       -     34416.4      | 3d6                  | 5D   | 3    | 3d6                  | 3G      | 3    |   7 - 7   | M1 |       T3047 |          |
Ni VII    |                          |                 298.30    |       | 7.5e-01   | E    |      804         -     34317        | 3d4                  | 5D   | 2    | 3d4                  | 3F2     | 3    |   5 - 7   | M1 |       T2729 |          |
Ni I      |                298.413   |                 298.4131  |   250 | 6.6e+06   | C+   |        0.000     -     33500.822    | 3d8.(3F).4s2         | 3F   | 4    | 3d8.(3F).4s.4p.(3P*) | 3D*     | 3    |   9 - 7   |    |       T4812 |   L3475  |
Ni VII    |                          |                 298.93    |       | 8.7e-01   | E    |      804         -     34247        | 3d4                  | 5D   | 2    | 3d4                  | 3F2     | 2    |   5 - 5   | M1 |       T2729 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni I      |                          |                 299.1118  |       | 1.2e+05   | D+   |     2216.550     -     35639.122    | 3d8.(3F).4s2         | 3F   | 2    | 3d8.(3F).4s.4p.(3P*) | 1F*     | 3    |   5 - 7   |    |       T4812 |          |
Ni I      |                299.260   |                 299.2592  |   500 | 5.4e+06   | C+   |      204.787     -     33610.890    | 3d9.(2D).4s          | 3D   | 3    | 3d8.(3F).4s.4p.(3P*) | 3D*     | 2    |   7 - 5   |    |       T4812 |   L3475  |
Ni I      |                299.446   |                 299.4453  |  1000 | 8.7e+06   | C+   |      204.787     -     33590.130    | 3d9.(2D).4s          | 3D   | 3    | 3d8.(3F).4s.4p.(3P*) | 1G*     | 4    |   7 - 9   |    |       T4812 |   L3475  |
Ni I      |                300.249   |                 300.2485  |  4000 | 8.0e+07   | C+   |      204.787     -     33500.822    | 3d9.(2D).4s          | 3D   | 3    | 3d8.(3F).4s.4p.(3P*) | 3D*     | 3    |   7 - 7   |    |       T4812 |   L3475  |
Ni I      |                300.363   |                 300.3621  |  2200 | 6.9e+07   | D    |      879.816     -     34163.264    | 3d9.(2D).4s          | 3D   | 2    | 3d8.(3F).4s.4p.(3P*) | 3F*     | 2    |   5 - 5   |    |       T3861 |   L3475  |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni V      |                          |                 300.605   |       | 3.0e-03   | E    |        0.0       -     33256.5      | 3d6                  | 5D   | 4    | 3d6                  | 3G      | 5    |   9 - 11  | M1 |       T3047 |          |
Ni I      |                301.200   |                 301.2001  |  3700 | 1.3e+08   | C    |     3409.937     -     36600.791    | 3d9.(2D).4s          | 1D   | 2    | 3d8.(3F).4s.4p.(3P*) | 1D*     | 2    |   5 - 5   |    | T3861,T4812 |   L3475  |
Ni V      |                          |                 301.371   |       | 2.5e-02   | E    |      889.7       -     34061.7      | 3d6                  | 5D   | 3    | 3d6                  | 3G      | 4    |   7 - 9   | M1 |       T3047 |          |
Ni I      |                301.914   |                 301.9143  |   350 | 6.4e+06   | C+   |        0.000     -     33112.334    | 3d8.(3F).4s2         | 3F   | 4    | 3d8.(3F).4s.4p.(3P*) | 3F*     | 3    |   9 - 7   |    |       T4812 |   L3475  |
Ni VII    |                          |                 302.43    |       | 7.0e-01   | E    |     1520         -     34576        | 3d4                  | 5D   | 3    | 3d4                  | 3F2     | 4    |   7 - 9   | M1 |       T2729 |          |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni VII    |                          |                 302.62    |       | 3.1e+00   | E    |     1520         -     34555        | 3d4                  | 5D   | 3    | 3d4                  | 3P2     | 2    |   7 - 5   | M1 |       T2729 |          |
Ni I      |                303.187   |                 303.1867  |   120 | 1.7e+06   | C+   |        0.000     -     32973.376    | 3d8.(3F).4s2         | 3F   | 4    | 3d8.(3F).4s.4p.(3P*) | 3F*     | 4    |   9 - 9   |    |       T4812 |   L3475  |
Ni V      |                          |                 303.618   |       | 1.8e-02   | E    |     1489.9       -     34416.4      | 3d6                  | 5D   | 2    | 3d6                  | 3G      | 3    |   5 - 7   | M1 |       T3047 |          |
Ni I      |                303.794   |                 303.7933  |  1700 | 2.8e+07   | C+   |      204.787     -     33112.334    | 3d9.(2D).4s          | 3D   | 3    | 3d8.(3F).4s.4p.(3P*) | 3F*     | 3    |   7 - 7   |    |       T4812 |   L3475  |
Ni I      |                304.501   |                 304.5007  |   150 | 2.8e+06   | C    |     1332.164     -     34163.264    | 3d8.(3F).4s2         | 3F   | 3    | 3d8.(3F).4s.4p.(3P*) | 3F*     | 2    |   7 - 5   |    |       T4812 |   L3475  |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
Ni VII    |                          |                 304.82    |       | 1.9e+00   | E    |     1520         -     34317        | 3d4                  | 5D   | 3    | 3d4                  | 3F2     | 3    |   7 - 7   | M1 |       T2729 |          |
Ni I      |                305.082   |                 305.0816  |  3500 | 6.0e+07   | C+   |      204.787     -     32973.376    | 3d9.(2D).4s          | 3D   | 3    | 3d8.(3F).4s.4p.(3P*) | 3F*     | 4    |   7 - 9   |    |       T4812 |   L3475  |
Ni I      |                305.432   |                 305.4313  |  1500 | 4.0e+07   | C+   |      879.816     -     33610.890    | 3d9.(2D).4s          | 3D   | 2    | 3d8.(3F).4s.4p.(3P*) | 3D*     | 2    |   5 - 5   |    |       T4812 |   L3475  |
Ni VII    |                          |                 305.47    |       | 1.5e-01   | E    |     1520         -     34247        | 3d4                  | 5D   | 3    | 3d4                  | 3F2     | 2    |   7 - 5   | M1 |       T2729 |          |
Ni I      |                305.764   |                 305.7639  |  1900 | 1.0e+08   | D    |     1713.087     -     34408.555    | 3d9.(2D).4s          | 3D   | 1    | 3d8.(3F).4s.4p.(3P*) | 3D*     | 1    |   3 - 3   |    |       T3861 |   L3475  |
          |                          |                           |       |           |      |                                     |                      |      |      |                      |         |      |           |    |             |          |
