[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Si (all spectra): 1170 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 1000
Query NIST Bibliographic Databases for
Si (new window)
Si Energy Levels
Si Line Wavelengths and Classification
Si Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                 Observed  |                   Ritz    |  Rel. |    Aki    | Acc. |          Ei           Ek           |              Lower level              |                 Upper level                  |  gi   gk  |Type|                  TP  |   Line  |
          |                Wavelength |                Wavelength |  Int. |    s^-1   |      |        (cm-1)       (cm-1)         |---------------------------------------|----------------------------------------------|           |    |                 Ref. |   Ref.  |
          |                 Air (nm)  |                 Air (nm)  |  (?)  |           |      |                                    | Conf.                 | Term    | J   | Conf.                     | Term       | J   |           |    |                      |         |
Si III    |                           |                 395.6640  |       | 3.08e+06  | C    |   214995.46     -    240262.28     | 3s.5p                 | 3P*     | 0   | 3s.6d                     | 3D         | 1   |   1 - 3   |    |           T6298c4,LS |         |
Si III    |                           |                 396.3585  |       | 4.33e+04  | E    |   201597.73     -    226820.28     | 3s.4d                 | 3D      | 1   | 3p.4s                     | 3P*        | 2   |   3 - 5   |    |           T6298c4,LS |         |
Si III    |                           |                 396.3671  |       | 6.49e+05  | D+   |   201598.28     -    226820.28     | 3s.4d                 | 3D      | 2   | 3p.4s                     | 3P*        | 2   |   5 - 5   |    |           T6298c4,LS |         |
Si III    |                 396.384   |                 396.3860  |     6 | 3.63e+06  | C    |   201599.48     -    226820.28     | 3s.4d                 | 3D      | 3   | 3p.4s                     | 3P*        | 2   |   7 - 5   |    |           T6298c4,LS |  L4833  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                 397.746   |                           |   10w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
Si III    |                           |                 398.1178  |       | 3.94e+05  | D+   |   176487.19     -    201598.28     | 3s.4p                 | 1P*     | 1   | 3s.4d                     | 3D         | 2   |   3 - 5   |    |                  c44 |         |
Si III    |                 398.124   |                 398.1265  |     5 | 2.09e+05  | D    |   176487.19     -    201597.73     | 3s.4p                 | 1P*     | 1   | 3s.4d                     | 3D         | 1   |   3 - 3   |    |                  c44 |  L4833  |
Si II     |                 399.177   |                           |   15w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
Si II     |                 399.801   |                           |   10w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 401.0148  |       | 1.04e+06  | D+   |   201597.73     -    226527.42     | 3s.4d                 | 3D      | 1   | 3p.4s                     | 3P*        | 1   |   3 - 3   |    |           T6298c4,LS |         |
Si III    |                           |                 401.0236  |       | 3.13e+06  | C    |   201598.28     -    226527.42     | 3s.4d                 | 3D      | 2   | 3p.4s                     | 3P*        | 1   |   5 - 3   |    |           T6298c4,LS |         |
Si III    |                           |                 403.0750  |       | 4.11e+06  | D+   |   201597.73     -    226400.00     | 3s.4d                 | 3D      | 1   | 3p.4s                     | 3P*        | 0   |   3 - 1   |    |           T6298c4,LS |         |
Si IV     |                 403.139   |                 403.1353  |    1w | 2.29e+07  | B+   |   305641.10     -    330439.66     | 2p6.6p                | 2P*     | 1/2 | 2p6.8s                    | 2S         | 1/2 |   2 - 2   |    |                  c33 |  L6098  |
Si IV     |                 403.806   |                 403.8057  |    2w | 4.59e+07  | B+   |   305682.27     -    330439.66     | 2p6.6p                | 2P*     | 3/2 | 2p6.8s                    | 2S         | 1/2 |   4 - 2   |    |                  c33 |  L6098  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si VI     |                           |                 406.47    |       | 2.32e+03  | D    |  1069854        -   1094449        | 2s2.2p4.(3P).3p       | 4P*     | 3/2 | 2s2.2p4.(1S).3s           | 2S         | 1/2 |   4 - 2   |    |                  c44 |         |
Si III    |                           |                 406.5377  |       | 1.03e+08  | C+   |   234387.64     -    258978.66     | 3s.6p                 | 1P*     | 1   | 3p.4p                     | 1S         | 0   |   3 - 1   |    |              T6298c4 |         |
Si II     |                           |                 407.2709  |       | 2.00e+05  | C    |    79338.50     -    103885.25     | 3s2.3d                | 2D      | 3/2 | 3s2.5p                    | 2P*        | 3/2 |   4 - 4   |    |                T7222 |         |
Si II     |                 407.545   |                 407.5452  |   20w | 4.00e+06  | C+   |    79355.02     -    103885.25     | 3s2.3d                | 2D      | 5/2 | 3s2.5p                    | 2P*        | 3/2 |   6 - 4   |    |                T7222 |  L3541  |
Si II     |                 407.678   |                 407.6780  |   15w | 4.00e+06  | C+   |    79338.50     -    103860.74     | 3s2.3d                | 2D      | 3/2 | 3s2.5p                    | 2P*        | 1/2 |   4 - 2   |    |                T7222 |  L3541  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si XI     |                           |                 408.88    |       | 3.78e+06  | B    |  3180500?       -   3204950?       | 1s2.2p.4p             | 3D      | 3   | 1s2.2p.4d                 | 3P*        | 2   |   7 - 5   |    |           T5633c4,LS |         |
Si IV     |                 408.885   |                 408.8862  |    10 | 1.56e+08  | A+   |   193978.89     -    218428.67     | 2p6.4s                | 2S      | 1/2 | 2p6.4p                    | 2P*        | 3/2 |   2 - 4   |    |                  c33 |  L6098  |
Si IV     |                           |                 408.8862  |       | 1.04e-03  | A    |   193978.89     -    218428.67     | 2p6.4s                | 2S      | 1/2 | 2p6.4p                    | 2P*        | 3/2 |   2 - 4   | M2 |                  c33 |         |
Si III    |                 410.186   |                           |    5w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L4833  |
Si III    |                 410.242   |                 410.2423  |     8 | 2.46e+07  | C+   |   204330.79     -    228699.75     | 3s.4d                 | 1D      | 2   | 3p.4s                     | 1P*        | 1   |   5 - 3   |    |              T6298c4 |  L4833  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si I      |                 410.2936  |                 410.2936  |    70 | 6.09e+04  | E    |    15394.370    -     39760.285    | 3s2.3p2               | 1S      | 0   | 3s2.3p.4s                 | 3P*        | 1   |   1 - 3   |    |             T8363c22 |  L3521  |
Si III    |                           |                 411.117   |       | 2.07e+07  | C    |   230267.7      -    254584.8      | 3s.5f                 | 3F*     | 2   | 3s.8g                     | 3G         | 3   |   5 - 7   |    |           T6298c4,LS |         |
Si III    |                           |                 411.133   |       | 1.81e+06  | D    |   230268.62     -    254584.8      | 3s.5f                 | 3F*     | 3   | 3s.8g                     | 3G         | 3   |   7 - 7   |    |           T6298c4,LS |         |
Si III    |                           |                 411.133   |       | 2.11e+07  | C    |   230268.62     -    254584.8      | 3s.5f                 | 3F*     | 3   | 3s.8g                     | 3G         | 4   |   7 - 9   |    |           T6298c4,LS |         |
Si III    |                           |                 411.1512  |       | 2.25e+07  | C+   |   230270.66     -    254585.75     | 3s.5f                 | 3F*     | 4   | 3s.8g                     | 3G         | 5   |   9 - 11  |    |           T6298c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 411.167   |       | 2.75e+04  | E    |   230270.66     -    254584.8      | 3s.5f                 | 3F*     | 4   | 3s.8g                     | 3G         | 3   |   9 - 7   |    |           T6298c4,LS |         |
Si III    |                           |                 411.167   |       | 1.41e+06  | D    |   230270.66     -    254584.8      | 3s.5f                 | 3F*     | 4   | 3s.8g                     | 3G         | 4   |   9 - 9   |    |           T6298c4,LS |         |
Si III    |                 411.550   |                 411.5487  |    5w | 4.07e+07  | C    |   225526.33     -    249817.94     | 3s.5f                 | 1F*     | 3   | 3s.7g                     | 1G         | 4   |   7 - 9   |    |              T6298c4 |  L4833  |
Si I      |                           |                 411.5964  |       | 4.44e+05  | D    |    15394.370    -     39683.163    | 3s2.3p2               | 1S      | 0   | 3s2.3p.4s                 | 3P*        | 0   |   1 - 1   |    |                T5814 |         |
Si IV     |                 411.610   |                 411.6103  |     9 | 1.53e+08  | A+   |   193978.89     -    218266.86     | 2p6.4s                | 2S      | 1/2 | 2p6.4p                    | 2P*        | 1/2 |   2 - 2   |    |                  c33 |  L6098  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si XIII   |                           |                 412.15    |       | 9.26e+06  | A    |[17579166]       - [17603422]       | 1s.3s                 | 1S      | 0   | 1s.3p                     | 1P*        | 1   |   1 - 3   |    |              T5231c4 |         |
Si II     |                 412.807   |                 412.8054  |  300w | 1.49e+08  | B    |    79338.50     -    103556.16     | 3s2.3d                | 2D      | 3/2 | 3s2.4f                    | 2F*        | 5/2 |   4 - 6   |    |                T7222 |  L3541  |
Si II     |                           |                 413.0872  |       | 1.07e+07  | D+   |    79355.02     -    103556.16     | 3s2.3d                | 2D      | 5/2 | 3s2.4f                    | 2F*        | 5/2 |   6 - 6   |    |           T6527c4,LS |         |
Si II     |                 413.089   |                 413.0894  |  500w | 1.74e+08  | B    |    79355.02     -    103556.03     | 3s2.3d                | 2D      | 5/2 | 3s2.4f                    | 2F*        | 7/2 |   6 - 8   |    |                T7222 |  L3541  |
Si III    |                           |                 414.4014  |       | 5.71e+05  | D+   |   216190.24     -    240314.63     | 3p.3d                 | 3P*     | 2   | 3s.6d                     | 3D         | 3   |   5 - 7   |    |           T6298c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 414.9234  |       | 1.42e+05  | D    |   216190.24     -    240284.28     | 3p.3d                 | 3P*     | 2   | 3s.6d                     | 3D         | 2   |   5 - 5   |    |           T6298c4,LS |         |
Si III    |                           |                 415.3026  |       | 1.58e+04  | E    |   216190.24     -    240262.28     | 3p.3d                 | 3P*     | 2   | 3s.6d                     | 3D         | 1   |   5 - 3   |    |           T6298c4,LS |         |
Si XI     |                           |                 416.03    |       | 3.84e+07  | B+   |  2983740?       -   3007770        | 1s2.2s.4p             | 1P*     | 1   | 1s2.2s.4d                 | 1D         | 2   |   3 - 5   |    |              T5633c4 |         |
Si III    |                           |                 416.6258  |       | 4.22e+05  | D+   |   216288.69     -    240284.28     | 3p.3d                 | 3P*     | 1   | 3s.6d                     | 3D         | 2   |   3 - 5   |    |           T6298c4,LS |         |
Si III    |                           |                 417.0081  |       | 2.34e+05  | D    |   216288.69     -    240262.28     | 3p.3d                 | 3P*     | 1   | 3s.6d                     | 3D         | 1   |   3 - 3   |    |           T6298c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 418.0819  |       | 3.09e+05  | D    |   216350.26     -    240262.28     | 3p.3d                 | 3P*     | 0   | 3s.6d                     | 3D         | 1   |   1 - 3   |    |           T6298c4,LS |         |
Si II     |                 418.335   |                           |   10w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
Si II     |                 419.072   |                           |  100w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
Si III    |                           |                 419.5589  |       | 4.93e+01  | B+   |   175336.26     -    199164.10     | 3s.4p                 | 3P*     | 2   | 3p.3d                     | 3F*        | 4   |   5 - 9   | E2 |                  c44 |         |
Si II     |                 419.813   |                           |    50 |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                           |                 420.0658  |       | 8.14e+06  | E    |   101023.05     -    124822.14     | 3s2.4d                | 2D      | 3/2 | 3s2.8f                    | 2F*        | 5/2 |   4 - 6   |    |           T6527c4,LS |         |
Si II     |                           |                 420.0887  |       | 5.82e+05  | E    |   101024.35     -    124822.14     | 3s2.4d                | 2D      | 5/2 | 3s2.8f                    | 2F*        | 5/2 |   6 - 6   |    |           T6527c4,LS |         |
Si II     |                           |                 420.0898  |       | 8.73e+06  | D    |   101024.35     -    124822.08     | 3s2.4d                | 2D      | 5/2 | 3s2.8f                    | 2F*        | 7/2 |   6 - 8   |    |           T6527c4,LS |         |
Si III    |                           |                 420.6969  |       | 3.15e+01  | B+   |   175263.10     -    199026.49     | 3s.4p                 | 3P*     | 1   | 3p.3d                     | 3F*        | 3   |   3 - 7   | E2 |                  c44 |         |
Si III    |                           |                 421.115   |       | 5.56e+03  | E    |   230267.7      -    254007.48     | 3s.5f                 | 3F*     | 2   | 3s.8d                     | 3D         | 3   |   5 - 7   |    |           T6298c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 421.1316  |       | 1.97e+05  | E    |   230268.62     -    254007.48     | 3s.5f                 | 3F*     | 3   | 3s.8d                     | 3D         | 3   |   7 - 7   |    |           T6298c4,LS |         |
Si III    |                           |                 421.1678  |       | 2.27e+06  | D    |   230270.66     -    254007.48     | 3s.5f                 | 3F*     | 4   | 3s.8d                     | 3D         | 3   |   9 - 7   |    |           T6298c4,LS |         |
Si III    |                           |                 421.18    |       | 2.75e+05  | E    |   230267.7      -   [254004]       | 3s.5f                 | 3F*     | 2   | 3s.8d                     | 3D         | 2   |   5 - 5   |    |           T6298c4,LS |         |
Si III    |                           |                 421.19    |       | 2.19e+06  | D    |   230268.62     -   [254004]       | 3s.5f                 | 3F*     | 3   | 3s.8d                     | 3D         | 2   |   7 - 5   |    |           T6298c4,LS |         |
Si III    |                           |                 421.21    |       | 2.47e+06  | D    |   230267.7      -   [254002]       | 3s.5f                 | 3F*     | 2   | 3s.8d                     | 3D         | 1   |   5 - 3   |    |           T6298c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si IV     |                           |                 421.2397  |       | 1.53e+08  | A    |   291497.50     -    315230.27     | 2p6.5d                | 2D      | 3/2 | 2p6.6f                    | 2F*        | 5/2 |   4 - 6   |    |                  c33 |         |
Si IV     |                 421.241   |                 421.2414  |   7w* | 1.63e+08  | A    |   291497.60     -    315230.27     | 2p6.5d                | 2D      | 5/2 | 2p6.6f                    | 2F*        | 7/2 |   6 - 8   |    |                  c33 |  L6098  |
Si IV     |                 421.241   |                 421.2414  |   7w* | 1.09e+07  | A    |   291497.60     -    315230.27     | 2p6.5d                | 2D      | 5/2 | 2p6.6f                    | 2F*        | 5/2 |   6 - 6   |    |                  c33 |  L6098  |
Si III    |                           |                 421.9443  |       | 2.14e+01  | B+   |   175230.01     -    198923.15     | 3s.4p                 | 3P*     | 0   | 3p.3d                     | 3F*        | 2   |   1 - 5   | E2 |                  c44 |         |
Si III    |                           |                 421.9961  |       | 7.63e-10  | E    |   175336.26     -    199026.49     | 3s.4p                 | 3P*     | 2   | 3p.3d                     | 3F*        | 3   |   5 - 7   | M1 |                  c44 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 421.9961  |       | 1.56e+01  | B+   |   175336.26     -    199026.49     | 3s.4p                 | 3P*     | 2   | 3p.3d                     | 3F*        | 3   |   5 - 7   | E2 |                  c44 |         |
Si III    |                           |                 422.5344  |       | 2.12e+01  | B+   |   175263.10     -    198923.15     | 3s.4p                 | 3P*     | 1   | 3p.3d                     | 3F*        | 2   |   3 - 5   | E2 |                  c44 |         |
Si III    |                           |                 422.5344  |       | 4.38e-09  | E    |   175263.10     -    198923.15     | 3s.4p                 | 3P*     | 1   | 3p.3d                     | 3F*        | 2   |   3 - 5   | M1 |                  c44 |         |
Si III    |                           |                 423.8450  |       | 1.93e-08  | E    |   175336.26     -    198923.15     | 3s.4p                 | 3P*     | 2   | 3p.3d                     | 3F*        | 2   |   5 - 5   | M1 |                  c44 |         |
Si III    |                           |                 423.8450  |       | 2.99e+00  | B+   |   175336.26     -    198923.15     | 3s.4p                 | 3P*     | 2   | 3p.3d                     | 3F*        | 2   |   5 - 5   | E2 |                  c44 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 427.8484  |       | 3.74e+06  | D    |   226400.00     -    249766.19     | 3p.4s                 | 3P*     | 0   | 3s.8s                     | 3S         | 1   |   1 - 3   |    |           T6298c4,LS |         |
Si VI     |                           |                 428.70    |       | 6.69e+02  | E    |  1071129        -   1094449        | 2s2.2p4.(3P).3p       | 4P*     | 1/2 | 2s2.2p4.(1S).3s           | 2S         | 1/2 |   2 - 2   |    |                  c44 |         |
Si III    |                           |                 430.1944  |       | 1.11e+07  | D+   |   226527.42     -    249766.19     | 3p.4s                 | 3P*     | 1   | 3s.8s                     | 3S         | 1   |   3 - 3   |    |           T6298c4,LS |         |
Si IV     |                 431.410   |                 431.4102  |     3 | 1.06e+08  | A    |   276503.67     -    299676.95     | 2p6.5p                | 2P*     | 1/2 | 2p6.6s                    | 2S         | 1/2 |   2 - 2   |    |                  c33 |  L6098  |
Si III    |                           |                 432.5888  |       | 2.55e+05  | D+   |   153377.05     -    176487.19     | 3s.4s                 | 3S      | 1   | 3s.4p                     | 1P*        | 1   |   3 - 3   |    |                  c44 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si IV     |                 432.818   |                 432.8177  |     5 | 2.12e+08  | A    |   276579.03     -    299676.95     | 2p6.5p                | 2P*     | 3/2 | 2p6.6s                    | 2S         | 1/2 |   4 - 2   |    |                  c33 |  L6098  |
Si III    |                 433.850   |                 433.8500  |     9 | 1.47e+07  | C    |   153444.23     -    176487.19     | 3p2                   | 1S      | 0   | 3s.4p                     | 1P*        | 1   |   1 - 3   |    |             T7198c19 |  L4833  |
Si III    |                 434.140   |                 434.1400  |     8 | 5.25e+05  | D    |   235951.09     -    258978.66     | 3p.3d                 | 1P*     | 1   | 3p.4p                     | 1S         | 0   |   3 - 1   |    |              T6298c4 |  L4833  |
Si III    |                           |                 435.6851  |       | 1.77e+07  | C    |   226820.28     -    249766.19     | 3p.4s                 | 3P*     | 2   | 3s.8s                     | 3S         | 1   |   5 - 3   |    |           T6298c4,LS |         |
Si III    |                           |                 436.5869  |       | 1.46e+05  | D    |   217385.77     -    240284.28     | 3p.3d                 | 3D*     | 1   | 3s.6d                     | 3D         | 2   |   3 - 5   |    |           T6298c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 437.0068  |       | 7.30e+05  | D+   |   217385.77     -    240262.28     | 3p.3d                 | 3D*     | 1   | 3s.6d                     | 3D         | 1   |   3 - 3   |    |           T6298c4,LS |         |
Si III    |                           |                 437.0412  |       | 1.08e+05  | D    |   217439.92     -    240314.63     | 3p.3d                 | 3D*     | 2   | 3s.6d                     | 3D         | 3   |   5 - 7   |    |           T6298c4,LS |         |
Si III    |                           |                 437.6218  |       | 6.75e+05  | D+   |   217439.92     -    240284.28     | 3p.3d                 | 3D*     | 2   | 3s.6d                     | 3D         | 2   |   5 - 5   |    |           T6298c4,LS |         |
Si III    |                 437.763   |                 437.7623  |    8w | 4.14e+06  | C    |   204828.06     -    227665.09     | 3s.4f                 | 1F*     | 3   | 3s.5d                     | 1D         | 2   |   7 - 5   |    |              T6298c4 |  L4833  |
Si III    |                           |                 437.9903  |       | 8.58e+05  | C    |   217489.49     -    240314.63     | 3p.3d                 | 3D*     | 3   | 3s.6d                     | 3D         | 3   |   7 - 7   |    |           T6298c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 438.0437  |       | 2.41e+05  | D    |   217439.92     -    240262.28     | 3p.3d                 | 3D*     | 2   | 3s.6d                     | 3D         | 1   |   5 - 3   |    |           T6298c4,LS |         |
Si III    |                           |                 438.0648  |       | 1.50e-05  | E    |   142943.74     -    165765.00     | 3s.3d                 | 3D      | 3   | 3s.3d                     | 1D         | 2   |   7 - 5   | M1 |                  c44 |         |
Si III    |                           |                 438.0648  |       | 1.11e-06  | D    |   142943.74     -    165765.00     | 3s.3d                 | 3D      | 3   | 3s.3d                     | 1D         | 2   |   7 - 5   | E2 |                  c44 |         |
Si III    |                           |                 438.1051  |       | 2.63e-06  | E    |   142945.84     -    165765.00     | 3s.3d                 | 3D      | 2   | 3s.3d                     | 1D         | 2   |   5 - 5   | M1 |                  c44 |         |
Si III    |                           |                 438.1051  |       | 3.24e-06  | D+   |   142945.84     -    165765.00     | 3s.3d                 | 3D      | 2   | 3s.3d                     | 1D         | 2   |   5 - 5   | E2 |                  c44 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 438.1514  |       | 1.44e-05  | E    |   142948.25     -    165765.00     | 3s.3d                 | 3D      | 1   | 3s.3d                     | 1D         | 2   |   3 - 5   | M1 |                  c44 |         |
Si III    |                           |                 438.1514  |       | 7.54e-08  | D    |   142948.25     -    165765.00     | 3s.3d                 | 3D      | 1   | 3s.3d                     | 1D         | 2   |   3 - 5   | E2 |                  c44 |         |
Si III    |                           |                 438.5735  |       | 1.50e+05  | D    |   217489.49     -    240284.28     | 3p.3d                 | 3D*     | 3   | 3s.6d                     | 3D         | 2   |   7 - 5   |    |           T6298c4,LS |         |
Si IV     |                 440.373   |                 440.3733  |   2w* | 4.09e+07  | B+   |   313914.92     -    336616.55     | 2p6.6d                | 2D      | 5/2 | 2p6.8f                    | 2F*        | 7/2 |   6 - 8   |    |                  c33 |  L6098  |
Si IV     |                 440.373   |                 440.3733  |   2w* | 2.73e+06  | B+   |   313914.92     -    336616.55     | 2p6.6d                | 2D      | 5/2 | 2p6.8f                    | 2F*        | 5/2 |   6 - 6   |    |                  c33 |  L6098  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si IV     |                 440.373   |                 440.3733  |   2w* | 3.82e+07  | B+   |   313914.92     -    336616.55     | 2p6.6d                | 2D      | 3/2 | 2p6.8f                    | 2F*        | 5/2 |   4 - 6   |    |                  c33 |  L6098  |
Si III    |                           |                 440.3830  |       | 2.22e+07  | C    |   227665.09     -    250366.22     | 3s.5d                 | 1D      | 2   | 3s.7f                     | 1F*        | 3   |   5 - 7   |    |              T6298c4 |         |
Si III    |                           |                 440.531   |       | 3.55e+06  | D    |   226400.00     -    249093.5      | 3p.4s                 | 3P*     | 0   | 3s.7d                     | 3D         | 1   |   1 - 3   |    |           T6298c4,LS |         |
Si III    |                           |                 440.5352  |       | 2.62e+07  | C    |   227081.19     -    249774.48     | 3s.5d                 | 3D      | 1   | 3s.7f                     | 3F*        | 2   |   3 - 5   |    |           T6298c4,LS |         |
Si III    |                 440.590   |                 440.5938  |    6w | 4.84e+06  | D+   |   227084.21     -    249774.48     | 3s.5d                 | 3D      | 2   | 3s.7f                     | 3F*        | 2   |   5 - 5   |    |           T6298c4,LS |  L4833  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                 440.672   |                 440.6717  |    8w | 3.10e+07  | C+   |   227088.72     -    249774.98     | 3s.5d                 | 3D      | 3   | 3s.7f                     | 3F*        | 4   |   7 - 9   |    |           T6298c4,LS |  L4833  |
Si III    |                           |                 440.6771  |       | 3.47e+06  | D+   |   227088.72     -    249774.70     | 3s.5d                 | 3D      | 3   | 3s.7f                     | 3F*        | 3   |   7 - 7   |    |           T6298c4,LS |         |
Si III    |                           |                 440.6814  |       | 1.36e+05  | E    |   227088.72     -    249774.48     | 3s.5d                 | 3D      | 3   | 3s.7f                     | 3F*        | 2   |   7 - 5   |    |           T6298c4,LS |         |
Si IV     |                 441.165   |                 441.1652  |    1w | 1.74e+06  | B    |   299676.95     -    322337.83     | 2p6.6s                | 2S      | 1/2 | 2p6.7p                    | 2P*        | 3/2 |   2 - 4   |    |                  c33 |  L6098  |
Si IV     |                           |                 441.6505  |       | 1.88e+06  | B    |   299676.95     -    322312.93     | 2p6.6s                | 2S      | 1/2 | 2p6.7p                    | 2P*        | 1/2 |   2 - 2   |    |                  c33 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si XI     |                           |                 441.77    |       | 7.00e+06  | B+   |  3180500?       -   3203130        | 1s2.2p.4p             | 3D      | 3   | 1s2.2p.4d                 | 3D*        | 3   |   7 - 7   |    |           T5633c4,LS |         |
Si III    |                           |                 442.8145  |       | 4.71e+06  | D+   |   226527.42     -    249103.90     | 3p.4s                 | 3P*     | 1   | 3s.7d                     | 3D         | 2   |   3 - 5   |    |           T6298c4,LS |         |
Si III    |                           |                 443.019   |       | 2.62e+06  | D    |   226527.42     -    249093.5      | 3p.4s                 | 3P*     | 1   | 3s.7d                     | 3D         | 1   |   3 - 3   |    |           T6298c4,LS |         |
Si III    |                           |                 443.5450  |       | 8.03e-02  | B    |   176487.19     -    199026.49     | 3s.4p                 | 1P*     | 1   | 3p.3d                     | 3F*        | 3   |   3 - 7   | E2 |                  c44 |         |
Si XII    |                           |                 445.31    |       | 2.79e+07  | A+   | [3202100]       -   3224550        | 1s2.4s                | 2S      | 1/2 | 1s2.4p                    | 2P*        | 3/2 |   2 - 4   |    |          T5118c63,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 445.5880  |       | 5.61e-10  | E    |   176487.19     -    198923.15     | 3s.4p                 | 1P*     | 1   | 3p.3d                     | 3F*        | 2   |   3 - 5   | M1 |                  c44 |         |
Si III    |                           |                 445.5880  |       | 3.49e-02  | C+   |   176487.19     -    198923.15     | 3s.4p                 | 1P*     | 1   | 3p.3d                     | 3F*        | 2   |   3 - 5   | E2 |                  c44 |         |
Si III    |                           |                 446.1229  |       | 1.52e+06  | D+   |   225526.33     -    247935.39     | 3s.5f                 | 1F*     | 3   | 3p.4p                     | 1D         | 2   |   7 - 5   |    |              T6298c4 |         |
Si III    |                           |                 446.8447  |       | 1.42e+07  | C+   |   226400.00     -    248772.86     | 3p.4s                 | 3P*     | 0   | 3p.4p                     | 3S         | 1   |   1 - 3   |    |           T6298c4,LS |         |
Si X      |                           |                 446.90    |       | 1.1e+01   | C    |   367670        -    390040        | 2s.2p2                | 2S      | 1/2 | 2s.2p2                    | 2P         | 1/2 |   2 - 2   | M1 |              T7194c7 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 448.2874  |       | 6.07e+06  | C    |   226820.28     -    249121.14     | 3p.4s                 | 3P*     | 2   | 3s.7d                     | 3D         | 3   |   5 - 7   |    |           T6298c4,LS |         |
Si III    |                           |                 448.6342  |       | 1.51e+06  | D    |   226820.28     -    249103.90     | 3p.4s                 | 3P*     | 2   | 3s.7d                     | 3D         | 2   |   5 - 5   |    |           T6298c4,LS |         |
Si III    |                           |                 448.844   |       | 1.68e+05  | E    |   226820.28     -    249093.5      | 3p.4s                 | 3P*     | 2   | 3s.7d                     | 3D         | 1   |   5 - 3   |    |           T6298c4,LS |         |
Si III    |                 449.405   |                 449.4043  |     6 | 4.19e+07  | B    |   226527.42     -    248772.86     | 3p.4s                 | 3P*     | 1   | 3p.4p                     | 3S         | 1   |   3 - 3   |    |           T6298c4,LS |  L4833  |
