[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Si (all spectra): 1170 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 1000
Query NIST Bibliographic Databases for
Si (new window)
Si Energy Levels
Si Line Wavelengths and Classification
Si Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                 Observed  |                   Ritz    |  Rel. |    Aki    | Acc. |          Ei           Ek           |              Lower level              |                 Upper level                  |  gi   gk  |Type|                  TP  |   Line  |
          |                Wavelength |                Wavelength |  Int. |    s^-1   |      |        (cm-1)       (cm-1)         |---------------------------------------|----------------------------------------------|           |    |                 Ref. |   Ref.  |
          |                 Air (nm)  |                 Air (nm)  |  (?)  |           |      |                                    | Conf.                 | Term    | J   | Conf.                     | Term       | J   |           |    |                      |         |
Si II     |                 233.440   |                 233.4407  |    30 | 5.51e+03  | D+   |        0.00     -     42824.29     | 3s2.3p                | 2P*     | 1/2 | 3s.3p2                    | 4P         | 1/2 |   2 - 2   |    |      c22,T6215,T5958 |  L3541  |
Si XIII   |                           |                 233.45    |       | 3.98e+08  | A    |[19431111]       - [19473934]       | 1s.9p                 | 3P*     | 2   | 1s.10s                    | 3S         | 1   |   5 - 3   |    |           T5231c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                 233.461   |                 233.4605  |    30 | 2.44e+03  | D+   |      287.24     -     43107.91     | 3s2.3p                | 2P*     | 3/2 | 3s.3p2                    | 4P         | 5/2 |   4 - 6   |    |      c22,T6215,T5958 |  L3541  |
Si II     |                 234.420   |                 234.4202  |    10 | 1.31e+03  | D    |      287.24     -     42932.62     | 3s2.3p                | 2P*     | 3/2 | 3s.3p2                    | 4P         | 3/2 |   4 - 4   |    |      c22,T6215,T5958 |  L3541  |
Si II     |                 234.954   |                           |   10w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
Si VII    |                           |                 235.00    |       | 7.28e-04  | C+   |     4030        -     46569.8      | 2s2.2p4               | 3P      | 1   | 2s2.2p4                   | 1D         | 2   |   3 - 5   | E2 |       T7370c12,T6146 |         |
Si VII    |                           |                 235.00    |       | 3.15e+00  | B    |     4030        -     46569.8      | 2s2.2p4               | 3P      | 1   | 2s2.2p4                   | 1D         | 2   |   3 - 5   | M1 |       T7370c12,T6146 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                 235.017   |                 235.0172  |    20 | 4.70e+03  | D+   |      287.24     -     42824.29     | 3s2.3p                | 2P*     | 3/2 | 3s.3p2                    | 4P         | 1/2 |   4 - 2   |    |      c22,T6215,T5958 |  L3541  |
Si III    |                           |                 235.0635  |       | 2.02e-03  | C    |   159069.61     -    201598.28     | 3s.4s                 | 1S      | 0   | 3s.4d                     | 3D         | 2   |   1 - 5   | E2 |                  c44 |         |
Si III    |                           |                 235.0666  |       | 1.88e-11  | E    |   159069.61     -    201597.73     | 3s.4s                 | 1S      | 0   | 3s.4d                     | 3D         | 1   |   1 - 3   | M1 |                  c44 |         |
Si II     |                 235.309   |                           |   20w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
Si II     |                 235.630   |                           |  100w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                 235.718   |                           |   30w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
Si II     |                 235.797   |                           |   50w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
Si II     |                 236.020   |                           |   10w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
Si IV     |                           |                 236.1526  |       | 2.65e+05  | C+   |   293718.99     -    336051.55     | 2p6.5f                | 2F*     | 5/2 | 2p6.8d                    | 2D         | 5/2 |   6 - 6   |    |                  c33 |         |
Si IV     |                           |                 236.1526  |       | 5.58e+06  | B    |   293718.99     -    336051.55     | 2p6.5f                | 2F*     | 5/2 | 2p6.8d                    | 2D         | 3/2 |   6 - 4   |    |                  c33 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si IV     |                           |                 236.1526  |       | 5.31e+06  | B    |   293718.99     -    336051.55     | 2p6.5f                | 2F*     | 7/2 | 2p6.8d                    | 2D         | 5/2 |   8 - 6   |    |                  c33 |         |
Si IV     |                 236.676   |                 236.6750  |     2 | 5.18e+07  | B+   |   276503.67     -    318742.79     | 2p6.5p                | 2P*     | 1/2 | 2p6.7s                    | 2S         | 1/2 |   2 - 2   |    |                  c33 |  L6098  |
Si II     |                 236.697   |                           |    30 |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
Si IV     |                 237.099   |                 237.0981  |     3 | 1.04e+08  | B+   |   276579.03     -    318742.79     | 2p6.5p                | 2P*     | 3/2 | 2p6.7s                    | 2S         | 1/2 |   4 - 2   |    |                  c33 |  L6098  |
Si II     |                 237.426   |                           |    20 |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si VI     |                           |                 240.71    |       | 9.16e+03  | D    |  1041472        -   1083003        | 2s2.2p4.(1D).3s       | 2D      | 3/2 | 2s2.2p4.(3P).3p           | 4D*        | 1/2 |   4 - 2   |    |                  c44 |         |
Si III    |                           |                 241.5222  |       | 4.64e+04  | E    |   198923.15     -    240314.63     | 3p.3d                 | 3F*     | 2   | 3s.6d                     | 3D         | 3   |   5 - 7   |    |           T6298c4,LS |         |
Si III    |                           |                 241.6994  |       | 2.29e+06  | D+   |   198923.15     -    240284.28     | 3p.3d                 | 3F*     | 2   | 3s.6d                     | 3D         | 2   |   5 - 5   |    |           T6298c4,LS |         |
Si III    |                           |                 241.8281  |       | 2.05e+07  | C    |   198923.15     -    240262.28     | 3p.3d                 | 3F*     | 2   | 3s.6d                     | 3D         | 1   |   5 - 3   |    |           T6298c4,LS |         |
Si III    |                           |                 242.1268  |       | 1.64e+06  | D+   |   199026.49     -    240314.63     | 3p.3d                 | 3F*     | 3   | 3s.6d                     | 3D         | 3   |   7 - 7   |    |           T6298c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si IV     |                           |                 242.2777  |       | 2.45e+06  | B    |   291497.50     -    332759.92     | 2p6.5d                | 2D      | 3/2 | 2p6.8p                    | 2P*        | 3/2 |   4 - 4   |    |                  c33 |         |
Si IV     |                           |                 242.2783  |       | 2.21e+07  | B+   |   291497.60     -    332759.92     | 2p6.5d                | 2D      | 5/2 | 2p6.8p                    | 2P*        | 3/2 |   6 - 4   |    |                  c33 |         |
Si III    |                           |                 242.3049  |       | 1.81e+07  | C    |   199026.49     -    240284.28     | 3p.3d                 | 3F*     | 3   | 3s.6d                     | 3D         | 2   |   7 - 5   |    |           T6298c4,LS |         |
Si IV     |                           |                 242.3720  |       | 2.44e+07  | B    |   291497.50     -    332743.87     | 2p6.5d                | 2D      | 3/2 | 2p6.8p                    | 2P*        | 1/2 |   4 - 2   |    |                  c33 |         |
Si II     |                           |                 242.7628  |       | 1.36e+01  | C+   |    42824.29     -     84004.26     | 3s.3p2                | 4P      | 1/2 | 3s.3p2                    | 2P         | 3/2 |   2 - 4   | E2 |                  c22 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                           |                 242.7628  |       | 1.36e-03  | E    |    42824.29     -     84004.26     | 3s.3p2                | 4P      | 1/2 | 3s.3p2                    | 2P         | 3/2 |   2 - 4   | M1 |                  c22 |         |
Si II     |                 242.845   |                           |   10w |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3541  |
Si III    |                           |                 242.9365  |       | 1.86e+07  | C    |   199164.10     -    240314.63     | 3p.3d                 | 3F*     | 4   | 3s.6d                     | 3D         | 3   |   9 - 7   |    |           T6298c4,LS |         |
Si II     |                           |                 243.4032  |       | 2.84e-03  | E    |    42932.62     -     84004.26     | 3s.3p2                | 4P      | 3/2 | 3s.3p2                    | 2P         | 3/2 |   4 - 4   | M1 |                  c22 |         |
Si I      |                 243.515   |                 243.5154  |   300 | 4.43e+07  | B    |     6298.850    -     47351.554    | 3s2.3p2               | 1D      | 2   | 3s2.3p.3d                 | 1D*        | 2   |   5 - 5   |    |                T5814 |  L3521  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si VII    |                           |                 243.80    |       | 2.15e-04  | C+   |     5565        -     46569.8      | 2s2.2p4               | 3P      | 0   | 2s2.2p4                   | 1D         | 2   |   1 - 5   | E2 |       T7370c12,T6146 |         |
Si I      |                 243.877   |                 243.8768  |    65 | 7.91e+05  | D    |        0.000    -     40991.884    | 3s2.3p2               | 3P      | 0   | 3s2.3p.4s                 | 1P*        | 1   |   1 - 3   |    |                T5814 |  L3521  |
Si II     |                           |                 243.9614  |       | 5.22e-03  | E    |    42824.29     -     83801.95     | 3s.3p2                | 4P      | 1/2 | 3s.3p2                    | 2P         | 1/2 |   2 - 2   | M1 |                  c22 |         |
Si II     |                           |                 243.9943  |       | 3.47e+07  | D    |    81191.34     -    122163.48     | 3s2.4p                | 2P*     | 1/2 | 3s2.7d                    | 2D         | 3/2 |   2 - 4   |    |                T7166 |         |
Si I      |                 244.336   |                 244.3365  |    65 | 1.32e+06  | D    |       77.115    -     40991.884    | 3s2.3p2               | 3P      | 1   | 3s2.3p.4s                 | 1P*        | 1   |   3 - 3   |    |                T5814 |  L3521  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                           |                 244.3517  |       | 1.07e+07  | D    |    81251.32     -    122163.54     | 3s2.4p                | 2P*     | 3/2 | 3s2.7d                    | 2D         | 5/2 |   4 - 6   |    |                T7166 |         |
Si II     |                           |                 244.3521  |       | 1.79e+06  | E    |    81251.32     -    122163.48     | 3s2.4p                | 2P*     | 3/2 | 3s2.7d                    | 2D         | 3/2 |   4 - 4   |    |                T7166 |         |
Si II     |                           |                 244.4465  |       | 3.56e-03  | D    |    43107.91     -     84004.26     | 3s.3p2                | 4P      | 5/2 | 3s.3p2                    | 2P         | 3/2 |   6 - 4   | M1 |                  c22 |         |
Si II     |                           |                 244.6081  |       | 3.00e+00  | C    |    42932.62     -     83801.95     | 3s.3p2                | 4P      | 3/2 | 3s.3p2                    | 2P         | 1/2 |   4 - 2   | E2 |                  c22 |         |
Si III    |                           |                 244.9449  |       | 9.73e+07  | C+   |   201597.73     -    242410.88     | 3s.4d                 | 3D      | 1   | 3s.6f                     | 3F*        | 2   |   3 - 5   |    |           T6298c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 244.9458  |       | 1.03e+08  | B    |   201598.28     -    242411.27     | 3s.4d                 | 3D      | 2   | 3s.6f                     | 3F*        | 3   |   5 - 7   |    |           T6298c4,LS |         |
Si III    |                 244.948   |                 244.9482  |    11 | 1.81e+07  | C    |   201598.28     -    242410.88     | 3s.4d                 | 3D      | 2   | 3s.6f                     | 3F*        | 2   |   5 - 5   |    |           T6298c4,LS |  L4833  |
Si III    |                           |                 244.9505  |       | 1.16e+08  | B    |   201599.48     -    242411.70     | 3s.4d                 | 3D      | 3   | 3s.6f                     | 3F*        | 4   |   7 - 9   |    |           T6298c4,LS |         |
Si III    |                           |                 244.9530  |       | 1.29e+07  | C    |   201599.48     -    242411.27     | 3s.4d                 | 3D      | 3   | 3s.6f                     | 3F*        | 3   |   7 - 7   |    |           T6298c4,LS |         |
Si III    |                           |                 244.9554  |       | 5.12e+05  | D    |   201599.48     -    242410.88     | 3s.4d                 | 3D      | 3   | 3s.6f                     | 3F*        | 2   |   7 - 5   |    |           T6298c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si VI     |                           |                 245.03    |       | 9.91e+03  | D    |  1041416        -   1082215        | 2s2.2p4.(1D).3s       | 2D      | 5/2 | 2s2.2p4.(3P).3p           | 4D*        | 3/2 |   6 - 4   |    |                  c44 |         |
Si I      |                 245.212   |                 245.2118  |    70 | 1.73e+05  | E    |      223.157    -     40991.884    | 3s2.3p2               | 3P      | 2   | 3s2.3p.4s                 | 1P*        | 1   |   5 - 3   |    |                T5814 |  L3521  |
Si VI     |                           |                 245.37    |       | 1.45e+04  | D    |  1041472        -   1082215        | 2s2.2p4.(1D).3s       | 2D      | 3/2 | 2s2.2p4.(3P).3p           | 4D*        | 3/2 |   4 - 4   |    |                  c44 |         |
Si II     |                           |                 245.6619  |       | 2.58e+01  | C+   |    43107.91     -     83801.95     | 3s.3p2                | 4P      | 5/2 | 3s.3p2                    | 2P         | 1/2 |   6 - 2   | E2 |                  c22 |         |
Si III    |                           |                 246.5912  |       | 1.99e+07  | D    |   204330.79     -    244871.47     | 3s.4d                 | 1D      | 2   | 3s.7p                     | 1P*        | 1   |   5 - 3   |    |              T6298c4 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si III    |                           |                 248.1508  |       | 1.31e+07  | D+   |   209531.40     -    249817.32     | 3s.4f                 | 3F*     | 2   | 3s.7g                     | 3G         | 3   |   5 - 7   |    |           T6298c4,LS |         |
Si IV     |                 248.282   |                 248.2839  |     2 | 6.62e+06  | B+   |   265417.95     -    305682.27     | 2p6.5s                | 2S      | 1/2 | 2p6.6p                    | 2P*        | 3/2 |   2 - 4   |    |                  c33 |  L6098  |
Si III    |                 248.320   |                 248.3197  |     6 | 1.33e+07  | D+   |   209559.33     -    249817.85     | 3s.4f                 | 3F*     | 3   | 3s.7g                     | 3G         | 4   |   7 - 9   |    |           T6298c4,LS |  L4833  |
Si III    |                           |                 248.3229  |       | 1.15e+06  | E    |   209559.33     -    249817.32     | 3s.4f                 | 3F*     | 3   | 3s.7g                     | 3G         | 3   |   7 - 7   |    |           T6298c4,LS |         |
Si VII    |                           |                 248.50    |       | 1.48e+07  | C+   |  1590930        -   1631160        | 2s.2p4.(2D).3s        | 3D      | 3   | 2s2.2p3.(2D*).4s          | 3D*        | 3   |   7 - 7   |    |               u20,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si IV     |                 248.538   |                 248.5380  |     1 | 7.06e+06  | B+   |   265417.95     -    305641.10     | 2p6.5s                | 2S      | 1/2 | 2p6.6p                    | 2P*        | 1/2 |   2 - 2   |    |                  c33 |  L6098  |
Si III    |                           |                 248.5623  |       | 1.41e+07  | D+   |   209599.70     -    249818.93     | 3s.4f                 | 3F*     | 4   | 3s.7g                     | 3G         | 5   |   9 - 11  |    |           T6298c4,LS |         |
Si III    |                           |                 248.5689  |       | 8.86e+05  | E    |   209599.70     -    249817.85     | 3s.4f                 | 3F*     | 4   | 3s.7g                     | 3G         | 4   |   9 - 9   |    |           T6298c4,LS |         |
Si III    |                           |                 248.5722  |       | 1.73e+04  | E    |   209599.70     -    249817.32     | 3s.4f                 | 3F*     | 4   | 3s.7g                     | 3G         | 3   |   9 - 7   |    |           T6298c4,LS |         |
Si II     |                           |                 250.0945  |       | 1.13e+07  | D    |    79338.50     -    119311.34     | 3s2.3d                | 2D      | 3/2 | 3s2.6f                    | 2F*        | 5/2 |   4 - 6   |    |           T6527c4,LS |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                           |                 250.1979  |       | 8.07e+05  | E    |    79355.02     -    119311.34     | 3s2.3d                | 2D      | 5/2 | 3s2.6f                    | 2F*        | 5/2 |   6 - 6   |    |           T6527c4,LS |         |
Si II     |                           |                 250.1988  |       | 1.21e+07  | D+   |    79355.02     -    119311.19     | 3s2.3d                | 2D      | 5/2 | 3s2.6f                    | 2F*        | 7/2 |   6 - 8   |    |           T6527c4,LS |         |
Si II     |                           |                 250.3295  |       | 5.48e+06  | E    |    79338.50     -    119273.81     | 3s2.3d                | 2D      | 3/2 | 3s2.7p                    | 2P*        | 3/2 |   4 - 4   |    |                T7166 |         |
Si II     |                           |                 250.4331  |       | 4.92e+07  | D+   |    79355.02     -    119273.81     | 3s2.3d                | 2D      | 5/2 | 3s2.7p                    | 2P*        | 3/2 |   6 - 4   |    |                T7166 |         |
Si II     |                           |                 250.5089  |       | 5.36e+07  | D    |    79338.50     -    119245.22     | 3s2.3d                | 2D      | 3/2 | 3s2.7p                    | 2P*        | 1/2 |   4 - 2   |    |                T7166 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si I      |                 250.690   |                 250.6897  |   425 | 5.47e+07  | B    |       77.115    -     39955.053    | 3s2.3p2               | 3P      | 1   | 3s2.3p.4s                 | 3P*        | 2   |   3 - 5   |    |                T5814 |  L3521  |
Si I      |                 251.432   |                 251.4316  |   375 | 7.39e+07  | B    |        0.000    -     39760.285    | 3s2.3p2               | 3P      | 0   | 3s2.3p.4s                 | 3P*        | 1   |   1 - 3   |    |                T5814 |  L3521  |
Si I      |                 251.6113  |                 251.6112  |   500 | 1.68e+08  | B    |      223.157    -     39955.053    | 3s2.3p2               | 3P      | 2   | 3s2.3p.4s                 | 3P*        | 2   |   5 - 5   |    |                T5814 |  L3521  |
Si IV     |                 251.751   |                           |     7 |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L6098  |
Si I      |                 251.9202  |                 251.9202  |   350 | 5.49e+07  | B    |       77.115    -     39760.285    | 3s2.3p2               | 3P      | 1   | 3s2.3p.4s                 | 3P*        | 1   |   3 - 3   |    |                T5814 |  L3521  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si I      |                 252.4108  |                 252.4108  |   425 | 2.22e+08  | B    |       77.115    -     39683.163    | 3s2.3p2               | 3P      | 1   | 3s2.3p.4s                 | 3P*        | 0   |   3 - 1   |    |                T5814 |  L3521  |
Si III    |                           |                 252.8471  |       | 9.16e+07  | B    |   204330.79     -    243868.50     | 3s.4d                 | 1D      | 2   | 3s.6f                     | 1F*        | 3   |   5 - 7   |    |              T6298c4 |         |
Si I      |                 252.8509  |                 252.8508  |   450 | 9.04e+07  | B    |      223.157    -     39760.285    | 3s2.3p2               | 3P      | 2   | 3s2.3p.4s                 | 3P*        | 1   |   5 - 3   |    |                T5814 |  L3521  |
Si I      |                 253.2381  |                 253.2381  |   110 | 2.45e+07  | C    |    15394.370    -     54871.031    | 3s2.3p2               | 1S      | 0   | 3s2.3p.5s                 | 1P*        | 1   |   1 - 3   |    |                T5071 |  L3521  |
Si III    |                 254.182   |                 254.1818  |    25 | 3.22e+07  | B    |    82884.41     -    122214.52     | 3s.3p                 | 1P*     | 1   | 3p2                       | 1D         | 2   |   3 - 5   |    |      c44,T5038,T1860 |  L4833  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si VI     |                           |                 254.48    |       | 9.31e+03  | D    |  1041416        -   1080700        | 2s2.2p4.(1D).3s       | 2D      | 5/2 | 2s2.2p4.(3P).3p           | 4D*        | 5/2 |   6 - 6   |    |                  c44 |         |
Si III    |                 254.609   |                 254.6092  |    10 | 6.1e+07   | D    |   165765.00     -    205029.09     | 3s.3d                 | 1D      | 2   | 3p.3d                     | 1D*        | 2   |   5 - 5   |    |                  c44 |  L4833  |
Si VI     |                           |                 254.84    |       | 2.30e+03  | D    |  1041472        -   1080700        | 2s2.2p4.(1D).3s       | 2D      | 3/2 | 2s2.2p4.(3P).3p           | 4D*        | 5/2 |   4 - 6   |    |                  c44 |         |
Si III    |                 255.921   |                 255.9196  |    14 | 1.63e+08  | C+   |   165765.00     -    204828.06     | 3s.3d                 | 1D      | 2   | 3s.4f                     | 1F*        | 3   |   5 - 7   |    |            c44,T5038 |  L4833  |
Si I      |                           |                 256.1823  |       | 4.62e-03  | D    |     6298.850    -     45321.848    | 3s2.3p2               | 1D      | 2   | 3s.3p3                    | 3D*        | 3   |   5 - 7   | M2 |                  c22 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si I      |                 256.3679  |                 256.3677  |    30 | 4.20e-03  | D    |     6298.850    -     45293.629    | 3s2.3p2               | 1D      | 2   | 3s.3p3                    | 3D*        | 2   |   5 - 5   | M2 |                  c22 |  L3521  |
Si I      |                           |                 256.4825  |       | 1.78e-03  | E    |     6298.850    -     45276.188    | 3s2.3p2               | 1D      | 2   | 3s.3p3                    | 3D*        | 1   |   5 - 3   | M2 |                  c22 |         |
Si I      |                 256.8641  |                 256.8640  |    85 | 4.24e+06  | D    |    15394.370    -     54313.818    | 3s2.3p2               | 1S      | 0   | 3s2.3p.5s                 | 3P*        | 1   |   1 - 3   |    |                T5071 |  L3521  |
Si I      |                 257.7151  |                           |    45 |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |  L3521  |
Si II     |                           |                 260.1557  |       | 1.56e+02  | E    |    42824.29     -     81251.32     | 3s.3p2                | 4P      | 1/2 | 3s2.4p                    | 2P*        | 3/2 |   2 - 4   |    |                  c22 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                           |                 260.4421  |       | 1.33e+06  | D    |    65500.47     -    103885.25     | 3s2.4s                | 2S      | 1/2 | 3s2.5p                    | 2P*        | 3/2 |   2 - 4   |    |                T6868 |         |
Si II     |                           |                 260.5625  |       | 2.51e+02  | E    |    42824.29     -     81191.34     | 3s.3p2                | 4P      | 1/2 | 3s2.4p                    | 2P*        | 1/2 |   2 - 2   |    |                  c22 |         |
Si II     |                           |                 260.6085  |       | 1.33e+06  | E    |    65500.47     -    103860.74     | 3s2.4s                | 2S      | 1/2 | 3s2.5p                    | 2P*        | 1/2 |   2 - 2   |    |                T6868 |         |
Si II     |                           |                 260.8913  |       | 2.29e+01  | E    |    42932.62     -     81251.32     | 3s.3p2                | 4P      | 3/2 | 3s2.4p                    | 2P*        | 3/2 |   4 - 4   |    |                  c22 |         |
Si II     |                           |                 261.3003  |       | 9.22e+02  | E    |    42932.62     -     81191.34     | 3s.3p2                | 4P      | 3/2 | 3s2.4p                    | 2P*        | 1/2 |   4 - 2   |    |                  c22 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                           |                 262.0903  |       | 4.47e+03  | D    |    43107.91     -     81251.32     | 3s.3p2                | 4P      | 5/2 | 3s2.4p                    | 2P*        | 3/2 |   6 - 4   |    |                  c22 |         |
Si I      |                 263.1282  |                 263.1282  |   190 | 1.06e+08  | B    |    15394.370    -     53387.334    | 3s2.3p2               | 1S      | 0   | 3s2.3p.3d                 | 1P*        | 1   |   1 - 3   |    |                T5814 |  L3521  |
Si III    |                 264.079   |                 264.0788  |    11 | 1.83e+08  | B    |   205029.09     -    242885.30     | 3p.3d                 | 1D*     | 2   | 3p.4p                     | 1P         | 1   |   5 - 3   |    |              T6298c4 |  L4833  |
Si II     |                           |                 264.5538  |       | 8.48e+06  | D    |    83801.95     -    121590.19     | 3s.3p2                | 2P      | 1/2 | 3s.3p.(3P*).4s            | 2P*        | 3/2 |   2 - 4   |    |           T6527c4,LS |         |
Si III    |                 265.551   |                 265.5520  |    14 | 1.35e+08  | B    |   204828.06     -    242474.27     | 3s.4f                 | 1F*     | 3   | 3s.6g                     | 1G         | 4   |   7 - 9   |    |              T6298c4 |  L4833  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                           |                 265.5805  |       | 3.36e+07  | D+   |    83801.95     -    121444.12     | 3s.3p2                | 2P      | 1/2 | 3s.3p.(3P*).4s            | 2P*        | 1/2 |   2 - 2   |    |           T6527c4,LS |         |
Si II     |                           |                 265.9779  |       | 4.17e+07  | D+   |    84004.26     -    121590.19     | 3s.3p2                | 2P      | 3/2 | 3s.3p.(3P*).4s            | 2P*        | 3/2 |   4 - 4   |    |           T6527c4,LS |         |
Si VI     |                           |                 266.45    |       | 3.54e+03  | D    |  1041416        -   1078935        | 2s2.2p4.(1D).3s       | 2D      | 5/2 | 2s2.2p4.(3P).3p           | 4D*        | 7/2 |   6 - 8   |    |                  c44 |         |
Si II     |                           |                 267.0156  |       | 1.65e+07  | D    |    84004.26     -    121444.12     | 3s.3p2                | 2P      | 3/2 | 3s.3p.(3P*).4s            | 2P*        | 1/2 |   4 - 2   |    |           T6527c4,LS |         |
Si IV     |                 267.219   |                 267.2198  |     1 | 2.49e+06  | B+   |   276503.67     -    313914.92     | 2p6.5p                | 2P*     | 1/2 | 2p6.6d                    | 2D         | 3/2 |   2 - 4   |    |                  c33 |  L6098  |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si IV     |                           |                 267.5111  |       | 1.30e+06  | B+   |   254127.08     -    291497.60     | 2p6.4f                | 2F*     | 5/2 | 2p6.5d                    | 2D         | 5/2 |   6 - 6   |    |                  c33 |         |
Si IV     |                 267.512   |                 267.5118  |     4 | 2.74e+07  | A    |   254127.08     -    291497.50     | 2p6.4f                | 2F*     | 5/2 | 2p6.5d                    | 2D         | 3/2 |   6 - 4   |    |                  c33 |  L6098  |
Si IV     |                 267.525   |                 267.5251  |     4 | 2.61e+07  | A    |   254129.03     -    291497.60     | 2p6.4f                | 2F*     | 7/2 | 2p6.5d                    | 2D         | 5/2 |   8 - 6   |    |                  c33 |  L6098  |
Si IV     |                 267.757   |                 267.7592  |     1 | 4.51e+05  | B    |   276579.03     -    313914.92     | 2p6.5p                | 2P*     | 3/2 | 2p6.6d                    | 2D         | 3/2 |   4 - 4   |    |                  c33 |  L6098  |
Si II     |                           |                 267.7906  |       | 1.77e+07  | C    |    81191.34     -    118522.86     | 3s2.4p                | 2P*     | 1/2 | 3s2.6d                    | 2D         | 3/2 |   2 - 4   |    |                T7166 |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
Si II     |                 268.221   |                 268.2216  |   10w | 3.49e+06  | D+   |    81251.32     -    118522.86     | 3s2.4p                | 2P*     | 3/2 | 3s2.6d                    | 2D         | 3/2 |   4 - 4   |    |                T7166 |  L3541  |
Si XI     |                           |                 269.53    |       | 2.55e+07  | B    |  2512380        -   2549470        | 1s2.2p.3p             | 3P      | 2   | 1s2.2p.3d                 | 3D*        | 3   |   5 - 7   |    |           T5633c4,LS |         |
Si XI     |                           |                 270.41    |       | 1.89e+07  | B    |  2510130        -   2547100        | 1s2.2p.3p             | 3P      | 1   | 1s2.2p.3d                 | 3D*        | 2   |   3 - 5   |    |           T5633c4,LS |         |
Si III    |                           |                 271.2525  |       | 2.99e+02  | B+   |   122214.52     -    159069.61     | 3p2                   | 1D      | 2   | 3s.4s                     | 1S         | 0   |   5 - 1   | E2 |                  c44 |         |
Si V      |                           |                 272.12    |       | 5.50e+08  | B    |  1127908        -   1164645        | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).4d     | 2[7/2]*    | 4   |   7 - 9   |    |          T6169c4,LS' |         |
          |                           |                           |       |           |      |                                    |                       |         |     |                           |            |     |           |    |                      |         |
