[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Pb (all spectra): 176 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 95000
Query NIST Bibliographic Databases for
Pb (new window)
Pb Energy Levels
Pb Line Wavelengths and Classification
Pb Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |            Ritz    |   Rel. |    Aki    | Acc. |      Ei           Ek       |     Lower level      |            Upper level            |  gi   gk  |Type|    TP  |   Line  |
          |            Wavelength |         Wavelength |   Int. |    s^-1   |      |    (cm-1)       (cm-1)     |----------------------|-----------------------------------|           |    |   Ref. |   Ref.  |
          |             Air (nm)  |          Air (nm)  |   (?)  |           |      |                            | Conf.   | Term | J   | Conf.                | Term | J   |           |    |        |         |
          |                       |                    |        |           |      |                            |         |      |     |                      |      |     |           |    |        |         |
Pb IV     |             453.460   |                    |     16 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L1202  |
Pb III    |             457.121   |                    |      7 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7300  |
Pb II     |             457.9051  |                    |     10 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L2579  |
Pb II     |             458.227   |                    |     10 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L2579  |
Pb III    |             459.645   |                    |      1 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7300  |
          |                       |                    |        |           |      |                            |         |      |     |                      |      |     |           |    |        |         |
Pb IV     |             460.540   |                    |      8 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L1202  |
Pb III    |             476.112   |                    |      6 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7300  |
Pb III    |             479.859   |                    |      4 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7300  |
Pb V      |             480.936   |                    |      4 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L1202  |
Pb III    |             482.686   |                    |      1 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7300  |
          |                       |                    |        |           |      |                            |         |      |     |                      |      |     |           |    |        |         |
Pb III    |             485.506   |                    |      2 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7300  |
Pb I      |             500.5416  |                    |   1000 | 2.7e+07   |      |                            |         |      | 0   |                      |      | 1   |   1 - 3   |    |  T3464 |    L50  |
Pb I      |             500.6572  |                    |    100 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
Pb II     |             504.258   |          504.258+  |     50 |           |      | 74458.99    -   94284.58   | 6s2.7p  | 2P*  | 1/2 | 6s2.7d               | 2D   | 3/2 |   2 - 4   |    |        |  L2579  |
Pb III    |             506.512   |                    |      3 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7300  |
          |                       |                    |        |           |      |                            |         |      |     |                      |      |     |           |    |        |         |
Pb II     |             507.058   |                    |     10 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L2579  |
Pb II     |             507.453   |                    |     10 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L2579  |
Pb I      |             507.635   |                    |     10 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
Pb I      |             508.9484  |                    |     50 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
Pb I      |             509.001   |                    |     20 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
          |                       |                    |        |           |      |                            |         |      |     |                      |      |     |           |    |        |         |
Pb I      |             510.7242  |                    |     10 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
Pb II     |             511.164   |                    |     10 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L2579  |
Pb III    |             519.156   |                    |      4 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7300  |
Pb I      |             520.1437  |                    |   2000 | 1.9e+07   |      |                            |         |      | 0   |                      |      | 1   |   1 - 3   |    |  T3464 |    L50  |
Pb II     |             536.764   |                    |     10 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L2579  |
          |                       |                    |        |           |      |                            |         |      |     |                      |      |     |           |    |        |         |
Pb II     |             537.2099  |                    |     10 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L2579  |
Pb III    |             552.397   |                    |      5 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7300  |
Pb II     |             554.425   |                    |    10c |           |      |                            |         |      |     |                      |      |     |           |    |        |  L2579  |
Pb II     |             560.885   |          560.885+  |    20c |           |      | 59448.56    -   77272.57   | 6s2.7s  | 2S   | 1/2 | 6s2.7p               | 2P*  | 3/2 |   2 - 4   |    |        |  L2579  |
Pb I      |             569.2346  |                    |     40 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
          |                       |                    |        |           |      |                            |         |      |     |                      |      |     |           |    |        |         |
Pb III    |             577.941   |                    |      3 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7300  |
Pb III    |             585.796   |                    |      6 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7300  |
Pb I      |             589.5624  |                    |    200 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
Pb IV     |             591.454   |                    |      2 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L1202  |
Pb I      |             600.1862  |                    |   2000 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
          |                       |                    |        |           |      |                            |         |      |     |                      |      |     |           |    |        |         |
Pb II     |             600.958   |                    |     9c |           |      |                            |         |      |     |                      |      |     |           |    |        |  L2579  |
Pb I      |             601.1667  |                    |    500 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
Pb II     |             604.117   |                    |     8c |           |      |                            |         |      |     |                      |      |     |           |    |        |  L2579  |
Pb I      |             605.9356  |                    |    500 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
Pb II     |             607.574   |          607.57+   |     40 |           |      | 92515.24    -  108969.58   | 6s2.5f  | 2F*  | 7/2 | 6s2.6g               | 2G   | 9/2 |   8 - 18  |    |        |  L2579  |
          |                       |                    |        |           |      |                            |         |      |     |                      |      |     |           |    |        |         |
Pb II     |             608.1409  |          608.14+   |     40 |           |      | 92530.66    -  108969.67   | 6s2.5f  | 2F*  | 5/2 | 6s2.6g               | 2G   | 7/2 |   6 - 8   |    |        |  L2579  |
Pb I      |             611.0520  |                    |     50 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
Pb II     |             615.989   |                    |     10 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L7474  |
Pb I      |             623.5266  |                    |    100 |           |      |                            |         |      |     |                      |      |     |           |    |        |    L50  |
Pb V      |             665.099   |                    |      5 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L1202  |
          |                       |                    |        |           |      |                            |         |      |     |                      |      |     |           |    |        |         |
Pb II     |             666.020   |          666.02+   |    50c |           |      | 59448.56    -   74458.99   | 6s2.7s  | 2S   | 1/2 | 6s2.7p               | 2P*  | 1/2 |   2 - 2   |    |        |  L2579  |
Pb V      |             675.320   |                    |      4 |           |      |                            |         |      |     |                      |      |     |           |    |        |  L1202  |
