[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
S (all spectra): 1850 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 120
Query NIST Bibliographic Databases for
S (new window)
S Energy Levels
S Line Wavelengths and Classification
S Transition Probabilities
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                 Observed  |                   Ritz    |   Rel. |    Aki    | Acc. |          Ei           Ek          |           Lower level           |            Upper level            |  gi   gk  |Type|         TP  |               Line  |
          |                Wavelength |                Wavelength |   Int. |    s^-1   |      |        (cm-1)       (cm-1)        |---------------------------------|-----------------------------------|           |    |        Ref. |               Ref.  |
          |                 Air (nm)  |                 Air (nm)  |   (?)  |           |      |                                   | Conf.            | Term  | J    | Conf.              | Term  | J    |           |    |             |                     |
S IV      |                277.1951   |                277.1930   |     5w |           |      |   301576.4      -    337641.6     | 3s.3p.(3P*).4p   | 2D    | 5/2  | 3s.3p.(3P*).4d     | 4F*   | 5/2  |   6 - 6   |    |             |                u24  |
S IV      |                277.2730   |                277.2745   |     3w |           |      |   265055.1      -    301109.8     | 3s.3p.(3P*).3d   | 2P*   | 1/2  | 3s.3p.(3P*).4p     | 2D    | 3/2  |   2 - 4   |    |             |                u24  |
S II      |                277.4266   |                277.4267   |     2* |           |      |   136328.79     -    172363.71    | 3s2.3p2.(1S).4s  | 2S    | 1/2  | 3s2.3p2.(1D<2>).4f | 2[1]* | 1/2  |   2 - 2   |    |             |              L5883  |
S II      |                277.4266   |                277.4267   |     2* |           |      |   136328.79     -    172363.71    | 3s2.3p2.(1S).4s  | 2S    | 1/2  | 3s2.3p2.(1D<2>).4f | 2[1]* | 3/2  |   2 - 4   |    |             |              L5883  |
S III     |                277.5258   |                277.5219   |     8* | 2.20e+07  | D    |   170650.55     -    206673.11    | 3s2.3p.4p        | 3D    | 3    | 3s2.3p.4d          | 3D*   | 2    |   7 - 5   |    |  T6066c4,LS |             L11011  |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S III     |                277.5258   |                277.5297   |     8* | 1.26e+07  | D    |   146737.55     -    182759.09    | 3s2.3p.4s        | 3P*   | 1    | 3s2.3p.4p          | 1S    | 0    |   3 - 1   |    |    T7942c84 |             L11011  |
S V       |                277.9286   |                277.9267   |      0 | 1.16e+08  | D    |   421943.4      -    457913.5     | 3p.4s            | 3P*   | 2    | 3p.4p              | 3P    | 1    |   5 - 3   |    |  T6298c4,LS |              L5337  |
S II      |                278.1546   |                278.1562   |      2 |           |      |   133399.97     -    169340.39    | 3s2.3p2.(3P).4p  | 2P*   | 3/2  | 3s2.3p2.(3P).5d    | 2P    | 3/2  |   4 - 4   |    |             |              L5883  |
S II      |                278.2258   |                278.2260   |      2 |           |      |   129787.83     -    165719.23    | 3s2.3p2.(3P).4p  | 4P*   | 1/2  | 3s2.3p2.(3P).6s    | 4P    | 1/2  |   2 - 2   |    |             |              L5883  |
S IV      |                278.2790   |                278.2779   |      1 |           |      |   301576.4      -    337501.0     | 3s.3p.(3P*).4p   | 2D    | 5/2  | 3s.3p.(3P*).4d     | 4F*   | 3/2  |   6 - 4   |    |             |                u24  |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S IV      |                           |                278.31+    |        | 1.20e+08  | D+   |   263448.1      -    299369.3     | 3s.3p.(3P*).4s   | 4P*   | 3/2  | 3s.3p.(3P*).4p     | 4S    | 3/2  |   4 - 4   |    |  T6527c4,LS |                     |
S IV      |                           |                278.31+    |        | 5.17e+07  | D+   |   301109.8      -    337030.8     | 3s.3p.(3P*).4p   | 2D    | 3/2  | 3s.3p.(3P*).4d     | 2D*   | 3/2  |   4 - 4   |    |  T6527c4,LS |                     |
S III     |                278.5470   |                278.5490   |     11 | 7.01e+07  | D    |   174037.69     -    209927.43    | 3s2.3p.4p        | 3S    | 1    | 3s2.3p.5s          | 3P*   | 1    |   3 - 3   |    |  T6066c4,LS |             L11011  |
S II      |                278.7721   |                278.7718   |      4 |           |      |   129858.18     -    165719.23    | 3s2.3p2.(3P).4p  | 4P*   | 3/2  | 3s2.3p2.(3P).6s    | 4P    | 1/2  |   4 - 2   |    |             |              L5883  |
S II      |                278.8015   |                278.8019   |      4 |           |      |   130134.16     -    165991.35    | 3s2.3p2.(3P).4p  | 4P*   | 5/2  | 3s2.3p2.(3P).6s    | 4P    | 3/2  |   6 - 4   |    |             |              L5883  |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S III     |                279.7365   |                279.7378   |      4 | 6.93e+07  | E'   |   174037.69     -    209774.91    | 3s2.3p.4p        | 3S    | 1    | 3s2.3p.5s          | 3P*   | 0    |   3 - 1   |    |  T6066c4,LS |             L11011  |
S IV      |                279.7806   |                279.7811   |      3 | 5.27e+07  | D+   |   301576.4      -    337308.1     | 3s.3p.(3P*).4p   | 2D    | 5/2  | 3s.3p.(3P*).4d     | 2D*   | 5/2  |   6 - 6   |    |  T6527c4,LS |                u24  |
S II      |                279.9538   |                279.9545   |      2 |           |      |   133399.97     -    169109.54    | 3s2.3p2.(3P).4p  | 2P*   | 3/2  | 3s2.3p2.(1D).4d    | 2S    | 1/2  |   4 - 2   |    |             |              L5883  |
S V       |                280.0493   |                280.0499   |      7 | 3.74e+08  | D+   |   424526.0      -    460223.4     | 3p.4s            | 1P*   | 1    | 3p.4p              | 1D    | 2    |   3 - 5   |    |     T6298c4 |              L5337  |
S II      |                280.1080   |                280.1073   |      5 |           |      |   130641.11     -    166331.19    | 3s2.3p2.(3P).4p  | 2D*   | 3/2  | 3s2.3p2.(3P).6s    | 2P    | 1/2  |   4 - 2   |    |             |              L5883  |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S II      |                280.2210   |                280.2217   |      6 |           |      |   131187.19     -    166862.71    | 3s2.3p2.(3P).4p  | 2D*   | 5/2  | 3s2.3p2.(3P).6s    | 2P    | 3/2  |   6 - 4   |    |             |              L5883  |
S IV      |                           |                280.42+    |        | 1.92e+06  | E    |   301109.8      -    336760.4     | 3s.3p.(3P*).4p   | 2D    | 3/2  | 3s2.7p             | 2P*   | 3/2  |   4 - 4   |    |  T6527c4,LS |                     |
S IV      |                           |                280.61+    |        | 1.91e+07  | D    |   301109.8      -    336735.7     | 3s.3p.(3P*).4p   | 2D    | 3/2  | 3s2.7p             | 2P*   | 1/2  |   4 - 2   |    |  T6527c4,LS |                     |
S II      |                           |                281.534+   |        | 3.05e+05  | D    |    97890.74     -    133399.97    | 3s.3p4           | 2D    | 3/2  | 3s2.3p2.(3P).4p    | 2P*   | 3/2  |   4 - 4   |    |    T3186c85 |                     |
S II      |                281.7577   |                281.7572   |     11 | 7.46e+06  | D+   |    97918.86     -    133399.97    | 3s.3p4           | 2D    | 5/2  | 3s2.3p2.(3P).4p    | 2P*   | 3/2  |   6 - 4   |    |    T3186c85 |              L5883  |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S III     |                281.8296   |                281.8287   |      8 | 8.48e+07  | D    |   172632.79     -    208104.89    | 3s2.3p.4p        | 3P    | 0    | 3s2.3p.4d          | 3P*   | 1    |   1 - 3   |    |  T6066c4,LS |             L11011  |
S IV      |                           |                281.97+    |        | 5.52e+06  | D    |   301576.4      -    337030.8     | 3s.3p.(3P*).4p   | 2D    | 5/2  | 3s.3p.(3P*).4d     | 2D*   | 3/2  |   6 - 4   |    |  T6527c4,LS |                     |
S II      |                281.9962   |                281.9967   |      4 |           |      |   131028.85     -    166479.82    | 3s2.3p2.(3P).4p  | 4S*   | 3/2  | 3s2.3p2.(3P).6s    | 4P    | 5/2  |   4 - 6   |    |             |              L5883  |
S III     |                282.2061   |                282.2058   |      9 | 2.54e+08  | D    |   172787.26     -    208211.96    | 3s2.3p.4p        | 3P    | 1    | 3s2.3p.4d          | 3P*   | 0    |   3 - 1   |    |  T6066c4,LS |             L11011  |
S II      |                           |                282.579+   |        | 8.01e+06  | D+   |    97890.74     -    133268.68    | 3s.3p4           | 2D    | 3/2  | 3s2.3p2.(3P).4p    | 2P*   | 1/2  |   4 - 2   |    |    T3186c85 |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S III     |                282.5933   |                282.5914   |     13 |           |      |   169771.43     -    205147.80    | 3s2.3p.4p        | 3D    | 1    | 3s2.3p.4d          | 1D*   | 2    |   3 - 5   |    |             |                u22  |
S XI      |                           |                282.7+     |        | 2.76e+06  | D+   |  2555430        -   2590790?      | 2s2.2p.3d        | 3D*   | 3    | 2s.2p2.(4P).3s     | 3P    | 2    |   7 - 5   |    |  T5520c4,LS |                     |
S IV      |                           |                282.73+    |        | 7.80e+04  | E'   |   345239.5      -    380599.1     | 3s.3p.(3P*).4f   | 2F    | 5/2  | 3s.3p.(1P*).4d     | 2D*   | 5/2  |   6 - 6   |    |  T6527c4,LS |                     |
S V       |                           |                282.80+    |        | 4.59e+00  | B+   |   235350.0      -    270700.4     | 3p2              | 1S    | 0    | 3s.3d              | 1D    | 2    |   1 - 5   | E2 |    T7942c84 |                     |
S IV      |                           |                282.91+    |        | 1.64e+06  | E    |   345239.5      -    380576.4     | 3s.3p.(3P*).4f   | 2F    | 5/2  | 3s.3p.(1P*).4d     | 2D*   | 3/2  |   6 - 4   |    |  T6527c4,LS |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S III     |                283.0618   |                283.0614   |      8 | 6.27e+07  | D    |   172787.26     -    208104.89    | 3s2.3p.4p        | 3P    | 1    | 3s2.3p.4d          | 3P*   | 1    |   3 - 3   |    |  T6066c4,LS |             L11011  |
S IV      |                283.1892   |                283.1900   |     10 | 1.71e+08  | D+   |   264067.7      -    299369.3     | 3s.3p.(3P*).4s   | 4P*   | 5/2  | 3s.3p.(3P*).4p     | 4S    | 3/2  |   6 - 4   |    |  T6527c4,LS |                u24  |
S IV      |                283.7575   |                283.7567   |      1 | 1.55e+06  | D    |   345368.1      -    380599.1     | 3s.3p.(3P*).4f   | 2F    | 7/2  | 3s.3p.(1P*).4d     | 2D*   | 5/2  |   8 - 6   |    |  T6527c4,LS |                u24  |
S IV      |                           |                284.14+    |        | 1.66e+07  | D    |   301576.4      -    336760.4     | 3s.3p.(3P*).4p   | 2D    | 5/2  | 3s2.7p             | 2P*   | 3/2  |   6 - 4   |    |  T6527c4,LS |                     |
S II      |                           |                284.401+   |        | 1.21e+05  | E    |   105599.06     -    140750.34    | 3s2.3p2.(3P).3d  | 2P    | 3/2  | 3s2.3p2.(1D).4p    | 2D*   | 3/2  |   4 - 4   |    |    T3186c85 |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S III     |                           |                284.60+    |        | 2.88e+04  | C    |   138066.6      -    173193.14    | 3s.3p3           | 3S*   | 1    | 3s2.3p.4p          | 3P    | 2    |   3 - 5   |    |    T7942c84 |                     |
S II      |                284.7364   |                284.7368   |      9 | 3.30e+06  | D+   |   105599.06     -    140708.89    | 3s2.3p2.(3P).3d  | 2P    | 3/2  | 3s2.3p2.(1D).4p    | 2D*   | 5/2  |   4 - 6   |    |    T3186c85 |              L5883  |
S III     |                284.7696   |                284.7702   |      9 | 6.17e+07  | D    |   172787.26     -    207892.98    | 3s2.3p.4p        | 3P    | 1    | 3s2.3p.4d          | 3P*   | 2    |   3 - 5   |    |  T6066c4,LS |             L11011  |
S III     |                285.6003   |                285.5994   |     17 | 4.94e+08  | D    |   170068.73     -    205072.53    | 3s2.3p.4p        | 3D    | 2    | 3s2.3p.4d          | 3F*   | 3    |   5 - 7   |    |  T6066c4,LS |             L11011  |
S V       |                           |                285.79+    |        | 6.44e-02  | B    |   199967.2      -    234947.1     | 3p2              | 3P    | 0    | 3s.3d              | 3D    | 2    |   1 - 5   | E2 |    T7942c84 |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S V       |                           |                285.80+    |        | 1.93e+00  | C+   |   200370.6      -    235350.0     | 3p2              | 3P    | 1    | 3p2                | 1S    | 0    |   3 - 1   | M1 |    T7942c84 |                     |
S III     |                286.3511   |                286.3511   |    11* | 5.53e+08  | D    |   170650.55     -    205562.46    | 3s2.3p.4p        | 3D    | 3    | 3s2.3p.4d          | 3F*   | 4    |   7 - 9   |    |  T6066c4,LS |             L11011  |
S III     |                286.3511   |                286.3524   |    11* | 1.01e+08  | D    |   173193.14     -    208104.89    | 3s2.3p.4p        | 3P    | 2    | 3s2.3p.4d          | 3P*   | 1    |   5 - 3   |    |  T6066c4,LS |             L11011  |
S IV      |                           |                286.56+    |        | 3.20e+07  | D    |   308939.3      -    343826.2     | 3s.3p.(1P*).4s   | 2P*   | 1/2  | 3s.3p.(1P*).4p     | 2S    | 1/2  |   2 - 2   |    |  T6527c4,LS |                     |
S II      |                           |                286.581+   |        | 2.66e+00  | C+   |    79395.39     -    114279.33    | 3s.3p4           | 4P    | 5/2  | 3s2.3p2.(3P).3d    | 4D    | 7/2  |   6 - 8   | E2 |    T3186c85 |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S II      |                           |                286.978+   |        | 2.63e+00  | C+   |    79395.39     -    114231.04    | 3s.3p4           | 4P    | 5/2  | 3s2.3p2.(3P).3d    | 4D    | 5/2  |   6 - 6   | E2 |    T3186c85 |                     |
S IV      |                287.0261   |                287.0254   |      2 | 6.38e+07  | D+   |   308996.2      -    343826.2     | 3s.3p.(1P*).4s   | 2P*   | 3/2  | 3s.3p.(1P*).4p     | 2S    | 1/2  |   4 - 2   |    |  T6527c4,LS |                u24  |
S VIII    |                           |                287.1+     |        | 1.45e+01  | C+   |  1663533        -   1698357       | 2s2.2p4.(3P).3p  | 4P*   | 5/2  | 2s2.2p4.(3P).3p    | 4S*   | 3/2  |   6 - 4   | M1 |         u29 |                     |
S III     |                287.1971   |                287.1957   |     13 | 4.60e+08  | D    |   169771.43     -    204580.68    | 3s2.3p.4p        | 3D    | 1    | 3s2.3p.4d          | 3F*   | 2    |   3 - 5   |    |  T6066c4,LS |             L11011  |
S II      |                           |                287.230+   |        | 1.56e+00  | C+   |    79395.39     -    114200.54    | 3s.3p4           | 4P    | 5/2  | 3s2.3p2.(3P).3d    | 4D    | 3/2  |   6 - 4   | E2 |    T3186c85 |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S II      |                           |                287.545+   |        | 4.37e-01  | C    |    79395.39     -    114162.30    | 3s.3p4           | 4P    | 5/2  | 3s2.3p2.(3P).3d    | 4D    | 1/2  |   6 - 2   | E2 |    T3186c85 |                     |
S II      |                287.7120   |                287.7118   |      5 |           |      |   121530.02     -    156276.83    | 3s2.3p2.(1D).4s  | 2D    | 5/2  | 3s2.3p2.(1S).4p    | 2P*   | 3/2  |   6 - 4   |    |             |              L5883  |
S III     |                           |                287.93+    |        | 8.16e+04  | C    |   138066.6      -    172787.26    | 3s.3p3           | 3S*   | 1    | 3s2.3p.4p          | 3P    | 1    |   3 - 3   |    |    T7942c84 |                     |
S II      |                288.0493   |                288.0493   |      8 | 3.04e+06  | D+   |   106044.24     -    140750.34    | 3s2.3p2.(3P).3d  | 2P    | 1/2  | 3s2.3p2.(1D).4p    | 2D*   | 3/2  |   2 - 4   |    |    T3186c85 |              L5883  |
S XII     |                           |                288+       |        | 6.73e+06  | C    |  3732000?       -   3766700       | 2s.2p.(3P*).4p   | 2D    | 5/2  | 2s.2p.(3P*).4d     | 2F*   | 5/2  |   6 - 6   |    |  T7192c4,LS |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S III     |                288.1031   |                288.1013   |     14 | 1.78e+08  | D    |   173193.14     -    207892.98    | 3s2.3p.4p        | 3P    | 2    | 3s2.3p.4d          | 3P*   | 2    |   5 - 5   |    |  T6066c4,LS |             L11011  |
S II      |                288.6127   |                288.6130   |      4 |           |      |   121528.72     -    156167.04    | 3s2.3p2.(1D).4s  | 2D    | 3/2  | 3s2.3p2.(1S).4p    | 2P*   | 1/2  |   4 - 2   |    |             |              L5883  |
S V       |                288.6905   |                288.6906   |     4* |           |      |   474476.8      -    509105.8     | 3s.5g            | 1G    | 4    | 3s.6h              | 3H*   | 4    |   9 - 9   |    |             |              L5337  |
S V       |                288.6905   |                288.6906   |     4* |           |      |   474476.8      -    509105.8     | 3s.5g            | 1G    | 4    | 3s.6h              | 3H*   | 5    |   9 - 11  |    |             |              L5337  |
S V       |                288.6905   |                288.6906   |     4* |           |      |   474476.8      -    509105.8     | 3s.5g            | 1G    | 4    | 3s.6h              | 1H*   | 5    |   9 - 11  |    |             |              L5337  |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S V       |                288.9451   |                288.9451   |     3w |           |      |   474507.3      -    509105.8     | 3s.5g            | 3G    | 3    | 3s.6h              | 3H*   | 4    |   7 - 9   |    |             |              L5337  |
S V       |                289.0146   |                289.0145   |    4w* |           |      |   474515.6      -    509105.8     | 3s.5g            | 3G    | 4    | 3s.6h              | 3H*   | 4    |   9 - 9   |    |             |              L5337  |
S V       |                289.0146   |                289.0145   |    4w* |           |      |   474515.6      -    509105.8     | 3s.5g            | 3G    | 4    | 3s.6h              | 3H*   | 5    |   9 - 11  |    |             |              L5337  |
S V       |                289.0146   |                289.0145   |    4w* |           |      |   474515.6      -    509105.8     | 3s.5g            | 3G    | 4    | 3s.6h              | 1H*   | 5    |   9 - 11  |    |             |              L5337  |
S V       |                           |                289.05+    |        | 6.21e-02  | B    |   200370.6      -    234956.0     | 3p2              | 3P    | 1    | 3s.3d              | 3D    | 3    |   3 - 7   | E2 |    T7942c84 |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S V       |                289.0651   |                289.0655   |    5w* |           |      |   474521.7      -    509105.8     | 3s.5g            | 3G    | 5    | 3s.6h              | 1H*   | 5    |  11 - 11  |    |             |              L5337  |
S V       |                289.0651   |                289.0655   |    5w* |           |      |   474521.7      -    509105.8     | 3s.5g            | 3G    | 5    | 3s.6h              | 3H*   | 4    |  11 - 9   |    |             |              L5337  |
S V       |                289.0651   |                289.0655   |    5w* |           |      |   474521.7      -    509105.8     | 3s.5g            | 3G    | 5    | 3s.6h              | 3H*   | 5    |  11 - 11  |    |             |              L5337  |
S V       |                289.0651   |                289.0655   |    5w* |           |      |   474521.7      -    509105.8     | 3s.5g            | 3G    | 5    | 3s.6h              | 3H*   | 6    |  11 - 13  |    |             |              L5337  |
S V       |                           |                289.13+    |        | 1.47e-02  | B    |   200370.6      -    234947.1     | 3p2              | 3P    | 1    | 3s.3d              | 3D    | 2    |   3 - 5   | E2 |    T7942c84 |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S V       |                           |                289.18+    |        | 1.36e-01  | B    |   200370.6      -    234941.5     | 3p2              | 3P    | 1    | 3s.3d              | 3D    | 1    |   3 - 3   | E2 |    T7942c84 |                     |
S III     |                           |                289.22+    |        | 3.66e+05  | C    |   138066.6      -    172632.79    | 3s.3p3           | 3S*   | 1    | 3s2.3p.4p          | 3P    | 0    |   3 - 1   |    |    T7942c84 |                     |
S IV      |                289.2483   |                289.2486   |     10 | 8.55e+07  | D+   |   263448.1      -    298010.3     | 3s.3p.(3P*).4s   | 4P*   | 3/2  | 3s.3p.(3P*).4p     | 4P    | 5/2  |   4 - 6   |    |  T6527c4,LS |                u24  |
S III     |                289.6711   |                289.6698   |      9 | 8.34e+07  | D    |   170068.73     -    204580.68    | 3s2.3p.4p        | 3D    | 2    | 3s2.3p.4d          | 3F*   | 2    |   5 - 5   |    |  T6066c4,LS |             L11011  |
S IV      |                289.8092   |                289.8079   |     10 | 1.18e+08  | D+   |   263097.1      -    297592.7     | 3s.3p.(3P*).4s   | 4P*   | 1/2  | 3s.3p.(3P*).4p     | 4P    | 3/2  |   2 - 4   |    |  T6527c4,LS |                u24  |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S II      |                           |                290.244+   |        | 1.84e+00  | C+   |    79756.83     -    114200.54    | 3s.3p4           | 4P    | 3/2  | 3s2.3p2.(3P).3d    | 4D    | 3/2  |   4 - 4   | E2 |    T3186c85 |                     |
S III     |                290.4266   |                290.4270   |      9 | 5.90e+07  | D    |   170650.55     -    205072.53    | 3s2.3p.4p        | 3D    | 3    | 3s2.3p.4d          | 3F*   | 3    |   7 - 7   |    |  T6066c4,LS |             L11011  |
S II      |                           |                290.566+   |        | 3.95e+00  | C+   |    79756.83     -    114162.30    | 3s.3p4           | 4P    | 3/2  | 3s2.3p2.(3P).3d    | 4D    | 1/2  |   4 - 2   | E2 |    T3186c85 |                     |
S V       |                           |                290.7*     |        | 5.97e+08  | D+   |   473926.0      -    508310       | 3s.5f            | 3F*   | 2    | 3s.6g              | 3G    | 3    |   5 - 7   |    |  T6298c4,LS |                     |
S V       |                           |                290.8*     |        | 6.08e+08  | D+   |   473926.5      -    508310       | 3s.5f            | 3F*   | 3    | 3s.6g              | 3G    | 4    |   7 - 9   |    |  T6298c4,LS |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S V       |                           |                290.8*     |        | 5.22e+07  | D    |   473926.5      -    508310       | 3s.5f            | 3F*   | 3    | 3s.6g              | 3G    | 3    |   7 - 7   |    |  T6298c4,LS |                     |
S V       |                           |                290.8*     |        | 6.51e+08  | D+   |   473929.5      -    508310       | 3s.5f            | 3F*   | 4    | 3s.6g              | 3G    | 5    |   9 - 11  |    |  T6298c4,LS |                     |
S V       |                           |                290.8*     |        | 4.06e+07  | D    |   473929.5      -    508310       | 3s.5f            | 3F*   | 4    | 3s.6g              | 3G    | 4    |   9 - 9   |    |  T6298c4,LS |                     |
S V       |                           |                290.8*     |        | 7.96e+05  | E'   |   473929.5      -    508310       | 3s.5f            | 3F*   | 4    | 3s.6g              | 3G    | 3    |   9 - 7   |    |  T6298c4,LS |                     |
S III     |                290.9506   |                290.9499   |     11 | 1.84e+08  | B+   |   148398.97     -    182759.09    | 3s2.3p.4s        | 1P*   | 1    | 3s2.3p.4p          | 1S    | 0    |   3 - 1   |    |    T7942c84 |             L11011  |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S V       |                           |                290.97+    |        | 4.55e+04  | D+   |   311595.1      -    345953.0     | 3s.4s            | 3S    | 1    | 3p.3d              | 3P*   | 0    |   3 - 1   |    |    T7942c84 |                     |
S III     |                291.0823   |                291.0811   |     12 | 3.28e+08  | D    |   176984.44     -    211329.07    | 3s2.3p.4p        | 1D    | 2    | 3s2.3p.5s          | 1P*   | 1    |   5 - 3   |    |     T6066c4 |             L11011  |
S IV      |                291.4607   |                291.4598   |      5 | 4.64e+07  | D+   |   263097.1      -    297397.1     | 3s.3p.(3P*).4s   | 4P*   | 1/2  | 3s.3p.(3P*).4p     | 4P    | 1/2  |   2 - 2   |    |  T6527c4,LS |                u24  |
S II      |                           |                291.988+   |        | 1.02e+00  | C    |    79962.61     -    114200.54    | 3s.3p4           | 4P    | 1/2  | 3s2.3p2.(3P).3d    | 4D    | 3/2  |   2 - 4   | E2 |    T3186c85 |                     |
S V       |                           |                292.28+    |        | 2.94e-01  | B    |   201146.0      -    235350.0     | 3p2              | 3P    | 2    | 3p2                | 1S    | 0    |   5 - 1   | E2 |    T7942c84 |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S II      |                292.2798   |                292.2801   |      5 |           |      |   133268.68     -    167472.42    | 3s2.3p2.(3P).4p  | 2P*   | 1/2  | 3s2.3p2.(1D).4d    | 2D    | 3/2  |   2 - 4   |    |             |              L5883  |
S III     |                292.5319   |                292.5322   |     10 | 2.83e+08  | D    |   174037.69     -    208211.96    | 3s2.3p.4p        | 3S    | 1    | 3s2.3p.4d          | 3P*   | 0    |   3 - 1   |    |  T6066c4,LS |             L11011  |
S III     |                292.6125   |                292.6126   |     16 | 5.06e+08  | D    |   176984.44     -    211149.32    | 3s2.3p.4p        | 1D    | 2    | 3s2.3p.4d          | 1F*   | 3    |   5 - 7   |    |     T6066c4 |             L11011  |
S IV      |                292.7862   |                292.7873   |     10 | 3.66e+07  | D+   |   263448.1      -    297592.7     | 3s.3p.(3P*).4s   | 4P*   | 3/2  | 3s.3p.(3P*).4p     | 4P    | 3/2  |   4 - 4   |    |  T6527c4,LS |                u24  |
S IV      |                           |                292.96+    |        | 1.07e+08  | D+   |   311500.6      -    345624.7     | 3s2.6s           | 2S    | 1/2  | 3s.3p.(3P*).4d     | 2P*   | 1/2  |   2 - 2   |    |  T6527c4,LS |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S V       |                           |                293.02+    |        | 3.89e+04  | C    |   311595.1      -    345712.8     | 3s.4s            | 3S    | 1    | 3p.3d              | 3P*   | 1    |   3 - 3   |    |    T7942c84 |                     |
S II      |                293.1144   |                293.1142   |      6 |           |      |   133399.97     -    167506.39    | 3s2.3p2.(3P).4p  | 2P*   | 3/2  | 3s2.3p2.(1D).4d    | 2D    | 5/2  |   4 - 6   |    |             |              L5883  |
S III     |                293.4535   |                293.4516   |     13 | 2.81e+08  | D    |   174037.69     -    208104.89    | 3s2.3p.4p        | 3S    | 1    | 3s2.3p.4d          | 3P*   | 1    |   3 - 3   |    |  T6066c4,LS |             L11011  |
S VI      |                           |                293.7+     |        | 8.67e+07  | A    |   627287        -    661327       | 2p6.7d           | 2D    | 5/2  | 2p6.9f             | 2F*   | 7/2  |   6 - 8   |    |    T7942c84 |                     |
S VI      |                           |                293.7+     |        | 8.09e+07  | A    |   627287        -    661327       | 2p6.7d           | 2D    | 3/2  | 2p6.9f             | 2F*   | 5/2  |   4 - 6   |    |    T7942c84 |                     |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
S VI      |                           |                293.7+     |        | 5.79e+06  | B+   |   627287        -    661327       | 2p6.7d           | 2D    | 5/2  | 2p6.9f             | 2F*   | 5/2  |   6 - 6   |    |    T7942c84 |                     |
S IV      |                           |                294.29+    |        | 2.62e+06  | D    |   303337.8      -    337308.1     | 3s2.5d           | 2D    | 3/2  | 3s.3p.(3P*).4d     | 2D*   | 5/2  |   4 - 6   |    |  T6527c4,LS |                     |
S IV      |                294.4729   |                294.4734   |     10 | 2.24e+08  | D+   |   263448.1      -    297397.1     | 3s.3p.(3P*).4s   | 4P*   | 3/2  | 3s.3p.(3P*).4p     | 4P    | 1/2  |   4 - 2   |    |  T6527c4,LS |                u24  |
S IV      |                294.5303   |                294.5281   |     13 | 1.89e+08  | C    |   264067.7      -    298010.3     | 3s.3p.(3P*).4s   | 4P*   | 5/2  | 3s.3p.(3P*).4p     | 4P    | 5/2  |   6 - 6   |    |  T6527c4,LS |                u24  |
S III     |                294.6343   |                294.6372   |      1 | 2.24e+06  | E'   |   170650.55     -    204580.68    | 3s2.3p.4p        | 3D    | 3    | 3s2.3p.4d          | 3F*   | 2    |   7 - 5   |    |  T6066c4,LS |             L11011  |
          |                           |                           |        |           |      |                                   |                  |       |      |                    |       |      |           |    |             |                     |
