[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
V (all spectra): 1310 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 12000
Query NIST Bibliographic Databases for
V (new window)
V Energy Levels
V Line Wavelengths and Classification
V Transition Probabilities
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                Observed  |                  Ritz    |  Rel. |    Aki    | Acc. |          Ei           Ek          |             Lower level             |              Upper level               |  gi   gk  |Type|         TP  |          Line  |
          |               Wavelength |               Wavelength |  Int. |    s^-1   |      |        (cm-1)       (cm-1)        |-------------------------------------|----------------------------------------|           |    |        Ref. |          Ref.  |
          |                Air (nm)  |                Air (nm)  |  (?)  |           |      |                                   | Conf.                | Term  | J    | Conf.                  | Term   | J    |           |    |             |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V IV      |                305.5864  |                305.59+   |     5 | 5.9e+07   | D    |   223033.0      -    255747.6     | 3p6.3d.4d            | 3F    | 3    | 3p6.3d.5p              | 3F*    | 3    |   7 - 7   |    |       T2757 |        L11926  |
V I       |                305.633   |                305.6333  |  1200 | 1.3e+08   | C    |      137.38     -     32846.82    | 3d3.4s2              | a 4F  | 5/2  | 3d3.(4F).4s.4p.(1P*)   | w 4F*  | 5/2  |   6 - 6   |    |       T509n |         L3475  |
V IV      |                306.0146  |                306.01+   |     5 | 5.7e+07   | D    |   222794.6      -    255463.3     | 3p6.3d.4d            | 3F    | 2    | 3p6.3d.5p              | 3F*    | 2    |   5 - 5   |    |       T2757 |        L11926  |
V I       |                306.046   |                306.0455  |  1400 | 1.4e+08   | C    |      323.46     -     32988.84    | 3d3.4s2              | a 4F  | 7/2  | 3d3.(4F).4s.4p.(1P*)   | w 4F*  | 7/2  |   8 - 8   |    |       T509n |         L3475  |
V I       |                          |                306.0922  |       | 3.9e+05   | C    |        0.00     -     32660.40    | 3d3.4s2              | a 4F  | 3/2  | 3d3.(2P).4s.4p.(3P*)   | x 4D*  | 5/2  |   4 - 6   |    |       T284n |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V II      |                306.325   |                306.3256  |   140 | 1.0e+08   | D    |    20242.37     -     52877.89    | 3d3.(2H).4s          | b 3H  | 4    | 3d3.(2H).4p            | z 3I*  | 5    |   9 - 11  |    |      T4961n |         L3475  |
V I       |                          |                306.3720  |       | 3.8e+06   | C    |      137.38     -     32767.95    | 3d3.4s2              | a 4F  | 5/2  | 3d3.(4P).4s.4p.(3P*)   | z 2P*  | 3/2  |   6 - 4   |    |       T284n |                |
V I       |                306.638   |                306.6373  |  2400 | 2.1e+08   | C    |      552.96     -     33155.30    | 3d3.4s2              | a 4F  | 9/2  | 3d3.(4F).4s.4p.(1P*)   | w 4F*  | 9/2  |  10 - 10  |    |       T509n |         L3475  |
V I       |                          |                306.6523  |       | 3.2e+07   | C    |      137.38     -     32738.13    | 3d3.4s2              | a 4F  | 5/2  | 3d3.(4F).4s.4p.(1P*)   | w 4F*  | 3/2  |   6 - 4   |    |       T284n |                |
V II      |                306.712   |                          |   200 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V IV      |                306.785   |                306.79+   |       | 2.6e+07   | D    |   255146.8      -    287733.4     | 3p6.3d.5p            | 3D*   | 2    | 3p6.3d.5d              | 3P     | 2    |   5 - 5   |    |       T2757 |        L11926  |
V I       |                306.964   |                306.9649  |   140 | 1.0e+07   | C    |      323.46     -     32891.01    | 3d3.4s2              | a 4F  | 7/2  | 3d3.(2P).4s.4p.(3P*)   | x 4D*  | 7/2  |   8 - 8   |    |       T509n |         L3475  |
V I       |                307.382   |                          |   170 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V I       |                307.527   |                          |   100 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V I       |                          |                307.5932  |       | 2.8e+07   | C    |     9637.03     -     42138.06    | 3d3.4s2              | a 4P  | 3/2  | 3d3.(4P).4s.4p.(1P*)   | r 4D*  | 5/2  |   4 - 6   |    |       T284n |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V IV      |                307.7476  |                307.75+   |    15 | 9.1e+07   | D    |   225804.1      -    258288.8     | 3p6.3d.4d            | 1D    | 2    | 3p6.3d.5p              | 1P*    | 1    |   5 - 3   |    |       T2757 |        L11926  |
V I       |                          |                308.0145  |       | 6.1e+05   | C    |        0.00     -     32456.58    | 3d3.4s2              | a 4F  | 3/2  | 3d3.(2P).4s.4p.(3P*)   | x 4D*  | 3/2  |   4 - 4   |    |       T284n |                |
V I       |                          |                308.0330  |       | 2.7e+07   | C    |     9544.63     -     41999.26    | 3d3.4s2              | a 4P  | 1/2  | 3d3.(4P).4s.4p.(1P*)   | r 4D*  | 3/2  |   2 - 4   |    |       T284n |                |
V I       |                308.211   |                308.2110  |   150 | 2.1e+07   | C    |      552.96     -     32988.84    | 3d3.4s2              | a 4F  | 9/2  | 3d3.(4F).4s.4p.(1P*)   | w 4F*  | 7/2  |  10 - 8   |    |       T284n |         L3475  |
V I       |                          |                308.3540  |       | 2.5e+07   | C    |     9824.61     -     42245.45    | 3d3.4s2              | a 4P  | 5/2  | 3d3.(4P).4s.4p.(1P*)   | r 4D*  | 7/2  |   6 - 8   |    |       T284n |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V IV      |                308.436   |                308.43+   |     1 |           |      |   223033.0      -    255445.5     | 3p6.3d.4d            | 3F    | 3    | 3p6.3d.5p              | 3D*    | 3    |   7 - 7   |    |             |        L11926  |
V I       |                          |                308.7063  |       | 9.2e+07   | C    |     9544.63     -     41928.48    | 3d3.4s2              | a 4P  | 1/2  | 3d3.(4P).4s.4p.(1P*)   | r 4D*  | 1/2  |   2 - 2   |    |       T284n |                |
V I       |                          |                308.8108  |       | 4.9e+07   | C    |     9637.03     -     42009.92    | 3d3.4s2              | a 4P  | 3/2  | 3d3.(4P).4s.4p.(1P*)   | v 4P*  | 5/2  |   4 - 6   |    |       T284n |                |
V I       |                          |                308.9125  |       | 5.3e+07   | C    |     9637.03     -     41999.26    | 3d3.4s2              | a 4P  | 3/2  | 3d3.(4P).4s.4p.(1P*)   | r 4D*  | 3/2  |   4 - 4   |    |       T284n |                |
V I       |                          |                309.1435  |       | 1.4e+06   | C    |      552.96     -     32891.01    | 3d3.4s2              | a 4F  | 9/2  | 3d3.(2P).4s.4p.(3P*)   | x 4D*  | 7/2  |  10 - 8   |    |       T284n |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V I       |                          |                309.1541  |       | 8.6e+05   | C    |      323.46     -     32660.40    | 3d3.4s2              | a 4F  | 7/2  | 3d3.(2P).4s.4p.(3P*)   | x 4D*  | 5/2  |   8 - 6   |    |       T284n |                |
V V       |                309.2641  |                309.264+  |     4 |           |      |   417699.10     -    450024.54    | 3p6.5f               | 2F*   | 5/2  | 3p6.6g                 | 2G     | 7/2  |   6 - 8   |    |             |        L11926  |
V II      |                309.311   |                          |  3800 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V I       |                          |                309.3238  |       | 3.8e+05   | C    |      137.38     -     32456.58    | 3d3.4s2              | a 4F  | 5/2  | 3d3.(2P).4s.4p.(3P*)   | x 4D*  | 3/2  |   6 - 4   |    |       T284n |                |
V I       |                          |                309.3788  |       | 4.1e+07   | C    |     9824.61     -     42138.06    | 3d3.4s2              | a 4P  | 5/2  | 3d3.(4P).4s.4p.(1P*)   | r 4D*  | 5/2  |   6 - 6   |    |       T284n |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V II      |                309.420   |                          |   200 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V I       |                          |                309.4694  |       | 4.3e+07   | C    |     9544.63     -     41848.63    | 3d3.4s2              | a 4P  | 1/2  | 3d3.(4P).4s.4p.(1P*)   | v 4P*  | 3/2  |   2 - 4   |    |       T284n |                |
V IV      |                309.6226  |                309.62+   |     2 | 9.4e+07   | D    |   255445.5      -    287733.4     | 3p6.3d.5p            | 3D*   | 3    | 3p6.3d.5d              | 3P     | 2    |   7 - 5   |    |       T2757 |        L11926  |
V II      |                310.094   |                310.0934  |   180 | 5.8e+07   | D    |    16340.97     -     48579.96    | 3d3.(2G).4s          | b 3G  | 3    | 3d3.(2G).4p            | y 3G*  | 3    |   7 - 7   |    |      T4961n |         L3475  |
V X       |                          |                310.15    |       | 1.8e+01   | E    |   222104        -    254337       | 3s.3p3               | 3D*   | 3    | 3s.3p3                 | 3P*    | 2    |   7 - 5   | M1 |    T4830c21 |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V X       |                          |                310.15    |       | 1.5e+00   | D    |   222104        -    254337       | 3s.3p3               | 3D*   | 3    | 3s.3p3                 | 3P*    | 2    |   7 - 5   | E2 |    T4830c21 |                |
V II      |                310.230   |                          |  3000 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V IV      |                311.0416  |                311.04+   |    30 | 1.6e+08   | D    |   223304.6      -    255445.5     | 3p6.3d.4d            | 3F    | 4    | 3p6.3d.5p              | 3D*    | 3    |   9 - 7   |    |       T2757 |        L11926  |
V II      |                311.071   |                          |  2600 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V I       |                          |                311.2917  |       | 5.0e+07   | C    |     9637.03     -     41751.93    | 3d3.4s2              | a 4P  | 3/2  | 3d3.(4P).4s.4p.(1P*)   | v 4P*  | 1/2  |   4 - 2   |    |       T284n |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V IV      |                311.3022  |                311.30+   |    25 | 1.4e+08   | D    |   223033.0      -    255146.8     | 3p6.3d.4d            | 3F    | 3    | 3p6.3d.5p              | 3D*    | 2    |   7 - 5   |    |       T2757 |        L11926  |
V II      |                          |                311.3566  |       | 5.0e+07   | D    |    23391.14     -     55499.34    | 3d3.(2H).4s          | a 1H  | 5    | 3d3.(2H).4p            | y 1H*  | 5    |  11 - 11  |    |      T4961n |                |
V II      |                311.838   |                          |  2000 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V X       |                          |                311.99    |       | 1.3e+00   | D    |   222104        -    254147       | 3s.3p3               | 3D*   | 3    | 3s.3p3                 | 3P*    | 1    |   7 - 3   | E2 |    T4830c21 |                |
V II      |                312.114   |                          |   380 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V IV      |                312.1304  |                312.12+   |    10 | 1.7e+08   | D    |   222794.6      -    254824.1     | 3p6.3d.4d            | 3F    | 2    | 3p6.3d.5p              | 3D*    | 1    |   5 - 3   |    |       T2757 |        L11926  |
V II      |                312.290   |                312.2908  |   150 | 7.6e+07   | D    |    23391.14     -     55403.30    | 3d3.(2H).4s          | a 1H  | 5    | 3d3.(2H).4p            | z 1I*  | 6    |  11 - 13  |    |      T4961n |         L3475  |
V II      |                312.528   |                          |  1500 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V II      |                312.622   |                          |   260 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V II      |                313.027   |                          |   530 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V II      |                313.333   |                          |   410 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V II      |                313.493   |                313.4933  |   210 | 5.9e+07   | D    |    20363.23     -     52252.60    | 3d3.(2H).4s          | b 3H  | 6    | 3d3.(2H).4p            | y 3H*  | 6    |  13 - 13  |    |      T4961n |         L3475  |
V IV      |                313.5192  |                313.52+   |    20 |           |      |   225804.1      -    257690.8     | 3p6.3d.4d            | 1D    | 2    | 3p6.3d.5p              | 1F*    | 3    |   5 - 7   |    |             |        L11926  |
V II      |                313.651   |                313.6530  |   150 | 5.3e+07   | D    |    20280.23     -     52153.36    | 3d3.(2H).4s          | b 3H  | 5    | 3d3.(2H).4p            | y 3H*  | 5    |  11 - 11  |    |      T4961n |         L3475  |
V II      |                313.974   |                313.9749  |   150 | 5.2e+07   | D    |    20242.37     -     52082.82    | 3d3.(2H).4s          | b 3H  | 4    | 3d3.(2H).4p            | y 3H*  | 4    |   9 - 9   |    |      T4961n |         L3475  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V V       |                313.994   |                314.002+  |     8 |           |      |   418187.47     -    450025.20    | 3p6.5f               | 2F*   | 7/2  | 3p6.6g                 | 2G     | 9/2  |   8 - 10  |    |             |        L11926  |
V II      |                314.248   |                          |   200 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V II      |                314.534   |                          |   150 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V II      |                          |                315.1317  |       | 4.4e+07   | D    |    20522.11     -     52245.69    | 3d3.(a 2D).4s        | b 3D  | 1    | 3d3.(a 2D).4p          | x 3F*  | 2    |   3 - 5   |    |      T4961n |                |
V XX      |                          |                315.37    |       | 3.53e+02  | C    |   856900        -    888600       | 1s2.2p2              | 3P    | 1    | 1s2.2p2                | 3P     | 2    |   3 - 5   | M1 |       T4009 |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V IV      |                          |                317.340   |       | 8.1e+00   | E    |    10959.3      -     42462.1     | 3p6.3d2              | 1D    | 2    | 3p6.3d2                | 1S     | 0    |   5 - 1   | E2 |       T1610 |                |
V I       |                318.341   |                318.3410  |  3200 | 2.4e+08   | C+   |      137.38     -     31541.15    | 3d3.4s2              | a 4F  | 5/2  | 3d3.(4F).4s.4p.(1P*)   | x 4G*  | 7/2  |   6 - 8   |    |       T4902 |         L3475  |
V I       |                318.398   |                318.3970  |  5300 | 2.5e+08   | C    |      323.46     -     31721.71    | 3d3.4s2              | a 4F  | 7/2  | 3d3.(4F).4s.4p.(1P*)   | x 4G*  | 9/2  |   8 - 10  |    |       T4902 |         L3475  |
V I       |                          |                318.4013  |       | 2.4e+08   | C+   |        0.00     -     31397.83    | 3d3.4s2              | a 4F  | 3/2  | 3d3.(4F).4s.4p.(1P*)   | x 4G*  | 5/2  |   4 - 6   |    |       T4902 |                |
V I       |                318.540   |                318.5384  |  3800 | 2.7e+08   | C    |      552.96     -     31937.27    | 3d3.4s2              | a 4F  | 9/2  | 3d3.(4F).4s.4p.(1P*)   | x 4G*  | 11/2 |  10 - 12  |    |       T4902 |         L3475  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V II      |                318.771   |                          |   410 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V II      |                318.851   |                          |   530 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V II      |                319.068   |                319.0679  |   750 | 3.3e+07   | D    |     9097.81     -     40430.04    | 3d3.(4F).4s          | a 3F  | 4    | 3d3.(4F).4p            | z 3F*  | 4    |   9 - 9   |    |      T4961n |         L3475  |
V I       |                319.801   |                319.8006  |   530 | 3.9e+07   | C+   |      137.38     -     31397.83    | 3d3.4s2              | a 4F  | 5/2  | 3d3.(4F).4s.4p.(1P*)   | x 4G*  | 5/2  |   6 - 6   |    |       T4902 |         L3475  |
V I       |                320.238   |                320.2387  |   750 | 4.0e+07   | C    |      323.46     -     31541.15    | 3d3.4s2              | a 4F  | 7/2  | 3d3.(4F).4s.4p.(1P*)   | x 4G*  | 7/2  |   8 - 8   |    |       T4902 |         L3475  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V I       |                          |                320.4187  |       | 6.5e+05   | C    |        0.00     -     31200.15    | 3d3.4s2              | a 4F  | 3/2  | 3d3.(2G).4s.4p.(3P*)   | x 4F*  | 3/2  |   4 - 4   |    |       T284n |                |
V I       |                320.558   |                320.5574  |   450 | 1.3e+08   | C    |    10892.51     -     42079.16    | 3d3.4s2              | a 2G  | 7/2  |                        | u 2H*  | 9/2  |   8 - 10  |    |       T284n |         L3475  |
V I       |                320.741   |                320.7415  |   450 | 2.6e+07   | C    |      552.96     -     31721.71    | 3d3.4s2              | a 4F  | 9/2  | 3d3.(4F).4s.4p.(1P*)   | x 4G*  | 9/2  |  10 - 10  |    |       T4902 |         L3475  |
V I       |                321.243   |                321.2429  |   410 | 1.4e+08   | C    |    11100.59     -     42220.69    | 3d3.4s2              | a 2G  | 9/2  |                        | u 2H*  | 11/2 |  10 - 12  |    |       T284n |         L3475  |
V I       |                          |                321.5369  |       | 6.2e+05   | C    |      137.38     -     31229.03    | 3d3.4s2              | a 4F  | 5/2  | 3d3.(2G).4s.4p.(3P*)   | x 4F*  | 5/2  |   6 - 6   |    |       T284n |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V II      |                321.711   |                          |   210 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V I       |                          |                321.7157  |       | 1.3e+06   | C    |      323.46     -     31397.83    | 3d3.4s2              | a 4F  | 7/2  | 3d3.(4F).4s.4p.(1P*)   | x 4G*  | 5/2  |   8 - 6   |    |       T4902 |                |
V I       |                          |                321.8863  |       | 3.5e+07   | C    |    10892.51     -     41950.41    | 3d3.4s2              | a 2G  | 7/2  | 3d4.(3D).4p            | u 2F*  | 5/2  |   8 - 6   |    |       T284n |                |
V I       |                          |                322.6104  |       | 7.0e+05   | C    |      552.96     -     31541.15    | 3d3.4s2              | a 4F  | 9/2  | 3d3.(4F).4s.4p.(1P*)   | x 4G*  | 7/2  |  10 - 8   |    |      T4902n |                |
V IV      |                322.7507  |                322.75+   |    15 | 2.9e+08   | D    |   254824.1      -    285798.9     | 3p6.3d.5p            | 3D*   | 1    | 3p6.3d.5d              | 3F     | 2    |   3 - 5   |    |       T2757 |        L11926  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V IV      |                322.992   |                322.99+   |       |           |      |   256781.8      -    287733.4     | 3p6.3d.5p            | 3P*   | 1    | 3p6.3d.5d              | 3P     | 2    |   3 - 5   |    |             |        L11926  |
V I       |                          |                323.0644  |       | 6.2e+05   | C    |      323.46     -     31268.11    | 3d3.4s2              | a 4F  | 7/2  | 3d3.(2G).4s.4p.(3P*)   | x 4F*  | 7/2  |   8 - 8   |    |       T284n |                |
V I       |                          |                323.3186  |       | 3.2e+07   | C    |    11100.59     -     42020.91    | 3d3.4s2              | a 2G  | 9/2  | 3d4.(3D).4p            | u 2F*  | 7/2  |  10 - 8   |    |       T284n |                |
V IV      |                323.4251  |                323.43+   |    20 | 2.9e+08   | D    |   255146.8      -    286056.9     | 3p6.3d.5p            | 3D*   | 2    | 3p6.3d.5d              | 3F     | 3    |   5 - 7   |    |       T2757 |        L11926  |
V II      |                323.787   |                323.7876  |   150 | 2.6e+07   | D    |    16421.51     -     47297.04    | 3d3.(2G).4s          | b 3G  | 4    | 3d3.(2G).4p            | z 3H*  | 5    |   9 - 11  |    |      T4961n |         L3475  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V XXIII   |                          |                324.1     |       | 3.80e+06  | A    |(51947810)       - (51978660)      | 3p                   | 2P*   | 1/2  | 3d                     | 2D     | 3/2  |   2 - 4   |    | T7228extrap |        L11926  |
V IV      |                324.1460  |                324.15+   |    40 | 3.7e+08   | D    |   255445.5      -    286286.5     | 3p6.3d.5p            | 3D*   | 3    | 3p6.3d.5d              | 3F     | 4    |   7 - 9   |    |       T2757 |        L11926  |
V I       |                          |                324.9564  |       | 6.9e+05   | C    |      552.96     -     31317.44    | 3d3.4s2              | a 4F  | 9/2  | 3d3.(2G).4s.4p.(3P*)   | x 4F*  | 9/2  |  10 - 10  |    |       T284n |                |
V II      |                          |                325.0774  |       | 5.2e+07   | D    |    23391.14     -     54144.17    | 3d3.(2H).4s          | a 1H  | 5    | 3d3.(2H).4p            | y 1G*  | 4    |  11 - 9   |    |      T4961n |                |
V II      |                          |                325.1867  |       | 3.5e+07   | D    |    20343.01     -     51085.71    | 3d3.(4P).4s          | c 3P  | 2    | 3d3.(2P).4p            | y 3D*  | 3    |   5 - 7   |    |      T4961n |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V II      |                325.477   |                          |   140 |           |      |                                   |                      |       |      |                        |        |      |           |    |             |         L3475  |
V I       |                          |                325.4784  |       | 1.5e+05   | C    |      552.96     -     31268.11    | 3d3.4s2              | a 4F  | 9/2  | 3d3.(2G).4s.4p.(3P*)   | x 4F*  | 7/2  |  10 - 8   |    |       T284n |                |
V I       |                326.324   |                326.3237  |   140 | 7.1e+06   | C    |        0.00     -     30635.59    | 3d3.4s2              | a 4F  | 3/2  | 3d3.(2G).4s.4p.(3P*)   | y 4G*  | 5/2  |   4 - 6   |    |       T284n |         L3475  |
V II      |                326.770   |                326.7690  |  1100 | 7.5e+07   | D    |     8640.21     -     39234.05    | 3d3.(4F).4s          | a 3F  | 2    | 3d3.(4F).4p            | z 3G*  | 3    |   5 - 7   |    |      T4961n |         L3475  |
V IV      |                326.8077  |                326.81+   |    15 | 2.7e+08   | D    |   257143.2      -    287733.4     | 3p6.3d.5p            | 3P*   | 2    | 3p6.3d.5d              | 3P     | 2    |   5 - 5   |    |       T2757 |        L11926  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V II      |                327.112   |                327.1119  |   900 | 6.9e+07   | D    |     8841.97     -     39403.74    | 3d3.(4F).4s          | a 3F  | 3    | 3d3.(4F).4p            | z 3G*  | 4    |   7 - 9   |    |      T4961n |         L3475  |
V I       |                          |                327.1633  |       | 4.8e+06   | C    |      137.38     -     30694.35    | 3d3.4s2              | a 4F  | 5/2  | 3d3.(2G).4s.4p.(3P*)   | y 4G*  | 7/2  |   6 - 8   |    |       T284n |                |
V I       |                          |                327.3010  |       | 2.7e+07   | C    |    10892.51     -     41436.62    | 3d3.4s2              | a 2G  | 7/2  | 3d4.(a 3F).4p          | t 2G*  | 7/2  |   8 - 8   |    |       T284n |                |
V IV      |                327.4931  |                327.49+   |     5 | 3.3e+07   | D    |   226617.1      -    257143.2     | 3p6.3d.4d            | 3P    | 1    | 3p6.3d.5p              | 3P*    | 2    |   3 - 5   |    |       T2757 |        L11926  |
V II      |                327.612   |                327.6117  |   750 | 5.2e+07   | D    |     9097.81     -     39612.96    | 3d3.(4F).4s          | a 3F  | 4    | 3d3.(4F).4p            | z 3G*  | 5    |   9 - 11  |    |      T4961n |         L3475  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V I       |                          |                327.7936  |       | 6.8e+05   | C    |      137.38     -     30635.59    | 3d3.4s2              | a 4F  | 5/2  | 3d3.(2G).4s.4p.(3P*)   | y 4G*  | 5/2  |   6 - 6   |    |       T284n |                |
V II      |                327.984   |                327.9849  |   110 | 5.8e+07   | D    |    19112.93     -     49593.36    | 3d3.(2G).4s          | b 1G  | 4    | 3d3.(2G).4p            | z 1H*  | 5    |   9 - 11  |    |      T4961n |         L3475  |
V I       |                          |                328.3313  |       | 3.7e+06   | C    |      323.46     -     30771.73    | 3d3.4s2              | a 4F  | 7/2  | 3d3.(2G).4s.4p.(3P*)   | y 4G*  | 9/2  |   8 - 10  |    |       T284n |                |
V I       |                          |                328.4357  |       | 2.8e+07   | C    |    11100.59     -     41539.18    | 3d3.4s2              | a 2G  | 9/2  | 3d4.(a 3F).4p          | t 2G*  | 9/2  |  10 - 10  |    |       T284n |                |
V IV      |                328.4560  |                328.46+   |    50 | 5.3e+08   | D    |   257690.8      -    288127.6     | 3p6.3d.5p            | 1F*   | 3    | 3p6.3d.5d              | 1G     | 4    |   7 - 9   |    |       T2757 |   L147,L11926  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V I       |                          |                329.1678  |       | 3.9e+05   | C    |      323.46     -     30694.35    | 3d3.4s2              | a 4F  | 7/2  | 3d3.(2G).4s.4p.(3P*)   | y 4G*  | 7/2  |   8 - 8   |    |       T284n |                |
V IV      |                329.4259  |                329.43+   |    40 | 9.3e+07   | D    |   226796.3      -    257143.2     | 3p6.3d.4d            | 3P    | 2    | 3p6.3d.5p              | 3P*    | 2    |   5 - 5   |    |       T2757 |        L11926  |
V IV      |                329.5501  |                329.55+   |    10 | 1.5e+08   | D    |   255463.3      -    285798.9     | 3p6.3d.5p            | 3F*   | 2    | 3p6.3d.5d              | 3F     | 2    |   5 - 5   |    |       T2757 |        L11926  |
V I       |                329.814   |                329.8149  |   140 | 2.0e+06   | C    |      552.96     -     30864.27    | 3d3.4s2              | a 4F  | 9/2  | 3d3.(2G).4s.4p.(3P*)   | y 4G*  | 11/2 |  10 - 12  |    |       T284n |         L3475  |
V IV      |                329.8371  |                329.84+   |    20 | 1.7e+08   | D    |   255747.6      -    286056.9     | 3p6.3d.5p            | 3F*   | 3    | 3p6.3d.5d              | 3F     | 3    |   7 - 7   |    |       T2757 |        L11926  |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V I       |                          |                329.9085  |       | 1.5e+07   | C    |     9544.63     -     39847.34    | 3d3.4s2              | a 4P  | 1/2  | 3d4.(a 3P).4p          | x 4S*  | 3/2  |   2 - 4   |    |       T284n |                |
V IV      |                330.3719  |                330.37+   |     5 | 3.9e+07   | D    |   226521.6      -    256781.8     | 3p6.3d.4d            | 3P    | 0    | 3p6.3d.5p              | 3P*    | 1    |   1 - 3   |    |       T2757 |        L11926  |
V XVIII   |                          |                330.70    |       | 3.24e+02  | C+   |    37960        -     68190       | 2s2.2p2              | 3P    | 1    | 2s2.2p2                | 3P     | 2    |   3 - 5   | M1 |       T3941 |                |
V XVIII   |                          |                330.70    |       | 2.3e-03   | E    |    37960        -     68190       | 2s2.2p2              | 3P    | 1    | 2s2.2p2                | 3P     | 2    |   3 - 5   | E2 |       T3941 |                |
V I       |                          |                330.8249  |       | 1.8e+05   | C    |      552.96     -     30771.73    | 3d3.4s2              | a 4F  | 9/2  | 3d3.(2G).4s.4p.(3P*)   | y 4G*  | 9/2  |  10 - 10  |    |       T284n |                |
          |                          |                          |       |           |      |                                   |                      |       |      |                        |        |      |           |    |             |                |
V I       |                          |                330.9176  |       | 3.2e+07   | C    |     9637.03     -     39847.34    | 3d3.4s2              | a 4P  | 3/2  | 3d4.(a 3P).4p          | x 4S*  | 3/2  |   4 - 4   |    |       T284n |                |
V IV      |                331.4175  |                331.42+   |     2 | 2.9e+07   | D    |   226617.1      -    256781.8     | 3p6.3d.4d            | 3P    | 1    | 3p6.3d.5p              | 3P*    | 1    |   3 - 3   |    |       T2757 |        L11926  |
V V       |                331.6470  |                331.648+  |    10 |           |      |   388043.69     -    418187.47    | 3p6.5d               | 2D    | 5/2  | 3p6.5f                 | 2F*    | 7/2  |   6 - 8   |    |             |        L11926  |
