[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
P (all spectra): 266 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 950
Query NIST Bibliographic Databases for
P (new window)
P Energy Levels
P Line Wavelengths and Classification
P Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |              Observed  |                Ritz    |  Rel. |    Aki    | Acc. |        Ei           Ek        |         Lower level          |         Upper level          |  gi   gk  |Type|            TP  |   Line  |
          |             Wavelength |             Wavelength |  Int. |    s^-1   |      |      (cm-1)       (cm-1)      |------------------------------|------------------------------|           |    |           Ref. |   Ref.  |
          |              Air (nm)  |              Air (nm)  |  (?)  |           |      |                               | Conf.           | Term | J   | Conf.           | Term | J   |           |    |                |         |
P II      |              453.081   |              453.0823  |   120 | 1.8e+07   | D    |  105302.37    -   127367.23   | 3s2.3p.4p       | 3P   | 1   | 3s2.3p.4d       | 3P*  | 2   |   3 - 5   |    |     T1619CA,LS |  L3986  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P IV      |              454.0288  |                        |   250 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4144  |
P IV      |              454.1112  |                        |   250 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4144  |
P IV      |              454.8056  |                        |   150 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4144  |
P IV      |              454.8449  |                        |   200 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4144  |
P II      |              455.483   |                        |   120 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L3986  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P II      |              455.807   |              455.8095  |   120 | 9.7e+07   | D    |  106001.25    -   127934.09   | 3s2.3p.4p       | 3S   | 1   | 3s2.3p.4d       | 3P*  | 1   |   3 - 3   |    |     T1619CA,LS |  L3986  |
P II      |                        |              456.5287  |       | 9.6e+07   | D    |  106001.25    -   127899.54   | 3s2.3p.4p       | 3S   | 1   | 3s2.3p.4d       | 3P*  | 0   |   3 - 1   |    |     T1619CA,LS |         |
P II      |              458.171   |                        |   120 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L3986  |
P II      |                        |              458.2180  |       | 5.4e+07   | D    |  105549.67    -   127367.23   | 3s2.3p.4p       | 3P   | 2   | 3s2.3p.4d       | 3P*  | 2   |   5 - 5   |    |     T1619CA,LS |         |
P II      |              458.804   |              458.8032  |   500 | 1.7e+08   | D    |  103339.14    -   125128.87   | 3s2.3p.4p       | 3D   | 2   | 3s2.3p.4d       | 3F*  | 3   |   5 - 7   |    |     T1619CA,LS |  L3986  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P II      |              458.986   |              458.9846  |   500 | 1.6e+08   | D    |  103165.61    -   124946.73   | 3s2.3p.4p       | 3D   | 1   | 3s2.3p.4d       | 3F*  | 2   |   3 - 5   |    |     T1619CA,LS |  L3986  |
P II      |              460.208   |              460.2069  |   600 | 1.9e+08   | D    |  103667.86    -   125391.13   | 3s2.3p.4p       | 3D   | 3   | 3s2.3p.4d       | 3F*  | 4   |   7 - 9   |    |     T1619CA,LS |  L3986  |
P II      |              462.670   |              462.6708  |   300 | 3.0e+07   | D    |  103339.14    -   124946.73   | 3s2.3p.4p       | 3D   | 2   | 3s2.3p.4d       | 3F*  | 2   |   5 - 5   |    |     T1619CA,LS |  L3986  |
P II      |              465.831   |              465.8309  |   300 | 2.1e+07   | D    |  103667.86    -   125128.87   | 3s2.3p.4p       | 3D   | 3   | 3s2.3p.4d       | 3F*  | 3   |   7 - 7   |    |     T1619CA,LS |  L3986  |
P II      |                        |              466.9248  |       | 2.20e-01  | C    |     164.90    -    21575.63   | 3s2.3p2         | 3P   | 1   | 3s2.3p2         | 1S   | 0   |   3 - 1   | M1 |           T761 |         |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P II      |                        |              467.9028  |       | 9.6e+07   | D    |  106001.25    -   127367.23   | 3s2.3p.4p       | 3S   | 1   | 3s2.3p.4d       | 3P*  | 2   |   3 - 5   |    |     T1619CA,LS |         |
P II      |                        |              469.8183  |       | 8.4e+05   | E    |  103667.86    -   124946.73   | 3s2.3p.4p       | 3D   | 3   | 3s2.3p.4d       | 3F*  | 2   |   7 - 5   |    |     T1619CA,LS |         |
P XIII    |                        |              473.1     |       | 6.64e+05  | B    | 2849410       -  2870540      | 1s2.3p          | 2P*  | 3/2 | 1s2.3d          | 2D   | 3/2 |   4 - 4   |    |     T1619CA,LS |         |
P II      |                        |              473.6550  |       | 6.3e-03   | D    |     469.12    -    21575.63   | 3s2.3p2         | 3P   | 2   | 3s2.3p2         | 1S   | 0   |   5 - 1   | E2 |           T761 |         |
P II      |                        |              482.3696  |       | 7.5e+05   | E    |  103165.61    -   123890.81   | 3s2.3p.4p       | 3D   | 1   | 3s2.3p.5s       | 3P*  | 2   |   3 - 5   |    |     T1619CA,LS |         |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P II      |              486.442   |              486.4426  |   200 | 1.1e+07   | D    |  103339.14    -   123890.81   | 3s2.3p.4p       | 3D   | 2   | 3s2.3p.5s       | 3P*  | 2   |   5 - 5   |    |     T1619CA,LS |  L3986  |
P II      |              492.720   |              492.7197  |   150 | 1.9e+07   | D    |  103165.61    -   123455.46   | 3s2.3p.4p       | 3D   | 1   | 3s2.3p.5s       | 3P*  | 1   |   3 - 3   |    |     T1619CA,LS |  L3986  |
P II      |                        |              493.5631  |       | 6.3e+07   | D    |  111507.66    -   131762.84   | 3s2.3p.4p       | 1S   | 0   | 3s2.3p.4d       | 1P*  | 1   |   1 - 3   |    |        T1619CA |         |
P II      |              494.353   |              494.3497  |   500 | 6.3e+07   | D    |  103667.86    -   123890.81   | 3s2.3p.4p       | 3D   | 3   | 3s2.3p.5s       | 3P*  | 2   |   7 - 5   |    |     T1619CA,LS |  L3986  |
P II      |              495.439   |              495.4367  |   300 | 7.8e+07   | D    |  103165.61    -   123344.19   | 3s2.3p.4p       | 3D   | 1   | 3s2.3p.5s       | 3P*  | 0   |   3 - 1   |    |     T1619CA,LS |  L3986  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P II      |              496.971   |              496.9701  |   300 | 5.8e+07   | D    |  103339.14    -   123455.46   | 3s2.3p.4p       | 3D   | 2   | 3s2.3p.5s       | 3P*  | 1   |   5 - 3   |    |     T1619CA,LS |  L3986  |
P I       |                        |              497.8150  |       | 1.1e+06   | E    |   55939.421   -    76021.601  | 3s2.3p2.(3P).4s | 4P   | 1/2 | 3s2.3p2.(3P).5p | 4S*  | 3/2 |   2 - 4   |    |     T1619CA,LS |         |
P I       |                        |              501.5917  |       | 2.0e+06   | E    |   56090.626   -    76021.601  | 3s2.3p2.(3P).4s | 4P   | 3/2 | 3s2.3p2.(3P).5p | 4S*  | 3/2 |   4 - 4   |    |     T1619CA,LS |         |
P II      |                        |              504.0805  |       | 4.0e+07   | D    |  107922.93    -   127755.50   | 3s2.3p.4p       | 1D   | 2   | 3s2.3p.4d       | 1D*  | 2   |   5 - 5   |    |        T1619CA |         |
P I       |                        |              504.5406  |       | 1.6e+06   | E    |   56090.626   -    75905.112  | 3s2.3p2.(3P).4s | 4P   | 3/2 | 3s2.3p2.(3P).5p | 4P*  | 5/2 |   4 - 6   |    |     T1619CA,LS |         |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P I       |                        |              505.9213  |       | 6.3e+05   | E    |   55939.421   -    75699.831  | 3s2.3p2.(3P).4s | 4P   | 1/2 | 3s2.3p2.(3P).5p | 4P*  | 1/2 |   2 - 2   |    |     T1619CA,LS |         |
P I       |                        |              506.1916  |       | 1.5e+06   | E    |   55939.421   -    75689.282  | 3s2.3p2.(3P).4s | 4P   | 1/2 | 3s2.3p2.(3P).5p | 4P*  | 3/2 |   2 - 4   |    |     T1619CA,LS |         |
P I       |              507.9381  |              507.9383  |   100 | 2.9e+06   | E    |   56339.656   -    76021.601  | 3s2.3p2.(3P).4s | 4P   | 5/2 | 3s2.3p2.(3P).5p | 4S*  | 3/2 |   6 - 4   |    |     T1619CA,LS |  L5148  |
P I       |              509.8221  |              509.8225  |   100 | 2.9e+06   | E    |   56090.626   -    75699.831  | 3s2.3p2.(3P).4s | 4P   | 3/2 | 3s2.3p2.(3P).5p | 4P*  | 1/2 |   4 - 2   |    |     T1619CA,LS |  L5148  |
P I       |              510.0974  |              510.0969  |   100 | 4.6e+05   | E    |   56090.626   -    75689.282  | 3s2.3p2.(3P).4s | 4P   | 3/2 | 3s2.3p2.(3P).5p | 4P*  | 3/2 |   4 - 4   |    |     T1619CA,LS |  L5148  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P I       |              510.9628  |              510.9625  |   140 | 3.4e+06   | E    |   56339.656   -    75905.112  | 3s2.3p2.(3P).4s | 4P   | 5/2 | 3s2.3p2.(3P).5p | 4P*  | 5/2 |   6 - 6   |    |     T1619CA,LS |  L5148  |
P II      |                        |              515.2221  |       | 1.2e+07   | D    |   86597.55    -   106001.25   | 3s2.3p.4s       | 3P*  | 0   | 3s2.3p.4p       | 3S   | 1   |   1 - 3   |    |     T1619CA,LS |         |
P I       |              515.4844  |              515.4842  |   140 | 1.5e+06   | E    |   56090.626   -    75484.459  | 3s2.3p2.(3P).4s | 4P   | 3/2 | 3s2.3p2.(3P).5p | 4D*  | 5/2 |   4 - 6   |    |     T1619CA,LS |  L5148  |
P V       |              515.672   |                        |   110 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L2613  |
P I       |                        |              516.2266  |       | 3.2e+06   | E    |   56339.656   -    75705.601  | 3s2.3p2.(3P).4s | 4P   | 5/2 | 3s2.3p2.(3P).5p | 4D*  | 7/2 |   6 - 8   |    |     T1619CA,LS |         |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P I       |              516.2290  |                        |   180 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P I       |                        |              516.6619  |       | 1.4e+06   | E    |   56339.656   -    75689.282  | 3s2.3p2.(3P).4s | 4P   | 5/2 | 3s2.3p2.(3P).5p | 4P*  | 3/2 |   6 - 4   |    |     T1619CA,LS |         |
P I       |                        |              519.0424  |       | 7.5e+05   | E    |   56090.626   -    75351.512  | 3s2.3p2.(3P).4s | 4P   | 3/2 | 3s2.3p2.(3P).5p | 4D*  | 3/2 |   4 - 4   |    |     T1619CA,LS |         |
P II      |              519.141   |              519.1393  |   150 | 3.5e+07   | D    |   86743.96    -   106001.25   | 3s2.3p.4s       | 3P*  | 1   | 3s2.3p.4p       | 3S   | 1   |   3 - 3   |    |     T1619CA,LS |  L3986  |
P III     |                        |              520.3826  |       | 7.9e+07   | D    |  172429.81    -   191641.09   | 3s2.4d          | 2D   | 5/2 | 3s.3p.(3P*).4s  | 2P*  | 3/2 |   6 - 4   |    |     T1619CA,LS |         |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P III     |                        |              520.4010  |       | 8.8e+06   | E    |  172430.49    -   191641.09   | 3s2.4d          | 2D   | 3/2 | 3s.3p.(3P*).4s  | 2P*  | 3/2 |   4 - 4   |    |     T1619CA,LS |         |
P I       |                        |              522.1896  |       | 5.8e+05   | E    |   56339.656   -    75484.459  | 3s2.3p2.(3P).4s | 4P   | 5/2 | 3s2.3p2.(3P).5p | 4D*  | 5/2 |   6 - 6   |    |     T1619CA,LS |         |
P IV      |              523.5499  |                        |   150 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4144  |
P II      |              525.352   |              525.3479  |   300 | 1.0e+08   | D    |   88893.22    -   107922.93   | 3s2.3p.4s       | 1P*  | 1   | 3s2.3p.4p       | 1D   | 2   |   3 - 5   |    |        T1619CA |  L3986  |
P I       |                        |              525.8412  |       | 5.7e+04   | E    |   56339.656   -    75351.512  | 3s2.3p2.(3P).4s | 4P   | 5/2 | 3s2.3p2.(3P).5p | 4D*  | 3/2 |   6 - 4   |    |     T1619CA,LS |         |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P I       |                        |              526.2060  |       | 1.5e+06   | E    |   57876.574   -    76875.250  | 3s2.3p2.(3P).4s | 2P   | 1/2 | 3s2.3p2.(3P).5p | 2P*  | 3/2 |   2 - 4   |    |     T1619CA,LS |         |
P I       |              529.3539  |              529.3537  |   140 | 5.8e+06   | E    |   57876.574   -    76762.279  | 3s2.3p2.(3P).4s | 2P   | 1/2 | 3s2.3p2.(3P).5p | 2P*  | 1/2 |   2 - 2   |    |     T1619CA,LS |  L5148  |
P II      |              529.613   |              529.6077  |   400 | 5.5e+07   | D    |   87124.60    -   106001.25   | 3s2.3p.4s       | 3P*  | 2   | 3s2.3p.4p       | 3S   | 1   |   5 - 3   |    |     T1619CA,LS |  L3986  |
P II      |              531.607   |              531.6055  |   250 | 2.4e+07   | D    |   86743.96    -   105549.67   | 3s2.3p.4s       | 3P*  | 1   | 3s2.3p.4p       | 3P   | 2   |   3 - 5   |    |     T1619CA,LS |  L3986  |
P I       |                        |              533.2416  |       | 1.08e-01  | C    |       0.00    -    18748.01   | 3s2.3p3         | 4S*  | 3/2 | 3s2.3p3         | 2P*  | 3/2 |   4 - 4   | M1 |           T761 |         |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P I       |                        |              533.2416  |       | 3.3e-07   | D    |       0.00    -    18748.01   | 3s2.3p3         | 4S*  | 3/2 | 3s2.3p3         | 2P*  | 3/2 |   4 - 4   | E2 |           T761 |         |
P I       |                        |              533.9622  |       | 4.26e-02  | C    |       0.00    -    18722.71   | 3s2.3p3         | 4S*  | 3/2 | 3s2.3p3         | 2P*  | 1/2 |   4 - 2   | M1 |           T761 |         |
P I       |                        |              533.9622  |       | 4.7e-06   | D    |       0.00    -    18722.71   | 3s2.3p3         | 4S*  | 3/2 | 3s2.3p3         | 2P*  | 1/2 |   4 - 2   | E2 |           T761 |         |
P II      |              534.475   |              534.4729  |   300 | 3.2e+07   | D    |   86597.55    -   105302.37   | 3s2.3p.4s       | 3P*  | 0   | 3s2.3p.4p       | 3P   | 1   |   1 - 3   |    |     T1619CA,LS |  L3986  |
P I       |              534.5851  |              534.5854  |   180 | 7.3e+06   | E    |   58174.366   -    76875.250  | 3s2.3p2.(3P).4s | 2P   | 3/2 | 3s2.3p2.(3P).5p | 2P*  | 3/2 |   4 - 4   |    |     T1619CA,LS |  L5148  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P I       |              536.4631  |                        |   100 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P II      |              537.820   |              537.8192  |   250 | 1.1e+07   | D    |  105302.37    -   123890.81   | 3s2.3p.4p       | 3P   | 1   | 3s2.3p.5s       | 3P*  | 2   |   3 - 5   |    |     T1619CA,LS |  L3986  |
P I       |                        |              537.8345  |       | 2.7e+06   | E    |   58174.366   -    76762.279  | 3s2.3p2.(3P).4s | 2P   | 3/2 | 3s2.3p2.(3P).5p | 2P*  | 1/2 |   4 - 2   |    |     T1619CA,LS |         |
P II      |              538.688   |              538.6895  |   300 | 2.3e+07   | D    |   86743.96    -   105302.37   | 3s2.3p.4s       | 3P*  | 1   | 3s2.3p.4p       | 3P   | 1   |   3 - 3   |    |     T1619CA,LS |  L3986  |
P II      |              540.972   |              540.9722  |   200 | 9.3e+07   | D    |   86743.96    -   105224.06   | 3s2.3p.4s       | 3P*  | 1   | 3s2.3p.4p       | 3P   | 0   |   3 - 1   |    |     T1619CA,LS |  L3986  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P II      |              542.591   |              542.5880  |   400 | 6.9e+07   | D    |   87124.60    -   105549.67   | 3s2.3p.4s       | 3P*  | 2   | 3s2.3p.4p       | 3P   | 2   |   5 - 5   |    |     T1619CA,LS |  L3986  |
P I       |              542.8094  |                        |   100 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P II      |              545.074   |              545.0709  |   400 | 3.3e+07   | D    |  105549.67    -   123890.81   | 3s2.3p.4p       | 3P   | 2   | 3s2.3p.5s       | 3P*  | 2   |   5 - 5   |    |     T1619CA,LS |  L3986  |
P I       |              545.8305  |              545.8302  |   140 | 3.8e+06   | E    |   57876.574   -    76192.199  | 3s2.3p2.(3P).4s | 2P   | 1/2 | 3s2.3p2.(3P).5p | 2D*  | 3/2 |   2 - 4   |    |     T1619CA,LS |  L5148  |
P II      |              546.120   |                        |   125 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L3986  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P I       |              547.7672  |              547.7672  |   180 | 5.7e+06   | E    |   58174.366   -    76425.224  | 3s2.3p2.(3P).4s | 2P   | 3/2 | 3s2.3p2.(3P).5p | 2D*  | 5/2 |   4 - 6   |    |     T1619CA,LS |  L5148  |
P I       |              547.7860  |                        |   140 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P I       |              547.8267  |                        |   140 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P II      |              548.355   |              548.3519  |   200 | 1.5e+07   | D    |  105224.06    -   123455.46   | 3s2.3p.4p       | 3P   | 0   | 3s2.3p.5s       | 3P*  | 1   |   1 - 3   |    |     T1619CA,LS |  L3986  |
P II      |              549.973   |              549.9697  |   200 | 3.7e+07   | D    |   87124.60    -   105302.37   | 3s2.3p.4s       | 3P*  | 2   | 3s2.3p.4p       | 3P   | 1   |   5 - 3   |    |     T1619CA,LS |  L3986  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P II      |              550.719   |              550.7174  |   200 | 1.1e+07   | D    |  105302.37    -   123455.46   | 3s2.3p.4p       | 3P   | 1   | 3s2.3p.5s       | 3P*  | 1   |   3 - 3   |    |     T1619CA,LS |  L3986  |
P I       |              551.4774  |                        |   100 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P I       |              551.6997  |                        |   100 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P II      |              554.114   |              554.1139  |   200 | 4.5e+07   | D    |  105302.37    -   123344.19   | 3s2.3p.4p       | 3P   | 1   | 3s2.3p.5s       | 3P*  | 0   |   3 - 1   |    |     T1619CA,LS |  L3986  |
P I       |                        |              554.8516  |       | 6.6e+05   | E    |   58174.366   -    76192.199  | 3s2.3p2.(3P).4s | 2P   | 3/2 | 3s2.3p2.(3P).5p | 2D*  | 3/2 |   4 - 4   |    |     T1619CA,LS |         |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P II      |              558.327   |              558.3235  |   200 | 1.9e+07   | D    |  105549.67    -   123455.46   | 3s2.3p.4p       | 3P   | 2   | 3s2.3p.5s       | 3P*  | 1   |   5 - 3   |    |     T1619CA,LS |  L3986  |
P II      |              558.834   |              558.8301  |   250 | 1.5e+07   | D    |  106001.25    -   123890.81   | 3s2.3p.4p       | 3S   | 1   | 3s2.3p.5s       | 3P*  | 2   |   3 - 5   |    |     T1619CA,LS |  L3986  |
P II      |              572.771   |              572.769   |   100 | 1.5e+07   | D    |  106001.25    -   123455.46   | 3s2.3p.4p       | 3S   | 1   | 3s2.3p.5s       | 3P*  | 1   |   3 - 3   |    |     T1619CA,LS |  L3986  |
P II      |                        |              576.444   |       | 1.5e+07   | D    |  106001.25    -   123344.19   | 3s2.3p.4p       | 3S   | 1   | 3s2.3p.5s       | 3P*  | 0   |   3 - 1   |    |     T1619CA,LS |         |
P IV      |              598.9774  |                        |   150 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4144  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P II      |              602.418   |              602.418   |   500 | 5.1e+07   | D    |   86743.96    -   103339.14   | 3s2.3p.4s       | 3P*  | 1   | 3s2.3p.4p       | 3D   | 2   |   3 - 5   |    |     T1619CA,LS |  L3986  |
P II      |              603.404   |              603.404   |   400 | 3.7e+07   | D    |   86597.55    -   103165.61   | 3s2.3p.4s       | 3P*  | 0   | 3s2.3p.4p       | 3D   | 1   |   1 - 3   |    |     T1619CA,LS |  L3986  |
P II      |              604.312   |              604.308   |   500 | 6.8e+07   | D    |   87124.60    -   103667.86   | 3s2.3p.4s       | 3P*  | 2   | 3s2.3p.4p       | 3D   | 3   |   5 - 7   |    |     T1619CA,LS |  L3986  |
P II      |              605.550   |              605.550   |   250 | 6.9e+07   | D    |  107922.93    -   124432.26   | 3s2.3p.4p       | 1D   | 2   | 3s2.3p.5s       | 1P*  | 1   |   5 - 3   |    |        T1619CA |  L3986  |
P II      |              605.786   |                        |   100 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L3986  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P III     |              608.3409  |                        |   150 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4134  |
P II      |              608.782   |              608.784   |   350 | 2.7e+07   | D    |   86743.96    -   103165.61   | 3s2.3p.4s       | 3P*  | 1   | 3s2.3p.4p       | 3D   | 1   |   3 - 3   |    |     T1619CA,LS |  L3986  |
P I       |              609.7690  |                        |   180 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P IV      |              614.2605  |                        |   150 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4144  |
P II      |              616.559   |              616.560   |   350 | 1.6e+07   | D    |   87124.60    -   103339.14   | 3s2.3p.4s       | 3P*  | 2   | 3s2.3p.4p       | 3D   | 2   |   5 - 5   |    |     T1619CA,LS |  L3986  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P I       |              619.9024  |                        |   500 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P I       |              621.0499  |                        |   180 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P II      |              623.229   |              623.230   |   100 | 1.7e+06   | E    |   87124.60    -   103165.61   | 3s2.3p.4s       | 3P*  | 2   | 3s2.3p.4p       | 3D   | 1   |   5 - 3   |    |     T1619CA,LS |  L3986  |
P II      |              636.727   |                        |   200 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L3986  |
P I       |              637.5681  |                        |   140 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P I       |              638.8579  |                        |   100 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P III     |              640.9204  |                        |   150 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4134  |
P II      |              643.532   |                        |   250 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L3986  |
P II      |              643.631   |                        |   130 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L3986  |
P II      |              645.999   |                        |   600 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L3986  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P III     |              648.4440  |                        |   150 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4134  |
P III     |              648.6381  |                        |   150 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4134  |
P II      |              650.346   |                        |   600 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L3986  |
P II      |              650.797   |                        |   600 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L3986  |
P I       |                        |              667.374   |       | 4.5e+06   | E    |   64239.591   -    79219.56   | 3s2.3p2.(3P).4p | 2S*  | 1/2 | 3s2.3p2.(3P).5d | 2P   | 1/2 |   2 - 2   |    |     T1619CA,LS |         |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P II      |              671.328   |                        |   150 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L3986  |
P IV      |              671.3939  |                        |   150 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4144  |
P IV      |              671.5906  |                        |   120 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4144  |
P I       |              671.7411  |              671.740   |   100 | 5.0e+06   | E    |   64239.591   -    79122.19   | 3s2.3p2.(3P).4p | 2S*  | 1/2 | 3s2.3p2.(3P).5d | 2P   | 3/2 |   2 - 4   |    |     T1619CA,LS |  L5148  |
P I       |                        |              696.918   |       | 2.0e+05   | E    |   65373.556   -    79718.49   | 3s2.3p2.(3P).4p | 4D*  | 1/2 | 3s2.3p2.(3P).5d | 4D   | 3/2 |   2 - 4   |    |     T1619CA,LS |         |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P I       |                        |              698.539   |       | 1.4e+05   | E    |   65450.125   -    79761.77   | 3s2.3p2.(3P).4p | 4D*  | 3/2 | 3s2.3p2.(3P).5d | 4D   | 5/2 |   4 - 6   |    |     T1619CA,LS |         |
P III     |              699.2690  |                        |   150 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L4134  |
P I       |                        |              700.157   |       | 5.4e+04   | E    |   65585.130   -    79863.71   | 3s2.3p2.(3P).4p | 4D*  | 5/2 | 3s2.3p2.(3P).5d | 4D   | 7/2 |   6 - 8   |    |     T1619CA,LS |         |
P I       |                        |              700.658   |       | 3.2e+05   | E    |   65450.125   -    79718.49   | 3s2.3p2.(3P).4p | 4D*  | 3/2 | 3s2.3p2.(3P).5d | 4D   | 3/2 |   4 - 4   |    |     T1619CA,LS |         |
P I       |                        |              705.191   |       | 3.7e+05   | E    |   65585.130   -    79761.77   | 3s2.3p2.(3P).4p | 4D*  | 5/2 | 3s2.3p2.(3P).5d | 4D   | 5/2 |   6 - 6   |    |     T1619CA,LS |         |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
P I       |                        |              707.351   |       | 2.9e+05   | E    |   65585.130   -    79718.49   | 3s2.3p2.(3P).4p | 4D*  | 5/2 | 3s2.3p2.(3P).5d | 4D   | 3/2 |   6 - 4   |    |     T1619CA,LS |         |
P I       |              710.2200  |                        |   100 |           |      |                               |                 |      |     |                 |      |     |           |    |                |  L5148  |
P I       |                        |              710.271   |       | 3.6e+05   | E    |   65788.455   -    79863.71   | 3s2.3p2.(3P).4p | 4D*  | 7/2 | 3s2.3p2.(3P).5d | 4D   | 7/2 |   8 - 8   |    |     T1619CA,LS |         |
P I       |                        |              715.453   |       | 1.3e+05   | E    |   65788.455   -    79761.77   | 3s2.3p2.(3P).4p | 4D*  | 7/2 | 3s2.3p2.(3P).5d | 4D   | 5/2 |   8 - 6   |    |     T1619CA,LS |         |
P I       |              715.8367  |              715.836   |   100 | 5.1e+06   | E    |   65373.556   -    79339.38   | 3s2.3p2.(3P).4p | 4D*  | 1/2 | 3s2.3p2.(3P).5d | 4F   | 3/2 |   2 - 4   |    |     T1619CA,LS |  L5148  |
          |                        |                        |       |           |      |                               |                 |      |     |                 |      |     |           |    |                |         |
