[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Co (all spectra): 2891 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 610000
Query NIST Bibliographic Databases for
Co (new window)
Co Energy Levels
Co Line Wavelengths and Classification
Co Transition Probabilities
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |            Rel. |    Aki    | Acc. |          Ei           Ek          |               Lower level               |                Upper level                 |  gi   gk  |   Type|         TP  |             Line  |
          |                 Wavelength |                 Wavelength |            Int. |    s^-1   |      |        (cm-1)       (cm-1)        |-----------------------------------------|--------------------------------------------|           |       |        Ref. |             Ref.  |
          |                  Air (nm)  |                  Air (nm)  |            (?)  |           |      |                                   | Conf.                    | Term  | J    | Conf.                    | Term     | J    |           |       |             |                   |
Co II     |                230.37100   |                230.37100   |             520 | 3.6e+07   | D    |    70857.053    -    114251.937   | 3d7.(2P).4p              | z 1P* | 1    | 3d7.(2D2).4d             | 3S       | 1    |   3 - 3   |       |       T6999 |        L9429c118  |
Co II     |                230.38036   |                230.38045   |             660 | 3.4e+07   | D    |    67939.370    -    111332.473   | 3d7.(2P).4p              | x 3D* | 2    | 3d7.(2P).4d              | 3P       | 2    |   5 - 5   |       |       T6999 |        L9429c118  |
Co II     |                230.39693   |                230.3969    |   49000bl(Co I) | 6.5e+08   | C+   |    64957.482    -    108347.492   | 3d7.(2G).4p              | z 1H* | 5    | 3d7.(2G).4d              | 1I       | 6    |  11 - 13  |       |       T6999 |        L9429c118  |
Co II     |                230.40287   |                230.402975  |    2700bl(Co I) | 5.e+07    | D    |    64401.359    -    107790.221   | 3d7.(2G).4p              | z 1G* | 4    | 3d7.(2G).4d              | 3G       | 4    |   9 - 9   |       |       T6999 |        L9429c118  |
Co II     |                230.42162   |                230.42163   |    3500bl(Co I) | 6.e+07    | D    |    29268.777    -     72654.127   | 3d7.(2D2).4s             | a 3D  | 1    | 3d7.(2D2).4p             | y 1D*    | 2    |   3 - 5   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                230.49538   |                230.495380  |           12000 | 4.5e+08   | C+   |    70457.538    -    113829.007   | 3d7.(2D2).4p             | x 3F* | 3    | 3d7.(2D2).4d             | 3G       | 4    |   7 - 9   |       |       T6999 |        L9429c118  |
Co II     |                230.52475   |                230.52486   |             380 | 1.3e+07   | D    |    69059.933    -    112425.857   | 3d7.(2D2).4p             | w 3D* | 3    | 3d7.(4F).5d              | 3D       | 2    |   7 - 5   |       |       T6999 |        L9429c118  |
Co II     |                230.5379    |                230.53828   |            2000 | 3.9e+07   | D    |    47995.594    -     91358.992   | 3d7.(4F).4p              | z 5D* | 0    | 3d7.(4F).4d              | f 5F     | 1    |   1 - 3   |       |       T6999 |        L4687c119  |
Co II     |                230.54495   |                230.544931  |            1200 | 2.3e+07   | D    |    48556.052    -     91918.200   | 3d7.(4F).4p              | z 3G* | 5    | 3d7.(4F).4d              | e 3G     | 4    |  11 - 9   |       |       T6999 |        L9429c118  |
Co II     |                230.55398   |                230.55381   |             120 | 7.e+06    | D    |    67524.021    -    110884.498   | 3d7.(2P).4p              | x 3D* | 3    | 3d7.(2P).4d              | 1F       | 3    |   7 - 7   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                230.55914   |                230.55919   |             690 | 1.1e+08   | D    |    63865.170    -    107224.636   | 3d7.(4P).4p              | y 3D* | 1    | 3d7.(4P).4d              | 3D       | 1    |   3 - 3   |       |       T6999 |        L9429c118  |
Co II     |                230.57192   |                230.571967  |            1200 | 4.4e+07   | D    |    50381.724    -     93738.788   | 3d7.(4F).4p              | z 3F* | 3    | 3d7.(4F).4d              | f 3F     | 4    |   7 - 9   |       |       T6999 |        L9429c118  |
Co II     |                230.59003   |                230.589924  |           6600* | 2.5e+08   | C+   |    64360.050    -    107713.738   | 3d7.(2G).4p              | y 3F* | 3    | 3d7.(2G).4d              | 3D       | 2    |   7 - 5   |       |       T6999 |        L9429c118  |
Co II     |                230.59003   |                230.59116   |           6600* | 2.5e+07   | D    |    64914.630    -    108268.086   | 3d7.(4P).4p              | y 3P* | 2    | 3d7.(2G).4d              | 3G       | 3    |   5 - 7   |       |       T6999 |        L9429c118  |
Co II     |                230.5988    |                230.598796  |          590bl: | 4.1e+07   | D    |    63586.987    -    106939.007   | 3d7.(4P).4p              | y 3D* | 3    | 3d7.(4P).4d              | 3D       | 3    |   7 - 7   |       |       T6999 |        L9429c119  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                230.6009    |                230.600930  |         8000bl: | 2.5e+08   | C+   |    47345.845    -     90697.464   | 3d7.(4F).4p              | z 5G* | 5    | 3d7.(4F).4d              | e 5G     | 5    |  11 - 11  |       |       T6999 |        L9429c119  |
Co II     |                230.67800   |                230.67800   |            1300 | 7.e+07    | D    |    40879.567    -     84216.703   | 3d7.(2F).4s              | c 3F  | 3    | 3d7.(2F).4p              | v 3D*    | 3    |   7 - 7   |       |       T6999 |        L9429c118  |
Co II     |                230.70026   |                230.700266  |           17000 | 1.7e+07   | D    |    21624.528    -     64957.482   | 3d7.(2G).4s              | a 3G  | 5    | 3d7.(2G).4p              | z 1H*    | 5    |  11 - 11  |       |       T6999 |        L9429c118  |
Co II     |                230.70958   |                230.70941   |             290 | 2.4e+07   | D    |    63586.987    -    106918.224   | 3d7.(4P).4p              | y 3D* | 3    | 3d7.(4P).4d              | 3P       | 2    |   7 - 5   |       |       T6999 |        L9429c118  |
Co II     |                230.75059   |                230.75059   |            7300 | 3.5e+08   | C+   |    31199.412    -     74522.916   | 3d7.(2D2).4s             | b 1D  | 2    | 3d7.(2D2).4p             | y 1P*    | 1    |   5 - 3   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                230.76349   |                230.763510  |            3300 | 4.8e+07   | D    |    65154.041    -    108475.120   | 3d7.(2G).4p              | y 3G* | 4    | 3d7.(2G).4d              | 3F       | 4    |   9 - 9   |       |       T6999 |        L9429c118  |
Co II     |                230.77543   |                230.775433  |           16000 | 1.3e+08   | D    |    18031.427    -     61350.268   | 3d7.(4P).4s              | a 5P  | 2    | 3d7.(4P).4p              | y 5D*    | 1    |   5 - 3   |       |       T6999 |        L9429c118  |
Co II     |                230.78601   |                230.786004  |          170000 | 2.60e+08  | B    |     4028.988    -     47345.845   | 3d7.(4F).4s              | a 5F  | 4    | 3d7.(4F).4p              | z 5G*    | 5    |   9 - 11  |       |       T4776 |        L9429c118  |
Co II     |                230.80092   |                230.800600  |             320 | 1.4e+07   | D    |    67209.258    -    110523.375   | 3d7.(2P).4p              | z 1D* | 2    | 3d7.(2P).4d              | 3D       | 2    |   5 - 5   |       |       T6999 |        L9429c118  |
Co II     |                230.81295   |                230.81292   |            1600 | 6.e+07    | D    |    64360.050    -    107671.856   | 3d7.(2G).4p              | y 3F* | 3    | 3d7.(2G).4d              | 1F       | 3    |   7 - 7   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                230.83457   |                230.834764  |             340 | 4.6e+06   | D    |    63597.396    -    106905.104   | 3d7.(2G).4p              | z 3H* | 6    | 3d7.(2H).5s              | 3H       | 6    |  13 - 13  |       |       T6999 |        L9429c118  |
Co II     |                230.86549   |                230.865498  |            3500 |           |      |    71846.441    -    115148.384   | 3d7.(2D2).4p             | x 3P* | 2    | 3d7.(2D2).4d             | 3P       | 2    |   5 - 5   |       |             |        L9429c118  |
Co II     |                230.87342   |                230.873411  |           26000 | 2.1e+08   | C+   |    65174.661    -    108475.120   | 3d7.(2G).4p              | y 3G* | 3    | 3d7.(2G).4d              | 3F       | 4    |   7 - 9   |       |       T6999 |        L9429c118  |
Co II     |                230.8910    |                230.893468  |             240 | 7.e+05    | E    |    50381.724    -     93678.422   | 3d7.(4F).4p              | z 3F* | 3    | 3d7.(4F).4d              | e 3P     | 2    |   7 - 5   |       |       T6999 |        L4687c119  |
Co I      |                230.902     |                230.9008    |            2600 | 5.6e+07   | C+   |        0.00     -     43295.32    | 3p6.3d7.4s2              | a 4F  | 9/2  | 3p6.3d7.(2G).4s.4p.(3P*) | w 4F*    | 9/2  |  10 - 10  |       |       T4223 |            L3475  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                230.90553   |                230.905533  |            9300 | 1.39e+08  | C+   |    66017.647    -    109312.083   | 3d7.(2G).4p              | z 1F* | 3    | 3d7.(2G).4d              | 1G       | 4    |   7 - 9   |       |       T6999 |        L9429c118  |
Co II     |                230.98334   |                230.98334   |             660 | 4.4e+07   | D    |    63367.333    -    106647.186   | 3d7.(4P).4p              | z 5P* | 2    | 3d7.(4P).4d              | 5D       | 2    |   5 - 5   |       |       T6999 |        L9429c118  |
Co II     |                231.02572   |                231.025719  |            1900 | 1.5e+07   | D    |    27585.138    -     70857.053   | 3d7.(2P).4s              | a 1P  | 1    | 3d7.(2P).4p              | z 1P*    | 1    |   3 - 3   |       |       T6999 |        L9429c118  |
Co II     |                231.03327   |                231.033290  |            4500 | 1.36e+08  | C+   |    64401.359    -    107671.856   | 3d7.(2G).4p              | z 1G* | 4    | 3d7.(2G).4d              | 1F       | 3    |   9 - 7   |       |       T6999 |        L9429c118  |
Co II     |                231.08374   |                231.08374   |            2400 | 1.14e+08  | C+   |    40879.567    -     84140.618   | 3d7.(2F).4s              | c 3F  | 3    | 3d7.(2F).4p              | w 3F*    | 4    |   7 - 9   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                231.09092   |                231.09126   |             410 | 9.e+06    | D    |    64957.482    -    108217.126   | 3d7.(2G).4p              | z 1H* | 5    | 3d7.(2G).4d              | 3I       | 5    |  11 - 11  |       |       T6999 |        L9429c118  |
Co II     |                231.10246   |                231.102423  |             280 | 1.2e+07   | D    |    48150.940    -     91408.494   | 3d7.(4F).4p              | z 5G* | 3    | 3d7.(4F).4d              | e 3D     | 3    |   7 - 7   |       |       T6999 |        L9429c118  |
Co II     |                231.12665   |                231.126586  |             760 | 8.e+07    | D    |    63665.192    -    106918.224   | 3d7.(4P).4p              | z 5P* | 1    | 3d7.(4P).4d              | 3P       | 2    |   3 - 5   |       |       T6999 |        L9429c118  |
Co II     |                231.13614   |                231.13653   |   13000bl(Co I) | 1.0e+08   | D    |    65016.915    -    108268.086   | 3d7.(2G).4p              | y 3F* | 2    | 3d7.(2G).4d              | 3G       | 3    |   5 - 7   |       |       T6999 |        L9429c118  |
Co II     |                231.14386   |                231.143881  |            1200 | 2.6e+08   | D    |    63665.192    -    106914.988   | 3d7.(4P).4p              | z 5P* | 1    | 3d7.(4P).4d              | 3P       | 0    |   3 - 1   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                231.16042   |                231.160409  |          120000 | 2.80e+08  | B    |     4560.789    -     47807.493   | 3d7.(4F).4s              | a 5F  | 3    | 3d7.(4F).4p              | z 5G*    | 4    |   7 - 9   |       |       T4776 |        L9429c118  |
Co II     |                231.16908   |                231.16903   |            5200 | 1.44e+08  | C+   |    64401.359    -    107646.450   | 3d7.(2G).4p              | z 1G* | 4    | 3d7.(2G).4d              | 3H       | 5    |   9 - 11  |       |       T6999 |        L9429c118  |
Co II     |                231.18596   |                231.185889  |           1600* | 4.1e+07   | D    |    47807.493    -     91049.431   | 3d7.(4F).4p              | z 5G* | 4    | 3d7.(4F).4d              | e 5D     | 4    |   9 - 9   |       |       T6999 |        L9429c118  |
Co II     |                231.18596   |                231.18609   |           1600* | 8.e+07    | D    |    63344.333    -    106586.233   | 3d7.(4P).4p              | z 5P* | 3    | 3d7.(4P).4d              | 5D       | 3    |   7 - 7   |       |       T6999 |        L9429c118  |
Co II     |                231.22415   |                231.224162  |            1400 | 4.e+05    | E    |    65154.041    -    108388.822   | 3d7.(2G).4p              | y 3G* | 4    | 3d7.(2G).4d              | 3H       | 4    |   9 - 9   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                231.25566   |                231.255664  |           34000 | 2.1e+08   | C+   |    18031.427    -     61260.319   | 3d7.(4P).4s              | a 5P  | 2    | 3d7.(4P).4p              | y 5D*    | 2    |   5 - 5   |       |       T6999 |        L9429c118  |
Co II     |                231.27760   |                231.277542  |  12000bl(Co II) | 1.6e+08   | C+   |    66017.647    -    109242.450   | 3d7.(2G).4p              | z 1F* | 3    | 3d7.(2G).4d              | 3F       | 2    |   7 - 5   |       |       T6999 |        L9429c118  |
Co II     |                231.28028   |                231.280330  |  17000bl(Co II) | 2.7e+08   | C+   |    47078.494    -     90302.776   | 3d7.(4F).4p              | z 5G* | 6    | 3d7.(4F).4d              | e 5G     | 6    |  13 - 13  |       |       T6999 |        L9429c118  |
Co II     |                231.30913   |                231.309134  |            3100 | 1.5e+08   | C+   |    63367.333    -    106586.233   | 3d7.(4P).4p              | z 5P* | 2    | 3d7.(4P).4d              | 5D       | 3    |   5 - 7   |       |       T6999 |        L9429c118  |
Co II     |                231.32517   |                231.325187  |             550 | 1.7e+07   | D    |    47537.365    -     90753.266   | 3d7.(4F).4p              | z 5D* | 2    | 3d7.(4F).4d              | f 5F     | 3    |   5 - 7   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                231.33450   |                231.334502  |            7900 | 1.8e+08   | C+   |    65174.661    -    108388.822   | 3d7.(2G).4p              | y 3G* | 3    | 3d7.(2G).4d              | 3H       | 4    |   7 - 9   |       |       T6999 |        L9429c118  |
Co II     |                231.36044   |                231.360428  |           38000 | 1.8e+08   | C+   |    18031.427    -     61240.746   | 3d7.(4P).4s              | a 5P  | 2    | 3d7.(4P).4p              | y 5D*    | 3    |   5 - 7   |       |       T6999 |        L9429c118  |
Co II     |                231.40290   |                231.40291   |  16000bl(Co II) | 4.8e+08   | C+   |    67524.021    -    110725.407   | 3d7.(2P).4p              | x 3D* | 3    | 3d7.(2P).4d              | 3F       | 4    |   7 - 9   |       |       T6999 |        L9429c118  |
Co II     |                231.40563   |                231.405637  |  96000bl(Co II) | 2.80e+08  | B    |     4950.062    -     48150.940   | 3d7.(4F).4s              | a 5F  | 2    | 3d7.(4F).4p              | z 5G*    | 3    |   5 - 7   |       |       T4776 |        L9429c118  |
Co II     |                231.45484   |                231.454631  |             690 | 2.0e+07   | D    |    49697.683    -     92889.417   | 3d7.(4F).4p              | z 3F* | 4    | 3d7.(4F).4d              | e 3H     | 4    |   9 - 9   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                231.46537   |                231.465367  |           23000 | 1.2e+08   | D    |    27585.138    -     70774.869   | 3d7.(2P).4s              | a 1P  | 1    | 3d7.(2D2).4p             | x 3F*    | 2    |   3 - 5   |       |       T6999 |        L9429c118  |
Co II     |                231.47218   |                231.47227   |             860 | 1.5e+07   | D    |    64601.778    -    107790.221   | 3d7.(2G).4p              | y 3G* | 5    | 3d7.(2G).4d              | 3G       | 4    |  11 - 9   |       |       T6999 |        L9429c118  |
Co II     |                231.49747   |                231.497460  |           72000 | 2.70e+08  | B    |     5204.698    -     48388.442   | 3d7.(4F).4s              | a 5F  | 1    | 3d7.(4F).4p              | z 5G*    | 2    |   3 - 5   |       |       T4776 |        L9429c118  |
Co II     |                231.54134   |                231.541334  |            4500 | 1.3e+08   | D    |    64360.050    -    107535.612   | 3d7.(2G).4p              | y 3F* | 3    | 3d7.(2D2).5s             | 3D       | 2    |   7 - 5   |       |       T6999 |        L9429c118  |
Co II     |                231.56226   |                231.562182  |             450 | 1.7e+07   | D    |    49348.304    -     92519.979   | 3d7.(4F).4p              | z 3G* | 4    | 3d7.(4F).4d              | e 3G     | 3    |   9 - 7   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                231.57437   |                231.57436   |            4500 | 2.6e+08   | C+   |    41047.299    -     84216.703   | 3d7.(2F).4s              | c 3F  | 4    | 3d7.(2F).4p              | v 3D*    | 3    |   9 - 7   |       |       T6999 |        L9429c118  |
Co II     |                231.59631   |                231.596293  |            4500 | 4.3e+06   | D    |    22009.344    -     65174.661   | 3d7.(2G).4s              | a 3G  | 4    | 3d7.(2G).4p              | y 3G*    | 3    |   9 - 7   |       |       T6999 |        L9429c118  |
Co II     |                231.62452   |                231.624515  |            1100 | 3.8e+07   | D    |    47039.105    -     90199.163   | 3d7.(4F).4p              | z 5D* | 3    | 3d7.(4F).4d              | f 5F     | 4    |   7 - 9   |       |       T6999 |        L9429c118  |
Co II     |                231.63314   |                231.633130  |            2400 |           |      |    74376.792    -    117535.245   | 3d7.(2H).4p              | y 1H* | 5    | 3d7.(2H).4d              | 1G       | 4    |  11 - 9   |       |             |        L9429c118  |
Co II     |                231.68214   |                231.682226  |             480 | 8.e+07    | D    |    63367.333    -    106516.641   | 3d7.(4P).4p              | z 5P* | 2    | 3d7.(4P).4d              | 5D       | 1    |   5 - 3   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                231.70700   |                231.706989  |          240000 | 1.9e+08   | C+   |    22009.344    -     65154.041   | 3d7.(2G).4s              | a 3G  | 4    | 3d7.(2G).4p              | y 3G*    | 4    |   9 - 9   |       |       T6999 |        L9429c118  |
Co II     |                231.72041   |                231.720374  |             720 | 3.4e+07   | D    |    64401.359    -    107543.564   | 3d7.(2G).4p              | z 1G* | 4    | 3d7.(2G).4d              | 3G       | 5    |   9 - 11  |       |       T6999 |        L9429c118  |
Co II     |                231.76015   |                231.759953  |           1700* | 9.e+05    | E    |    24074.420    -     67209.258   | 3d7.(4P).4s              | b 3P  | 2    | 3d7.(2P).4p              | z 1D*    | 2    |   5 - 5   |       |       T6999 |        L9429c118  |
Co II     |                231.76015   |                231.76023   |           1700* | 1.8e+08   | C+   |    63367.333    -    106502.120   | 3d7.(4P).4p              | z 5P* | 2    | 3d7.(4P).4d              | 3F       | 2    |   5 - 5   |       |       T6999 |        L9429c118  |
Co XIV    |                            |                231.8       |                 | 1.1e+02   | E    |    11844        -     54921       | 3s2.3p2                  | 3P    | 1    | 3s2.3p2                  | 1D       | 2    |   3 - 5   | M1    |       T4830 |                   |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co XIV    |                            |                231.8       |                 | 7.0e-02   | E    |    11844        -     54921       | 3s2.3p2                  | 3P    | 1    | 3s2.3p2                  | 1D       | 2    |   3 - 5   | E2    |       T4830 |                   |
Co II     |                231.84250   |                231.84249   |           13000 | 3.4e+08   | D    |    18338.640    -     61458.124   | 3d7.(4P).4s              | a 5P  | 1    | 3d7.(4P).4p              | y 5D*    | 0    |   3 - 1   |       |       T6999 |        L9429c118  |
Co II     |                231.87171   |                231.87174   |             890 | 2.3e+07   | D    |    65154.041    -    108268.086   | 3d7.(2G).4p              | y 3G* | 4    | 3d7.(2G).4d              | 3G       | 3    |   9 - 7   |       |       T6999 |        L9429c118  |
Co II     |                231.90005   |                231.900057  |            2500 | 9.e+07    | D    |    69317.077    -    112425.857   | 3d7.(2D2).4p             | w 3D* | 1    | 3d7.(4F).5d              | 3D       | 2    |   3 - 5   |       |       T6999 |        L9429c118  |
Co II     |                231.93900   |                231.938998  |           28000 | 4.3e+08   | C+   |    64601.778    -    107703.321   | 3d7.(2G).4p              | y 3G* | 5    | 3d7.(2G).4d              | 3H       | 6    |  11 - 13  |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                231.98296   |                231.98269   |           8900* | 2.7e+08   | C+   |    65174.661    -    108268.086   | 3d7.(2G).4p              | y 3G* | 3    | 3d7.(2G).4d              | 3G       | 3    |   7 - 7   |       |       T6999 |        L9429c118  |
Co II     |                231.98296   |                231.98326   |           8900* | 2.1e+08   | C+   |    41047.299    -     84140.618   | 3d7.(2F).4s              | c 3F  | 4    | 3d7.(2F).4p              | w 3F*    | 4    |   9 - 9   |       |       T6999 |        L9429c118  |
Co II     |                231.99183   |                231.99183   |            1400 | 9.e+07    | D    |    40771.078    -     83862.81    | 3d7.(2F).4s              | c 3F  | 2    | 3d7.(2F).4p              | w 3F*    | 3    |   5 - 7   |       |       T6999 |        L9429c118  |
Co II     |                231.99896   |                231.99901   |             510 | 1.1e+07   | D    |    48556.052    -     91646.447   | 3d7.(4F).4p              | z 3G* | 5    | 3d7.(4F).4d              | e 5H     | 5    |  11 - 11  |       |       T6999 |        L9429c118  |
Co II     |                232.00629   |                232.006272  |            3100 | 2.0e+05   | E    |    70185.955    -    113275.001   | 3d7.(2D2).4p             | x 3F* | 4    | 3d7.(2H).4d              | 3G       | 4    |   9 - 9   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                232.03059   |                232.030587  |            4800 | 4.7e+08   | C+   |    63344.333    -    106428.864   | 3d7.(4P).4p              | z 5P* | 3    | 3d7.(4P).4d              | 5D       | 4    |   7 - 9   |       |       T6999 |        L9429c118  |
Co II     |                232.05200   |                232.05210   |            1100 | 6.e+07    | D    |    71846.441    -    114926.979   | 3d7.(2D2).4p             | x 3P* | 2    | 3d7.(2D2).4d             | 3G       | 3    |   5 - 7   |       |       T6999 |        L9429c118  |
Co II     |                232.09137   |                232.09097   |    1400bl(Co I) | 1.1e+06   | E    |    65657.249    -    108730.572   | 3d7.(4P).4p              | y 3P* | 1    | 3d7.(2D2).5s             | 1D       | 2    |   3 - 5   |       |       T6999 |        L9429c118  |
Co II     |                232.11969   |                232.119705  |            2400 | 1.7e+08   | C+   |    70185.955    -    113253.946   | 3d7.(2D2).4p             | x 3F* | 4    | 3d7.(2D2).4d             | 3F       | 4    |   9 - 9   |       |       T6999 |        L9429c118  |
Co II     |                232.12288   |                232.122874  |           19000 | 6.0e+08   | C+   |    48556.052    -     91623.455   | 3d7.(4F).4p              | z 3G* | 5    | 3d7.(4F).4d              | e 3H     | 6    |  11 - 13  |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                232.13221   |                232.132162  |            2400 | 1.25e+08  | C+   |    70457.538    -    113523.218   | 3d7.(2D2).4p             | x 3F* | 3    | 3d7.(2D2).4d             | 3D       | 3    |   7 - 7   |       |       T6999 |        L9429c118  |
Co II     |                232.14271   |                232.142739  |             270 | 1.4e+06   | D    |    64957.482    -    108021.200   | 3d7.(2G).4p              | z 1H* | 5    | 3d7.(2H).5s              | 1H       | 5    |  11 - 11  |       |       T6999 |        L9429c118  |
Co II     |                232.14615   |                232.146152  |            6500 | 9.9e+07   | C+   |    65154.041    -    108217.126   | 3d7.(2G).4p              | y 3G* | 4    | 3d7.(2G).4d              | 3I       | 5    |   9 - 11  |       |       T6999 |        L9429c118  |
Co II     |                232.15882   |                232.158822  |            2000 | 3.4e+07   | D    |    71702.960    -    114763.695   | 3d7.(2H).4p              | y 3H* | 5    | 3d7.(2H).4d              | 1I       | 6    |  11 - 13  |       |       T6999 |        L9429c118  |
Co II     |                232.17524   |                232.175214  |             110 | 3.4e+06   | D    |    49348.304    -     92405.999   | 3d7.(4F).4p              | z 3G* | 4    | 3d7.(4F).4d              | e 5H     | 3    |   9 - 7   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                232.20069   |                232.200244  |          23000* | 6.e+07    | D    |    63865.170    -    106918.224   | 3d7.(4P).4p              | y 3D* | 1    | 3d7.(4P).4d              | 3P       | 2    |   3 - 5   |       |       T6999 |        L9429c118  |
Co II     |                232.20069   |                232.200697  |          23000* | 3.3e+07   | D    |    24886.400    -     67939.370   | 3d7.(2P).4s              | c 3P  | 2    | 3d7.(2P).4p              | x 3D*    | 2    |   5 - 5   |       |       T6999 |        L9429c118  |
Co II     |                232.21766   |                232.217646  |           1700* | 5.e+07    | D    |    64401.359    -    107451.187   | 3d7.(2G).4p              | z 1G* | 4    | 3d7.(2G).4d              | 3D       | 3    |   9 - 7   |       |       T6999 |        L9429c118  |
Co II     |                232.21766   |                232.21770   |           1700* | 2.2e+07   | D    |    63865.170    -    106914.988   | 3d7.(4P).4p              | y 3D* | 1    | 3d7.(4P).4d              | 3P       | 0    |   3 - 1   |       |       T6999 |        L9429c118  |
Co II     |                232.23487   |                232.23483   |             510 | 3.2e+07   | D    |    70774.869    -    113821.511   | 3d7.(2D2).4p             | x 3F* | 2    | 3d7.(2D2).4d             | 3F       | 2    |   5 - 5   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                232.24548   |                232.245464  |            2800 | 4.3e+07   | D    |    64601.778    -    107646.450   | 3d7.(2G).4p              | y 3G* | 5    | 3d7.(2G).4d              | 3H       | 5    |  11 - 11  |       |       T6999 |        L9429c118  |
Co II     |                232.29718   |                232.29741   |             180 | 1.8e+07   | D    |    67824.389    -    110859.436   | 3d7.(2P).4p              | x 3D* | 1    | 3d7.(2P).4d              | 3P       | 1    |   3 - 3   |       |       T6999 |        L9429c118  |
Co II     |                232.30634   |                232.306346  |            3200 | 9.e+07    | D    |    69317.077    -    112350.469   | 3d7.(2D2).4p             | w 3D* | 1    | 3d7.(2P).4d              | 1D       | 2    |   3 - 5   |       |       T6999 |        L9429c118  |
Co I      |                232.314     |                232.3140    |            2400 | 5.0e+07   | C    |      816.00     -     43847.98    | 3p6.3d7.4s2              | a 4F  | 7/2  | 3p6.3d7.(2G).4s.4p.(3P*) | *        | 7/2  |   8 - 8   |       |       T4223 |            L3475  |
Co II     |                232.42380   |                232.421607  |          26000* | 8.e+07    | D    |    56010.475    -     99022.528   | 3d7.(4P).4p              | z 5S* | 2    | 3d7.(4P).5s              | 5P       | 3    |   5 - 7   |       |       T6999 |        L9429c118  |
          |                            |                            |                 |           |      |                                   |                          |       |      |                          |          |      |           |       |             |                   |
Co II     |                232.42380   |                232.423904  |          26000* | 2.0e+08   | D    |    18338.640    -     61350.268   | 3d7.(4P).4s              | a 5P  | 1    | 3d7.(4P).4p              | y 5D*    | 1    |   3 - 3   |       |       T6999 |        L9429c118  |
Co II     |                232.4280    |                232.427968  |         8500bl: | 3.4e+08   | C+   |    49348.304    -     92359.180   | 3d7.(4F).4p              | z 3G* | 4    | 3d7.(4F).4d              | e 3H     | 5    |   9 - 11  |       |       T6999 |        L9429c119  |
