[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Mg (all spectra): 1067 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 50
Query NIST Bibliographic Databases for
Mg (new window)
Mg Energy Levels
Mg Line Wavelengths and Classification
Mg Transition Probabilities
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |  Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level               |               Upper level               |  gi   gk  |Type|                       TP  |    Line  |
          |                 Wavelength |                 Wavelength |  Int. |    s^-1   |      |         (cm-1)       (cm-1)         |----------------------------------------|-----------------------------------------|           |    |                      Ref. |    Ref.  |
          |                  Air (nm)  |                  Air (nm)  |  (?)  |           |      |                                     | Conf.                 | Term    | J    | Conf.                 | Term     | J    |           |    |                           |          |
Mg IV     |                            |                 380.554    |       | 1.75e+05  | D    |   651093.9       -    677363.9      | 2s2.2p4.(1D).3p       | 2P*     | 1/2  | 2s2.2p4.(3P).3d       | 4F       | 3/2  |   2 - 4   |    |                       c46 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 380.741    |                 380.741    |     a |           |      |    35051.264     -     61308.4      | 3s.3p                 | 1P*     | 1    | 3s.18d                | 1D       | 2    |   3 - 5   |    |                           |   L4057  |
Mg III    |                 380.8073   |                 380.8066   |     1 |           |      |   564731.6       -    590984.2      | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 1    | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]*  | 0    |   3 - 1   |    |                           |   L1434  |
Mg I      |                 381.402    |                 381.402    |     a |           |      |    35051.264     -     61262.9      | 3s.3p                 | 1P*     | 1    | 3s.17d                | 1D       | 2    |   3 - 5   |    |                           |   L4057  |
Mg III    |                 381.7575   |                 381.7561   |    3d |           |      |   562939.5       -    589126.8      | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 2    | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]*  | 1    |   5 - 3   |    |                           |   L1434  |
Mg I      |                 382.200    |                 382.199    |     a |           |      |    35051.264     -     61208.2      | 3s.3p                 | 1P*     | 1    | 3s.16d                | 1D       | 2    |   3 - 5   |    |                           |   L4057  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 382.93549  |                 382.93547  |    36 | 8.99e+07  | B+   |    21850.405     -     47957.058    | 3s.3p                 | 3P*     | 0    | 3s.3d                 | 3D       | 1    |   1 - 3   |    |                       c45 |   L7428  |
Mg I      |                            |                 382.9359   |       | 2.11e-05  | B    |    21850.405     -     47957.027    | 3s.3p                 | 3P*     | 0    | 3s.3d                 | 3D       | 2    |   1 - 5   | M2 |                       c43 |          |
Mg I      |                 383.168    |                 383.168    |     a |           |      |    35051.264     -     61142.1      | 3s.3p                 | 1P*     | 1    | 3s.15d                | 1D       | 2    |   3 - 5   |    |                           |   L4057  |
Mg I      |                            |                 383.2299   |       | 7.17e-05  | B    |    21870.464     -     47957.058    | 3s.3p                 | 3P*     | 1    | 3s.3d                 | 3D       | 1    |   3 - 3   | M2 |                       c43 |          |
Mg I      |                 383.22996  |                 383.22993  |       | 6.74e+07  | B+   |    21870.464     -     47957.058    | 3s.3p                 | 3P*     | 1    | 3s.3d                 | 3D       | 1    |   3 - 3   |    |                       c45 |   L7428  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 383.2301   |       | 2.20e-05  | B    |    21870.464     -     47957.045    | 3s.3p                 | 3P*     | 1    | 3s.3d                 | 3D       | 3    |   3 - 7   | M2 |                       c43 |          |
Mg I      |                 383.23037  |                 383.23039  |    38 | 1.21e+08  | B+   |    21870.464     -     47957.027    | 3s.3p                 | 3P*     | 1    | 3s.3d                 | 3D       | 2    |   3 - 5   |    |                       c45 |   L7428  |
Mg I      |                            |                 383.2304   |       | 6.36e-04  | B+   |    21870.464     -     47957.027    | 3s.3p                 | 3P*     | 1    | 3s.3d                 | 3D       | 2    |   3 - 5   | M2 |                       c43 |          |
Mg VIII   |                            |                 383.62     |       | 5.25e+04  | D    |  1460910         -   1486970        | 2s.2p.(3P*).3p        | 2S      | 1/2  | 2s.2p.(1P*).3s        | 2P*      | 1/2  |   2 - 2   |    |                T7192c4,LS |          |
Mg VIII   |                            |                 383.62     |       | 5.23e+04  | D+   |  1460910         -   1486970        | 2s.2p.(3P*).3p        | 2S      | 1/2  | 2s.2p.(1P*).3s        | 2P*      | 3/2  |   2 - 4   |    |                T7192c4,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 383.8290   |       | 4.48e+06  | B    |    21911.178     -     47957.058    | 3s.3p                 | 3P*     | 2    | 3s.3d                 | 3D       | 1    |   5 - 3   |    |                       c45 |          |
Mg I      |                            |                 383.8290   |       | 1.80e-06  | C    |    21911.178     -     47957.058    | 3s.3p                 | 3P*     | 2    | 3s.3d                 | 3D       | 1    |   5 - 3   | M2 |                       c43 |          |
Mg I      |                 383.82918  |                 383.82919  |    40 | 1.61e+08  | B+   |    21911.178     -     47957.045    | 3s.3p                 | 3P*     | 2    | 3s.3d                 | 3D       | 3    |   5 - 7   |    |                       c45 |   L7428  |
Mg I      |                            |                 383.8292   |       | 2.04e-03  | B+   |    21911.178     -     47957.045    | 3s.3p                 | 3P*     | 2    | 3s.3d                 | 3D       | 3    |   5 - 7   | M2 |                       c43 |          |
Mg I      |                 383.82943  |                 383.82946  |       | 4.03e+07  | B+   |    21911.178     -     47957.027    | 3s.3p                 | 3P*     | 2    | 3s.3d                 | 3D       | 2    |   5 - 5   |    |                       c45 |   L7428  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 383.8295   |       | 3.28e-04  | B    |    21911.178     -     47957.027    | 3s.3p                 | 3P*     | 2    | 3s.3d                 | 3D       | 2    |   5 - 5   | M2 |                       c43 |          |
Mg I      |                 384.370    |                 384.370    |     a |           |      |    35051.264     -     61060.5      | 3s.3p                 | 1P*     | 1    | 3s.14d                | 1D       | 2    |   3 - 5   |    |                           |   L4057  |
Mg I      |                            |                 384.4951   |       | 1.46e+01  | B+   |    21850.405     -     47851.162    | 3s.3p                 | 3P*     | 0    | 3s.4p                 | 3P*      | 2    |   1 - 5   | E2 |                       c43 |          |
Mg I      |                            |                 384.5949   |       | 3.05e-05  | D    |    21850.405     -     47844.414    | 3s.3p                 | 3P*     | 0    | 3s.4p                 | 3P*      | 1    |   1 - 3   | M1 |                       c43 |          |
Mg I      |                            |                 384.7920   |       | 9.50e-05  | D    |    21870.464     -     47851.162    | 3s.3p                 | 3P*     | 1    | 3s.4p                 | 3P*      | 2    |   3 - 5   | M1 |                       c43 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 384.7920   |       | 3.28e+01  | B+   |    21870.464     -     47851.162    | 3s.3p                 | 3P*     | 1    | 3s.4p                 | 3P*      | 2    |   3 - 5   | E2 |                       c43 |          |
Mg II     |                 384.8209   |                 384.8211   |     8 | 2.96e+06  | A    |    71490.19      -     97468.92     | 2p6.3d                | 2D      | 5/2  | 2p6.5p                | 2P*      | 3/2  |   6 - 4   |    |                 c31,T6870 |   L7414  |
Mg II     |                 384.8335   |                 384.8340   |   5bl | 3.29e+05  | B+   |    71491.06      -     97468.92     | 2p6.3d                | 2D      | 3/2  | 2p6.5p                | 2P*      | 3/2  |   4 - 4   |    |                 c31,T6870 |   L6095  |
Mg I      |                 384.8914   |                 384.8920   |     1 | 1.83e+01  | B+   |    21870.464     -     47844.414    | 3s.3p                 | 3P*     | 1    | 3s.4p                 | 3P*      | 1    |   3 - 3   | E2 |                       c43 |   L6095  |
Mg I      |                            |                 384.8920   |       | 4.31e-10  | E    |    21870.464     -     47844.414    | 3s.3p                 | 3P*     | 1    | 3s.4p                 | 3P*      | 1    |   3 - 3   | M1 |                       c43 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 384.9408   |       | 9.20e-05  | D    |    21870.464     -     47841.119    | 3s.3p                 | 3P*     | 1    | 3s.4p                 | 3P*      | 0    |   3 - 1   | M1 |                       c43 |          |
Mg II     |                 385.0385   |                 385.0386   |     7 | 3.24e+06  | A    |    71491.06      -     97455.12     | 2p6.3d                | 2D      | 3/2  | 2p6.5p                | 2P*      | 1/2  |   4 - 2   |    |                 c31,T6870 |   L7414  |
Mg IV     |                            |                 385.218    |       | 9.85e-07  | D    |   624109.6       -    650061.6      | 2s2.2p4.(1S).3s       | 2S      | 1/2  | 2s2.2p4.(1D).3p       | 2P*      | 3/2  |   2 - 4   | M2 |                       c48 |          |
Mg I      |                            |                 385.3960   |       | 2.89e-12  | E    |    21911.178     -     47851.162    | 3s.3p                 | 3P*     | 2    | 3s.4p                 | 3P*      | 2    |   5 - 5   | M1 |                       c43 |          |
Mg I      |                 385.3960   |                 385.3960   |     2 | 2.55e+01  | B+   |    21911.178     -     47851.162    | 3s.3p                 | 3P*     | 2    | 3s.4p                 | 3P*      | 2    |   5 - 5   | E2 |                       c43 |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 385.4962   |       | 1.59e-04  | D    |    21911.178     -     47844.414    | 3s.3p                 | 3P*     | 2    | 3s.4p                 | 3P*      | 1    |   5 - 3   | M1 |                       c43 |          |
Mg I      |                 385.4965   |                 385.4962   |     1 | 5.48e+01  | B+   |    21911.178     -     47844.414    | 3s.3p                 | 3P*     | 2    | 3s.4p                 | 3P*      | 1    |   5 - 3   | E2 |                       c43 |   L6095  |
Mg I      |                            |                 385.5452   |       | 7.32e+01  | B+   |    21911.178     -     47841.119    | 3s.3p                 | 3P*     | 2    | 3s.4p                 | 3P*      | 0    |   5 - 1   | E2 |                       c43 |          |
Mg I      |                 385.8860   |                 385.8860   |     2 |           |      |    35051.264     -     60958.31     | 3s.3p                 | 1P*     | 1    | 3s.13d                | 1D       | 2    |   3 - 5   |    |                           |   L6095  |
Mg III    |                 387.0456   |                 387.0460   |    3d |           |      |   562939.5       -    588768.9      | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 2    | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]*  | 2    |   5 - 5   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 387.8306   |                 387.8306   |     3 |           |      |    35051.264     -     60828.41     | 3s.3p                 | 1P*     | 1    | 3s.12d                | 1D       | 2    |   3 - 5   |    |                           |   L6095  |
Mg I      |                 389.0241   |                 389.0178   |     1 | 1.31e+08  | B    |    57812.77      -     83511.25     | 3p2                   | 3P      | 0    | 3p.3d                 | 3D*      | 1    |   1 - 3   |    |               T6298c72,LS |   L7442  |
Mg I      |                 389.1906   |                 389.1906   |    2d | 1.77e+08  | B    |    57833.40      -     83520.47     | 3p2                   | 3P      | 1    | 3p.3d                 | 3D*      | 2    |   3 - 5   |    |               T6298c72,LS |   L6095  |
Mg I      |                 389.3304   |                 389.3304   |    2d | 9.81e+07  | C+   |    57833.40      -     83511.25     | 3p2                   | 3P      | 1    | 3p.3d                 | 3D*      | 1    |   3 - 3   |    |               T6298c72,LS |   L6095  |
Mg I      |                 389.5572   |                 389.5572   |    3d | 2.35e+08  | B+   |    57873.94      -     83536.84     | 3p2                   | 3P      | 2    | 3p.3d                 | 3D*      | 3    |   5 - 7   |    |               T6298c72,LS |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 389.8120   |                 389.8059   |     1 | 5.88e+07  | C+   |    57873.94      -     83520.47     | 3p2                   | 3P      | 2    | 3p.3d                 | 3D*      | 2    |   5 - 5   |    |               T6298c72,LS |   L7442  |
Mg VIII   |                            |                 389.91     |       | 1.41e+07  | B+   |  1383760         -   1409400        | 2s.2p.(3P*).3s        | 2P*     | 3/2  | 2s.2p.(3P*).3p        | 2P       | 3/2  |   4 - 4   |    |                T7192c4,LS |          |
Mg I      |                            |                 389.9460   |       | 6.52e+06  | C    |    57873.94      -     83511.25     | 3p2                   | 3P      | 2    | 3p.3d                 | 3D*      | 1    |   5 - 3   |    |               T6298c72,LS |          |
Mg I      |                 390.3859   |                 390.3859   |     4 |           |      |    35051.264     -     60659.69     | 3s.3p                 | 1P*     | 1    | 3s.11d                | 1D       | 2    |   3 - 5   |    |                           |   L6095  |
Mg I      |                 393.8400   |                 393.8400   |     6 | 5.47e+06  | D    |    35051.264     -     60435.099    | 3s.3p                 | 1P*     | 1    | 3s.10d                | 1D       | 2    |   3 - 5   |    |                  T6298c72 |   L7428  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg IV     |                            |                 394.688    |       | 4.97e-07  | D    |   582562.4       -    607891.7      | 2s2.2p4.(1D).3s       | 2D      | 5/2  | 2s2.2p4.(3P).3p       | 2D*      | 5/2  |   6 - 6   | M2 |                       c48 |          |
Mg IV     |                            |                 394.688    |       | 6.09e+04  | D    |   582562.4       -    607891.7      | 2s2.2p4.(1D).3s       | 2D      | 5/2  | 2s2.2p4.(3P).3p       | 2D*      | 5/2  |   6 - 6   |    |                       c46 |          |
Mg IV     |                            |                 394.937    |       | 2.50e+03  | E    |   582578.4       -    607891.7      | 2s2.2p4.(1D).3s       | 2D      | 3/2  | 2s2.2p4.(3P).3p       | 2D*      | 5/2  |   4 - 6   |    |                       c46 |          |
Mg IV     |                            |                 394.937    |       | 2.27e-07  | E    |   582578.4       -    607891.7      | 2s2.2p4.(1D).3s       | 2D      | 3/2  | 2s2.2p4.(3P).3p       | 2D*      | 5/2  |   4 - 6   | M2 |                       c48 |          |
Mg VI     |                            |                 394.94     |       | 1.83e+00  | C+   |   401822         -    427135        | 2s.2p4                | 2S      | 1/2  | 2s.2p4                | 2P       | 1/2  |   2 - 2   | M1 |                       c43 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 397.5738   |                 397.5714   |     2 |           |      |   581567.5       -    606713.1      | 2s2.2p5.(2P*<3/2>).4d | 2[1/2]* | 0    | 2s2.2p5.(2P*<3/2>).5f | 2[3/2]   | 1    |   1 - 3   |    |                           |   L1434  |
Mg I      |                 398.4212   |                 398.4213   |     1 |           |      |    35051.264     -     60143.23     | 3s.3p                 | 1P*     | 1    | 3s.10s                | 1S       | 0    |   3 - 1   |    |                           |   L6095  |
Mg I      |                 398.67533  |                 398.67533  |     8 | 7.30e+06  | D    |    35051.264     -     60127.239    | 3s.3p                 | 1P*     | 1    | 3s.9d                 | 1D       | 2    |   3 - 5   |    |                  T6298c72 |   L7428  |
Mg III    |                 400.1345   |                 400.1318   |     2 |           |      |   581734.7       -    606719.4      | 2s2.2p5.(2P*<3/2>).4d | 2[1/2]* | 1    | 2s2.2p5.(2P*<3/2>).5f | 2[3/2]   | 2    |   3 - 5   |    |                           |   L1434  |
Mg III    |                 400.2304   |                 400.2327   |     1 |           |      |   581734.7       -    606713.1      | 2s2.2p5.(2P*<3/2>).4d | 2[1/2]* | 1    | 2s2.2p5.(2P*<3/2>).5f | 2[3/2]   | 1    |   3 - 3   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 402.6780   |                 402.6767   |    2d |           |      |   564300.0       -    589126.8      | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]  | 0    | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]*  | 1    |   1 - 3   |    |                           |   L1434  |
Mg III    |                 403.8255   |                 403.8235   |     5 |           |      |   582074.4       -    606830.7      | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 2    | 2s2.2p5.(2P*<3/2>).5f | 2[5/2]   | 3    |   5 - 7   |    |                           |   L1434  |
Mg III    |                 403.9135   |                 403.9132   |     3 |           |      |   559987.1       -    584737.9      | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]  | 1    | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]*  | 2    |   3 - 5   |    |                           |   L1434  |
Mg I      |                 405.4689   |                 405.4688   |     2 |           |      |    35051.264     -     59707.11     | 3s.3p                 | 1P*     | 1    | 3s.9s                 | 1S       | 0    |   3 - 1   |    |                           |   L6095  |
Mg III    |                 405.6480   |                 405.6472   |     1 |           |      |   582074.4       -    606719.4      | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 2    | 2s2.2p5.(2P*<3/2>).5f | 2[3/2]   | 2    |   5 - 5   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 405.7350   |                 405.7345   |   7bl |           |      |   582134.8       -    606774.5      | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 4    | 2s2.2p5.(2P*<3/2>).5f | 2[9/2]   | 5    |   9 - 11  |    |                           |   L1434  |
Mg I      |                 405.75052  |                 405.75052  |    10 | 1.02e+07  | C+   |    35051.264     -     59689.991    | 3s.3p                 | 1P*     | 1    | 3s.8d                 | 1D       | 2    |   3 - 5   |    |                     T5539 |   L7428  |
Mg VIII   |                            |                 406.22     |       | 4.99e+06  | B    |  1383760         -   1408370        | 2s.2p.(3P*).3s        | 2P*     | 3/2  | 2s.2p.(3P*).3p        | 2P       | 1/2  |   4 - 2   |    |                T7192c4,LS |          |
Mg I      |                            |                 407.1729   |       | 4.71e-04  | B+   |    21850.405     -     46403.065    | 3s.3p                 | 3P*     | 0    | 3s.3d                 | 1D       | 2    |   1 - 5   | M2 |                       c43 |          |
Mg I      |                            |                 407.5058   |       | 1.05e-03  | B+   |    21870.464     -     46403.065    | 3s.3p                 | 3P*     | 1    | 3s.3d                 | 1D       | 2    |   3 - 5   | M2 |                       c43 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 407.5059   |                 407.5058   |     3 |           |      |    21870.464     -     46403.065    | 3s.3p                 | 3P*     | 1    | 3s.3d                 | 1D       | 2    |   3 - 5   |    |                           |   L6095  |
Mg I      |                            |                 408.1832   |       | 8.09e-04  | B+   |    21911.178     -     46403.065    | 3s.3p                 | 3P*     | 2    | 3s.3d                 | 1D       | 2    |   5 - 5   | M2 |                       c43 |          |
Mg I      |                 408.1833   |                 408.1832   |     2 |           |      |    21911.178     -     46403.065    | 3s.3p                 | 3P*     | 2    | 3s.3d                 | 1D       | 2    |   5 - 5   |    |                           |   L6095  |
Mg III    |                 408.2939   |                 408.2930   |     6 |           |      |   582290.1       -    606775.4      | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 3    | 2s2.2p5.(2P*<3/2>).5f | 2[9/2]   | 4    |   7 - 9   |    |                           |   L1434  |
Mg III    |                 409.4375   |                 409.4368   |     5 |           |      |   584628.5       -    609045.4      | 2s2.2p5.(2P*<1/2>).4d | 2[5/2]* | 2    | 2s2.2p5.(2P*<1/2>).5f | 2[7/2]   | 3    |   5 - 7   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 409.9787   |       | 1.71e+06  | D+   |    56308.381     -     80693.01     | 3s.5d                 | 1D      | 2    | 3p.3d                 | 1D*      | 2    |   5 - 5   |    |                  T6298c72 |          |
Mg III    |                 411.1992   |                 411.1984   |     6 |           |      |   584733.4       -    609045.7      | 2s2.2p5.(2P*<1/2>).4d | 2[5/2]* | 3    | 2s2.2p5.(2P*<1/2>).5f | 2[7/2]   | 4    |   7 - 9   |    |                           |   L1434  |
Mg III    |                 411.2835   |                 411.2830   |     3 |           |      |   584737.9       -    609045.2      | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 2    | 2s2.2p5.(2P*<1/2>).5f | 2[5/2]   | 3    |   5 - 7   |    |                           |   L1434  |
Mg III    |                 414.0688   |                 414.0682   |     3 |           |      |   582747.3       -    606891.1      | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 2    | 2s2.2p5.(2P*<3/2>).5f | 2[7/2]   | 3    |   5 - 7   |    |                           |   L1434  |
Mg VI     |                            |                 414.31     |       | 2.56e+06  | C+   |  1172610         -   1196740?       | 2s.2p3.(3P*).3s       | 4P*     | 5/2  | 2s2.2p2.(3P).4s       | 4P       | 5/2  |   6 - 6   |    |                    u22,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VI     |                            |                 414.31     |       | 1.10e+06  | C    |  1172610         -   1196740?       | 2s.2p3.(3P*).3s       | 4P*     | 3/2  | 2s2.2p2.(3P).4s       | 4P       | 5/2  |   4 - 6   |    |                    u22,LS |          |
Mg III    |                 414.7487   |                 414.7468   |     1 |           |      |   564664.6       -    588768.9      | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 2    | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]*  | 2    |   5 - 5   |    |                           |   L1434  |
Mg III    |                 415.6475   |                 415.6469   |   3bl |           |      |   582839.7       -    606891.8      | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 3    | 2s2.2p5.(2P*<3/2>).5f | 2[7/2]   | 4    |   7 - 9   |    |                           |   L1434  |
Mg III    |                 415.9041   |                 415.9028   |     1 |           |      |   564731.6       -    588768.9      | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 1    | 2s2.2p5.(2P*<3/2>).5s | 2[3/2]*  | 2    |   3 - 5   |    |                           |   L1434  |
Mg I      |                 416.5101   |                 416.5101   |     4 |           |      |    35051.264     -     59053.52     | 3s.3p                 | 1P*     | 1    | 3s.8s                 | 1S       | 0    |   3 - 1   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 416.72712  |                 416.72713  |    15 | 1.38e+07  | C+   |    35051.264     -     59041.019    | 3s.3p                 | 1P*     | 1    | 3s.7d                 | 1D       | 2    |   3 - 5   |    |                     T5539 |   L7428  |
Mg II     |                 419.3482   |                 419.3470   |    2* |           |      |    93799.63      -    117639.51     | 2p6.4f                | 2F*     | 5/2  | 2p6.11g               | 2G       | 7/2  |   6 - 8   |    |                           |   L6095  |
Mg II     |                 419.3482   |                 419.3491   |    2* |           |      |    93799.75      -    117639.51     | 2p6.4f                | 2F*     | 7/2  | 2p6.11g               | 2G       | 9/2  |   8 - 10  |    |                           |   L6095  |
Mg III    |                 423.8916   |                 423.8915   |     2 |           |      |   585466.2       -    609050.5      | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 1    | 2s2.2p5.(2P*<1/2>).5f | 2[5/2]   | 2    |   3 - 5   |    |                           |   L1434  |
Mg III    |                 423.9468   |                 423.9473   |     7 |           |      |   546531.6       -    570112.8      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1    | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]   | 0    |   3 - 1   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                 424.2445   |                 424.2448   |     3 |           |      |    93310.59      -    116875.25     | 2p6.4d                | 2D      | 5/2  | 2p6.10f               | 2F*      | 7/2  |   6 - 8   |    |                           |   L7414  |
Mg II     |                 424.2543   |                 424.2542   |     2 |           |      |    93311.11      -    116875.25     | 2p6.4d                | 2D      | 3/2  | 2p6.10f               | 2F*      | 5/2  |   4 - 6   |    |                           |   L7414  |
Mg V      |                            |                 425.14     |       | 2.59e+06  | C+   |  1020345         -   1043860        | 2s.2p4.(2D).3s        | 3D      | 1    | 2s2.2p3.(2P*).4d?     | 3D*?     | 1    |   3 - 3   |    |                    c57,LS |          |
Mg V      |                            |                 425.14     |       | 5.18e+05  | C    |  1020345         -   1043860        | 2s.2p4.(2D).3s        | 3D      | 1    | 2s2.2p3.(2P*).4d?     | 3D*?     | 2    |   3 - 5   |    |                    c57,LS |          |
Mg VIII   |                            |                 425.96     |       | 8.16e+06  | B+   |  1814170?        -   1837640        | 2s.2p.(3P*).4p        | 2P      | 3/2  | 2s.2p.(3P*).4d        | 2D*      | 3/2  |   4 - 4   |    |                T7192c4,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VIII   |                            |                 425.96     |       | 4.90e+07  | A    |  1814170?        -   1837640        | 2s.2p.(3P*).4p        | 2P      | 3/2  | 2s.2p.(3P*).4d        | 2D*      | 5/2  |   4 - 6   |    |                T7192c4,LS |          |
Mg V      |                            |                 426.48     |       | 2.38e+06  | C+   |  1020419         -   1043860        | 2s.2p4.(2D).3s        | 3D      | 2    | 2s2.2p3.(2P*).4d?     | 3D*?     | 2    |   5 - 5   |    |                    c57,LS |          |
Mg V      |                            |                 426.48     |       | 3.80e+05  | C    |  1020419         -   1043860        | 2s.2p4.(2D).3s        | 3D      | 2    | 2s2.2p3.(2P*).4d?     | 3D*?     | 3    |   5 - 7   |    |                    c57,LS |          |
Mg V      |                            |                 426.48     |       | 8.55e+05  | C    |  1020419         -   1043860        | 2s.2p4.(2D).3s        | 3D      | 2    | 2s2.2p3.(2P*).4d?     | 3D*?     | 1    |   5 - 3   |    |                    c57,LS |          |
Mg III    |                 427.5201   |                 427.5189   |     1 |           |      |   583450.5       -    606834.7      | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 1    | 2s2.2p5.(2P*<3/2>).5f | 2[5/2]   | 2    |   3 - 5   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VI     |                            |                 427.82     |       | 3.60e-01  | C+   |   401822         -    425190        | 2s.2p4                | 2S      | 1/2  | 2s.2p4                | 2P       | 3/2  |   2 - 4   | M1 |                       c43 |          |
Mg V      |                            |                 428.37     |       | 5.24e+05  | C    |  1020522         -   1043860        | 2s.2p4.(2D).3s        | 3D      | 3    | 2s2.2p3.(2P*).4d?     | 3D*?     | 2    |   7 - 5   |    |                    c57,LS |          |
Mg V      |                            |                 428.37     |       | 3.00e+06  | B    |  1020522         -   1043860        | 2s.2p4.(2D).3s        | 3D      | 3    | 2s2.2p3.(2P*).4d?     | 3D*?     | 3    |   7 - 7   |    |                    c57,LS |          |
Mg III    |                 429.6355   |                 429.6373   |     1 |           |      |   583450.5       -    606719.4      | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 1    | 2s2.2p5.(2P*<3/2>).5f | 2[3/2]   | 2    |   3 - 5   |    |                           |   L1434  |
Mg VIII   |                            |                 432.78     |       | 6.12e+07  | A    |  1823050?        -   1846150?       | 2s.2p.(3P*).4p        | 2D      | 3/2  | 2s.2p.(3P*).4d        | 2F*      | 5/2  |   4 - 6   |    |                T7192c4,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                 433.1945   |                 433.1930   |    4* |           |      |    93799.63      -    116877.54     | 2p6.4f                | 2F*     | 5/2  | 2p6.10g               | 2G       | 7/2  |   6 - 8   |    |                           |   L6095  |
