[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Mg (all spectra): 1067 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 50
Query NIST Bibliographic Databases for
Mg (new window)
Mg Energy Levels
Mg Line Wavelengths and Classification
Mg Transition Probabilities
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |  Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level               |               Upper level               |  gi   gk  |Type|                       TP  |    Line  |
          |                 Wavelength |                 Wavelength |  Int. |    s^-1   |      |         (cm-1)       (cm-1)         |----------------------------------------|-----------------------------------------|           |    |                      Ref. |    Ref.  |
          |                  Air (nm)  |                  Air (nm)  |  (?)  |           |      |                                     | Conf.                 | Term    | J    | Conf.                 | Term     | J    |           |    |                           |          |
Mg IV     |                            |                 257.376    |       | 1.82e+00  | C    |   543720.4       -    582562.4      | 2s2.2p4.(3P).3s       | 4P      | 5/2  | 2s2.2p4.(1D).3s       | 2D       | 5/2  |   6 - 6   | M1 |                       c48 |          |
Mg I      |                 257.4945   |                 257.4942   |     2 |           |      |    21911.178     -     60735.38     | 3s.3p                 | 3P*     | 2    | 3s.11d                | 3D       | 3    |   5 - 7   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg IX     |                            |                 257.5      |       | 6.49e+07  | B    |  1795870         -   1834690        | 1s2.2p.3p             | 1D      | 2    | 1s2.2p.3d             | 1F*      | 3    |   5 - 7   |    |                   T5633c4 |   L1255  |
Mg I      |                 257.7888   |                 257.7877   |     0 |           |      |    21870.464     -     60650.46     | 3s.3p                 | 3P*     | 1    | 3s.12s                | 3S       | 1    |   3 - 3   |    |                           |   L6095  |
Mg I      |                 258.0587   |                 258.0587   |     1 |           |      |    21911.178     -     60650.46     | 3s.3p                 | 3P*     | 2    | 3s.12s                | 3S       | 1    |   5 - 3   |    |                           |   L6095  |
Mg II     |                            |                 258.2019   |       | 8.28e+05  | C+   |    71490.19      -    110207.99     | 2p6.3d                | 2D      | 5/2  | 2p6.7p                | 2P*      | 3/2  |   6 - 4   |    |                       c31 |          |
Mg II     |                            |                 258.2077   |       | 9.23e+04  | C    |    71491.06      -    110207.99     | 2p6.3d                | 2D      | 3/2  | 2p6.7p                | 2P*      | 3/2  |   4 - 4   |    |                       c31 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                            |                 258.2371   |       | 9.09e+05  | C+   |    71491.06      -    110203.58     | 2p6.3d                | 2D      | 3/2  | 2p6.7p                | 2P*      | 1/2  |   4 - 2   |    |                       c31 |          |
Mg I      |                 258.4216   |                 258.4212   |     1 |           |      |    21850.405     -     60535.34     | 3s.3p                 | 3P*     | 0    | 3s.10d                | 3D       | 1    |   1 - 3   |    |                           |   L6095  |
Mg I      |                 258.5558   |                 258.5553   |     2 |           |      |    21870.464     -     60535.34     | 3s.3p                 | 3P*     | 1    | 3s.10d                | 3D       | 2    |   3 - 5   |    |                           |   L6095  |
Mg I      |                 258.8285   |                 258.8279   |     3 |           |      |    21911.178     -     60535.34     | 3s.3p                 | 3P*     | 2    | 3s.10d                | 3D       | 3    |   5 - 7   |    |                           |   L6095  |
Mg I      |                 259.1891   |                 259.1882   |     0 |           |      |    21850.405     -     60420.87     | 3s.3p                 | 3P*     | 0    | 3s.11s                | 3S       | 1    |   1 - 3   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 259.3231   |                 259.3231   |     1 |           |      |    21870.464     -     60420.87     | 3s.3p                 | 3P*     | 1    | 3s.11s                | 3S       | 1    |   3 - 3   |    |                           |   L6095  |
Mg I      |                 259.5973   |                 259.5973   |     2 |           |      |    21911.178     -     60420.87     | 3s.3p                 | 3P*     | 2    | 3s.11s                | 3S       | 1    |   5 - 3   |    |                           |   L6095  |
Mg I      |                 260.2495   |                 260.24956  |     2 |           |      |    21850.405     -     60263.583    | 3s.3p                 | 3P*     | 0    | 3s.9d                 | 3D       | 1    |   1 - 3   |    |                           |   L6095  |
Mg I      |                 260.3854   |                 260.38554  |     4 |           |      |    21870.464     -     60263.583    | 3s.3p                 | 3P*     | 1    | 3s.9d                 | 3D       | 2    |   3 - 5   |    |                           |   L6095  |
Mg I      |                 260.6621   |                 260.66197  |     5 |           |      |    21911.178     -     60263.583    | 3s.3p                 | 3P*     | 2    | 3s.9d                 | 3D       | 3    |   5 - 7   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg V      |                            |                 261.04     |       | 1.85e+06  | D+   |   902152         -    940449        | 2s2.2p3.(2P*).3d      | 3D*     | 3    | 2s.2p4.(4P).3s        | 3P       | 2    |   7 - 5   |    |                    c57,LS |          |
Mg I      |                 261.3357   |                 261.3353   |     1 |           |      |    21850.405     -     60104.00     | 3s.3p                 | 3P*     | 0    | 3s.10s                | 3S       | 1    |   1 - 3   |    |                           |   L6095  |
Mg I      |                 261.4726   |                 261.4724   |     2 |           |      |    21870.464     -     60104.00     | 3s.3p                 | 3P*     | 1    | 3s.10s                | 3S       | 1    |   3 - 3   |    |                           |   L6095  |
Mg VI     |                            |                 261.63     |       | 9.74e+05  | D+   |  1248830?        -   1287040        | 2s2.2p2.(3P).4d       | 4D      | 5/2  | 2s.2p3.(3D*).3d       | 4D*      | 5/2  |   6 - 6   |    |                    u22,LS |          |
Mg VI     |                            |                 261.63     |       | 3.97e+05  | D    |  1248830?        -   1287040        | 2s2.2p2.(3P).4d       | 4D      | 3/2  | 2s.2p3.(3D*).3d       | 4D*      | 5/2  |   4 - 6   |    |                    u22,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VI     |                            |                 261.63     |       | 2.42e+05  | D    |  1248830?        -   1287040        | 2s2.2p2.(3P).4d       | 4D      | 5/2  | 2s.2p3.(3D*).3d       | 4D*      | 7/2  |   6 - 8   |    |                    u22,LS |          |
Mg VI     |                            |                 261.63     |       | 8.51e+05  | D    |  1248830?        -   1287040        | 2s2.2p2.(3P).4d       | 4D      | 3/2  | 2s.2p3.(3D*).3d       | 4D*      | 1/2  |   4 - 2   |    |                    u22,LS |          |
Mg VI     |                            |                 261.63     |       | 5.96e+05  | D    |  1248830?        -   1287040        | 2s2.2p2.(3P).4d       | 4D      | 5/2  | 2s.2p3.(3D*).3d       | 4D*      | 3/2  |   6 - 4   |    |                    u22,LS |          |
Mg VI     |                            |                 261.63     |       | 6.82e+05  | D    |  1248830?        -   1287040        | 2s2.2p2.(3P).4d       | 4D      | 3/2  | 2s.2p3.(3D*).3d       | 4D*      | 3/2  |   4 - 4   |    |                    u22,LS |          |
Mg I      |                 261.7513   |                 261.7512   |     3 |           |      |    21911.178     -     60104.00     | 3s.3p                 | 3P*     | 2    | 3s.10s                | 3S       | 1    |   5 - 3   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 261.8011   |                 261.8007   |     7 | 8.72e+07  | B    |   496012.1       -    534197.7      | 2s2.2p5.3p            | 1S      | 0    | 2s2.2p5.3d            | 3D*      | 1    |   1 - 3   |    |                     T6036 |   L1434  |
Mg VIII   |                            |                 262.53     |       | 8.45e+05  | C    |  1440610         -   1478690        | 2s.2p.(3P*).3p        | 2D      | 3/2  | 2s.2p.(3P*).3d        | 2D*      | 5/2  |   4 - 6   |    |                T7192c4,LS |          |
Mg IX     |                            |                 262.80     |       | 1.68e+07  | D+   |  1778690         -   1816730        | 1s2.2p.3p             | 3P      | 1    | 1s2.2p.3d             | 3P*      | 0    |   3 - 1   |    |                T5633c4,LS |          |
Mg I      |                 262.8664   |                 262.86644  |     3 |           |      |    21850.405     -     59881.196    | 3s.3p                 | 3P*     | 0    | 3s.8d                 | 3D       | 1    |   1 - 3   |    |                           |   L6095  |
Mg VII    |                            |                 262.91     |       | 1.93e-03  | B    |     2924         -     40948        | 2s2.2p2               | 3P      | 2    | 2s2.2p2               | 1D       | 2    |   5 - 5   | E2 |            T7333c10,T6645 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VII    |                            |                 262.91     |       | 3.13e+00  | B+   |     2924         -     40948        | 2s2.2p2               | 3P      | 2    | 2s2.2p2               | 1D       | 2    |   5 - 5   | M1 |      T7333c10,T6645,T6781 |          |
Mg I      |                 263.0053   |                 263.00527  |     6 |           |      |    21870.464     -     59881.181    | 3s.3p                 | 3P*     | 1    | 3s.8d                 | 3D       | 2    |   3 - 5   |    |                           |   L6095  |
Mg I      |                 263.2873   |                 263.28739  |     8 |           |      |    21911.178     -     59881.168    | 3s.3p                 | 3P*     | 2    | 3s.8d                 | 3D       | 3    |   5 - 7   |    |                           |   L6095  |
Mg IX     |                            |                 263.49     |       | 1.76e+00  | B    |   367159         -    405100        | 1s2.2p2               | 3P      | 1    | 1s2.2p2               | 1D       | 2    |   3 - 5   | M1 |                     T7405 |          |
Mg IX     |                            |                 263.49     |       | 3.74e-04  | C    |   367159         -    405100        | 1s2.2p2               | 3P      | 1    | 1s2.2p2               | 1D       | 2    |   3 - 5   | E2 |                     T7405 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg V      |                            |                 263.50     |       | 3.22e+05  | D    |   902509         -    940449        | 2s2.2p3.(2P*).3d      | 3D*     | 2    | 2s.2p4.(4P).3s        | 3P       | 2    |   5 - 5   |    |                    c57,LS |          |
Mg IV     |                            |                 264.266    |       | 6.59e+05  | D+   |   644643.4       -    682472.8      | 2s2.2p4.(1D).3p       | 2D*     | 3/2  | 2s2.2p4.(3P).3d       | 2P       | 3/2  |   4 - 4   |    |                       c46 |          |
Mg I      |                 264.4801   |                 264.4803   |     2 |           |      |    21850.405     -     59649.15     | 3s.3p                 | 3P*     | 0    | 3s.9s                 | 3S       | 1    |   1 - 3   |    |                           |   L6095  |
Mg I      |                 264.6206   |                 264.6207   |     3 |           |      |    21870.464     -     59649.15     | 3s.3p                 | 3P*     | 1    | 3s.9s                 | 3S       | 1    |   3 - 3   |    |                           |   L6095  |
Mg I      |                 264.9062   |                 264.9062   |     4 |           |      |    21911.178     -     59649.15     | 3s.3p                 | 3P*     | 2    | 3s.9s                 | 3S       | 1    |   5 - 3   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VIII   |                            |                 264.96     |       | 1.11e+07  | B    |  1440610         -   1478340        | 2s.2p.(3P*).3p        | 2D      | 3/2  | 2s.2p.(3P*).3d        | 2D*      | 3/2  |   4 - 4   |    |                T7192c4,LS |          |
Mg IV     |                            |                 265.269    |       | 8.39e+05  | D+   |   644786.4       -    682472.8      | 2s2.2p4.(1D).3p       | 2D*     | 5/2  | 2s2.2p4.(3P).3d       | 2P       | 3/2  |   6 - 4   |    |                       c46 |          |
Mg V      |                            |                 265.29     |       | 2.10e+04  | E    |   902766         -    940449        | 2s2.2p3.(2P*).3d      | 3D*     | 1    | 2s.2p4.(4P).3s        | 3P       | 2    |   3 - 5   |    |                    c57,LS |          |
Mg II     |                 266.0755   |                 266.0754   |     8 | 3.81e+07  | A    |    71490.19      -    109062.35     | 2p6.3d                | 2D      | 5/2  | 2p6.6f                | 2F*      | 7/2  |   6 - 8   |    |                       c31 |   L6095  |
Mg II     |                            |                 266.0756   |       | 2.54e+06  | B+   |    71490.19      -    109062.32     | 2p6.3d                | 2D      | 5/2  | 2p6.6f                | 2F*      | 5/2  |   6 - 6   |    |                       c31 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                 266.0817   |                 266.0817   |     8 | 3.56e+07  | A    |    71491.06      -    109062.32     | 2p6.3d                | 2D      | 3/2  | 2p6.6f                | 2F*      | 5/2  |   4 - 6   |    |                       c31 |   L6095  |
Mg IX     |                            |                 266.09     |       | 5.80e+05  | C+   |  1593600         -   1631170        | 1s2.2s.3p             | 1P*     | 1    | 1s2.2s.3d             | 3D       | 2    |   3 - 5   |    |                   T7096c9 |          |
Mg VI     |                            |                 266.30     |       | 4.04e+05  | D    |  1249500?        -   1287040        | 2s2.2p2.(3P).4d       | 4D      | 1/2  | 2s.2p3.(3D*).3d       | 4D*      | 3/2  |   2 - 4   |    |                    u22,LS |          |
Mg VI     |                            |                 266.30     |       | 8.07e+05  | D    |  1249500?        -   1287040        | 2s2.2p2.(3P).4d       | 4D      | 1/2  | 2s.2p3.(3D*).3d       | 4D*      | 1/2  |   2 - 2   |    |                    u22,LS |          |
Mg IX     |                            |                 266.45     |       | 4.03e+06  | D+   |  1778690         -   1816210        | 1s2.2p.3p             | 3P      | 1    | 1s2.2p.3d             | 3P*      | 1    |   3 - 3   |    |                T5633c4,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 266.8124   |                 266.81232  |     6 |           |      |    21850.405     -     59318.793    | 3s.3p                 | 3P*     | 0    | 3s.7d                 | 3D       | 1    |   1 - 3   |    |                           |   L6095  |
Mg VIII   |                            |                 266.87     |       | 9.32e+05  | C    |  1513100?        -   1550560        | 2s.2p.(3P*).3d        | 2P*     | 3/2  | 2s.2p.(1P*).3p        | 2P       | 3/2  |   4 - 4   |    |                T7192c4,LS |          |
Mg I      |                 266.9553   |                 266.95537  |     8 |           |      |    21870.464     -     59318.775    | 3s.3p                 | 3P*     | 1    | 3s.7d                 | 3D       | 2    |   3 - 5   |    |                           |   L6095  |
Mg IV     |                            |                 267.009    |       | 7.95e-01  | D+   |   545137.6       -    582578.4      | 2s2.2p4.(3P).3s       | 4P      | 3/2  | 2s2.2p4.(1D).3s       | 2D       | 3/2  |   4 - 4   | M1 |                       c48 |          |
Mg IX     |                            |                 267.01     |       | 2.87e+05  | C    |  1593600         -   1631040        | 1s2.2s.3p             | 1P*     | 1    | 1s2.2s.3d             | 3D       | 1    |   3 - 3   |    |                   T7096c9 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg IV     |                            |                 267.123    |       | 2.44e-01  | D+   |   545137.6       -    582562.4      | 2s2.2p4.(3P).3s       | 4P      | 3/2  | 2s2.2p4.(1D).3s       | 2D       | 5/2  |   4 - 6   | M1 |                       c48 |          |
Mg I      |                 267.2460   |                 267.24602  |    10 |           |      |    21911.178     -     59318.764    | 3s.3p                 | 3P*     | 2    | 3s.7d                 | 3D       | 3    |   5 - 7   |    |                           |   L6095  |
Mg VIII   |                            |                 268.67     |       | 4.23e+06  | C+   |  1610670         -   1647880        | 2s.2p.(1P*).3d        | 2P*     | 3/2  | 2s2.4s                | 2S       | 1/2  |   4 - 2   |    |                T7192c4,LS |          |
Mg VIII   |                            |                 268.67     |       | 2.11e+06  | C    |  1610670         -   1647880        | 2s.2p.(1P*).3d        | 2P*     | 1/2  | 2s2.4s                | 2S       | 1/2  |   2 - 2   |    |                T7192c4,LS |          |
Mg I      |                 269.3723   |                 269.37225  |     3 |           |      |    21850.405     -     58962.739    | 3s.3p                 | 3P*     | 0    | 3s.8s                 | 3S       | 1    |   1 - 3   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 269.5181   |                 269.51793  |     5 |           |      |    21870.464     -     58962.739    | 3s.3p                 | 3P*     | 1    | 3s.8s                 | 3S       | 1    |   3 - 3   |    |                           |   L6095  |
Mg I      |                 269.8145   |                 269.81411  |     6 |           |      |    21911.178     -     58962.739    | 3s.3p                 | 3P*     | 2    | 3s.8s                 | 3S       | 1    |   5 - 3   |    |                           |   L6095  |
Mg VIII   |                            |                 271.00     |       | 3.56e+05  | D+   |  1513100?        -   1549990        | 2s.2p.(3P*).3d        | 2P*     | 3/2  | 2s.2p.(1P*).3p        | 2P       | 1/2  |   4 - 2   |    |                T7192c4,LS |          |
Mg V      |                            |                 271.18     |       | 3.98e+00  | D    |   727763         -    764628        | 2s2.2p3.(2D*).3s      | 3D*     | 2    | 2s2.2p3.(2P*).3s      | 1P*      | 1    |   5 - 3   | M1 |                  T7370c16 |          |
Mg V      |                            |                 271.32     |       | 1.35e+00  | E    |   727782         -    764628        | 2s2.2p3.(2D*).3s      | 3D*     | 1    | 2s2.2p3.(2P*).3s      | 1P*      | 1    |   3 - 3   | M1 |                  T7370c16 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VI     |                            |                 272.84     |       | 1.54e+06  | C    |  1282030         -   1318670?       | 2s.2p3.(3D*).3d       | 4P*     | 5/2  | 2s2.2p2.(3P).5s       | 4P       | 5/2  |   6 - 6   |    |                    u22,LS |          |
Mg IV     |                            |                 272.972    |       | 1.71e-01  | D+   |   545955.4       -    582578.4      | 2s2.2p4.(3P).3s       | 4P      | 1/2  | 2s2.2p4.(1D).3s       | 2D       | 3/2  |   2 - 4   | M1 |                       c48 |          |
Mg I      |                 273.1993   |                 273.19940  |     8 | 6.97e+06  | D+   |    21850.405     -     58442.874    | 3s.3p                 | 3P*     | 0    | 3s.6d                 | 3D       | 1    |   1 - 3   |    |               T6298c72,LS |   L6095  |
Mg I      |                            |                 273.34925  |       | 5.21e+06  | D    |    21870.464     -     58442.874    | 3s.3p                 | 3P*     | 1    | 3s.6d                 | 3D       | 1    |   3 - 3   |    |               T6298c72,LS |          |
Mg I      |                 273.3493   |                 273.34941  |    10 | 9.37e+06  | D+   |    21870.464     -     58442.853    | 3s.3p                 | 3P*     | 1    | 3s.6d                 | 3D       | 2    |   3 - 5   |    |               T6298c72,LS |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 273.65391  |       | 3.46e+05  | E    |    21911.178     -     58442.874    | 3s.3p                 | 3P*     | 2    | 3s.6d                 | 3D       | 1    |   5 - 3   |    |               T6298c72,LS |          |
Mg I      |                            |                 273.65407  |       | 3.12e+06  | D    |    21911.178     -     58442.853    | 3s.3p                 | 3P*     | 2    | 3s.6d                 | 3D       | 2    |   5 - 5   |    |               T6298c72,LS |          |
Mg I      |                 273.6542   |                 273.65414  |    12 | 1.25e+07  | C    |    21911.178     -     58442.843    | 3s.3p                 | 3P*     | 2    | 3s.6d                 | 3D       | 3    |   5 - 7   |    |               T6298c72,LS |   L6095  |
Mg IX     |                            |                 273.67     |       | 3.72e+06  | C    |  1778690         -   1815220        | 1s2.2p.3p             | 3P      | 1    | 1s2.2p.3d             | 3P*      | 2    |   3 - 5   |    |                T5633c4,LS |          |
Mg IV     |                            |                 274.796    |       | 1.54e+06  | D+   |   644643.4       -    681023.3      | 2s2.2p4.(1D).3p       | 2D*     | 3/2  | 2s2.2p4.(3P).3d       | 2P       | 1/2  |   4 - 2   |    |                       c46 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VIII   |                            |                 275.40     |       | 1.70e+05  | D+   |  1514260?        -   1550560        | 2s.2p.(3P*).3d        | 2P*     | 1/2  | 2s.2p.(1P*).3p        | 2P       | 3/2  |   2 - 4   |    |                T7192c4,LS |          |
Mg VI     |                            |                 275.63     |       | 6.43e+05  | D+   |  1282400         -   1318670?       | 2s.2p3.(3D*).3d       | 4P*     | 3/2  | 2s2.2p2.(3P).5s       | 4P       | 5/2  |   4 - 6   |    |                    u22,LS |          |
Mg IX     |                            |                 276.01     |       | 6.04e+06  | C    |  1779990         -   1816210        | 1s2.2p.3p             | 3P      | 2    | 1s2.2p.3d             | 3P*      | 1    |   5 - 3   |    |                T5633c4,LS |          |
Mg I      |                 276.5222   |                 276.52221  |     5 |           |      |    21870.464     -     58023.246    | 3s.3p                 | 3P*     | 1    | 3s.6d                 | 1D       | 2    |   3 - 5   |    |                           |   L6095  |
Mg I      |                 276.8339   |                 276.83398  |     7 |           |      |    21911.178     -     58023.246    | 3s.3p                 | 3P*     | 2    | 3s.6d                 | 1D       | 2    |   5 - 5   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 277.6690   |                 277.6690   |    18 | 1.32e+08  | B+   |    21870.464     -     57873.94     | 3s.3p                 | 3P*     | 1    | 3p2                   | 3P       | 2    |   3 - 5   |    |                     T4391 |   L6095  |
Mg I      |                 277.8270   |                 277.8271   |    18 | 1.82e+08  | C+   |    21850.405     -     57833.40     | 3s.3p                 | 3P*     | 0    | 3p2                   | 3P       | 1    |   1 - 3   |    |               T6298c72,LS |   L6095  |
Mg I      |                 277.9831   |                 277.9820   |   20* | 1.36e+08  | C+   |    21870.464     -     57833.40     | 3s.3p                 | 3P*     | 1    | 3p2                   | 3P       | 1    |   3 - 3   |    |               T6298c72,LS |   L6095  |
Mg I      |                 277.9831   |                 277.9834   |   20* | 4.09e+08  | B    |    21911.178     -     57873.94     | 3s.3p                 | 3P*     | 2    | 3p2                   | 3P       | 2    |   5 - 5   |    |               T6298c72,LS |   L6095  |
Mg I      |                 278.1288   |                 278.1282   |     8 |           |      |    21911.178     -     57855.214    | 3s.3p                 | 3P*     | 2    | 3s.7s                 | 3S       | 1    |   5 - 3   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 278.1416   |                 278.1416   |    18 | 5.43e+08  | C+   |    21870.464     -     57812.77     | 3s.3p                 | 3P*     | 1    | 3p2                   | 3P       | 0    |   3 - 1   |    |               T6298c72,LS |   L6095  |
Mg V      |                            |                 278.27     |       | 1.71e-03  | B    |        0.0       -     35926        | 2s2.2p4               | 3P      | 2    | 2s2.2p4               | 1D       | 2    |   5 - 5   | E2 |            T7370c15,T6146 |          |
Mg V      |                            |                 278.27     |       | 1.87e+00  | B    |        0.0       -     35926        | 2s2.2p4               | 3P      | 2    | 2s2.2p4               | 1D       | 2    |   5 - 5   | M1 |      T7370c15,T6146,T6781 |          |
Mg I      |                 278.2972   |                 278.2971   |    18 | 2.14e+08  | B+   |    21911.178     -     57833.40     | 3s.3p                 | 3P*     | 2    | 3p2                   | 3P       | 1    |   5 - 3   |    |                     T4391 |   L6095  |
Mg III    |                 278.352    |                 278.3523   |    bl |           |      |   534197.7       -    570112.8      | 2s2.2p5.3d            | 3D*     | 1    | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]   | 0    |   3 - 1   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VIII   |                            |                 278.78     |       | 9.86e+06  | B    |  1442830         -   1478690        | 2s.2p.(3P*).3p        | 2D      | 5/2  | 2s.2p.(3P*).3d        | 2D*      | 5/2  |   6 - 6   |    |                T7192c4,LS |          |
Mg IV     |                            |                 278.859    |       | 3.17e+04  | E    |   644643.4       -    680493.2      | 2s2.2p4.(1D).3p       | 2D*     | 3/2  | 2s2.2p4.(3P).3d       | 2D       | 5/2  |   4 - 6   |    |                       c46 |          |
Mg III    |                            |                 278.869    |       | 6.11e-04  | B+   |   431530.0       -    467378.5      | 2s2.2p5.3s            | 1P*     | 1    | 2s2.2p5.3p            | 3S       | 1    |   3 - 3   | M2 |                       c46 |          |
Mg III    |                            |                 278.869    |       | 9.69e+05  | C    |   431530.0       -    467378.5      | 2s2.2p5.3s            | 1P*     | 1    | 2s2.2p5.3p            | 3S       | 1    |   3 - 3   |    |                       c46 |          |
Mg II     |                            |                 279.0542   |       | 3.20e+04  | C+   |    69804.95      -    105629.72     | 2p6.4s                | 2S      | 1/2  | 2p6.6p                | 2P*      | 3/2  |   2 - 4   |    |                       c31 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                 279.0776   |                 279.0777   |     9 | 4.01e+08  | A    |    35669.31      -     71491.06     | 2p6.3p                | 2P*     | 1/2  | 2p6.3d                | 2D       | 3/2  |   2 - 4   |    |             c31,T6870,c23 |   L7414  |
Mg II     |                            |                 279.0777   |       | 2.29e-04  | B    |    35669.31      -     71491.06     | 2p6.3p                | 2P*     | 1/2  | 2p6.3d                | 2D       | 3/2  |   2 - 4   | M2 |                       c28 |          |
Mg II     |                            |                 279.0845   |       | 1.63e-03  | B+   |    35669.31      -     71490.19     | 2p6.3p                | 2P*     | 1/2  | 2p6.3d                | 2D       | 5/2  |   2 - 6   | M2 |                       c28 |          |
Mg II     |                            |                 279.1117   |       | 4.02e+04  | C+   |    69804.95      -    105622.34     | 2p6.4s                | 2S      | 1/2  | 2p6.6p                | 2P*      | 1/2  |   2 - 2   |    |                       c31 |          |
Mg IX     |                            |                 279.48     |       | 4.42e+00  | B+   |   369330         -    405100        | 1s2.2p2               | 3P      | 2    | 1s2.2p2               | 1D       | 2    |   5 - 5   | M1 |                     T7405 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg IX     |                            |                 279.48     |       | 1.94e-03  | C+   |   369330         -    405100        | 1s2.2p2               | 3P      | 2    | 1s2.2p2               | 1D       | 2    |   5 - 5   | E2 |                     T7405 |          |
Mg II     |                 279.5528   |                 279.5528   |   13g | 2.60e+08  | A+   |        0.00      -     35760.88     | 2p6.3s                | 2S      | 1/2  | 2p6.3p                | 2P*      | 3/2  |   2 - 4   |    | c31,T6870,T5467,T6659,c23 |   L7414  |
Mg II     |                            |                 279.5528   |       | 3.80e-03  | B+   |        0.00      -     35760.88     | 2p6.3s                | 2S      | 1/2  | 2p6.3p                | 2P*      | 3/2  |   2 - 4   | M2 |                       c28 |          |
Mg VIII   |                            |                 279.64     |       | 1.20e+06  | C    |  1513100?        -   1548850        | 2s.2p.(3P*).3d        | 2P*     | 3/2  | 2s.2p.(1P*).3p        | 2D       | 5/2  |   4 - 6   |    |                T7192c4,LS |          |
Mg VIII   |                            |                 279.79     |       | 6.47e+05  | D+   |  1514260?        -   1549990        | 2s.2p.(3P*).3d        | 2P*     | 1/2  | 2s.2p.(1P*).3p        | 2P       | 1/2  |   2 - 2   |    |                T7192c4,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                            |                 279.7930   |       | 7.98e+07  | A    |    35760.88      -     71491.06     | 2p6.3p                | 2P*     | 3/2  | 2p6.3d                | 2D       | 3/2  |   4 - 4   |    |             c31,T6870,c23 |          |
Mg II     |                            |                 279.7930   |       | 2.19e-10  | E    |    35760.88      -     71491.06     | 2p6.3p                | 2P*     | 3/2  | 2p6.3d                | 2D       | 3/2  |   4 - 4   | M2 |                       c28 |          |
Mg II     |                 279.7998   |                 279.7998   |    10 | 4.79e+08  | A    |    35760.88      -     71490.19     | 2p6.3p                | 2P*     | 3/2  | 2p6.3d                | 2D       | 5/2  |   4 - 6   |    |             c31,T6870,c23 |   L7414  |
Mg II     |                            |                 279.7998   |       | 8.82e-03  | B+   |    35760.88      -     71490.19     | 2p6.3p                | 2P*     | 3/2  | 2p6.3d                | 2D       | 5/2  |   4 - 6   | M2 |                       c28 |          |
