[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
K (all spectra): 304 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 70
Query NIST Bibliographic Databases for
K (new window)
K Energy Levels
K Line Wavelengths and Classification
K Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                    Observed  |                     Ritz    |  Rel. |    Aki    | Acc. |           Ei           Ek          |            Lower level            |            Upper level            |  gi   gk  |   Type|            TP  |    Line  |
          |                   Wavelength |                  Wavelength |  Int. |    s^-1   |      |         (cm-1)       (cm-1)        |-----------------------------------|-----------------------------------|           |       |           Ref. |    Ref.  |
          |                    Air (nm)  |                   Air (nm)  |  (?)  |           |      |                                    | Conf.             | Term    | J   | Conf.             | Term    | J   |           |       |                |          |
K II      |                 325.881      |                325.8715     |     3 | 2.53e+07  |      | 186383.8         -  217061.9       | 3p5.4p            | 3D      | 3   | 3p5.4d            | 3F*     | 2   |   7 - 5   |       |          T8304 |   L3490  |
K III     |                 327.879      |                327.879      |     6 | 1.09e+08  |      | 207421.9         -  237912.2       | 3s2.3p4.(3P).4s   | 4P      | 5/2 | 3s2.3p4.(3P).4p   | 4P*     | 3/2 |   6 - 4   |       |          T7942 |   L3491  |
K III     |                 328.906      |                328.905      |     6 | 1.76e+08  |      | 212725.4         -  243120.6       | 3s2.3p4.(3P).4s   | 2P      | 3/2 | 3s2.3p4.(3P).4p   | 2D*     | 5/2 |   4 - 6   |       |          T7942 |   L3398  |
K II      |                 329.065      |                329.0637     |     5 | 4.72e+08  |      | 186681.4         -  217061.9       | 3p5.4p            | 3D      | 2   | 3p5.4d            | 3F*     | 2   |   5 - 5   |       |          T8304 |   L3490  |
K II      |                 330.160      |                330.1537     |     3 | 9.17e+06  |      | 164492.0         -  194772.2       | 3p5.3d            | 3P*     | 1   | 3p5.4p            | 1S      | 0   |   3 - 1   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K III     |                 332.240      |                332.240      |     6 | 1.52e+08  |      | 207421.9         -  237512.0       | 3s2.3p4.(3P).4s   | 4P      | 5/2 | 3s2.3p4.(3P).4p   | 4P*     | 5/2 |   6 - 6   |       |          T7942 |   L3491  |
K II      |                 333.767      |                333.7649     |     1 | 4.78e+05  |      | 189239.5         -  219192.1       | 3p5.4p            | 1P      | 1   | 3p5.4d            | 3D*     | 2   |   3 - 5   |       |          T8304 |   L3490  |
K II      |                 335.651      |                335.6486     |     2 | 5.88e+07  |      | 183204.1         -  212988.6       | 3p5.4p            | 3S      | 1   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 1   |   3 - 3   |       |          T8304 |   L3490  |
K III     |                 335.843      |                335.843      |     3 | 1.59e+08  |      | 208687.8         -  238455.1       | 3s2.3p4.(3P).4s   | 4P      | 3/2 | 3s2.3p4.(3P).4p   | 4P*     | 1/2 |   4 - 2   |       |          T7942 |   L3491  |
K III     |                 336.422      |                336.433      |     6 | 1.12e+08  |      | 214232.3         -  243947.4       | 3s2.3p4.(3P).4s   | 2P      | 1/2 | 3s2.3p4.(3P).4p   | 2P*     | 3/2 |   2 - 4   |       |          T7942 |   L3491  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 338.062      |                338.061      |     6 | 1.59e+09  |      | 188150.3         -  217722.3       | 3p5.4p            | 1D      | 2   | 3p5.4d            | 3D*     | 3   |   5 - 7   |       |          T8304 |   L3490  |
K II      |                 338.486      |                338.485      |  6bl* | 1.10e+09  |      | 187527.0         -  217061.9       | 3p5.4p            | 3D      | 1   | 3p5.4d            | 3F*     | 2   |   3 - 5   |       |          T8304 |  L12188  |
K II      |                 338.486      |                338.488      |  6bl* | 5.25e+07  |      | 189657.4         -  219192.1       | 3p5.4p            | 3P      | 2   | 3p5.4d            | 3D*     | 2   |   5 - 5   |       |          T8304 |  L12188  |
K II      |                 339.263      |                339.2572     |     3 | 3.72e+07  |      | 186383.8         -  215851.5       | 3p5.4p            | 3D      | 3   | 3p5.4d            | 3P*     | 2   |   7 - 5   |       |          T8304 |   L3490  |
K II      |                 340.424      |                340.4194     |     6 | 2.20e+08  |      | 183204.1         -  212571.2       | 3p5.4p            | 3S      | 1   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 2   |   3 - 5   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K III     |                 342.082      |                342.082      |     6 | 2.76e+07  |      | 208687.8         -  237912.2       | 3s2.3p4.(3P).4s   | 4P      | 3/2 | 3s2.3p4.(3P).4p   | 4P*     | 3/2 |   4 - 4   |       |          T7942 |   L3491  |
K III     |                 342.183      |                342.181      |     4 | 6.87e+07  |      | 214232.3         -  243448.2       | 3s2.3p4.(3P).4s   | 2P      | 1/2 | 3s2.3p4.(3P).4p   | 2D*     | 3/2 |   2 - 4   |       |          T7942 |   L3491  |
K II      |                 342.713      |                342.7185     |     2 | 1.72e+07  |      | 186681.4         -  215851.5       | 3p5.4p            | 3D      | 2   | 3p5.4d            | 3P*     | 2   |   5 - 5   |       |          T8304 |   L3490  |
K II      |                 344.005      |                344.000      |     7 | 1.12e+09  |      | 190130.7         -  219192.1       | 3p5.4p            | 3P      | 1   | 3p5.4d            | 3D*     | 2   |   3 - 5   |       |          T8304 |   L3490  |
K XV      |                 344.53       |                344.53       |       | 2.24e+02  |      |      0           -   29017         | 2s2.2p            | 2P*     | 1/2 | 2s2.2p            | 2P*     | 3/2 |   2 - 4   | M1    |          T7438 |   L6826  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K I       |                 344.6376     |                344.6372     |     a | 1.66e+05  |      |      0.0000      -   29007.71      | 3p6.4s            | 2S      | 1/2 | 3p6.6p            | 2P*     | 3/2 |   2 - 4   |       |          T5436 |   L3287  |
K I       |                 344.7376     |                344.7375     |     a | 1.45e+05  |      |      0.0000      -   28999.27      | 3p6.4s            | 2S      | 1/2 | 3p6.6p            | 2P*     | 1/2 |   2 - 2   |       |          T5436 |   L3287  |
K III     |                 344.801      |                344.803      |     3 | 1.95e+07  |      | 209461.3         -  238455.1       | 3s2.3p4.(3P).4s   | 4P      | 1/2 | 3s2.3p4.(3P).4p   | 4P*     | 1/2 |   2 - 2   |       |          T7942 |   L3491  |
K II      |                 345.785      |                345.783      |     2 | 8.91e+06  |      | 188150.3         -  217061.9       | 3p5.4p            | 1D      | 2   | 3p5.4d            | 3F*     | 2   |   5 - 5   |       |          T8304 |   L3490  |
K III     |                 346.832      |                346.831      |     6 | 2.97e+07  |      | 208687.8         -  237512.0       | 3s2.3p4.(3P).4s   | 4P      | 3/2 | 3s2.3p4.(3P).4p   | 4P*     | 5/2 |   4 - 6   |       |          T7942 |   L3491  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K III     |                 348.111      |                348.113      |     1 | 1.02e+07  |      | 212725.4         -  241443.5       | 3s2.3p4.(3P).4s   | 2P      | 3/2 | 3s2.3p4.(3P).4p   | 4D*     | 5/2 |   4 - 6   |       |          T7942 |   L3398  |
K III     |                 351.388      |                351.382      |     5 | 4.35e+07  |      | 209461.3         -  237912.2       | 3s2.3p4.(3P).4s   | 4P      | 1/2 | 3s2.3p4.(3P).4p   | 4P*     | 3/2 |   2 - 4   |       |          T7942 |   L3491  |
K II      |                 352.851      |                352.8420     |     1 | 2.39e+07  |      | 186681.4         -  215014.6       | 3p5.4p            | 3D      | 2   | 3p5.(2P*<1/2>).5s | 2[1/2]* | 1   |   5 - 3   |       |          T8304 |   L3490  |
K II      |                 352.953      |                352.9504     |     3 | 3.13e+07  |      | 187527.0         -  215851.5       | 3p5.4p            | 3D      | 1   | 3p5.4d            | 3P*     | 2   |   3 - 5   |       |          T8304 |   L3490  |
K II      |                 353.075      |                353.0700     |     7 | 2.26e+08  |      | 166457.3         -  194772.2       | 3p5.4s            | 1P*     | 1   | 3p5.4p            | 1S      | 0   |   3 - 1   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K XIV     |                              |                354.2        |       | 2.22e-03  | C    |      0           -   28225         | 2s2.2p2           | 3P      | 0   | 2s2.2p2           | 3P      | 2   |   1 - 5   | E2    |          T1073 |          |
K II      |                 356.215      |                356.215      |     4 | 6.49e+07  |      | 189657.4         -  217722.3       | 3p5.4p            | 3P      | 2   | 3p5.4d            | 3D*     | 3   |   5 - 7   |       |          T8304 |   L3490  |
K II      |                 358.660      |                358.6562     |     2 | 2.52e+07  |      | 187527.0         -  215400.9       | 3p5.4p            | 3D      | 1   | 3p5.4d            | 3P*     | 1   |   3 - 3   |       |          T8304 |   L3490  |
K II      |                 359.322      |                359.320      |     2 | 3.46e+06  |      | 189239.5         -  217061.9       | 3p5.4p            | 1P      | 1   | 3p5.4d            | 3F*     | 2   |   3 - 5   |       |          T8304 |   L3490  |
K II      |                 360.888      |                360.8923     |     5 | 3.64e+08  |      | 188150.3         -  215851.5       | 3p5.4p            | 1D      | 2   | 3p5.4d            | 3P*     | 2   |   5 - 5   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 361.849      |                361.8485     |     6 | 8.14e+07  |      | 162502.7         -  190130.7       | 3p5.4s            | 3P*     | 2   | 3p5.4p            | 3P      | 1   |   5 - 3   |       |          T8304 |   L3490  |
K II      |                 362.642      |                362.645      |     4 | 5.38e+08  |      | 201957.6         -  229524.9       | 3p5.3d            | 1P*     | 1   | 3p5.(2P*<1/2>).4f | 2[5/2]  | 2   |   3 - 5   |       |          T8304 |   L3490  |
K II      |                 363.700      |                363.6967     |     3 | 7.62e+06  |      | 187527.0         -  215014.6       | 3p5.4p            | 3D      | 1   | 3p5.(2P*<1/2>).5s | 2[1/2]* | 1   |   3 - 3   |       |          T8304 |   L3490  |
K II      |                 364.795      |                364.800      |     2 | 5.37e+05  |      | 189657.4         -  217061.9       | 3p5.4p            | 3P      | 2   | 3p5.4d            | 3F*     | 2   |   5 - 5   |       |          T8304 |   L3490  |
K I       |                 364.8841     |                364.88422    |     3 |           |      |      0.0000      -   27398.147     | 3p6.4s            | 2S      | 1/2 | 3p6.4d            | 2D      | 3/2 |   2 - 4   | E2    |                |   L6096  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K I       |                 364.8981     |                364.89847    |     4 |           |      |      0.0000      -   27397.077     | 3p6.4s            | 2S      | 1/2 | 3p6.4d            | 2D      | 5/2 |   2 - 6   | E2    |                |   L6096  |
K II      |                 366.860      |                366.8599     |     3 | 3.67e+07  |      | 188150.3         -  215400.9       | 3p5.4p            | 1D      | 2   | 3p5.4d            | 3P*     | 1   |   5 - 3   |       |          T8304 |   L3490  |
K II      |                 367.605      |                367.601      |     3 | 8.36e+07  |      | 187527.0         -  214722.7       | 3p5.4p            | 3D      | 1   | 3p5.(2P*<1/2>).5s | 2[1/2]* | 0   |   3 - 1   |       |          T8304 |   L3490  |
K II      |                 368.154      |                368.1556     |     6 | 1.56e+08  |      | 162502.7         -  189657.4       | 3p5.4s            | 3P*     | 2   | 3p5.4p            | 3P      | 2   |   5 - 5   |       |          T8304 |   L3490  |
K II      |                 371.660      |                371.6622     |     5 | 1.48e+07  |      | 163232.2         -  190130.7       | 3p5.4s            | 3P*     | 1   | 3p5.4p            | 3P      | 1   |   3 - 3   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 372.134      |                372.1354     |     5 | 1.44e+08  |      | 188150.3         -  215014.6       | 3p5.4p            | 1D      | 2   | 3p5.(2P*<1/2>).5s | 2[1/2]* | 1   |   5 - 3   |       |          T8304 |   L3490  |
K II      |                 373.913      |                373.9100     |     5 | 2.36e+07  |      | 162502.7         -  189239.5       | 3p5.4s            | 3P*     | 2   | 3p5.4p            | 1P      | 1   |   5 - 3   |       |          T8304 |   L3490  |
K II      |                 374.442      |                374.4450     |     5 | 1.07e+07  |      | 163432.1         -  190130.7       | 3p5.3d            | 3P*     | 0   | 3p5.4p            | 3P      | 1   |   1 - 3   |       |          T8304 |   L3490  |
K II      |                 375.662      |                375.6636     |     3 | 4.40e+07  |      | 189239.5         -  215851.5       | 3p5.4p            | 1P      | 1   | 3p5.4d            | 3P*     | 2   |   3 - 5   |       |          T8304 |   L3490  |
K II      |                 376.736      |                376.7423     |     6 | 1.01e+08  |      | 163232.2         -  189768.0       | 3p5.4s            | 3P*     | 1   | 3p5.4p            | 3P      | 0   |   3 - 1   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 378.319      |                378.3192     |     6 | 1.49e+08  |      | 163232.2         -  189657.4       | 3p5.4s            | 3P*     | 1   | 3p5.4p            | 3P      | 2   |   3 - 5   |       |          T8304 |   L3490  |
K II      |                 380.014      |                380.0162     |     6 | 2.75e+08  |      | 186681.4         -  212988.6       | 3p5.4p            | 3D      | 2   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 1   |   5 - 3   |       |          T8304 |   L3490  |
K II      |                 381.656      |                381.6570     |     6 | 2.42e+08  |      | 189657.4         -  215851.5       | 3p5.4p            | 3P      | 2   | 3p5.4d            | 3P*     | 2   |   5 - 5   |       |          T8304 |   L3490  |
K II      |                 381.750      |                381.7547     |     7 | 5.73e+08  |      | 186383.8         -  212571.2       | 3p5.4p            | 3D      | 3   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 2   |   7 - 5   |       |          T8304 |   L3490  |
K II      |                 382.130      |                382.1341     |     3 | 6.88e+06  |      | 189239.5         -  215400.9       | 3p5.4p            | 1P      | 1   | 3p5.4d            | 3P*     | 1   |   3 - 3   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 384.402      |                384.3984     |     1 | 1.12e+07  |      | 163232.2         -  189239.5       | 3p5.4s            | 3P*     | 1   | 3p5.4p            | 1P      | 1   |   3 - 3   |       |          T8304 |   L3490  |
K II      |                 386.141      |                386.1430     |     3 | 1.26e+08  |      | 186681.4         -  212571.2       | 3p5.4p            | 3D      | 2   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 2   |   5 - 5   |       |          T8304 |   L3490  |
K II      |                 387.374      |                387.3760     |     5 | 2.91e+07  |      | 163432.1         -  189239.5       | 3p5.3d            | 3P*     | 0   | 3p5.4p            | 1P      | 1   |   1 - 3   |       |          T8304 |   L3490  |
K II      |                 387.862      |                387.8614     |     4 | 9.88e+07  |      | 189239.5         -  215014.6       | 3p5.4p            | 1P      | 1   | 3p5.(2P*<1/2>).5s | 2[1/2]* | 1   |   3 - 3   |       |          T8304 |   L3490  |
K II      |                 388.342      |                388.3375     |     3 | 1.71e+08  |      | 189657.4         -  215400.9       | 3p5.4p            | 3P      | 2   | 3p5.4d            | 3P*     | 1   |   5 - 3   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K III     |                 388.550      |                388.546      |     1 |           |      | 212725.4         -  238455.1       | 3s2.3p4.(3P).4s   | 2P      | 3/2 | 3s2.3p4.(3P).4p   | 4P*     | 1/2 |   4 - 2   |       |                |   L3398  |
K II      |                 388.684      |                388.6803     |     2 | 2.01e+07  |      | 190130.7         -  215851.5       | 3p5.4p            | 3P      | 1   | 3p5.4d            | 3P*     | 2   |   3 - 5   |       |          T8304 |   L3490  |
K II      |                 389.792      |                389.7896     |     8 | 3.63e+08  |      | 162502.7         -  188150.3       | 3p5.4s            | 3P*     | 2   | 3p5.4p            | 1D      | 2   |   5 - 5   |       |          T8304 |   L3490  |
K II      |                 389.928      |                389.9249     |     3 | 5.16e+06  |      | 164492.0         -  190130.7       | 3p5.3d            | 3P*     | 1   | 3p5.4p            | 3P      | 1   |   3 - 3   |       |          T8304 |   L3490  |
K II      |                 390.011      |                390.0131     |     3 | 7.75e+07  |      | 189768.0         -  215400.9       | 3p5.4p            | 3P      | 0   | 3p5.4d            | 3P*     | 1   |   1 - 3   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 392.300      |                392.304      |     5 | 5.55e+07  |      | 189239.5         -  214722.7       | 3p5.4p            | 1P      | 1   | 3p5.(2P*<1/2>).5s | 2[1/2]* | 0   |   3 - 1   |       |          T8304 |   L3490  |
K II      |                 392.636      |                392.6371     |     5 | 1.36e+08  |      | 187527.0         -  212988.6       | 3p5.4p            | 3D      | 1   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 1   |   3 - 3   |       |          T8304 |   L3490  |
K II      |                 393.436      |                393.441      |     5 | 7.10e+08  |      | 201957.6         -  227367.2       | 3p5.3d            | 1P*     | 1   | 3p5.(2P*<3/2>).4f | 2[5/2]  | 2   |   3 - 5   |       |          T8304 |   L3490  |
K II      |                 394.253      |                394.2537     |     6 | 1.86e+08  |      | 189657.4         -  215014.6       | 3p5.4p            | 3P      | 2   | 3p5.(2P*<1/2>).5s | 2[1/2]* | 1   |   5 - 3   |       |          T8304 |   L3490  |
K II      |                 395.521      |                395.5203     |     6 | 8.86e+07  |      | 164492.0         -  189768.0       | 3p5.3d            | 3P*     | 1   | 3p5.4p            | 3P      | 0   |   3 - 1   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 395.610      |                395.6111     |     3 | 9.07e+07  |      | 190130.7         -  215400.9       | 3p5.4p            | 3P      | 1   | 3p5.4d            | 3P*     | 1   |   3 - 3   |       |          T8304 |   L3490  |
K II      |                 395.984      |                395.9809     |     3 | 3.25e+06  |      | 189768.0         -  215014.6       | 3p5.4p            | 3P      | 0   | 3p5.(2P*<1/2>).5s | 2[1/2]* | 1   |   1 - 3   |       |          T8304 |   L3490  |
K II      |                 396.672      |                396.6691     |     6 | 4.71e+07  |      | 164927.9         -  190130.7       | 3p5.3d            | 3P*     | 2   | 3p5.4p            | 3P      | 1   |   5 - 3   |       |          T8304 |   L3490  |
K II      |                 397.258      |                397.255      |  6bl* | 5.88e+08  |      | 201957.6         -  227123.2       | 3p5.3d            | 1P*     | 1   | 3p5.(2P*<3/2>).4f | 2[3/2]  | 2   |   3 - 5   |       |          T8304 |  L12188  |
K II      |                 397.258      |                397.2586     |  6bl* | 4.43e+07  |      | 164492.0         -  189657.4       | 3p5.3d            | 3P*     | 1   | 3p5.4p            | 3P      | 2   |   3 - 5   |       |          T8304 |  L12188  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 399.180      |                399.1812     |     4 | 2.29e+07  |      | 187527.0         -  212571.2       | 3p5.4p            | 3D      | 1   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 2   |   3 - 5   |       |          T8304 |  L12188  |
K II      |                 399.510      |                399.4986     |     6 | 4.61e+07  |      | 162502.7         -  187527.0       | 3p5.4s            | 3P*     | 2   | 3p5.4p            | 3D      | 1   |   5 - 3   |       |          T8304 |   L3490  |
K II      |                 400.124      |                400.122      |     7 | 1.50e+08  |      | 165145.4         -  190130.7       | 3p5.4s            | 3P*     | 0   | 3p5.4p            | 3P      | 1   |   1 - 3   |       |          T8304 |   L3490  |
K II      |                 401.210      |                401.2013     |     5 | 4.37e+07  |      | 163232.2         -  188150.3       | 3p5.4s            | 3P*     | 1   | 3p5.4p            | 1D      | 2   |   3 - 5   |       |          T8304 |   L3490  |
K II      |                 401.752      |                401.7527     |     4 | 6.75e+07  |      | 190130.7         -  215014.6       | 3p5.4p            | 3P      | 1   | 3p5.(2P*<1/2>).5s | 2[1/2]* | 1   |   3 - 3   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 402.488      |                402.4903     |     4 | 1.10e+08  |      | 188150.3         -  212988.6       | 3p5.4p            | 1D      | 2   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 1   |   5 - 3   |       |          T8304 |   L3490  |
K II      |                 403.969      |                403.9671     |     4 | 4.08e+07  |      | 164492.0         -  189239.5       | 3p5.3d            | 3P*     | 1   | 3p5.4p            | 1P      | 1   |   3 - 3   |       |          T8304 |   L3490  |
K II      |                 404.259      |                404.2611     |     6 | 9.30e+07  |      | 164927.9         -  189657.4       | 3p5.3d            | 3P*     | 2   | 3p5.4p            | 3P      | 2   |   5 - 5   |       |          T8304 |   L3490  |
K I       |                 404.4136     |                404.41422    |    18 | 1.16e+06  |      |      0.0000      -   24720.139     | 3p6.4s            | 2S      | 1/2 | 3p6.5p            | 2P*     | 3/2 |   2 - 4   |       |          T5436 |   L3287  |
K I       |                 404.7208     |                404.72132    |    17 | 1.07e+06  |      |      0.0000      -   24701.382     | 3p6.4s            | 2S      | 1/2 | 3p6.5p            | 2P*     | 1/2 |   2 - 2   |       |          T5436 |   L3287  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 406.523      |                406.522      |     4 | 2.30e+07  |      | 190130.7         -  214722.7       | 3p5.4p            | 3P      | 1   | 3p5.(2P*<1/2>).5s | 2[1/2]* | 0   |   3 - 1   |       |          T8304 |   L3490  |
K II      |                 409.369      |                409.3698     |     5 | 1.60e+08  |      | 188150.3         -  212571.2       | 3p5.4p            | 1D      | 2   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 2   |   5 - 5   |       |          T8304 |   L3490  |
K VI      |                              |                410.04       |       | 4.1e+00   | D    |  18977.8         -   43358.8       | 3s2.3p2           | 1D      | 2   | 3s2.3p2           | 1S      | 0   |   5 - 1   | E2    |           T969 |          |
K II      |                 411.214      |                411.2103     |     4 | 1.36e+07  |      | 164927.9         -  189239.5       | 3p5.3d            | 3P*     | 2   | 3p5.4p            | 1P      | 1   |   5 - 3   |       |          T8304 |   L3490  |
K II      |                 411.499      |                411.4946     |     6 | 2.34e+08  |      | 163232.2         -  187527.0       | 3p5.4s            | 3P*     | 1   | 3p5.4p            | 3D      | 1   |   3 - 3   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K V       |                 412.263      |                412.262      |       | 4.59e-03  |      |      0.0         -   24249.6       | 3s2.3p3           | 4S*     | 3/2 | 3s2.3p3           | 2D*     | 5/2 |   4 - 6   | M1+E2 |          T4163 |   L3452  |
K II      |                 413.472      |                413.4705     |     7 | 2.31e+08  |      | 162502.7         -  186681.4       | 3p5.4s            | 3P*     | 2   | 3p5.4p            | 3D      | 2   |   5 - 5   |       |          T8304 |   L3490  |
K II      |                 414.919      |                414.9086     |  7bl* | 1.68e+08  |      | 163432.1         -  187527.0       | 3p5.3d            | 3P*     | 0   | 3p5.4p            | 3D      | 1   |   1 - 3   |       |          T8304 |  L12188  |
K II      |                 414.919      |                414.922      |  7bl* | 4.41e+07  |      | 165145.4         -  189239.5       | 3p5.4s            | 3P*     | 0   | 3p5.4p            | 1P      | 1   |   1 - 3   |       |          T8304 |  L12188  |
K V       |                 416.330      |                416.332      |       | 8.84e-02  |      |      0.0         -   24012.5       | 3s2.3p3           | 4S*     | 3/2 | 3s2.3p3           | 2D*     | 3/2 |   4 - 4   | M1+E2 |          T4163 |   L3452  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 418.624      |                418.6232     |     8 | 1.03e+09  |      | 162502.7         -  186383.8       | 3p5.4s            | 3P*     | 2   | 3p5.4p            | 3D      | 3   |   5 - 7   |       |          T8304 |   L3490  |
K II      |                 420.949      |                420.950      |     4 | 4.37e+07  |      | 189239.5         -  212988.6       | 3p5.4p            | 1P      | 1   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 1   |   3 - 3   |       |          T8304 |   L3490  |
K II      |                 422.297      |                422.296      |     7 | 2.30e+08  |      | 166457.3         -  190130.7       | 3p5.4s            | 1P*     | 1   | 3p5.4p            | 3P      | 1   |   3 - 3   |       |          T8304 |   L3490  |
K II      |                 422.567      |                422.566      |     7 | 9.42e+07  |      | 164492.0         -  188150.3       | 3p5.3d            | 3P*     | 1   | 3p5.4p            | 1D      | 2   |   3 - 5   |       |          T8304 |   L3490  |
K XI      |                 425.51       |                425.50       |       | 2.25e+02  | A    |      0           -   23495         | 2s2.2p5           | 2P*     | 3/2 | 2s2.2p5           | 2P*     | 1/2 |   4 - 2   | M1    |          T7438 |   L6826  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 426.340      |                426.334      |     7 | 3.91e+08  |      | 163232.2         -  186681.4       | 3p5.4s            | 3P*     | 1   | 3p5.4p            | 3D      | 2   |   3 - 5   |       |          T8304 |   L3490  |
K II      |                 428.489      |                428.481      |  3bl* | 9.52e+06  |      | 189239.5         -  212571.2       | 3p5.4p            | 1P      | 1   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 2   |   3 - 5   |       |          T8304 |  L12188  |
K II      |                 428.489      |                428.490      |  3bl* | 6.97e+06  |      | 189657.4         -  212988.6       | 3p5.4p            | 3P      | 2   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 1   |   5 - 3   |       |          T8304 |  L12188  |
K II      |                 428.870      |                428.867      |     4 | 1.16e+07  |      | 166457.3         -  189768.0       | 3p5.4s            | 1P*     | 1   | 3p5.4p            | 3P      | 0   |   3 - 1   |       |          T8304 |   L3490  |
K II      |                 430.500      |                430.498      |     7 | 8.66e+07  |      | 164927.9         -  188150.3       | 3p5.3d            | 3P*     | 2   | 3p5.4p            | 1D      | 2   |   5 - 5   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 430.527      |                430.531      |     0 | 4.52e+07  |      | 189768.0         -  212988.6       | 3p5.4p            | 3P      | 0   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 1   |   1 - 3   |       |          T8304 |  L12188  |
K II      |                 430.910      |                430.911      |     7 | 4.19e+08  |      | 166457.3         -  189657.4       | 3p5.4s            | 1P*     | 1   | 3p5.4p            | 3P      | 2   |   3 - 5   |       |          T8304 |   L3490  |
K II      |                 434.003      |                434.000      |     5 | 6.52e+07  |      | 164492.0         -  187527.0       | 3p5.3d            | 3P*     | 1   | 3p5.4p            | 3D      | 1   |   3 - 3   |       |          T8304 |   L3490  |
K II      |                 436.296      |                436.296      |     3 | 5.88e+07  |      | 189657.4         -  212571.2       | 3p5.4p            | 3P      | 2   | 3p5.(2P*<3/2>).5s | 2[3/2]* | 2   |   5 - 5   |       |          T8304 |   L3490  |
K II      |                 438.816      |                438.816      |     7 | 1.80e+08  |      | 166457.3         -  189239.5       | 3p5.4s            | 1P*     | 1   | 3p5.4p            | 1P      | 1   |   3 - 3   |       |          T8304 |   L3490  |
          |                              |                             |       |           |      |                                    |                   |         |     |                   |         |     |           |       |                |          |
K II      |                 442.373      |                442.371      |     3 | 7.76e+06  |      | 164927.9         -  187527.0       | 3p5.3d            | 3P*     | 2   | 3p5.4p            | 3D      | 1   |   5 - 3   |       |          T8304 |   L3490  |
