[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Al (all spectra): 1038 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 4000
Query NIST Bibliographic Databases for
Al (new window)
Al Energy Levels
Al Line Wavelengths and Classification
Al Transition Probabilities
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |   Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level              |              Upper level               |  gi   gk  |Type|                 TP  |        Line  |
          |                 Wavelength |                 Wavelength |   Int. |    s^-1   |      |         (cm-1)       (cm-1)         |---------------------------------------|----------------------------------------|           |    |                Ref. |        Ref.  |
          |                  Air (nm)  |                  Air (nm)  |   (?)  |           |      |                                     | Conf.                 | Term    | J   | Conf.                 | Term    | J    |           |    |                     |              |
Al XI     |                            |                 241        |        | 2.56e+08  | A    |  3358100         -   3399500        | 1s2.8d                | 2D      | 3/2 | 1s2.9p                | 2P*     | 1/2  |   4 - 2   |    |          T5118c4,LS |              |
Al XI     |                            |                 241        |        | 2.55e+07  | B+   |  3358100         -   3399500        | 1s2.8d                | 2D      | 3/2 | 1s2.9p                | 2P*     | 3/2  |   4 - 4   |    |          T5118c4,LS |              |
Al X      |                            |                 242.2      |        | 7.27e+06  | C+   |  2130410         -   2171680        | 1s2.2p.3p             | 3P      | 2   | 1s2.2p.3d             | 3P*     | 1    |   5 - 3   |    |          T5633c4,LS |              |
Al III    |                 242.244    |                 242.2386   |     1* | 8.48e+04  | B    |   167612.75      -    208881.83     | 2p6.4f                | 2F*     | 5/2 | 2p6.7d                | 2D      | 5/2  |   6 - 6   |    |                 c32 |       L3473  |
Al III    |                 242.244    |                 242.2386   |     1* | 1.78e+06  | B+   |   167612.75      -    208881.83     | 2p6.4f                | 2F*     | 5/2 | 2p6.7d                | 2D      | 3/2  |   6 - 4   |    |                 c32 |       L3473  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                 242.244    |                 242.2422   |     1* | 1.70e+06  | B+   |   167613.37      -    208881.83     | 2p6.4f                | 2F*     | 7/2 | 2p6.7d                | 2D      | 5/2  |   8 - 6   |    |                 c32 |       L3473  |
Al I      |                 242.305    |                 242.3040   |      5 |           |      |    38933.968     -     80191.9      | 3s2.nd                | y 2D    | 5/2 | 3s.3p.(3P*).5d        | 2D*     | 5/2  |   6 - 6   |    |                     |       L3514  |
Al I      |                 242.477    |                 242.4765   |      5 |           |      |    38929.413     -     80158.0      | 3s2.nd                | y 2D    | 3/2 | 3s.3p.(3P*).5d        | 2D*     | 3/2  |   4 - 4   |    |                     |       L3514  |
Al I      |                 242.505    |                 242.5033   |      1 |           |      |    38933.968     -     80158.0      | 3s2.nd                | y 2D    | 5/2 | 3s.3p.(3P*).5d        | 2D*     | 3/2  |   6 - 4   |    |                     |       L3514  |
Al II     |                 242.5596   |                 242.5590   |      5 |           |      |   106920.56      -    148135.13     | 3s.4p                 | 1P*     | 1   | 3s.11d                | 1D      | 2    |   3 - 5   |    |                     |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 242.7742   |                 242.7742   |     50 |           |      |   106920.56      -    148098.6      | 3s.4p                 | 1P*     | 1   | 3s.12s                | 1S      | 0    |   3 - 1   |    |                     |       L4575  |
Al VI     |                            |                 242.84     |        | 3.73e-03  | B+   |        0         -     41167        | 2s2.2p4               | 3P      | 2   | 2s2.2p4               | 1D      | 2    |   5 - 5   | E2 |       T7370c8,T6146 |              |
Al VI     |                            |                 242.84     |        | 5.01e+00  | B+   |        0         -     41167        | 2s2.2p4               | 3P      | 2   | 2s2.2p4               | 1D      | 2    |   5 - 5   | M1 |       T7370c8,T6146 |              |
Al II     |                 245.2584   |                 245.2584   |     30 |           |      |   105427.52      -    146188.5      | 3s.4p                 | 3P*     | 0   | 3s.9d                 | 3D      | 1    |   1 - 3   |    |                     |       L4575  |
Al II     |                 245.3423   |                 245.3426   |    100 |           |      |   105441.50      -    146188.5      | 3s.4p                 | 3P*     | 1   | 3s.9d                 | 3D      | 2    |   3 - 5   |    |                     |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 245.5177   |                 245.5175   |    200 |           |      |   105470.93      -    146188.9      | 3s.4p                 | 3P*     | 2   | 3s.9d                 | 3D      | 3    |   5 - 7   |    |                     |       L4575  |
Al V      |                            |                 245.626    |        | 2.91e+06  | E    |   885194         -    925894        | 2s2.2p4.(1D).3p       | 2P*     | 1/2 | 2s2.2p4.(3P).3d       | 2P      | 1/2  |   2 - 2   |    |                 c40 |              |
Al II     |                 245.7187   |                 245.7188   |    100 |           |      |   105427.52      -    146112.14     | 3s.4p                 | 3P*     | 0   | 3s.10s                | 3S      | 1    |   1 - 3   |    |                     |       L4575  |
Al II     |                 245.8037   |                 245.8032   |    300 |           |      |   105441.50      -    146112.14     | 3s.4p                 | 3P*     | 1   | 3s.10s                | 3S      | 1    |   3 - 3   |    |                     |       L4575  |
Al II     |                 245.888    |                 245.8883   |      3 |           |      |   110089.83      -    150746.4      | 3s.3d                 | 1D      | 2   | 3s.20f                | 1F*     | 3    |   5 - 7   |    |                     |       L3471  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 245.9809   |                 245.9812   |    500 |           |      |   105470.93      -    146112.14     | 3s.4p                 | 3P*     | 2   | 3s.10s                | 3S      | 1    |   5 - 3   |    |                     |       L4575  |
Al I      |                 245.983    |                 245.9825   |      5 |           |      |    32436.796     -     73077.8      | 3s2.3d                | 2D      | 5/2 | 3s.3p.(3P*).3d        | 2F*     | 7/2  |   6 - 8   |    |                     |       L3514  |
Al I      |                 246.574    |                 246.5744   |      4 |           |      |    32435.453     -     72978.9      | 3s2.3d                | 2D      | 3/2 | 3s.3p.(3P*).3d        | 2F*     | 5/2  |   4 - 6   |    |                     |       L3514  |
Al II     |                 246.628    |                 246.6278   |      3 |           |      |   110089.83      -    150624.5      | 3s.3d                 | 1D      | 2   | 3s.19f                | 1F*     | 3    |   5 - 7   |    |                     |       L3471  |
Al II     |                 247.3008   |                 247.3010   |     25 |           |      |   106920.56      -    147344.89     | 3s.4p                 | 1P*     | 1   | 3s.10d                | 1D      | 2    |   3 - 5   |    |                     |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 247.5252   |                 247.5256   |   1500 | 4.60e+07  | C+   |    85481.35      -    125869.015    | 3p2                   | 1D      | 2   | 3s.5p                 | 1P*     | 1    |   5 - 3   |    |               T6533 |       L4575  |
Al II     |                 247.6322   |                 247.6313   |    300 |           |      |   106920.56      -    147290.98     | 3s.4p                 | 1P*     | 1   | 3s.11s                | 1S      | 0    |   3 - 1   |    |                     |       L4575  |
Al V      |                 247.975    |                 247.972    |     20 | 2.82e+07  | C+   |   796622.4       -    836937.4      | 2s2.2p4.(1D).3s       | 2D      | 5/2 | 2s2.2p4.(3P).3p       | 2P*     | 3/2  |   6 - 4   |    |                 c40 |       L2577  |
Al V      |                 248.160    |                 248.159    |      5 | 2.63e+06  | D    |   796652.9       -    836937.4      | 2s2.2p4.(1D).3s       | 2D      | 3/2 | 2s2.2p4.(3P).3p       | 2P*     | 3/2  |   4 - 4   |    |                 c40 |       L2577  |
Al V      |                            |                 248.446    |        | 1.42e+07  | C    |   885194         -    925432        | 2s2.2p4.(1D).3p       | 2P*     | 1/2 | 2s2.2p4.(3P).3d       | 2D      | 3/2  |   2 - 4   |    |                 c40 |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 248.535    |                 248.5354   |      5 |           |      |   110089.83      -    150313.4      | 3s.3d                 | 1D      | 2   | 3s.17f                | 1F*     | 3    |   5 - 7   |    |                     |       L3471  |
Al IV     |                 249.547    |                 249.546    |     80 |           |      |   857409.6       -    897470.3      | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).5g | 2[5/2]* | 2    |   3 - 5   |    |                     |       L2829  |
Al IV     |                 249.714    |                 249.715    |   200* |           |      |   857436.7       -    897470.3      | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5g | 2[5/2]* | 3    |   5 - 7   |    |                     |       L2829  |
Al IV     |                 249.714    |                 249.715    |   200* |           |      |   857436.7       -    897470.3      | 2s2.2p5.(2P*<3/2>).4f | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).5g | 2[5/2]* | 2    |   5 - 5   |    |                     |       L2829  |
Al II     |                 249.7886   |                 249.7887   |     10 |           |      |   110089.83      -    150111.6      | 3s.3d                 | 1D      | 2   | 3s.16f                | 1F*     | 3    |   5 - 7   |    |                     |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 250.137    |                 250.139    |     5* |           |      |   857642.7       -    897608.5      | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]  | 5   | 2s2.2p5.(2P*<3/2>).5g | 2[9/2]* | 4    |  11 - 9   |    |                     |       L2829  |
Al IV     |                 250.137    |                 250.139    |     5* |           |      |   857642.7       -    897608.5      | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]  | 5   | 2s2.2p5.(2P*<3/2>).5g | 2[9/2]* | 5    |  11 - 11  |    |                     |       L2829  |
Al IV     |                 250.160    |                 250.159    |   3bl* |           |      |   857645.9       -    897608.5      | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]  | 4   | 2s2.2p5.(2P*<3/2>).5g | 2[9/2]* | 4    |   9 - 9   |    |                     |       L2829  |
Al IV     |                 250.160    |                 250.159    |   3bl* |           |      |   857645.9       -    897608.5      | 2s2.2p5.(2P*<3/2>).4f | 2[9/2]  | 4   | 2s2.2p5.(2P*<3/2>).5g | 2[9/2]* | 5    |   9 - 11  |    |                     |       L2829  |
Al IX     |                            |                 250.3      |        | 1.06e+07  | B+   |  1760970         -   1800910        | 2s.2p.(3P*).3p        | 2D      | 5/2 | 2s.2p.(3P*).3d        | 2D*     | 5/2  |   6 - 6   |    |          T7192c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al VI     |                            |                 250.363    |        | 1.02e+04  | C+   |  1039680         -   1079610        | 2s2.2p3.(2D*).3p      | 1F      | 3   | 2s2.2p3.(4S*).3d      | 3D*     | 3    |   7 - 7   |    |             T7370c8 |              |
Al II     |                 250.425    |                 250.4251   |      5 |           |      |   110089.83      -    150009.9      | 3s.3d                 | 1D      | 2   | 3s.17p                | 1P*     | 1    |   5 - 3   |    |                     |       L3471  |
Al X      |                            |                 251.3      |        | 1.17e+07  | B    |  2130410         -   2170190        | 1s2.2p.3p             | 3P      | 2   | 1s2.2p.3d             | 3P*     | 2    |   5 - 5   |    |          T5633c4,LS |              |
Al II     |                 251.3145   |                 251.3147   |     20 |           |      |   110089.83      -    149868.6      | 3s.3d                 | 1D      | 2   | 3s.15f                | 1F*     | 3    |   5 - 7   |    |                     |       L4575  |
Al I      |                 251.3305   |                 251.3304   |      5 |           |      |    38933.968     -     78710.26     | 3s2.nd                | y 2D    | 5/2 | 3s.3p.(3P*).4d        | 2F*     | 7/2  |   6 - 8   |    |                     |       L4737  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al VI     |                            |                 251.332    |        | 2.15e+02  | D    |  1039680         -   1079456        | 2s2.2p3.(2D*).3p      | 1F      | 3   | 2s2.2p3.(4S*).3d      | 3D*     | 2    |   7 - 5   |    |             T7370c8 |              |
Al IV     |                 251.430    |                 251.430    |   200* |           |      |   857810.5       -    897571.0      | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).5g | 2[7/2]* | 3    |   7 - 7   |    |                     |       L2829  |
Al IV     |                 251.430    |                 251.430    |   200* |           |      |   857810.5       -    897571.0      | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).5g | 2[7/2]* | 4    |   7 - 9   |    |                     |       L2829  |
Al IV     |                 251.548    |                 251.550    |   100* |           |      |   861246.9       -    900988.4      | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]  | 3   | 2s2.2p5.(2P*<1/2>).5g | 2[7/2]* | 4    |   7 - 9   |    |                     |       L2829  |
Al IV     |                 251.548    |                 251.550    |   100* |           |      |   861246.9       -    900988.4      | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]  | 3   | 2s2.2p5.(2P*<1/2>).5g | 2[7/2]* | 3    |   7 - 7   |    |                     |       L2829  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 251.548    |                 251.550    |   100* |           |      |   861246.9       -    900988.4      | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]  | 3   | 2s2.2p5.(2P*<1/2>).5g | 2[9/2]* | 4    |   7 - 9   |    |                     |       L2829  |
Al IV     |                 251.587    |                 251.585    |   400* |           |      |   861252.4       -    900988.4      | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<1/2>).5g | 2[7/2]* | 4    |   9 - 9   |    |                     |       L2829  |
Al IV     |                 251.587    |                 251.585    |   400* |           |      |   861252.4       -    900988.4      | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<1/2>).5g | 2[9/2]* | 5    |   9 - 11  |    |                     |       L2829  |
Al IV     |                 251.587    |                 251.585    |   400* |           |      |   861252.4       -    900988.4      | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<1/2>).5g | 2[9/2]* | 4    |   9 - 9   |    |                     |       L2829  |
Al IV     |                 251.587    |                 251.585    |   400* |           |      |   861252.4       -    900988.4      | 2s2.2p5.(2P*<1/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<1/2>).5g | 2[7/2]* | 3    |   9 - 7   |    |                     |       L2829  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 251.587    |                 251.586    |   400* |           |      |   857835.1       -    897571.0      | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5g | 2[7/2]* | 3    |   5 - 7   |    |                     |       L2829  |
Al IV     |                 251.620    |                 251.619    |  80bl* |           |      |   861257.7       -    900988.4      | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]  | 3   | 2s2.2p5.(2P*<1/2>).5g | 2[7/2]* | 4    |   7 - 9   |    |                     |       L2829  |
Al IV     |                 251.620    |                 251.619    |  80bl* |           |      |   861257.7       -    900988.4      | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]  | 3   | 2s2.2p5.(2P*<1/2>).5g | 2[7/2]* | 3    |   7 - 7   |    |                     |       L2829  |
Al IV     |                 251.729    |                 251.727    |    200 |           |      |   861274.8       -    900988.4      | 2s2.2p5.(2P*<1/2>).4f | 2[5/2]  | 2   | 2s2.2p5.(2P*<1/2>).5g | 2[7/2]* | 3    |   5 - 7   |    |                     |       L2829  |
Al I      |                 251.9222   |                 251.9224   |      4 |           |      |    38929.413     -     78612.23     | 3s2.nd                | y 2D    | 3/2 | 3s.3p.(3P*).4d        | 2F*     | 5/2  |   4 - 6   |    |                     |       L4737  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |                 251.9514   |                 251.9514   |      1 |           |      |    38933.968     -     78612.23     | 3s2.nd                | y 2D    | 5/2 | 3s.3p.(3P*).4d        | 2F*     | 5/2  |   6 - 6   |    |                     |       L4737  |
Al II     |                 252.0579   |                 252.0587   |     45 |           |      |   110089.83      -    149751.2      | 3s.3d                 | 1D      | 2   | 3s.16p                | 1P*     | 1    |   5 - 3   |    |                     |       L4575  |
Al IV     |                 252.068    |                 252.069    |    10* |           |      |   857810.5       -    897470.3      | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).5g | 2[5/2]* | 3    |   7 - 7   |    |                     |       L2829  |
Al IV     |                 252.068    |                 252.069    |    10* |           |      |   857810.5       -    897470.3      | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).5g | 2[5/2]* | 2    |   7 - 5   |    |                     |       L2829  |
Al IV     |                 252.228    |                 252.225    |     5* |           |      |   857835.1       -    897470.3      | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5g | 2[5/2]* | 2    |   5 - 5   |    |                     |       L2829  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 252.228    |                 252.225    |     5* |           |      |   857835.1       -    897470.3      | 2s2.2p5.(2P*<3/2>).4f | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).5g | 2[5/2]* | 3    |   5 - 7   |    |                     |       L2829  |
Al III    |                            |                 252.4401   |        | 1.01e+07  | A    |   165786.32      -    205387.77     | 2p6.4d                | 2D      | 5/2 | 2p6.7p                | 2P*     | 3/2  |   6 - 4   |    |                 c32 |              |
Al III    |                            |                 252.4477   |        | 1.12e+06  | B+   |   165787.51      -    205387.77     | 2p6.4d                | 2D      | 3/2 | 2p6.7p                | 2P*     | 3/2  |   4 - 4   |    |                 c32 |              |
Al III    |                            |                 252.5244   |        | 1.12e+07  | A    |   165787.51      -    205375.74     | 2p6.4d                | 2D      | 3/2 | 2p6.7p                | 2P*     | 1/2  |   4 - 2   |    |                 c32 |              |
Al II     |                 252.6486   |                 252.6484   |   1000 | 1.94e+07  | C+   |    95350.60      -    134919.40     | 3s.4s                 | 1S      | 0   | 3s.6p                 | 1P*     | 1    |   1 - 3   |    |               T6533 |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 252.727    |                 252.723    |  150bl |           |      |   858051.4       -    897608.5      | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]  | 3   | 2s2.2p5.(2P*<3/2>).5g | 2[9/2]* | 4    |   7 - 9   |    |                     |       L2829  |
Al IV     |                 252.750    |                 252.750    |   200* |           |      |   858055.6       -    897608.5      | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<3/2>).5g | 2[9/2]* | 5    |   9 - 11  |    |                     |       L2829  |
Al IV     |                 252.750    |                 252.750    |   200* |           |      |   858055.6       -    897608.5      | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<3/2>).5g | 2[9/2]* | 4    |   9 - 9   |    |                     |       L2829  |
Al IX     |                            |                 252.8      |        | 1.10e+06  | C+   |  1760970         -   1800510        | 2s.2p.(3P*).3p        | 2D      | 5/2 | 2s.2p.(3P*).3d        | 2D*     | 3/2  |   6 - 4   |    |          T7192c4,LS |              |
Al IV     |                 252.963    |                 252.963    |     6* |           |      |   858051.4       -    897571.0      | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]  | 3   | 2s2.2p5.(2P*<3/2>).5g | 2[7/2]* | 4    |   7 - 9   |    |                     |       L2829  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 252.963    |                 252.963    |     6* |           |      |   858051.4       -    897571.0      | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]  | 3   | 2s2.2p5.(2P*<3/2>).5g | 2[7/2]* | 3    |   7 - 7   |    |                     |       L2829  |
Al IV     |                 252.990    |                 252.990    |    10* |           |      |   858055.6       -    897571.0      | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<3/2>).5g | 2[7/2]* | 4    |   9 - 9   |    |                     |       L2829  |
Al IV     |                 252.990    |                 252.990    |    10* |           |      |   858055.6       -    897571.0      | 2s2.2p5.(2P*<3/2>).4f | 2[7/2]  | 4   | 2s2.2p5.(2P*<3/2>).5g | 2[7/2]* | 3    |   9 - 7   |    |                     |       L2829  |
Al II     |                 253.2092   |                 253.2092   |     50 |           |      |   110089.83      -    149571.0      | 3s.3d                 | 1D      | 2   | 3s.14f                | 1F*     | 3    |   5 - 7   |    |                     |       L4575  |
Al II     |                 253.2629   |                 253.2635   |    300 |           |      |    95549.42      -    135022.127    | 3s.3d                 | 3D      | 3   | 3s.6p                 | 3P*     | 2    |   7 - 5   |    |                     |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 253.3117   |                 253.3117   |      5 |           |      |    95550.51      -    135015.701    | 3s.3d                 | 3D      | 2   | 3s.6p                 | 3P*     | 1    |   5 - 3   |    |                     |       L4575  |
Al II     |                 253.3170   |                 253.3177   |     45 |           |      |    95551.44      -    135015.701    | 3s.3d                 | 3D      | 1   | 3s.6p                 | 3P*     | 1    |   3 - 3   |    |                     |       L4575  |
Al X      |                            |                 253.5      |        | 3.79e+07  | A+   |  1884420         -   1923850        | 1s2.2s.3s             | 1S      | 0   | 1s2.2s.3p             | 1P*     | 1    |   1 - 3   |    |                 u35 |              |
Al II     |                 254.0179   |                 254.0182   |    150 |           |      |   106920.56      -    146276.0      | 3s.4p                 | 1P*     | 1   | 3s.9d                 | 1D      | 2    |   3 - 5   |    |                     |       L4575  |
Al II     |                 254.0706   |                 254.0705   |    100 |           |      |   110089.83      -    149437.17     | 3s.3d                 | 1D      | 2   | 3s.15p                | 1P*     | 1    |   5 - 3   |    |                     |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 254.5606   |                 254.5609   |    450 |           |      |   106920.56      -    146192.1      | 3s.4p                 | 1P*     | 1   | 3s.10s                | 1S      | 0    |   3 - 1   |    |                     |       L4575  |
Al II     |                 254.9314   |                 254.9313   |    150 |           |      |   105427.52      -    144642.0      | 3s.4p                 | 3P*     | 0   | 3s.8d                 | 3D      | 1    |   1 - 3   |    |                     |       L4575  |
Al II     |                 255.0217   |                 255.0211   |    450 |           |      |   105441.50      -    144642.18     | 3s.4p                 | 3P*     | 1   | 3s.8d                 | 3D      | 2    |   3 - 5   |    |                     |       L4575  |
Al II     |                 255.2109   |                 255.2109   |    500 |           |      |   105470.93      -    144642.45     | 3s.4p                 | 3P*     | 2   | 3s.8d                 | 3D      | 3    |   5 - 7   |    |                     |       L4575  |
Al II     |                 255.6007   |                 255.6008   |     50 |           |      |   110089.83      -    149201.6      | 3s.3d                 | 1D      | 2   | 3s.13f                | 1F*     | 3    |   5 - 7   |    |                     |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 255.6793   |                 255.6789   |    300 |           |      |   105427.52      -    144527.35     | 3s.4p                 | 3P*     | 0   | 3s.9s                 | 3S      | 1    |   1 - 3   |    |                     |       L4575  |
Al II     |                 255.7707   |                 255.7704   |    500 |           |      |   105441.50      -    144527.35     | 3s.4p                 | 3P*     | 1   | 3s.9s                 | 3S      | 1    |   3 - 3   |    |                     |       L4575  |
Al II     |                 255.9627   |                 255.9631   |   1000 |           |      |   105470.93      -    144527.35     | 3s.4p                 | 3P*     | 2   | 3s.9s                 | 3S      | 1    |   5 - 3   |    |                     |       L4575  |
Al II     |                 256.5694   |                 256.5693   |    150 |           |      |   110089.83      -    149053.98     | 3s.3d                 | 1D      | 2   | 3s.14p                | 1P*     | 1    |   5 - 3   |    |                     |       L4575  |
Al I      |                 256.7984   |                 256.79823  |    10g | 1.92e+07  | B    |        0.000     -     38929.413    | 3s2.3p                | 2P*     | 1/2 | 3s2.nd                | y 2D    | 3/2  |   2 - 4   |    |               T5653 |       L3514  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |                 257.5094   |                 257.50940  |    10g | 3.60e+07  | C+   |      112.061     -     38933.968    | 3s2.3p                | 2P*     | 3/2 | 3s2.nd                | y 2D    | 5/2  |   4 - 6   |    |        u36,T5653,LS |       L3514  |
Al I      |                 257.5393   |                 257.53962  |     3g | 5.99e+06  | C+   |      112.061     -     38929.413    | 3s2.3p                | 2P*     | 3/2 | 3s2.nd                | y 2D    | 3/2  |   4 - 4   |    |             T5653LS |       L3514  |
Al VI     |                            |                 258.4      |        | 2.34e+06  | D    |  1169250         -   1207940        | 2s2.2p3.(2P*).3d      | 3D*     | 1   | 2s.2p4.(4P).3s        | 3P      | 0    |   3 - 1   |    |              u20,LS |              |
Al II     |                 258.6829   |                 258.6827   |    150 |           |      |   110089.83      -    148735.66     | 3s.3d                 | 1D      | 2   | 3s.12f                | 1F*     | 3    |   5 - 7   |    |                     |       L4575  |
Al IX     |                            |                 259.3      |        | 2.93e+04  | C    |  2262600?        -   2301150        | 2s.2p.(3P*).4d        | 2F*     | 5/2 | 2s2.5d                | 2D      | 5/2  |   6 - 6   |    |          T7192c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 259.6992   |                 259.6990   |    300 |           |      |   110089.83      -    148584.44     | 3s.3d                 | 1D      | 2   | 3s.13p                | 1P*     | 1    |   5 - 3   |    |                     |       L4575  |
Al VI     |                            |                 260.10     |        | 1.36e+00  | B+   |     2732         -     41167        | 2s2.2p4               | 3P      | 1   | 2s2.2p4               | 1D      | 2    |   3 - 5   | M1 |       T7370c8,T6146 |              |
Al V      |                 260.471    |                 260.472    |     10 | 1.54e+07  | D    |   796652.9       -    835033.3      | 2s2.2p4.(1D).3s       | 2D      | 3/2 | 2s2.2p4.(3P).3p       | 2P*     | 1/2  |   4 - 2   |    |                 c40 |       L2577  |
Al VI     |                            |                 261.8      |        | 1.69e+06  | C    |  1168690         -   1206880        | 2s2.2p3.(2P*).3d      | 3D*     | 2   | 2s.2p4.(4P).3s        | 3P      | 1    |   5 - 3   |    |              u20,LS |              |
Al II     |                 262.2926   |                 262.2934   |     15 |           |      |   111637.33      -    149751.2      | 3p2                   | 1S      | 0   | 3s.16p                | 1P*     | 1    |   1 - 3   |    |                     |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 262.454    |                 262.456    |      5 |           |      |   836666.5       -    874756.8      | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]* | 1    |   1 - 3   |    |                     |       L2829  |
Al II     |                 262.7597   |                 262.7609   |    350 |           |      |   110089.83      -    148135.9      | 3s.3d                 | 1D      | 2   | 3s.11f                | 1F*     | 3    |   5 - 7   |    |                     |       L4575  |
Al II     |                 263.1546   |                 263.1546   |    100 | 2.48e+08  | B+   |    85481.35      -    123470.5      | 3p2                   | 1D      | 2   | 3s.4f                 | 1F*     | 3    |   5 - 7   |    |               T6533 |       L4575  |
Al I      |                 263.395    |                 263.3975   |      2 |           |      |    42237.783     -     80191.9      | 3s2.4d                | 2D      | 5/2 | 3s.3p.(3P*).5d        | 2D*     | 5/2  |   6 - 6   |    |                     |       L3514  |
