[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Al (all spectra): 1038 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 4000
Query NIST Bibliographic Databases for
Al (new window)
Al Energy Levels
Al Line Wavelengths and Classification
Al Transition Probabilities
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |   Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level              |              Upper level               |  gi   gk  |Type|                 TP  |        Line  |
          |                 Wavelength |                 Wavelength |   Int. |    s^-1   |      |         (cm-1)       (cm-1)         |---------------------------------------|----------------------------------------|           |    |                Ref. |        Ref.  |
          |                  Air (nm)  |                  Air (nm)  |   (?)  |           |      |                                     | Conf.                 | Term    | J   | Conf.                 | Term    | J    |           |    |                     |              |
Al I      |                 306.4290   |                 306.4290   |      7 |           |      |    29066.96      -     61691.46     | 3s.3p2                | 4P      | 3/2 | 3s.3p.(3P*).4s        | 4P*     | 1/2  |   4 - 2   |    |                     |       L4737  |
Al I      |                 306.512    |                 306.5094   |      1 |           |      |    46094.312     -     78710.26     | 3s2.7d                | 2D      | 5/2 | 3s.3p.(3P*).4d        | 2F*     | 7/2  |   6 - 8   |    |                     |       L3514  |
Al I      |                 306.6145   |                 306.6144   |      5 |           |      |    29142.78      -     61747.56     | 3s.3p2                | 4P      | 5/2 | 3s.3p.(3P*).4s        | 4P*     | 3/2  |   6 - 4   |    |                     |       L4737  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al VII    |                            |                 307.07     |        | 1.41e-01  | A    |    62313         -     94869        | 2s2.2p3               | 2D*     | 3/2 | 2s2.2p3               | 2P*     | 3/2  |   4 - 4   | E2 |       T7370c8,T7010 |              |
Al VII    |                            |                 307.07     |        | 8.90e+00  | A    |    62313         -     94869        | 2s2.2p3               | 2D*     | 3/2 | 2s2.2p3               | 2P*     | 3/2  |   4 - 4   | M1 |       T7370c8,T7010 |              |
Al II     |                 307.4691   |                 307.4684   |    750 | 9.02e+06  | C    |   110089.83      -    142604.05     | 3s.3d                 | 1D      | 2   | 3s.7f                 | 1F*     | 3    |   5 - 7   |    |               T6533 |       L4575  |
Al VII    |                            |                 307.60     |        | 3.39e-01  | A    |    62369         -     94869        | 2s2.2p3               | 2D*     | 5/2 | 2s2.2p3               | 2P*     | 3/2  |   6 - 4   | E2 |       T7370c8,T7010 |              |
Al VII    |                            |                 307.60     |        | 5.01e+00  | A    |    62369         -     94869        | 2s2.2p3               | 2D*     | 5/2 | 2s2.2p3               | 2P*     | 3/2  |   6 - 4   | M1 |       T7370c8,T7010 |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |                 308.21529  |                 308.21510  |    24g | 5.87e+07  | B+   |        0.000     -     32435.453    | 3s2.3p                | 2P*     | 1/2 | 3s2.3d                | 2D      | 3/2  |   2 - 4   |    |           c40,T5653 |       L4737  |
Al I      |                 308.702    |                 308.6989   |      5 |           |      |    44168.847     -     76553.47     | 3s2.5d                | 2D      | 5/2 | 3s.3p.(3P*).4d        | 2D*     | 5/2  |   6 - 6   |    |                     |       L3514  |
Al II     |                 308.8516   |                 308.8518   |    800 | 1.08e+07  | B    |   106920.56      -    139289.15     | 3s.4p                 | 1P*     | 1   | 3s.6d                 | 1D      | 2    |   3 - 5   |    |               T6533 |       L4575  |
Al I      |                 308.982    |                 308.9786   |      1 |           |      |    44166.398     -     76521.7      | 3s2.5d                | 2D      | 3/2 | 3s.3p.(3P*).4d        | 2D*     | 3/2  |   4 - 4   |    |                     |       L3514  |
Al I      |                 309.27099  |                 309.27084  |    26g | 7.29e+07  | B+   |      112.061     -     32436.796    | 3s2.3p                | 2P*     | 3/2 | 3s2.3d                | 2D      | 5/2  |   4 - 6   |    |           c40,T7070 |       L4737  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |                 309.28386  |                 309.28369  |    20g | 1.16e+07  | B    |      112.061     -     32435.453    | 3s2.3p                | 2P*     | 3/2 | 3s2.3d                | 2D      | 3/2  |   4 - 4   |    |                 c40 |       L4737  |
Al VII    |                            |                 309.60     |        | 2.84e-01  | A    |    62313         -     94603        | 2s2.2p3               | 2D*     | 3/2 | 2s2.2p3               | 2P*     | 1/2  |   4 - 2   | E2 |       T7370c8,T7010 |              |
Al VII    |                            |                 309.60     |        | 5.45e+00  | B+   |    62313         -     94603        | 2s2.2p3               | 2D*     | 3/2 | 2s2.2p3               | 2P*     | 1/2  |   4 - 2   | M1 |       T7370c8,T7010 |              |
Al VII    |                            |                 310.14     |        | 1.88e-01  | A    |    62369         -     94603        | 2s2.2p3               | 2D*     | 5/2 | 2s2.2p3               | 2P*     | 1/2  |   6 - 2   | E2 |       T7370c8,T7010 |              |
Al X      |                            |                 312.7      |        | 8.18e+06  | B    |  2128680         -   2160650?       | 1s2.2p.3p             | 3P      | 1   | 1s2.2p.3d             | 3D*     | 1    |   3 - 3   |    |          T5633c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 313.5848   |                 313.5850   |     75 |           |      |   106920.56      -    138800.60     | 3s.4p                 | 1P*     | 1   | 3s.7s                 | 1S      | 0    |   3 - 1   |    |                     |       L4575  |
Al VIII   |                            |                 316.7      |        | 5.65e+07  | B+   |  1785360?        -   1816930?       | 2s2.2p.4s             | 3P*     | 2   | 2s.2p2.(2S).3d        | 3D      | 3    |   5 - 7   |    |          T5520c4,LS |              |
Al X      |                            |                 316.9      |        | 4.73e+06  | B    |  2130410         -   2161960        | 1s2.2p.3p             | 3P      | 2   | 1s2.2p.3d             | 3D*     | 2    |   5 - 5   |    |          T5633c4,LS |              |
Al VIII   |                            |                 317.4      |        | 2.65e+06  | C+   |  1815970?        -   1847470?       | 2s.2p2.(2S).3d        | 3D      | 2   | 2s2.2p.4d             | 3D*     | 3    |   5 - 7   |    |          T5520c4,LS |              |
Al IX     |                            |                 317.7      |        | 4.16e+06  | B+   |  1690940?        -   1722410        | 2s.2p.(3P*).3s        | 2P*     | 1/2 | 2s.2p.(3P*).3p        | 2P      | 3/2  |   2 - 4   |    |          T7192c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                 318.0111   |                 318.0100   |     3d | 1.04e+07  | A    |   178433.43      -    209869.89     | 2p6.5p                | 2P*     | 1/2 | 2p6.8s                | 2S      | 1/2  |   2 - 2   |    |                 c32 |        L277  |
Al III    |                 318.3824   |                 318.3836   |     4d | 2.08e+07  | A    |   178470.32      -    209869.89     | 2p6.5p                | 2P*     | 3/2 | 2p6.8s                | 2S      | 1/2  |   4 - 2   |    |                 c32 |        L277  |
Al II     |                 319.1529   |                 319.1531   |      2 |           |      |   111637.33      -    142961.20     | 3p2                   | 1S      | 0   | 3s.8p                 | 1P*     | 1    |   1 - 3   |    |                     |       L4575  |
Al I      |                 320.339    |                 320.3394   |      4 |           |      |    45345.594     -     76553.47     | 3s2.6d                | 2D      | 5/2 | 3s.3p.(3P*).4d        | 2D*     | 5/2  |   6 - 6   |    |                     |       L3514  |
Al IV     |                 320.820    |                 320.815    |    500 |           |      |   821408.9       -    852570.5      | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 2    |   3 - 5   |    |                     |       L2829  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 321.413    |                 321.414    |     10 |           |      |   825739.6       -    856843.1      | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 2    |   5 - 5   |    |                     |       L2829  |
Al V      |                            |                 322.5      |        | 2.39e+06  | D    |  1098350?        -   1129350        | 2s.2p5.(3P*).3s       | 2P*     | 1/2 | 2s2.2p4.(3P).5d       | 2P      | 1/2  |   2 - 2   |    |              u20,LS |              |
Al V      |                            |                 322.5      |        | 6.83e+06  | C    |  1098350?        -   1129350        | 2s.2p5.(3P*).3s       | 2P*     | 1/2 | 2s2.2p4.(3P).5d       | 2D      | 3/2  |   2 - 4   |    |              u20,LS |              |
Al IV     |                 324.1343   |                 324.134    |     20 |           |      |   827799.5       -    858642.0      | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 1    |   1 - 3   |    |                     |       L2829  |
Al I      |                 324.159    |                 324.1605   |      3 |           |      |    42237.783     -     73077.8      | 3s2.4d                | 2D      | 5/2 | 3s.3p.(3P*).3d        | 2F*     | 7/2  |   6 - 8   |    |                     |       L3514  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 324.6143   |                 324.612    |    100 |           |      |   827844.9       -    858642.0      | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 1    |   3 - 3   |    |                     |       L2829  |
Al I      |                 325.160    |                 325.1607   |      2 |           |      |    42233.742     -     72978.9      | 3s2.4d                | 2D      | 3/2 | 3s.3p.(3P*).3d        | 2F*     | 5/2  |   4 - 6   |    |                     |       L3514  |
Al IV     |                 325.3426   |                 325.342    |     15 |           |      |   824544.7       -    855272.7      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 1    |   5 - 3   |    |                     |       L2829  |
Al V      |                            |                 325.4      |        | 9.38e+05  | D    |  1065460         -   1096180?       | 2s2.2p4.(3P).4d       | 2D      | 3/2 | 2s.2p5.(3P*).3s       | 2P*     | 3/2  |   4 - 4   |    |              u20,LS |              |
Al XII    |                            |                 325.76     |        | 2.14e+07  | A+   |[15020463]        - [15051152]       | 1s.3s                 | 3S      | 1   | 1s.3p                 | 3P*     | 2    |   3 - 5   |    |         T5231c63,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al VIII   |                            |                 326.6      |        | 1.29e+07  | C+   |  1785360?        -   1815970?       | 2s2.2p.4s             | 3P*     | 2   | 2s.2p2.(2S).3d        | 3D      | 2    |   5 - 5   |    |          T5520c4,LS |              |
Al IV     |                 326.7213   |                 326.718    |    500 |           |      |   821408.9       -    852007.5      | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d | 2[1/2]* | 1    |   3 - 3   |    |                     |       L2829  |
Al VIII   |                            |                 327.3      |        | 1.93e+07  | B    |  1816930?        -   1847470?       | 2s.2p2.(2S).3d        | 3D      | 3   | 2s2.2p.4d             | 3D*     | 3    |   7 - 7   |    |          T5520c4,LS |              |
Al II     |                 327.5767   |                 327.5766   |     80 | 7.41e+06  | C+   |    95350.60      -    125869.015    | 3s.4s                 | 1S      | 0   | 3s.5p                 | 1P*     | 1    |   1 - 3   |    |               T6533 |       L4575  |
Al I      |                 328.220    |                 328.2139   |      3 |           |      |    46094.312     -     76553.47     | 3s2.7d                | 2D      | 5/2 | 3s.3p.(3P*).4d        | 2D*     | 5/2  |   6 - 6   |    |                     |       L3514  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                 328.3316   |                 328.3299   |     2d | 1.99e+06  | B+   |   178433.43      -    208881.83     | 2p6.5p                | 2P*     | 1/2 | 2p6.7d                | 2D      | 3/2  |   2 - 4   |    |                 c32 |        L277  |
Al IV     |                 328.513    |                 328.511    |    600 |           |      |   806234.9       -    836666.5      | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 0    |   3 - 1   |    |                     |       L2829  |
Al III    |                            |                 328.7282   |        | 3.82e+05  | B+   |   178470.32      -    208881.83     | 2p6.5p                | 2P*     | 3/2 | 2p6.7d                | 2D      | 3/2  |   4 - 4   |    |                 c32 |              |
Al III    |                 328.7302   |                 328.7282   |     3d | 2.29e+06  | A    |   178470.32      -    208881.83     | 2p6.5p                | 2P*     | 3/2 | 2p6.7d                | 2D      | 5/2  |   4 - 6   |    |                 c32 |        L277  |
Al IV     |                 329.7943   |                 329.794    |    150 |           |      |   821408.9       -    851722.1      | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d | 2[1/2]* | 0    |   3 - 1   |    |                     |       L2829  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al X      |                            |                 330.6      |        | 4.64e+05  | C+   |  2130410         -   2160650?       | 1s2.2p.3p             | 3P      | 2   | 1s2.2p.3d             | 3D*     | 1    |   5 - 3   |    |          T5633c4,LS |              |
Al VIII   |                            |                 331.2      |        | 1.46e+07  | C+   |  1815970?        -   1846150?       | 2s.2p2.(2S).3d        | 3D      | 2   | 2s2.2p.4d             | 3D*     | 2    |   5 - 5   |    |          T5520c4,LS |              |
Al II     |                 331.3344   |                 331.3346   |     80 | 1.33e+06  | C    |    95549.42      -    125721.703    | 3s.3d                 | 3D      | 3   | 3s.5p                 | 3P*     | 2    |   7 - 5   |    |          T6298c4,LS |       L3515  |
Al II     |                 331.3470   |                 331.3466   |      2 | 2.37e+05  | D    |    95550.51      -    125721.703    | 3s.3d                 | 3D      | 2   | 3s.5p                 | 3P*     | 2    |   5 - 5   |    |          T6298c4,LS |       L3515  |
Al II     |                            |                 331.3568   |        | 1.58e+04  | E    |    95551.44      -    125721.703    | 3s.3d                 | 3D      | 1   | 3s.5p                 | 3P*     | 2    |   3 - 5   |    |          T6298c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 331.4756   |                 331.4761   |      2 |           |      |    95549.42      -    125708.828    | 3s.3d                 | 3D      | 3   | 3s.5p                 | 3P*     | 1    |   7 - 3   |    |                     |       L3515  |
Al II     |                 331.4883   |                 331.4881   |     40 | 1.18e+06  | C    |    95550.51      -    125708.828    | 3s.3d                 | 3D      | 2   | 3s.5p                 | 3P*     | 1    |   5 - 3   |    |          T6298c4,LS |       L3515  |
Al II     |                 331.4981   |                 331.4983   |      1 | 3.94e+05  | D    |    95551.44      -    125708.828    | 3s.3d                 | 3D      | 1   | 3s.5p                 | 3P*     | 1    |   3 - 3   |    |          T6298c4,LS |       L3515  |
Al II     |                 331.5516   |                 331.5506   |      2 |           |      |    95550.51      -    125703.14     | 3s.3d                 | 3D      | 2   | 3s.5p                 | 3P*     | 0    |   5 - 1   |    |                     |       L3515  |
Al II     |                 331.5608   |                 331.5608   |     10 | 1.58e+06  | D    |    95551.44      -    125703.14     | 3s.3d                 | 3D      | 1   | 3s.5p                 | 3P*     | 0    |   3 - 1   |    |          T6298c4,LS |       L3515  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 331.6546   |                 331.654    |    200 |           |      |   828498.8       -    858642.0      | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 1    |   3 - 3   |    |                     |       L2829  |
Al IV     |                 333.2962   |                 333.295    |    300 |           |      |   825277.9       -    855272.7      | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 1    |   3 - 3   |    |                     |       L2829  |
Al IV     |                 334.446    |                 334.447    |    400 |           |      |   824080.0       -    853971.5      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 3    |   7 - 7   |    |                     |       L2829  |
Al IX     |                            |                 334.5      |        | 1.43e+07  | B+   |  1690940?        -   1720830        | 2s.2p.(3P*).3s        | 2P*     | 1/2 | 2s.2p.(3P*).3p        | 2P      | 1/2  |   2 - 2   |    |          T7192c4,LS |              |
Al III    |                 334.8517   |                 334.8513   |      9 | 1.88e+07  | A+   |   165786.32      -    195641.74     | 2p6.4d                | 2D      | 5/2 | 2p6.6p                | 2P*     | 3/2  |   6 - 4   |    |                 c32 |        L277  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                            |                 334.8646   |        | 2.08e+06  | A    |   165787.51      -    195641.74     | 2p6.4d                | 2D      | 3/2 | 2p6.6p                | 2P*     | 3/2  |   4 - 4   |    |                 c32 |              |
Al III    |                 335.0885   |                 335.0894   |      8 | 2.07e+07  | A+   |   165787.51      -    195621.72     | 2p6.4d                | 2D      | 3/2 | 2p6.6p                | 2P*     | 1/2  |   4 - 2   |    |                 c32 |        L277  |
Al II     |                 335.1462   |                 335.1462   |     50 | 1.04e+07  | C    |   110089.83      -    139918.98     | 3s.3d                 | 1D      | 2   | 3s.7p                 | 1P*     | 1    |   5 - 3   |    |               T6533 |       L4575  |
Al V      |                            |                 338.1      |        | 7.54e+06  | C+   |  1066610         -   1096180?       | 2s2.2p4.(3P).4d       | 2D      | 5/2 | 2s.2p5.(3P*).3s       | 2P*     | 3/2  |   6 - 4   |    |              u20,LS |              |
Al VIII   |                            |                 342.1      |        | 2.97e+06  | C+   |  1816930?        -   1846150?       | 2s.2p2.(2S).3d        | 3D      | 3   | 2s2.2p.4d             | 3D*     | 2    |   7 - 5   |    |          T5520c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 342.3125   |                 342.312    |    350 |           |      |   824544.7       -    853749.4      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 2    |   5 - 5   |    |                     |       L2829  |
Al XII    |                            |                 342.71     |        | 1.84e+07  | A+   |[15020463]        - [15049634]       | 1s.3s                 | 3S      | 1   | 1s.3p                 | 3P*     | 1    |   3 - 3   |    |         T5231c63,LS |              |
Al II     |                 342.8894   |                 342.8900   |     30 | 5.78e+06  | C+   |   110089.83      -    139245.343    | 3s.3d                 | 1D      | 2   | 3s.6f                 | 1F*     | 3    |   5 - 7   |    |               T6533 |       L4575  |
Al I      |                 343.9347   |                 343.9346   |     6g |           |      |        0.000     -     29066.96     | 3s2.3p                | 2P*     | 1/2 | 3s.3p2                | 4P      | 3/2  |   2 - 4   |    |                     |       L4737  |
Al I      |                 344.3640   |                 344.3640   |     9g |           |      |      112.061     -     29142.78     | 3s2.3p                | 2P*     | 3/2 | 3s.3p2                | 4P      | 5/2  |   4 - 6   |    |                     |       L4737  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |                 344.4865   |                 344.4863   |     6g |           |      |        0.000     -     29020.41     | 3s2.3p                | 2P*     | 1/2 | 3s.3p2                | 4P      | 1/2  |   2 - 2   |    |                     |       L4737  |
Al IV     |                 345.2159   |                 345.216    |     50 |           |      |   824080.0       -    853039.1      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 3    |   7 - 7   |    |                     |       L2829  |
Al I      |                 345.2657   |                 345.2658   |     2g |           |      |      112.061     -     29066.96     | 3s2.3p                | 2P*     | 3/2 | 3s.3p2                | 4P      | 3/2  |   4 - 4   |    |                     |       L4737  |
Al I      |                 345.8216   |                 345.8145   |    6g* |           |      |    44168.847     -     73077.8      | 3s2.5d                | 2D      | 5/2 | 3s.3p.(3P*).3d        | 2F*     | 7/2  |   6 - 8   |    |                     |       L4737  |
Al I      |                 345.8216   |                 345.8218   |    6g* |           |      |      112.061     -     29020.41     | 3s2.3p                | 2P*     | 3/2 | 3s.3p2                | 4P      | 1/2  |   4 - 2   |    |                     |       L4737  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 346.363    |                 346.3603   |      5 |           |      |   121483.50      -    150346.9      | 3s.4d                 | 3D      | 3   | 3s.17f                | 3F*     | 4    |   7 - 9   |    |                     |       L3471  |
Al I      |                 346.980    |                 346.9722   |      1 |           |      |    44166.398     -     72978.9      | 3s2.5d                | 2D      | 3/2 | 3s.3p.(3P*).3d        | 2F*     | 5/2  |   4 - 6   |    |                     |       L3514  |
Al IV     |                 347.3536   |                 347.353    |    500 |           |      |   827844.9       -    856625.8      | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d | 2[5/2]* | 2    |   3 - 5   |    |                     |       L2829  |
Al XII    |                            |                 347.4      |        | 1.77e+07  | A+   |[15020463]        - [15049244]       | 1s.3s                 | 3S      | 1   | 1s.3p                 | 3P*     | 0    |   3 - 1   |    |         T5231c63,LS |              |
Al I      |                 347.9806   |                 347.98083  |      5 |           |      |    38933.968     -     67662.959    | 3s2.nd                | y 2D    | 5/2 | 3s.3p.(3P*).3d        | 2D*     | 5/2  |   6 - 6   |    |                     |       L4737  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |                 348.2628   |                 348.26300  |      5 |           |      |    38929.413     -     67635.128    | 3s2.nd                | y 2D    | 3/2 | 3s.3p.(3P*).3d        | 2D*     | 3/2  |   4 - 4   |    |                     |       L4737  |
Al IV     |                 349.2226   |                 349.223    |    900 |           |      |   824080.0       -    852706.8      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 4    |   7 - 9   |    |                     |       L2829  |
Al IV     |                 350.8457   |                 350.846    |    800 |           |      |   824544.7       -    853039.1      | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 3    |   5 - 7   |    |                     |       L2829  |
Al IV     |                 351.1284   |                 351.128    |    500 |           |      |   825277.9       -    853749.4      | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 2    |   3 - 5   |    |                     |       L2829  |
Al II     |                 351.605    |                 351.6059   |      2 |           |      |   121483.50      -    149916.3      | 3s.4d                 | 3D      | 3   | 3s.15f                | 3F*     | 4    |   7 - 9   |    |                     |       L3471  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 351.7556   |                 351.756    |    700 |           |      |   828439.2       -    856859.9      | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d | 2[5/2]* | 3    |   5 - 7   |    |                     |       L2829  |
Al IV     |                 351.9638   |                 351.964    |      5 |           |      |   828439.2       -    856843.1      | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 2    |   5 - 5   |    |                     |       L2829  |
Al III    |                            |                 352.4869   |        | 1.07e+06  | B+   |   188877.57      -    217239.31     | 2p6.5d                | 2D      | 5/2 | 2p6.9f                | 2F*     | 5/2  |   6 - 6   |    |                 c32 |              |
Al III    |                            |                 352.4869   |        | 1.61e+07  | A    |   188877.57      -    217239.31     | 2p6.5d                | 2D      | 5/2 | 2p6.9f                | 2F*     | 7/2  |   6 - 8   |    |                 c32 |              |
Al III    |                            |                 352.4950   |        | 1.50e+07  | A    |   188878.22      -    217239.31     | 2p6.5d                | 2D      | 3/2 | 2p6.9f                | 2F*     | 5/2  |   4 - 6   |    |                 c32 |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |                 352.7034   |                 352.704    |    400 |           |      |   828498.8       -    856843.1      | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 2    |   3 - 5   |    |                     |       L2829  |
Al II     |                 353.4856   |                 353.4851   |      5 | 8.11e+05  | C    |   111637.33      -    139918.98     | 3p2                   | 1S      | 0   | 3s.7p                 | 1P*     | 1    |   1 - 3   |    |               T6533 |       L4575  |
Al IX     |                            |                 353.5      |        | 1.51e+07  | A    |  1694130         -   1722410        | 2s.2p.(3P*).3s        | 2P*     | 3/2 | 2s.2p.(3P*).3p        | 2P      | 3/2  |   4 - 4   |    |          T7192c4,LS |              |
Al IV     |                 354.1076   |                 354.108    |    500 |           |      |   825739.6       -    853971.5      | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d | 2[5/2]* | 3    |   5 - 7   |    |                     |       L2829  |
Al IV     |                 354.6770   |                 354.677    |     10 |           |      |   828439.2       -    856625.8      | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).4d | 2[5/2]* | 2    |   5 - 5   |    |                     |       L2829  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 355.200    |                 355.1951   |      3 |           |      |   121483.50      -    149629.0      | 3s.4d                 | 3D      | 3   | 3s.14f                | 3F*     | 4    |   7 - 9   |    |                     |       L3471  |
Al II     |                 358.6557   |                 358.6557   |    200 | 2.35e+08  | A    |    95549.42      -    123423.36     | 3s.3d                 | 3D      | 3   | 3s.4f                 | 3F*     | 4    |   7 - 9   |    |          T6298c4,LS |       L3515  |
Al II     |                 358.6708   |                 358.6697   |     15 |           |      |    95550.51      -    123423.36     | 3s.3d                 | 3D      | 2   | 3s.4f                 | 3F*     | 4    |   5 - 9   |    |                     |       L3515  |
Al II     |                 358.6811   |                 358.6817   |      2 |           |      |    95551.44      -    123423.36     | 3s.3d                 | 3D      | 1   | 3s.4f                 | 3F*     | 4    |   3 - 9   |    |                     |       L3515  |
Al II     |                 358.6912   |                 358.693+   |     50 |           |      |    95549.42      -    123420.45     | 3s.3d                 | 3D      | 3   | 3s.4f                 | 3F*     | 3    |   7 - 7   |    |                     |    L3515c14  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 358.6920   |                 358.6931   |  75hfs | 2.62e+07  | B    |    95549.42      -    123420.45     | 3s.3d                 | 3D      | 3   | 3s.4f                 | 3F*     | 3    |   7 - 7   |    |          T6298c4,LS |   L3515c150  |
Al II     |                 358.6936   |                 358.693+   |     25 |           |      |    95549.42      -    123420.45     | 3s.3d                 | 3D      | 3   | 3s.4f                 | 3F*     | 3    |   7 - 7   |    |                     |    L3515c14  |
Al II     |                 358.7068   |                 358.7072   |    100 | 2.09e+08  | B+   |    95550.51      -    123420.45     | 3s.3d                 | 3D      | 2   | 3s.4f                 | 3F*     | 3    |   5 - 7   |    |          T6298c4,LS |       L3515  |
Al II     |                 358.7165   |                 358.718+   |      5 |           |      |    95549.42      -    123418.48     | 3s.3d                 | 3D      | 3   | 3s.4f                 | 3F*     | 2    |   7 - 5   |    |                     |    L3515c14  |
Al II     |                 358.7185   |                 358.7185   |  15hfs | 1.03e+06  | C    |    95549.42      -    123418.48     | 3s.3d                 | 3D      | 3   | 3s.4f                 | 3F*     | 2    |   7 - 5   |    |          T6298c4,LS |   L3515c150  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
